,what,is,said,to,be,the,largest,travelling,funfair,in,europe,?
",",0.3087472915649414,0.4691906273365021,0.34496036171913147,0.44245919585227966,0.39254459738731384,0.4933079481124878,0.26626327633857727,0.2211819440126419,0.377482146024704,0.5201468467712402,0.2542513906955719,0.31091248989105225
bobby,0.14280302822589874,0.14376552402973175,0.16198395192623138,0.17318859696388245,0.0911422148346901,0.18347835540771484,0.04833799973130226,0.08697617799043655,0.21092268824577332,0.13409388065338135,0.08301924914121628,0.08083787560462952
robson,0.1884663701057434,0.18200163543224335,0.19626690447330475,0.20683985948562622,0.15182600915431976,0.18572832643985748,0.1133703663945198,0.147409588098526,0.3139784336090088,0.19119694828987122,0.14504460990428925,0.19536352157592773
",",0.3087472915649414,0.4691906273365021,0.34496036171913147,0.44245919585227966,0.39254459738731384,0.4933079481124878,0.26626327633857727,0.2211819440126419,0.377482146024704,0.5201468467712402,0.2542513906955719,0.31091248989105225
alan,0.134607195854187,0.1606997698545456,0.1228577047586441,0.20647886395454407,0.15346652269363403,0.20789864659309387,0.1031370535492897,0.14668767154216766,0.23105300962924957,0.20067796111106873,0.07929328083992004,0.12765617668628693
shearer,0.1587899923324585,0.2002423256635666,0.14654752612113953,0.2483929693698883,0.1805810183286667,0.22872915863990784,0.09334474056959152,0.18151544034481049,0.25236254930496216,0.19282706081867218,0.06912902742624283,0.15499114990234375
",",0.3087472915649414,0.4691906273365021,0.34496036171913147,0.44245919585227966,0.39254459738731384,0.4933079481124878,0.26626327633857727,0.2211819440126419,0.377482146024704,0.5201468467712402,0.2542513906955719,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,0.3024602234363556,0.535392165184021,0.4248143136501312,1.0,0.3757036626338959,0.2908712327480316,0.2574729919433594,0.6662389636039734,0.34463706612586975,0.22068053483963013
late,0.1576872020959854,0.20186106860637665,0.1912510097026825,0.25809016823768616,0.18044832348823547,0.31481194496154785,0.16236889362335205,0.19141870737075806,0.23718972504138947,0.3439198434352875,0.30570167303085327,0.11339222639799118
nelson,0.061905451118946075,0.19007955491542816,0.19401398301124573,0.18816524744033813,0.15314210951328278,0.22789885103702545,0.16578790545463562,0.15423497557640076,0.2845446765422821,0.17193183302879333,0.1212332546710968,0.05846647173166275
mandela,0.12643413245677948,0.23109088838100433,0.20192845165729523,0.22850264608860016,0.20337329804897308,0.23984621465206146,0.12155573070049286,0.11492689698934555,0.3117486834526062,0.22394180297851562,0.13596156239509583,0.11502163112163544
and,0.31309178471565247,0.3859752118587494,0.2940692901611328,0.48971283435821533,0.41766801476478577,0.5171257257461548,0.24602696299552917,0.23680128157138824,0.29043352603912354,0.4954058527946472,0.3463572859764099,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,0.3024602234363556,0.535392165184021,0.4248143136501312,1.0,0.3757036626338959,0.2908712327480316,0.2574729919433594,0.6662389636039734,0.34463706612586975,0.22068053483963013
royal,0.16189028322696686,0.15478424727916718,0.1269766390323639,0.20404569804668427,0.11746939271688461,0.2997032403945923,0.1617727279663086,0.21028952300548553,0.18416480720043182,0.22172321379184723,0.16570879518985748,0.11453001946210861
shakespeare,0.23672284185886383,0.19275997579097748,0.18411341309547424,0.18340611457824707,0.16151252388954163,0.19480109214782715,0.12812575697898865,0.21502049267292023,0.24937184154987335,0.22314533591270447,0.21921102702617645,0.19043835997581482
company,0.2333769053220749,0.18005689978599548,0.17441019415855408,0.24903783202171326,0.1454060822725296,0.26591673493385315,0.1974945217370987,0.1226036474108696,0.2761184275150299,0.22141718864440918,0.23263756930828094,0.12195809185504913
.,0.3567904531955719,0.4569662809371948,0.33782967925071716,0.4645031690597534,0.4383580684661865,0.5934505462646484,0.18871670961380005,0.23295344412326813,0.33300134539604187,0.5591574311256409,0.31984585523605347,0.4130953550338745
