,what,was,tesla,'s,ac,system,used,for,in,pittsburgh,?
current,0.18294453620910645,0.20140352845191956,0.19374153017997742,0.004145179875195026,0.21337713301181793,0.17151163518428802,0.16809694468975067,0.27481377124786377,0.1955713927745819,0.14284271001815796,0.12074550241231918
system,0.23557309806346893,0.2147521674633026,0.18243813514709473,0.04329425096511841,0.1782734990119934,1.0000001192092896,0.27983206510543823,0.2630598843097687,0.21978288888931274,0.12969012558460236,0.15556083619594574
to,0.455847829580307,0.3636345863342285,0.17548894882202148,0.03782717138528824,0.13302072882652283,0.26662686467170715,0.40058770775794983,0.4451248347759247,0.45010748505592346,0.16627483069896698,0.29463258385658264
power,0.22216427326202393,0.1794997751712799,0.27547121047973633,0.05344679579138756,0.25781431794166565,0.23068471252918243,0.21249571442604065,0.15072456002235413,0.16666220128536224,0.05121498554944992,0.15304024517536163
the,0.42745697498321533,0.48711544275283813,0.1324402391910553,-0.01540423184633255,0.11894276738166809,0.3233085572719574,0.3718377649784088,0.4739971458911896,0.6662389636039734,0.22728557884693146,0.22068053483963013
city,0.17493832111358643,0.3188765048980713,0.13220614194869995,0.004406440537422895,0.10207466781139374,0.1491265743970871,0.14128099381923676,0.18687109649181366,0.3911624252796173,0.24633708596229553,0.13423943519592285
's,0.02692362666130066,0.008974763564765453,0.06449045985937119,0.9999999403953552,0.040544040501117706,0.04329425096511841,0.00600846204906702,-0.07241261005401611,-0.037580832839012146,-0.013219165615737438,-0.023395681753754616
streetcars,0.2065729796886444,0.2722061574459076,0.29458627104759216,0.01654946804046631,0.22417116165161133,0.24753525853157043,0.24863137304782867,0.3209907114505768,0.27939674258232117,0.2577144503593445,0.15918008983135223
.,0.3567904531955719,0.40146201848983765,0.17949827015399933,-0.003708066651597619,0.21823462843894958,0.2277725487947464,0.33111312985420227,0.4726039469242096,0.5591574311256409,0.21295201778411865,0.4130953550338745
,what,was,tesla,'s,ac,system,used,for,in,pittsburgh,?
between,0.2462156116962433,0.24048170447349548,0.13727053999900818,0.006096371449530125,0.10406319051980972,0.1696578860282898,0.20879125595092773,0.24671313166618347,0.41100412607192993,0.04461655020713806,0.12887074053287506
them,0.4994642734527588,0.23709723353385925,0.13284409046173096,0.025712676346302032,0.10509304702281952,0.2131035327911377,0.35850977897644043,0.41447147727012634,0.29119014739990234,0.211223304271698,0.35435691475868225
",",0.3087472915649414,0.45456063747406006,0.20599327981472015,-0.0016132977325469255,0.1705707460641861,0.18439900875091553,0.3120402991771698,0.4464869201183319,0.5201468467712402,0.2340477555990219,0.31091248989105225
they,0.4431931674480438,0.3300964832305908,0.1470530778169632,0.03738465905189514,0.13367603719234467,0.24734781682491302,0.37411078810691833,0.3466525673866272,0.4330179989337921,0.17391449213027954,0.2753053903579712
settled,0.23502321541309357,0.3104991912841797,0.05053991824388504,-0.05332983657717705,-0.0019995367620140314,0.12669681012630463,0.15666036307811737,0.15168479084968567,0.30584418773651123,0.2116357833147049,0.09694210439920425
on,0.34226128458976746,0.3909217119216919,0.16159376502037048,0.0026888418942689896,0.13194037973880768,0.21675898134708405,0.24785758554935455,0.36199691891670227,0.46853652596473694,0.16485895216464996,0.2714994251728058
a,0.3320399522781372,0.4508470594882965,0.2211925983428955,0.04866964742541313,0.11213719099760056,0.2589043080806732,0.3864384889602661,0.44038116931915283,0.539380669593811,0.18535149097442627,0.23916715383529663
60-cycle,0.22080805897712708,0.2125113308429718,0.12971563637256622,-0.01470668613910675,0.0742226168513298,0.18139803409576416,0.20314937829971313,0.22306674718856812,0.24206219613552094,0.09540218114852905,0.1759946048259735
ac,0.12080251425504684,0.16263911128044128,0.31766265630722046,0.040544040501117706,1.0000001192092896,0.1782734990119934,0.15056514739990234,0.13663122057914734,0.09242649376392365,0.08973267674446106,0.19071458280086517
current,0.18294453620910645,0.20140352845191956,0.19374153017997742,0.004145179875195026,0.21337713301181793,0.17151163518428802,0.16809694468975067,0.27481377124786377,0.1955713927745819,0.14284271001815796,0.12074550241231918
system,0.23557309806346893,0.2147521674633026,0.18243813514709473,0.04329425096511841,0.1782734990119934,1.0000001192092896,0.27983206510543823,0.2630598843097687,0.21978288888931274,0.12969012558460236,0.15556083619594574
tesla,0.23221199214458466,0.16455206274986267,0.9999999403953552,0.06449045985937119,0.31766265630722046,0.18243813514709473,0.226042702794075,0.13983871042728424,0.17097744345664978,0.1537020057439804,0.10250775516033173
proposed,0.22754324972629547,0.2461901754140854,0.13387306034564972,-0.011876605451107025,0.057485442608594894,0.22698014974594116,0.21164987981319427,0.24884271621704102,0.2148248553276062,0.11712455749511719,0.24553193151950836
(,0.2411840260028839,0.2980341613292694,0.2156914919614792,0.0012731997994706035,0.2362600415945053,0.15626809000968933,0.19005385041236877,0.3357032239437103,0.3087427020072937,0.14879144728183746,0.40561532974243164
to,0.455847829580307,0.3636345863342285,0.17548894882202148,0.03782717138528824,0.13302072882652283,0.26662686467170715,0.40058770775794983,0.4451248347759247,0.45010748505592346,0.16627483069896698,0.29463258385658264
match,0.16586662828922272,0.1624181568622589,0.20154418051242828,-0.03328585624694824,0.1380096822977066,0.11004374921321869,0.13828858733177185,0.22159262001514435,0.23159536719322205,0.17557212710380554,0.1879810392856598
the,0.42745697498321533,0.48711544275283813,0.1324402391910553,-0.01540423184633255,0.11894276738166809,0.3233085572719574,0.3718377649784088,0.4739971458911896,0.6662389636039734,0.22728557884693146,0.22068053483963013
working,0.2846863269805908,0.25099408626556396,0.206875741481781,-0.0629357099533081,0.13211634755134583,0.2118702232837677,0.2766396701335907,0.3632623255252838,0.3062970042228699,0.1948164850473404,0.17154020071029663
frequency,0.2807137370109558,0.1326495260000229,0.2809634506702423,-0.013367456384003162,0.2524065375328064,0.20671749114990234,0.25704458355903625,0.21197183430194855,0.17656390368938446,0.15543989837169647,0.17067383229732513
of,0.33290785551071167,0.4069072902202606,0.18837453424930573,-0.03817026689648628,0.09591341018676758,0.25597915053367615,0.3075267970561981,0.4185989499092102,0.5696388483047485,0.15459969639778137,0.1826142966747284
tesla,0.23221199214458466,0.16455206274986267,0.9999999403953552,0.06449045985937119,0.31766265630722046,0.18243813514709473,0.226042702794075,0.13983871042728424,0.17097744345664978,0.1537020057439804,0.10250775516033173
's,0.02692362666130066,0.008974763564765453,0.06449045985937119,0.9999999403953552,0.040544040501117706,0.04329425096511841,0.00600846204906702,-0.07241261005401611,-0.037580832839012146,-0.013219165615737438,-0.023395681753754616
motor,0.18952611088752747,0.20476558804512024,0.3617369830608368,0.061700910329818726,0.2673928141593933,0.24123358726501465,0.18947017192840576,0.19755128026008606,0.21732762455940247,0.13598543405532837,0.0637441948056221
),0.26259949803352356,0.3267642855644226,0.22692398726940155,0.021107977256178856,0.21985545754432678,0.15207810699939728,0.1905621439218521,0.3639558255672455,0.3326910734176636,0.138431116938591,0.42300865054130554
",",0.3087472915649414,0.45456063747406006,0.20599327981472015,-0.0016132977325469255,0.1705707460641861,0.18439900875091553,0.3120402991771698,0.4464869201183319,0.5201468467712402,0.2340477555990219,0.31091248989105225
although,0.24844598770141602,0.3711436688899994,0.12368585914373398,0.06846998631954193,0.09052042663097382,0.14506679773330688,0.33199048042297363,0.2825305759906769,0.28763338923454285,0.11313699185848236,0.15541206300258636
they,0.4431931674480438,0.3300964832305908,0.1470530778169632,0.03738465905189514,0.13367603719234467,0.24734781682491302,0.37411078810691833,0.3466525673866272,0.4330179989337921,0.17391449213027954,0.2753053903579712
soon,0.3005380630493164,0.38351550698280334,0.1482267826795578,-0.051862090826034546,0.13239800930023193,0.20136332511901855,0.12367016077041626,0.3119761347770691,0.2957788109779358,0.16491886973381042,0.17460282146930695
found,0.1796332150697708,0.18447895348072052,0.052854783833026886,0.005866709165275097,0.07484493404626846,0.15165145695209503,0.31508201360702515,0.19707661867141724,0.39141854643821716,0.052024710923433304,0.16790300607681274
that,0.6297725439071655,0.33670201897621155,0.22102725505828857,0.04397977516055107,0.10693444311618805,0.3088737428188324,0.37621384859085083,0.4137635827064514,0.435920387506485,0.16949330270290375,0.32716336846351624
",",0.3087472915649414,0.45456063747406006,0.20599327981472015,-0.0016132977325469255,0.1705707460641861,0.18439900875091553,0.3120402991771698,0.4464869201183319,0.5201468467712402,0.2340477555990219,0.31091248989105225
since,0.29783400893211365,0.4384658932685852,0.16858826577663422,-0.04899144917726517,0.1324516087770462,0.16340304911136627,0.23610791563987732,0.36751601099967957,0.4325680434703827,0.14424312114715576,0.2876587212085724
tesla,0.23221199214458466,0.16455206274986267,0.9999999403953552,0.06449045985937119,0.31766265630722046,0.18243813514709473,0.226042702794075,0.13983871042728424,0.17097744345664978,0.1537020057439804,0.10250775516033173
's,0.02692362666130066,0.008974763564765453,0.06449045985937119,0.9999999403953552,0.040544040501117706,0.04329425096511841,0.00600846204906702,-0.07241261005401611,-0.037580832839012146,-0.013219165615737438,-0.023395681753754616
induction,0.21248550713062286,0.1620527058839798,0.3487966060638428,-0.0047057378105819225,0.26618337631225586,0.22342351078987122,0.22652758657932281,0.22771959006786346,0.18288569152355194,0.16728419065475464,0.1510571390390396
motor,0.18952611088752747,0.20476558804512024,0.3617369830608368,0.061700910329818726,0.2673928141593933,0.24123358726501465,0.18947017192840576,0.19755128026008606,0.21732762455940247,0.13598543405532837,0.0637441948056221
could,0.4188697934150696,0.39896807074546814,0.16634690761566162,0.02905246801674366,0.12869277596473694,0.2239907830953598,0.3978976011276245,0.3405117690563202,0.29357993602752686,0.10432127863168716,0.3411986827850342
only,0.41415658593177795,0.36249664425849915,0.1789838671684265,0.08984304964542389,0.1822292059659958,0.3086473345756531,0.36452993750572205,0.49157920479774475,0.42992329597473145,0.1594105362892151,0.2767370045185089
run,0.2294815480709076,0.18548552691936493,0.17299385368824005,0.017889494076371193,0.1926003396511078,0.23948153853416443,0.22448323667049408,0.27206581830978394,0.26368704438209534,0.18351863324642181,0.17904110252857208
at,0.2838611304759979,0.36707764863967896,0.16552478075027466,-0.08481216430664062,0.1383412778377533,0.1684759259223938,0.22295412421226501,0.34237727522850037,0.4374977946281433,0.1771005541086197,0.21978627145290375
a,0.3320399522781372,0.4508470594882965,0.2211925983428955,0.04866964742541313,0.11213719099760056,0.2589043080806732,0.3864384889602661,0.44038116931915283,0.539380669593811,0.18535149097442627,0.23916715383529663
constant,0.22559526562690735,0.11607828736305237,0.2864207625389099,-0.015898186713457108,0.20283588767051697,0.19863280653953552,0.2370898425579071,0.18285220861434937,0.15271376073360443,0.10388777405023575,0.14516431093215942
speed,0.23285695910453796,0.2205008864402771,0.32621487975120544,0.11208559572696686,0.2478562891483307,0.22995653748512268,0.20710046589374542,0.2231474667787552,0.2239796668291092,0.13588595390319824,0.17392314970493317
",",0.3087472915649414,0.45456063747406006,0.20599327981472015,-0.0016132977325469255,0.1705707460641861,0.18439900875091553,0.3120402991771698,0.4464869201183319,0.5201468467712402,0.2340477555990219,0.31091248989105225
it,0.45803478360176086,0.4577186405658722,0.17596082389354706,0.06608816236257553,0.11525460332632065,0.30691424012184143,0.3575260639190674,0.32171204686164856,0.5130809545516968,0.158641517162323,0.25732165575027466
would,0.45766422152519226,0.41663143038749695,0.14290116727352142,0.036968596279621124,0.08295296132564545,0.22481384873390198,0.35597336292266846,0.39877474308013916,0.30461156368255615,0.13487105071544647,0.37178951501846313
not,0.5449194312095642,0.2888734042644501,0.12018213421106339,0.002583299996331334,0.11837281286716461,0.25763750076293945,0.358921617269516,0.39280617237091064,0.3403114080429077,0.1410193145275116,0.41942933201789856
work,0.3762225806713104,0.24745555222034454,0.2545209228992462,-0.03332063928246498,0.17830343544483185,0.24377161264419556,0.2676831781864166,0.4087657630443573,0.2753349542617798,0.1638978123664856,0.2621155381202698
for,0.3017193675041199,0.3863949179649353,0.13983871042728424,-0.07241261005401611,0.13663122057914734,0.2630598843097687,0.4236139953136444,0.9999999403953552,0.4322226941585541,0.18945613503456116,0.264628142118454
street,0.14271703362464905,0.21281053125858307,0.15601496398448944,0.06000900641083717,0.07655901461839676,0.07075748592615128,0.17670635879039764,0.24031898379325867,0.2281111478805542,0.18588003516197205,0.07315441966056824
cars,0.18055814504623413,0.21907974779605865,0.34006115794181824,0.07887933403253555,0.2029762715101242,0.16306722164154053,0.2136443853378296,0.2283150851726532,0.2354678511619568,0.1851663887500763,0.1518762707710266
.,0.3567904531955719,0.40146201848983765,0.17949827015399933,-0.003708066651597619,0.21823462843894958,0.2277725487947464,0.33111312985420227,0.4726039469242096,0.5591574311256409,0.21295201778411865,0.4130953550338745
