,what,gameshow,featuring,newly,married,people,was,debuted,by,abc,in,july,1966,?
game,0.2246788740158081,0.6706193089485168,0.297855019569397,0.11973041296005249,0.1039394810795784,0.17547811567783356,0.2568269371986389,0.23524227738380432,0.21372540295124054,0.22060900926589966,0.23986028134822845,0.14574672281742096,0.11697840690612793,0.1829071193933487
",",0.3087472915649414,0.30772295594215393,0.23595236241817474,0.20306016504764557,0.3299272358417511,0.36644625663757324,0.45456063747406006,0.23864160478115082,0.3680937886238098,0.2097204476594925,0.5201468467712402,0.4269406795501709,-0.012670902535319328,0.31091248989105225
featuring,0.18412666022777557,0.34220755100250244,1.0000001192092896,0.11344955861568451,0.15451066195964813,0.10623688995838165,0.16899792850017548,0.33572685718536377,0.19083385169506073,0.24525749683380127,0.1888517439365387,0.13259819149971008,0.12756264209747314,0.24838131666183472
three,0.24888746440410614,0.15187500417232513,0.17956137657165527,0.2127653956413269,0.19907522201538086,0.1666570007801056,0.2748996615409851,0.18459565937519073,0.28754812479019165,0.15282940864562988,0.34828072786331177,0.1362798810005188,0.002997481729835272,0.20928427577018738
recently,0.2653191089630127,0.19743236899375916,0.18660596013069153,0.44490012526512146,0.19652453064918518,0.17290593683719635,0.4035745859146118,0.17920677363872528,0.32355746626853943,0.2179136574268341,0.32725074887275696,0.2695518732070923,0.020305823534727097,0.18352322280406952
married,0.13977670669555664,0.17125342786312103,0.15451066195964813,0.08461115509271622,1.0,0.152521550655365,0.3079395592212677,0.23881737887859344,0.17593929171562195,0.18114164471626282,0.21549314260482788,0.3124435842037201,-0.05163798853754997,0.18062160909175873
couples,0.1835072785615921,0.1960640847682953,0.17240400612354279,0.17455895245075226,0.4110981822013855,0.3272954821586609,0.16809359192848206,0.17041780054569244,0.224324569106102,0.18228277564048767,0.2503395974636078,0.1520819514989853,-0.03734323009848595,0.18474175035953522
who,0.40942975878715515,0.2570992410182953,0.19577710330486298,0.2577650249004364,0.299703449010849,0.3933800458908081,0.3318818509578705,0.10703007131814957,0.39727845788002014,0.14673753082752228,0.2792111933231354,0.2606464624404907,0.008801804855465889,0.26220351457595825
guessed,0.40741512179374695,0.18254773318767548,0.17671619355678558,0.10702156275510788,0.22459766268730164,0.3102076053619385,0.27510759234428406,0.20363128185272217,0.2826518714427948,0.12284798175096512,0.28826379776000977,0.18106651306152344,0.08424202352762222,0.3315361738204956
the,0.42745697498321533,0.22271066904067993,0.21340800821781158,0.35828328132629395,0.10720405727624893,0.36838498711586,0.48711544275283813,0.28418588638305664,0.4408751428127289,0.2068762183189392,0.6662389636039734,0.2371699959039688,-0.0162473414093256,0.22068053483963013
responses,0.3741379678249359,0.16704756021499634,0.16519242525100708,0.18562006950378418,0.07416856288909912,0.1655040830373764,0.1827067732810974,0.13741381466388702,0.2372448593378067,0.14509250223636627,0.1903737336397171,0.14787761867046356,0.0752185583114624,0.23588258028030396
to,0.455847829580307,0.21869038045406342,0.16750919818878174,0.28304818272590637,0.15330412983894348,0.37275731563568115,0.3636345863342285,0.17721480131149292,0.33534231781959534,0.1762417107820511,0.45010748505592346,0.228788822889328,-0.01889044977724552,0.29463258385658264
their,0.35142919421195984,0.17310306429862976,0.2143334150314331,0.2406495064496994,0.15097612142562866,0.2901504337787628,0.2396296262741089,0.1859177201986313,0.3242124021053314,0.17463743686676025,0.34976133704185486,0.1001487746834755,-0.025329062715172768,0.1898253709077835
partner,0.10468954592943192,0.13941757380962372,0.11686284095048904,0.13372233510017395,0.3596798777580261,0.10650976747274399,0.11958950757980347,0.17739467322826385,0.17357978224754333,0.11243466287851334,0.1903068870306015,0.12824396789073944,0.020327279344201088,0.15119856595993042
's,0.02692362666130066,0.12853559851646423,0.006669926922768354,-0.0343291349709034,-0.05299868807196617,0.023582622408866882,0.008974763564765453,0.025340793654322624,-0.010884488001465797,0.06670809537172318,-0.037580832839012146,-0.06841624528169632,0.021356139332056046,-0.023395681753754616
questions,0.4857400059700012,0.2700982689857483,0.20721164345741272,0.09986795485019684,0.15017999708652496,0.2534840404987335,0.17022275924682617,0.10776308178901672,0.18656910955905914,0.20814047753810883,0.19608618319034576,0.17099866271018982,0.0036544997710734606,0.42967134714126587
(,0.2411840260028839,0.20505699515342712,0.25943523645401,0.11788202822208405,0.22276289761066437,0.17817604541778564,0.2980341613292694,0.21379032731056213,0.20696312189102173,0.183883935213089,0.3087427020072937,0.36263927817344666,0.09469245374202728,0.40561532974243164
some,0.4491020441055298,0.20820826292037964,0.20101158320903778,0.23486928641796112,0.08188749104738235,0.40364471077919006,0.21528802812099457,0.08552785217761993,0.306446373462677,0.12714526057243347,0.4010399878025055,0.09327211230993271,0.059424951672554016,0.2562315762042999
of,0.33290785551071167,0.2024783194065094,0.1792638599872589,0.28144341707229614,0.1619977355003357,0.3251037895679474,0.4069072902202606,0.18094587326049805,0.3646814823150635,0.14607268571853638,0.5696388483047485,0.19723743200302124,-0.13182570040225983,0.1826142966747284
which,0.5261979103088379,0.2032429426908493,0.231018528342247,0.35063013434410095,0.03721487522125244,0.29092222452163696,0.2830964922904968,0.17272479832172394,0.40543368458747864,0.1991286277770996,0.4840516746044159,0.14656169712543488,0.08596549183130264,0.25814583897590637
were,0.22298263013362885,0.15349306166172028,0.18287456035614014,0.41060110926628113,0.1966971904039383,0.35862088203430176,0.590133786201477,0.16383224725723267,0.4406847059726715,0.09045279771089554,0.3815755248069763,0.17693200707435608,-0.08309128135442734,0.17890112102031708
fairly,0.34488388895988464,0.16004936397075653,0.11719757318496704,0.1928761899471283,0.16707463562488556,0.16061468422412872,0.2538369297981262,0.15471956133842468,0.2242097705602646,0.19970391690731049,0.2507452666759491,0.17643994092941284,0.08933421224355698,0.269774466753006
risque,0.10889255255460739,0.14818154275417328,0.21470776200294495,0.12143123149871826,0.22298002243041992,0.0326385572552681,0.19519749283790588,0.2519087791442871,0.18010400235652924,0.15611808001995087,0.14075924456119537,0.14143522083759308,0.07337271422147751,0.16544590890407562
),0.26259949803352356,0.22454164922237396,0.2310769259929657,0.13070212304592133,0.22073489427566528,0.18634183704853058,0.3267642855644226,0.20853063464164734,0.2151763141155243,0.18381085991859436,0.3326910734176636,0.38555747270584106,0.06005061790347099,0.42300865054130554
.,0.3567904531955719,0.2906738519668579,0.16198691725730896,0.25876227021217346,0.2611352503299713,0.33118996024131775,0.40146201848983765,0.2639025151729584,0.3936232924461365,0.2567209303379059,0.5591574311256409,0.3500252068042755,-0.01436726376414299,0.4130953550338745
