,the,number,of,new,huguenot,colonists,declined,after,what,year,?
1700,0.004123383201658726,0.12050111591815948,0.04021696373820305,-0.06364116817712784,0.127486452460289,0.05140162631869316,0.0850696861743927,-0.04062424227595329,0.11454621702432632,0.08243866264820099,0.23029880225658417
;,0.09152708947658539,-0.037203412503004074,0.054534342139959335,0.021862374618649483,0.03235732764005661,0.12749212980270386,0.014026612043380737,-0.01834123209118843,0.10986888408660889,0.00956164300441742,0.10349778085947037
thereafter,0.3637511134147644,0.19740238785743713,0.4017646014690399,0.20618364214897156,0.232491597533226,0.21033160388469696,0.31248217821121216,0.521710216999054,0.22742412984371185,0.22812514007091522,0.1361512392759323
",",0.4933079481124878,0.2535701394081116,0.4946078956127167,0.36073189973831177,0.24752236902713776,0.22380682826042175,0.3096577823162079,0.38860568404197693,0.3087472915649414,0.28560417890548706,0.31091248989105225
the,1.0,0.35145696997642517,0.733189046382904,0.3845241069793701,0.29557526111602783,0.2727788984775543,0.2764727771282196,0.4565047025680542,0.42745697498321533,0.3609684407711029,0.22068053483963013
numbers,0.293011337518692,0.7132124304771423,0.228018656373024,0.24533575773239136,0.18236123025417328,0.18554022908210754,0.20846880972385406,0.187367781996727,0.24586999416351318,0.13826143741607666,0.19297972321510315
declined,0.2764727771282196,0.13387882709503174,0.205408975481987,0.14235158264636993,0.21601712703704834,0.24043451249599457,0.9999998807907104,0.3069232702255249,0.21339869499206543,0.28388774394989014,0.17974776029586792
and,0.5171257257461548,0.28545793890953064,0.5116966962814331,0.31402453780174255,0.2762077748775482,0.2779245972633362,0.284045547246933,0.3765919506549835,0.31309178471565247,0.2506658732891083,0.20544172823429108
only,0.5497692227363586,0.39694860577583313,0.49632513523101807,0.3027914762496948,0.20597383379936218,0.2363201379776001,0.2576580047607422,0.3814272880554199,0.41415658593177795,0.2698895335197449,0.2767370045185089
small,0.39655908942222595,0.29091721773147583,0.353353351354599,0.24805447459220886,0.16900116205215454,0.2457898110151291,0.12960250675678253,0.17837278544902802,0.2504110634326935,0.10715523362159729,0.13914890587329865
groups,0.27790749073028564,0.2738158404827118,0.24723079800605774,0.156390979886055,0.2031421959400177,0.3314691483974457,0.11192081868648529,0.1997762769460678,0.23137421905994415,0.13837362825870514,0.14349548518657684
arrived,0.279670387506485,0.11664357781410217,0.2384427934885025,0.22840465605258942,0.29379802942276,0.4409622848033905,0.2095722258090973,0.3245880603790283,0.25085949897766113,0.15676580369472504,0.1681029200553894
at,0.457212895154953,0.20500339567661285,0.42558613419532776,0.1898733228445053,0.23064149916172028,0.1805073767900467,0.1625135838985443,0.3622083067893982,0.2838611304759979,0.3146436810493469,0.21978627145290375
a,0.5829201340675354,0.2992287278175354,0.5052502155303955,0.3214259147644043,0.22502337396144867,0.16409318149089813,0.18412065505981445,0.3831600844860077,0.3320399522781372,0.29350247979164124,0.23916715383529663
time,0.43061500787734985,0.26802247762680054,0.35127586126327515,0.2320125252008438,0.16974487900733948,0.19355913996696472,0.24179235100746155,0.40345117449760437,0.36319252848625183,0.41097521781921387,0.27391523122787476
.,0.5934505462646484,0.3256329298019409,0.5352458953857422,0.35031336545944214,0.2060975730419159,0.22969768941402435,0.29203805327415466,0.35870397090911865,0.3567904531955719,0.32538118958473206,0.4130953550338745
