,which,one,of,fresno,'s,hotels,burned,down,?
fresno,0.14756552875041962,0.1632690131664276,0.1875009983778,1.0000001192092896,0.032067470252513885,0.2510073184967041,0.18977490067481995,0.09570533037185669,0.13224096596240997
carnegie,0.26333537697792053,0.2061331868171692,0.26828065514564514,0.21196772158145905,0.03477966785430908,0.20063255727291107,0.13315477967262268,0.10212568193674088,0.16629517078399658
public,0.2544276714324951,0.255158394575119,0.2391265481710434,0.2536109983921051,0.060657959431409836,0.3277677893638611,0.16132596135139465,0.09872622787952423,0.19872993230819702
library,0.1813201606273651,0.19550721347332,0.21889357268810272,0.21979932487010956,-0.09959429502487183,0.25173088908195496,0.1450953632593155,0.1325189769268036,0.18938742578029633
(,0.2589828372001648,0.2922096848487854,0.35032153129577637,0.188642680644989,0.0012731997994706035,0.11048039048910141,0.13924720883369446,0.14931032061576843,0.40561532974243164
demolished,0.2312709540128708,0.16583923995494843,0.24649691581726074,0.16828620433807373,-0.025960886850953102,0.27232125401496887,0.4727344214916229,0.28227290511131287,0.15856656432151794
),0.2758678197860718,0.31658053398132324,0.3680361211299896,0.20478583872318268,0.021107977256178856,0.1258498877286911,0.1543184220790863,0.1588357537984848,0.42300865054130554
",",0.3658004403114319,0.3696635365486145,0.4946078956127167,0.2561432421207428,-0.0016132977325469255,0.20616306364536285,0.23157525062561035,0.23362469673156738,0.31091248989105225
the,0.6521818041801453,0.5514441132545471,0.733189046382904,0.22571885585784912,-0.01540423184633255,0.2037777304649353,0.27910104393959045,0.3325848877429962,0.22068053483963013
fresno,0.14756552875041962,0.1632690131664276,0.1875009983778,1.0000001192092896,0.032067470252513885,0.2510073184967041,0.18977490067481995,0.09570533037185669,0.13224096596240997
water,0.3689718246459961,0.2267422080039978,0.2741255462169647,0.2050275355577469,0.06513497978448868,0.2299942821264267,0.2873305678367615,0.27025821805000305,0.14731885492801666
tower,0.2040041834115982,0.2137208729982376,0.2271278351545334,0.13243645429611206,-0.06583263725042343,0.2883014380931854,0.2546921670436859,0.1274222433567047,0.10395228117704391
",",0.3658004403114319,0.3696635365486145,0.4946078956127167,0.2561432421207428,-0.0016132977325469255,0.20616306364536285,0.23157525062561035,0.23362469673156738,0.31091248989105225
the,0.6521818041801453,0.5514441132545471,0.733189046382904,0.22571885585784912,-0.01540423184633255,0.2037777304649353,0.27910104393959045,0.3325848877429962,0.22068053483963013
bank,0.22616201639175415,0.22997988760471344,0.2346848100423813,0.13553114235401154,0.07716244459152222,0.2713715136051178,0.15717259049415588,0.18141037225723267,0.09656643867492676
of,0.5011631846427917,0.4999135136604309,1.0,0.1875009983778,-0.03817026689648628,0.20648407936096191,0.22024062275886536,0.23279321193695068,0.1826142966747284
italy,0.23020818829536438,0.20467208325862885,0.2844046950340271,0.27094244956970215,0.007163373753428459,0.19952774047851562,0.16536124050617218,0.1117788553237915,0.11567100137472153
building,0.3029557466506958,0.2307232916355133,0.26200541853904724,0.10586771368980408,0.004743766970932484,0.34751516580581665,0.28432491421699524,0.20065347850322723,0.13549931347370148
",",0.3658004403114319,0.3696635365486145,0.4946078956127167,0.2561432421207428,-0.0016132977325469255,0.20616306364536285,0.23157525062561035,0.23362469673156738,0.31091248989105225
the,0.6521818041801453,0.5514441132545471,0.733189046382904,0.22571885585784912,-0.01540423184633255,0.2037777304649353,0.27910104393959045,0.3325848877429962,0.22068053483963013
pacific,0.2135714292526245,0.19643327593803406,0.21646003425121307,0.34335553646087646,0.08797691762447357,0.22008031606674194,0.1197657436132431,0.10043089836835861,0.13060949742794037
southwest,0.23897136747837067,0.22345255315303802,0.2579437494277954,0.25223955512046814,-0.01139537151902914,0.2745361626148224,0.20580501854419708,0.10167064517736435,0.11322080343961716
building,0.3029557466506958,0.2307232916355133,0.26200541853904724,0.10586771368980408,0.004743766970932484,0.34751516580581665,0.28432491421699524,0.20065347850322723,0.13549931347370148
",",0.3658004403114319,0.3696635365486145,0.4946078956127167,0.2561432421207428,-0.0016132977325469255,0.20616306364536285,0.23157525062561035,0.23362469673156738,0.31091248989105225
the,0.6521818041801453,0.5514441132545471,0.733189046382904,0.22571885585784912,-0.01540423184633255,0.2037777304649353,0.27910104393959045,0.3325848877429962,0.22068053483963013
san,0.190042182803154,0.2074461579322815,0.25237205624580383,0.4697914123535156,-0.022058377042412758,0.24952128529548645,0.21600134670734406,0.11963833123445511,0.10952327400445938
joaquin,0.19910109043121338,0.17521396279335022,0.21863585710525513,0.36139971017837524,0.017195606604218483,0.14018464088439941,0.16640660166740417,0.12759821116924286,0.10146427899599075
light,0.3455694615840912,0.33603912591934204,0.18257063627243042,0.09964165836572647,0.047048170119524,0.08382876962423325,0.1972607970237732,0.19706283509731293,0.17429810762405396
&,0.16294614970684052,0.0723944678902626,0.19900451600551605,0.07416577637195587,-0.02038128487765789,0.1211816743016243,0.006267583463340998,0.044309359043836594,0.12596383690834045
power,0.2490626573562622,0.25121957063674927,0.25273123383522034,0.15662258863449097,0.05344679579138756,0.12629134953022003,0.2213473916053772,0.16730517148971558,0.15304024517536163
building,0.3029557466506958,0.2307232916355133,0.26200541853904724,0.10586771368980408,0.004743766970932484,0.34751516580581665,0.28432491421699524,0.20065347850322723,0.13549931347370148
(,0.2589828372001648,0.2922096848487854,0.35032153129577637,0.188642680644989,0.0012731997994706035,0.11048039048910141,0.13924720883369446,0.14931032061576843,0.40561532974243164
currently,0.2807596027851105,0.29175806045532227,0.2655649185180664,0.21287034451961517,-0.0480838343501091,0.12965130805969238,0.016725528985261917,0.13878846168518066,0.1861555278301239
known,0.30223485827445984,0.33883556723594666,0.35814476013183594,0.18501479923725128,0.008368984796106815,0.18166716396808624,0.17210102081298828,0.1935652792453766,0.18314571678638458
as,0.41006597876548767,0.3954789340496063,0.3886612355709076,0.13437435030937195,-0.05775856226682663,0.18255256116390228,0.15548688173294067,0.2080715298652649,0.27043893933296204
the,0.6521818041801453,0.5514441132545471,0.733189046382904,0.22571885585784912,-0.01540423184633255,0.2037777304649353,0.27910104393959045,0.3325848877429962,0.22068053483963013
grand,0.20318171381950378,0.21285785734653473,0.27195852994918823,0.2059287428855896,-0.005897364113479853,0.2658957242965698,0.15072324872016907,0.08135095983743668,0.1168735921382904
1401,0.13097190856933594,0.220884308218956,0.1497793048620224,0.03884194791316986,0.04203812777996063,0.048611659556627274,0.08211927115917206,0.09144046157598495,0.013339387252926826
),0.2758678197860718,0.31658053398132324,0.3680361211299896,0.20478583872318268,0.021107977256178856,0.1258498877286911,0.1543184220790863,0.1588357537984848,0.42300865054130554
",",0.3658004403114319,0.3696635365486145,0.4946078956127167,0.2561432421207428,-0.0016132977325469255,0.20616306364536285,0.23157525062561035,0.23362469673156738,0.31091248989105225
and,0.506277859210968,0.42438167333602905,0.5116966962814331,0.21513071656227112,0.06895173341035843,0.2801850736141205,0.245635986328125,0.2760816216468811,0.20544172823429108
the,0.6521818041801453,0.5514441132545471,0.733189046382904,0.22571885585784912,-0.01540423184633255,0.2037777304649353,0.27910104393959045,0.3325848877429962,0.22068053483963013
hughes,0.16870784759521484,0.1443784087896347,0.21100978553295135,0.2568431794643402,-0.03217606991529465,0.12390068918466568,0.2249378263950348,0.21746493875980377,0.1937333196401596
hotel,0.17631463706493378,0.1973620057106018,0.1921118199825287,0.21671316027641296,-0.011970339342951775,0.723110556602478,0.26146718859672546,0.12539078295230865,0.05846213921904564
(,0.2589828372001648,0.2922096848487854,0.35032153129577637,0.188642680644989,0.0012731997994706035,0.11048039048910141,0.13924720883369446,0.14931032061576843,0.40561532974243164
burned,0.2516072690486908,0.14968760311603546,0.22024062275886536,0.18977490067481995,0.007542244158685207,0.20793019235134125,0.9999999403953552,0.36727920174598694,0.14875538647174835
down,0.36159706115722656,0.2571679651737213,0.23279321193695068,0.09570533037185669,-0.0948290154337883,0.12292046844959259,0.36727920174598694,1.0,0.13836295902729034
),0.2758678197860718,0.31658053398132324,0.3680361211299896,0.20478583872318268,0.021107977256178856,0.1258498877286911,0.1543184220790863,0.1588357537984848,0.42300865054130554
",",0.3658004403114319,0.3696635365486145,0.4946078956127167,0.2561432421207428,-0.0016132977325469255,0.20616306364536285,0.23157525062561035,0.23362469673156738,0.31091248989105225
to,0.5345056653022766,0.4025384783744812,0.41548454761505127,0.22500741481781006,0.03782717138528824,0.1964050680398941,0.1863459348678589,0.33130598068237305,0.29463258385658264
name,0.2972666025161743,0.27018114924430847,0.24075818061828613,0.17195947468280792,0.08507627248764038,0.10777167975902557,0.11962931603193283,0.08997663855552673,0.15381577610969543
a,0.56894451379776,0.4910551905632019,0.5052502155303955,0.22242428362369537,0.04866964742541313,0.22550435364246368,0.18985134363174438,0.2387222796678543,0.23916715383529663
few,0.339163601398468,0.3755951225757599,0.2682102620601654,0.15538842976093292,0.06408512592315674,0.24312350153923035,0.18072740733623505,0.21440646052360535,0.2334265559911728
.,0.45942068099975586,0.4123194217681885,0.5352458953857422,0.2480216920375824,-0.003708066651597619,0.2076965570449829,0.2547749876976013,0.2362249493598938,0.4130953550338745
