,what,version,of,the,english,translation,of,the,bible,did,luther,'s,translation,affect,?
",",0.3087472915649414,0.2078275829553604,0.4946078956127167,0.4933079481124878,0.3339248597621918,0.2429160475730896,0.4946078956127167,0.4933079481124878,0.18640878796577454,0.3015086054801941,0.23255878686904907,-0.0016132977325469255,0.2429160475730896,0.24902932345867157,0.31091248989105225
added,0.23789235949516296,0.27173519134521484,0.2879071831703186,0.3207796514034271,0.14580342173576355,0.1613902598619461,0.2879071831703186,0.3207796514034271,0.18919149041175842,0.2065255343914032,0.10654933005571365,-0.06401729583740234,0.1613902598619461,0.24293459951877594,0.2865637540817261
several,0.22446060180664062,0.18459361791610718,0.3271615505218506,0.40559855103492737,0.1879388988018036,0.20138071477413177,0.3271615505218506,0.40559855103492737,0.1726004034280777,0.24080568552017212,0.2095126509666443,-0.012985157780349255,0.20138071477413177,0.21540993452072144,0.15595775842666626
principles,0.3122304081916809,0.23844987154006958,0.25854504108428955,0.21452596783638,0.12977799773216248,0.24396078288555145,0.25854504108428955,0.21452596783638,0.24392752349376678,0.19997194409370422,0.25153905153274536,-0.03721999749541283,0.24396078288555145,0.20634213089942932,0.19203636050224304
to,0.455847829580307,0.24018406867980957,0.41548454761505127,0.535392165184021,0.21984367072582245,0.16402019560337067,0.41548454761505127,0.535392165184021,0.22778454422950745,0.4452643394470215,0.18029534816741943,0.03782717138528824,0.16402019560337067,0.2910311818122864,0.29463258385658264
the,0.42745697498321533,0.27268242835998535,0.733189046382904,1.0,0.23982001841068268,0.26402729749679565,0.733189046382904,1.0,0.27647915482521057,0.34736719727516174,0.1759674996137619,-0.01540423184633255,0.26402729749679565,0.314972460269928,0.22068053483963013
art,0.19292277097702026,0.10337036103010178,0.22648051381111145,0.20297785103321075,0.16774697601795197,0.21958638727664948,0.22648051381111145,0.20297785103321075,0.1976379007101059,0.1711656004190445,0.09293907880783081,-0.0026162867434322834,0.21958638727664948,0.11083769053220749,0.138971745967865
of,0.33290785551071167,0.14166875183582306,1.0,0.733189046382904,0.17198967933654785,0.18704865872859955,1.0,0.733189046382904,0.25664499402046204,0.2513895630836487,0.1719115972518921,-0.03817026689648628,0.18704865872859955,0.3070525825023651,0.1826142966747284
translation,0.22188860177993774,0.42185109853744507,0.18704865872859955,0.26402729749679565,0.3901817202568054,0.9999998807907104,0.18704865872859955,0.26402729749679565,0.4584057331085205,0.1068030595779419,0.18200817704200745,-0.01735842600464821,0.9999998807907104,0.0911741629242897,0.22574150562286377
",",0.3087472915649414,0.2078275829553604,0.4946078956127167,0.4933079481124878,0.3339248597621918,0.2429160475730896,0.4946078956127167,0.4933079481124878,0.18640878796577454,0.3015086054801941,0.23255878686904907,-0.0016132977325469255,0.2429160475730896,0.24902932345867157,0.31091248989105225
and,0.31309178471565247,0.1978406310081482,0.5116966962814331,0.5171257257461548,0.3409043252468109,0.2206902801990509,0.5116966962814331,0.5171257257461548,0.1976928561925888,0.34479495882987976,0.20796556770801544,0.06895173341035843,0.2206902801990509,0.3258028030395508,0.20544172823429108
influenced,0.22395093739032745,0.15777334570884705,0.25486209988594055,0.18518297374248505,0.24053779244422913,0.22770905494689941,0.25486209988594055,0.18518297374248505,0.22541631758213043,0.22115233540534973,0.16982164978981018,-0.0006173446890898049,0.22770905494689941,0.3040695786476135,0.1310873031616211
the,0.42745697498321533,0.27268242835998535,0.733189046382904,1.0,0.23982001841068268,0.26402729749679565,0.733189046382904,1.0,0.27647915482521057,0.34736719727516174,0.1759674996137619,-0.01540423184633255,0.26402729749679565,0.314972460269928,0.22068053483963013
writing,0.3355313539505005,0.21284329891204834,0.25490155816078186,0.2579600512981415,0.2866203784942627,0.3459831774234772,0.25490155816078186,0.2579600512981415,0.2876850664615631,0.2745545208454132,0.1731184720993042,0.04026207700371742,0.3459831774234772,0.09511803835630417,0.21497225761413574
of,0.33290785551071167,0.14166875183582306,1.0,0.733189046382904,0.17198967933654785,0.18704865872859955,1.0,0.733189046382904,0.25664499402046204,0.2513895630836487,0.1719115972518921,-0.03817026689648628,0.18704865872859955,0.3070525825023651,0.1826142966747284
an,0.2821882665157318,0.24099896848201752,0.32280945777893066,0.4207492768764496,0.21771825850009918,0.17608362436294556,0.32280945777893066,0.4207492768764496,0.14779238402843475,0.22598257660865784,0.10983039438724518,0.025255560874938965,0.17608362436294556,0.1799934059381485,0.19793890416622162
english,0.25060737133026123,0.2753444015979767,0.17198967933654785,0.23982001841068268,0.9999999403953552,0.3901817202568054,0.17198967933654785,0.23982001841068268,0.28196796774864197,0.18994997441768646,0.16135354340076447,0.04063878208398819,0.3901817202568054,0.12056149542331696,0.23251567780971527
translation,0.22188860177993774,0.42185109853744507,0.18704865872859955,0.26402729749679565,0.3901817202568054,0.9999998807907104,0.18704865872859955,0.26402729749679565,0.4584057331085205,0.1068030595779419,0.18200817704200745,-0.01735842600464821,0.9999998807907104,0.0911741629242897,0.22574150562286377
",",0.3087472915649414,0.2078275829553604,0.4946078956127167,0.4933079481124878,0.3339248597621918,0.2429160475730896,0.4946078956127167,0.4933079481124878,0.18640878796577454,0.3015086054801941,0.23255878686904907,-0.0016132977325469255,0.2429160475730896,0.24902932345867157,0.31091248989105225
the,0.42745697498321533,0.27268242835998535,0.733189046382904,1.0,0.23982001841068268,0.26402729749679565,0.733189046382904,1.0,0.27647915482521057,0.34736719727516174,0.1759674996137619,-0.01540423184633255,0.26402729749679565,0.314972460269928,0.22068053483963013
tyndale,0.223439022898674,0.36227947473526,0.25554177165031433,0.2978382110595703,0.35330280661582947,0.43728476762771606,0.25554177165031433,0.2978382110595703,0.5524408221244812,0.2497589886188507,0.40029028058052063,-0.03697684407234192,0.43728476762771606,0.1514311283826828,0.19558009505271912
bible,0.33710888028144836,0.33069539070129395,0.25664499402046204,0.27647915482521057,0.28196796774864197,0.4584057331085205,0.25664499402046204,0.27647915482521057,1.0000001192092896,0.24923516809940338,0.3825412392616272,0.008640618063509464,0.4584057331085205,0.17050261795520782,0.22667601704597473
.,0.3567904531955719,0.2754054665565491,0.5352458953857422,0.5934505462646484,0.2881386876106262,0.2109805941581726,0.5352458953857422,0.5934505462646484,0.22401820123195648,0.35288307070732117,0.24907569587230682,-0.003708066651597619,0.2109805941581726,0.2787342071533203,0.4130953550338745
