,were,the,restored,tapes,able,to,have,color,added,to,them,to,enhance,the,picture,or,did,they,remain,black,and,white,?
contains,0.18846316635608673,0.2846323549747467,0.1754778027534485,0.24038738012313843,0.13623715937137604,0.22413384914398193,0.35270652174949646,0.16744790971279144,0.3165014982223511,0.22413384914398193,0.20951232314109802,0.22413384914398193,0.22626936435699463,0.2846323549747467,0.19446900486946106,0.30413174629211426,0.12733715772628784,0.20228736102581024,0.1793244332075119,0.12156806141138077,0.27121078968048096,0.1588118076324463,0.15215006470680237
conservative,0.15104718506336212,0.19218477606773376,0.19544053077697754,0.12364815175533295,0.13245296478271484,0.19727681577205658,0.18673379719257355,0.1603408306837082,0.16684845089912415,0.19727681577205658,0.13636961579322815,0.19727681577205658,0.1238066554069519,0.19218477606773376,0.15808060765266418,0.13516966998577118,0.14079563319683075,0.1493283212184906,0.2173827737569809,0.100084587931633,0.24419347941875458,0.14878930151462555,0.1597563922405243
digital,0.1534881591796875,0.18361380696296692,0.21639494597911835,0.41650471091270447,0.19207480549812317,0.1787031590938568,0.14748084545135498,0.1724475920200348,0.09311835467815399,0.1787031590938568,0.13691653311252594,0.1787031590938568,0.21826660633087158,0.18361380696296692,0.26415011286735535,0.2115585207939148,0.10377924144268036,0.19140204787254333,0.12580034136772156,0.10488744080066681,0.20433840155601501,0.06552676856517792,0.12982943654060364
enhancements,0.21454323828220367,0.2712669372558594,0.16505202651023865,0.35125088691711426,0.2494206577539444,0.3027903735637665,0.32222315669059753,0.2666640281677246,0.34729745984077454,0.3027903735637665,0.29434147477149963,0.3027903735637665,0.7807530760765076,0.2712669372558594,0.19179734587669373,0.3446478843688965,0.17771057784557343,0.21219298243522644,0.23104719817638397,0.14456836879253387,0.32390251755714417,0.1624433994293213,0.15151537954807281
and,0.42175528407096863,0.5171257257461548,0.25671181082725525,0.2145281732082367,0.3303895890712738,0.48971283435821533,0.4711785912513733,0.21500243246555328,0.29847657680511475,0.48971283435821533,0.48717668652534485,0.48971283435821533,0.2690582275390625,0.5171257257461548,0.20889809727668762,0.4713204801082611,0.34479495882987976,0.5073080658912659,0.28385093808174133,0.24407927691936493,1.0,0.2696375846862793,0.20544172823429108
did,0.4162326455116272,0.34736719727516174,0.22396154701709747,0.23529666662216187,0.43777281045913696,0.4452643394470215,0.3783526122570038,0.19901683926582336,0.2065255343914032,0.4452643394470215,0.44189682602882385,0.4452643394470215,0.15581777691841125,0.34736719727516174,0.20334172248840332,0.28211739659309387,1.0,0.4879390597343445,0.26352423429489136,0.14310608804225922,0.34479495882987976,0.1683805286884308,0.3023456633090973
not,0.33318549394607544,0.4310511648654938,0.26435449719429016,0.2115737497806549,0.4786893427371979,0.5149973034858704,0.5619372129440308,0.25886595249176025,0.303799033164978,0.5149973034858704,0.5272393822669983,0.5149973034858704,0.2888118326663971,0.4310511648654938,0.192731112241745,0.5119067430496216,0.6481515765190125,0.5804335474967957,0.41758254170417786,0.17841291427612305,0.39099299907684326,0.22248150408267975,0.41942933201789856
include,0.3062470853328705,0.2951717972755432,0.07887555658817291,0.12577305734157562,0.11262651532888412,0.1820748895406723,0.4281085729598999,0.17738905549049377,0.27566292881965637,0.1820748895406723,0.2610093355178833,0.1820748895406723,0.26220467686653137,0.2951717972755432,0.1338106244802475,0.34163498878479004,0.18185541033744812,0.24800166487693787,0.2130000740289688,0.13864131271839142,0.3915219306945801,0.0995388925075531,0.14925788342952728
sound,0.12679988145828247,0.297410249710083,0.07702908664941788,0.35942164063453674,0.2603626549243927,0.23262588679790497,0.22910268604755402,0.19124172627925873,0.1783745437860489,0.23262588679790497,0.23984025418758392,0.23262588679790497,0.19817262887954712,0.297410249710083,0.2800971269607544,0.2362024039030075,0.20087504386901855,0.25274214148521423,0.13416199386119843,0.13531506061553955,0.19365227222442627,0.10747974365949631,0.1954098343849182
quality,0.21059443056583405,0.21949779987335205,0.23908931016921997,0.24418532848358154,0.2962186634540558,0.28523996472358704,0.3159855902194977,0.22909389436244965,0.31114646792411804,0.28523996472358704,0.30426308512687683,0.28523996472358704,0.48880594968795776,0.21949779987335205,0.25992539525032043,0.2978770434856415,0.21685834228992462,0.2536194324493408,0.2598467469215393,0.14115984737873077,0.29868626594543457,0.14494718611240387,0.23524069786071777
improvements,0.24950842559337616,0.269887775182724,0.3077097237110138,0.2759562134742737,0.2740691006183624,0.320855051279068,0.33944571018218994,0.14692947268486023,0.4541724920272827,0.320855051279068,0.3558040261268616,0.320855051279068,0.4483747184276581,0.269887775182724,0.1811063289642334,0.2555730640888214,0.26624056696891785,0.22683003544807434,0.19006070494651794,0.07747196406126022,0.30142730474472046,0.11713682860136032,0.26583096385002136
.,0.3378238379955292,0.5934505462646484,0.2842494547367096,0.21845246851444244,0.34544092416763306,0.4645031690597534,0.41614407300949097,0.2641010880470276,0.30304840207099915,0.4645031690597534,0.39945515990257263,0.4645031690597534,0.14042069017887115,0.5934505462646484,0.248503178358078,0.36683785915374756,0.35288307070732117,0.4510921239852905,0.2486068606376648,0.24577875435352325,0.588965117931366,0.2806001901626587,0.4130953550338745
