,when,forces,are,acting,on,an,extended,body,",",what,do,you,need,to,account,for,motion,effects,?
application,0.21904568374156952,0.1797684282064438,0.21877418458461761,0.1393510401248932,0.27201390266418457,0.23651355504989624,0.24517622590065002,0.10805267095565796,0.28270697593688965,0.2565309405326843,0.2656605839729309,0.29544153809547424,0.35967347025871277,0.28795427083969116,0.2922964096069336,0.35991108417510986,0.31631115078926086,0.24123942852020264,0.1966315507888794
must,0.3487336039543152,0.22330790758132935,0.3923934996128082,0.08854164928197861,0.17571617662906647,0.2022276371717453,0.19201591610908508,0.21382929384708405,0.2231246829032898,0.30362528562545776,0.3716966211795807,0.4428493082523346,0.546698808670044,0.43356871604919434,0.18824003636837006,0.31100544333457947,0.22249598801136017,0.18740925192832947,0.23707495629787445
also,0.5475645065307617,0.20342767238616943,0.4565894305706024,0.23477479815483093,0.3762153089046478,0.36835694313049316,0.22938813269138336,0.24245138466358185,0.4717654287815094,0.42747777700424194,0.36242780089378357,0.350807785987854,0.31963127851486206,0.5348826050758362,0.2185763418674469,0.5373267531394958,0.2622063159942627,0.3055493235588074,0.21848613023757935
be,0.4451393485069275,0.17733727395534515,0.5556803941726685,0.1656092256307602,0.37900757789611816,0.33041056990623474,0.265916645526886,0.28826382756233215,0.39254459738731384,0.3929833769798279,0.36575672030448914,0.4713827073574066,0.5365972518920898,0.4972836375236511,0.30907052755355835,0.3801851272583008,0.21529123187065125,0.2680545747280121,0.3324260413646698
specified,0.2832956910133362,0.1636296510696411,0.24450495839118958,0.1522686630487442,0.2235807329416275,0.229938343167305,0.31672173738479614,0.25948527455329895,0.23004518449306488,0.26299265027046204,0.2499961256980896,0.3527624011039734,0.3547593355178833,0.29766321182250977,0.27724573016166687,0.3062386214733124,0.1779879480600357,0.21038779616355896,0.25402987003326416
in,0.4431333839893341,0.2565164566040039,0.3841303884983063,0.250032514333725,0.46853652596473694,0.2605783939361572,0.22257764637470245,0.2549867033958435,0.5201468467712402,0.30808621644973755,0.23402775824069977,0.21252386271953583,0.2129468470811844,0.45010748505592346,0.15171845257282257,0.4322226941585541,0.2190442532300949,0.18867923319339752,0.20430970191955566
order,0.2338472604751587,0.23536281287670135,0.22330260276794434,0.13361620903015137,0.17813007533550262,0.14927062392234802,0.13707859814167023,0.2172824889421463,0.22478096187114716,0.16634008288383484,0.20566318929195404,0.21648801863193512,0.2933746576309204,0.35544881224632263,0.21651113033294678,0.16561681032180786,0.20154251158237457,0.06671017408370972,0.13725648820400238
to,0.5423505902290344,0.2581802308559418,0.3504326641559601,0.14978322386741638,0.41031414270401,0.3138085603713989,0.28740090131759644,0.307265043258667,0.44245919585227966,0.455847829580307,0.38876664638519287,0.4194425344467163,0.42094892263412476,1.0,0.2893601059913635,0.4451248347759247,0.26277783513069153,0.2419324368238449,0.29463258385658264
account,0.24580059945583344,0.16310271620750427,0.2508987486362457,0.18330299854278564,0.25223448872566223,0.24610672891139984,0.1827530711889267,0.17890116572380066,0.2591261863708496,0.27991923689842224,0.28909391164779663,0.39081084728240967,0.323995441198349,0.2893601059913635,0.9999998807907104,0.25532788038253784,0.13423942029476166,0.29041868448257446,0.34417325258255005
for,0.43402108550071716,0.14048048853874207,0.3895993232727051,0.25045013427734375,0.36199691891670227,0.3236706852912903,0.2689915895462036,0.16740016639232635,0.4464869201183319,0.3017193675041199,0.29510271549224854,0.31656414270401,0.3668079972267151,0.4451248347759247,0.25532788038253784,0.9999999403953552,0.27577662467956543,0.28118398785591125,0.264628142118454
their,0.3682888448238373,0.2225925475358963,0.46887820959091187,0.2053685486316681,0.3598666191101074,0.19624626636505127,0.27106937766075134,0.28403112292289734,0.3045167922973633,0.35142919421195984,0.35424983501434326,0.3545658588409424,0.35579198598861694,0.44619059562683105,0.24860940873622894,0.3406745493412018,0.21278102695941925,0.26219865679740906,0.1898253709077835
effects,0.22542475163936615,0.22895057499408722,0.27667149901390076,0.24062052369117737,0.2429601550102234,0.23655571043491364,0.1322270631790161,0.29990896582603455,0.23115523159503937,0.22572848200798035,0.22921884059906006,0.25615572929382324,0.2550622224807739,0.2419324368238449,0.29041868448257446,0.28118398785591125,0.3703206777572632,1.0000001192092896,0.16749060153961182
on,0.37706470489501953,0.220676988363266,0.268924742937088,0.24503324925899506,0.9999999403953552,0.3192969560623169,0.3204180896282196,0.20112086832523346,0.49057599902153015,0.34226128458976746,0.3025321364402771,0.28820139169692993,0.2725224494934082,0.41031414270401,0.25223448872566223,0.36199691891670227,0.1802297979593277,0.2429601550102234,0.2714994251728058
the,0.5091903209686279,0.3134811818599701,0.40399202704429626,0.26443079113960266,0.5107308030128479,0.4207492768764496,0.3160722553730011,0.31682634353637695,0.4933079481124878,0.42745697498321533,0.30239659547805786,0.30037742853164673,0.2594960331916809,0.535392165184021,0.21117976307868958,0.4739971458911896,0.30530840158462524,0.25316479802131653,0.22068053483963013
motion,0.2157837152481079,0.2487546056509018,0.16249577701091766,0.2535705864429474,0.1802297979593277,0.1709904968738556,0.18948760628700256,0.2785516381263733,0.18457698822021484,0.260096937417984,0.18238574266433716,0.21025200188159943,0.19476374983787537,0.26277783513069153,0.13423942029476166,0.27577662467956543,0.9999999403953552,0.3703206777572632,0.20143945515155792
of,0.3757161796092987,0.3090144991874695,0.39081433415412903,0.25130656361579895,0.3966929316520691,0.32280945777893066,0.2843494713306427,0.25063133239746094,0.4946078956127167,0.33290785551071167,0.26150479912757874,0.1774725764989853,0.24285943806171417,0.41548454761505127,0.19751501083374023,0.4185989499092102,0.24864931404590607,0.21244898438453674,0.1826142966747284
the,0.5091903209686279,0.3134811818599701,0.40399202704429626,0.26443079113960266,0.5107308030128479,0.4207492768764496,0.3160722553730011,0.31682634353637695,0.4933079481124878,0.42745697498321533,0.30239659547805786,0.30037742853164673,0.2594960331916809,0.535392165184021,0.21117976307868958,0.4739971458911896,0.30530840158462524,0.25316479802131653,0.22068053483963013
body,0.27947020530700684,0.19636940956115723,0.2451179027557373,0.19178055226802826,0.20112086832523346,0.22158053517341614,0.14435288310050964,1.0,0.22437527775764465,0.2143840193748474,0.1887626349925995,0.16149619221687317,0.22933848202228546,0.307265043258667,0.17890116572380066,0.16740016639232635,0.2785516381263733,0.29990896582603455,0.20136451721191406
.,0.475719153881073,0.21802116930484772,0.3452940285205841,0.28166645765304565,0.49257001280784607,0.3581749200820923,0.23685072362422943,0.29751062393188477,0.6812511086463928,0.3567904531955719,0.3613996207714081,0.31283900141716003,0.26852357387542725,0.4645031690597534,0.21396027505397797,0.4726039469242096,0.20181286334991455,0.21454407274723053,0.4130953550338745
