,how,long,does,it,take,to,get,to,the,middle,of,newcastle,from,its,outskirts,when,riding,the,rails,?
rail,0.13560721278190613,0.24211320281028748,0.10322335362434387,0.21343053877353668,0.15442389249801636,0.21482926607131958,0.13391007483005524,0.21482926607131958,0.2306264042854309,0.1578272134065628,0.18577207624912262,0.24057336151599884,0.1560608297586441,0.20119492709636688,0.2966405749320984,0.17781516909599304,0.21183016896247864,0.2306264042854309,0.7274425029754639,0.1349031925201416
system,0.282820463180542,0.1599203497171402,0.2021704614162445,0.30691424012184143,0.17974898219108582,0.26662686467170715,0.26490768790245056,0.26662686467170715,0.3233085572719574,0.11942263692617416,0.25597915053367615,0.13604258000850677,0.22092437744140625,0.24247176945209503,0.1582796722650528,0.27706024050712585,0.07675930857658386,0.3233085572719574,0.18119566142559052,0.15556083619594574
and,0.33647966384887695,0.3395216166973114,0.3461615741252899,0.40957894921302795,0.296702116727829,0.48971283435821533,0.37609121203422546,0.48971283435821533,0.5171257257461548,0.2514324486255646,0.5116966962814331,0.20204751193523407,0.3601827025413513,0.3841775357723236,0.19900186359882355,0.4716290831565857,0.2533632516860962,0.5171257257461548,0.2841189205646515,0.20544172823429108
a,0.29312583804130554,0.3795371353626251,0.38201746344566345,0.5452592968940735,0.2789212465286255,0.45503583550453186,0.27948489785194397,0.45503583550453186,0.5829201340675354,0.23820361495018005,0.5052502155303955,0.21405641734600067,0.322764128446579,0.4424409866333008,0.2531805634498596,0.44397395849227905,0.25291359424591064,0.5829201340675354,0.24902696907520294,0.23916715383529663
journey,0.19427305459976196,0.25338223576545715,0.1366828829050064,0.21963709592819214,0.24717289209365845,0.31875574588775635,0.27735885977745056,0.31875574588775635,0.24944555759429932,0.1880934238433838,0.19444577395915985,0.2294575721025467,0.19643481075763702,0.17511509358882904,0.19842584431171417,0.18814556300640106,0.2884905934333801,0.24944555759429932,0.182346910238266,0.06391996890306473
into,0.2303972691297531,0.228584423661232,0.22312942147254944,0.33015328645706177,0.3026293218135834,0.38810545206069946,0.29681822657585144,0.38810545206069946,0.39493247866630554,0.1972731202840805,0.32255905866622925,0.07006336748600006,0.3410196900367737,0.2562001943588257,0.20919039845466614,0.389646977186203,0.14843076467514038,0.39493247866630554,0.15822656452655792,0.15662476420402527
newcastle,0.11517360806465149,0.1378798931837082,0.12200397253036499,0.17789338529109955,0.1542462706565857,0.23559264838695526,0.18384873867034912,0.23559264838695526,0.2253497689962387,0.09576617926359177,0.18781472742557526,1.0000001192092896,0.1747848093509674,0.19941815733909607,0.3195032775402069,0.14692102372646332,0.31586194038391113,0.2253497689962387,0.20077349245548248,0.0902252271771431
city,0.12024712562561035,0.177640900015831,0.10004369169473648,0.3001909852027893,0.181010439991951,0.20300441980361938,0.1543910801410675,0.20300441980361938,0.35769423842430115,0.20624801516532898,0.32503411173820496,0.32860881090164185,0.3118290305137634,0.3465842306613922,0.3991163671016693,0.19592350721359253,0.16694375872612,0.35769423842430115,0.17207516729831696,0.13423943519592285
centre,0.11952278017997742,0.13056324422359467,0.1683523952960968,0.25259843468666077,0.13264100253582,0.18141506612300873,0.11645486950874329,0.18141506612300873,0.32783594727516174,0.2335997223854065,0.2769378423690796,0.24609284102916718,0.17898471653461456,0.2867201566696167,0.37863320112228394,0.13267141580581665,0.2040730118751526,0.32783594727516174,0.1365710198879242,0.019365152344107628
takes,0.2325095534324646,0.24175415933132172,0.38490039110183716,0.26257115602493286,0.6401001811027527,0.29472896456718445,0.3481068015098572,0.29472896456718445,0.33578023314476013,0.1702263504266739,0.3277401030063629,0.14696292579174042,0.22145387530326843,0.2747453451156616,0.16930770874023438,0.2802969813346863,0.15538133680820465,0.33578023314476013,0.14368915557861328,0.10935472697019577
approximately,0.17167454957962036,0.27080869674682617,0.16432708501815796,0.25085556507110596,0.18233051896095276,0.27967149019241333,0.1351107358932495,0.27967149019241333,0.33137547969818115,0.2238876074552536,0.34526896476745605,0.2222318947315216,0.302482545375824,0.33114224672317505,0.35210198163986206,0.2530500888824463,0.032012902200222015,0.33137547969818115,0.19049376249313354,0.10237617790699005
20,-0.010775676928460598,-0.006914345547556877,-0.04027826339006424,0.0168965682387352,0.01129836868494749,-0.018198585137724876,-0.012149830348789692,-0.018198585137724876,-0.06418957561254501,0.023311292752623558,-0.0318976491689682,0.012081687338650227,-0.009217187762260437,0.0002234768180642277,-0.0008051746408455074,-0.07240847498178482,0.014157337136566639,-0.06418957561254501,0.02810361050069332,0.11360422521829605
minutes,0.2050236165523529,0.3457551598548889,0.17463840544223785,0.2665570378303528,0.26126766204833984,0.2305816262960434,0.2462909072637558,0.2305816262960434,0.20313966274261475,0.0683000460267067,0.14829446375370026,0.23483304679393768,0.21752946078777313,0.2295769900083542,0.1982327252626419,0.2939571440219879,0.0912313237786293,0.20313966274261475,0.19145800173282623,0.14419560134410858
.,0.3287222981452942,0.3247973620891571,0.3022993505001068,0.5593622326850891,0.3045158088207245,0.4645031690597534,0.39392393827438354,0.4645031690597534,0.5934505462646484,0.2989427447319031,0.5352458953857422,0.2714749276638031,0.41536515951156616,0.3566088080406189,0.196494460105896,0.475719153881073,0.18172511458396912,0.5934505462646484,0.21362759172916412,0.4130953550338745
