,what,monument,is,in,memory,of,the,largest,insurrection,of,wwii,?
frontline,0.29316461086273193,0.2248726338148117,0.1905704140663147,0.23952335119247437,0.1807788759469986,0.2660442292690277,0.31949108839035034,0.13569387793540955,0.32812947034835815,0.2660442292690277,0.41352859139442444,0.2579623758792877
troops,0.18311697244644165,0.23308661580085754,0.1506398767232895,0.25826749205589294,0.1920570284128189,0.23602326214313507,0.3229958415031433,0.15531116724014282,0.4180414378643036,0.23602326214313507,0.3463805317878723,0.14329779148101807
in,0.30808621644973755,0.24587227404117584,0.5394441485404968,1.0,0.2039261907339096,0.5696388483047485,0.6662389636039734,0.3017216920852661,0.287282794713974,0.5696388483047485,0.2388322651386261,0.20430970191955566
the,0.42745697498321533,0.23366175591945648,0.5823672413825989,0.6662389636039734,0.1785092055797577,0.733189046382904,1.0,0.3757036626338959,0.2910209894180298,0.733189046382904,0.26334160566329956,0.22068053483963013
warsaw,0.10373849421739578,0.2226586490869522,0.09741193056106567,0.22642600536346436,0.13041932880878448,0.19253842532634735,0.23137180507183075,0.15168581902980804,0.24152803421020508,0.19253842532634735,0.3262456953525543,0.09769917279481888
uprising,0.1901596337556839,0.22910849750041962,0.16140395402908325,0.2857716679573059,0.0629248395562172,0.2703337073326111,0.2853594124317169,0.18855232000350952,0.486030250787735,0.2703337073326111,0.3242671489715576,0.13645027577877045
",",0.3087472915649414,0.20374365150928497,0.4691906273365021,0.5201468467712402,0.14977091550827026,0.4946078956127167,0.4933079481124878,0.26626327633857727,0.18609647452831268,0.4946078956127167,0.19326148927211761,0.31091248989105225
while,0.35511791706085205,0.1417171210050583,0.2713196575641632,0.3399278521537781,0.16334372758865356,0.3366928696632385,0.39804592728614807,0.11632198095321655,0.19302751123905182,0.3366928696632385,0.19857826828956604,0.21076419949531555
the,0.42745697498321533,0.23366175591945648,0.5823672413825989,0.6662389636039734,0.1785092055797577,0.733189046382904,1.0,0.3757036626338959,0.2910209894180298,0.733189046382904,0.26334160566329956,0.22068053483963013
impressive,0.2904619872570038,0.22374911606311798,0.1637301743030548,0.17427729070186615,0.1343894600868225,0.2346878945827484,0.2336897850036621,0.20884598791599274,0.11280771344900131,0.2346878945827484,0.17487679421901703,0.20495615899562836
warsaw,0.10373849421739578,0.2226586490869522,0.09741193056106567,0.22642600536346436,0.13041932880878448,0.19253842532634735,0.23137180507183075,0.15168581902980804,0.24152803421020508,0.19253842532634735,0.3262456953525543,0.09769917279481888
uprising,0.1901596337556839,0.22910849750041962,0.16140395402908325,0.2857716679573059,0.0629248395562172,0.2703337073326111,0.2853594124317169,0.18855232000350952,0.486030250787735,0.2703337073326111,0.3242671489715576,0.13645027577877045
monument,0.16629868745803833,0.9999999403953552,0.2182770073413849,0.24587227404117584,0.27393874526023865,0.23529943823814392,0.23366175591945648,0.22111007571220398,0.2401159256696701,0.23529943823814392,0.2115938514471054,0.1146806851029396
by,0.2455483376979828,0.15537109971046448,0.3899846076965332,0.370934396982193,0.17913426458835602,0.3646814823150635,0.4408751428127289,0.17839421331882477,0.1803981363773346,0.3646814823150635,0.2114287167787552,0.17966607213020325
wincenty,0.2594660222530365,0.21227601170539856,0.26636427640914917,0.29692938923835754,0.15372365713119507,0.33143821358680725,0.30955052375793457,0.20480328798294067,0.24652792513370514,0.33143821358680725,0.24948176741600037,0.27362939715385437
kućma,0.20571961998939514,0.11051247268915176,0.2396487295627594,0.1926196813583374,0.1746477335691452,0.17351531982421875,0.20837374031543732,0.16827480494976044,0.17472609877586365,0.17351531982421875,0.076983742415905,0.20485131442546844
was,0.22111038863658905,0.23910212516784668,0.5810302495956421,0.45514053106307983,0.16498547792434692,0.4069072902202606,0.48711544275283813,0.2198711782693863,0.3026554584503174,0.4069072902202606,0.27601149678230286,0.18412111699581146
erected,0.12341726571321487,0.39530566334724426,0.11483649909496307,0.24550780653953552,0.2665276825428009,0.26845210790634155,0.23663264513015747,0.2287122756242752,0.3421774208545685,0.26845210790634155,0.22544510662555695,0.08063657581806183
in,0.30808621644973755,0.24587227404117584,0.5394441485404968,1.0,0.2039261907339096,0.5696388483047485,0.6662389636039734,0.3017216920852661,0.287282794713974,0.5696388483047485,0.2388322651386261,0.20430970191955566
memory,0.20690667629241943,0.27393874526023865,0.2188194841146469,0.2039261907339096,0.9999999403953552,0.17919406294822693,0.1785092055797577,0.09342171996831894,0.23139087855815887,0.17919406294822693,0.12118259072303772,0.1397676020860672
of,0.33290785551071167,0.23529943823814392,0.4854315221309662,0.5696388483047485,0.17919406294822693,1.0,0.733189046382904,0.36650770902633667,0.2683432400226593,1.0,0.18575458228588104,0.1826142966747284
the,0.42745697498321533,0.23366175591945648,0.5823672413825989,0.6662389636039734,0.1785092055797577,0.733189046382904,1.0,0.3757036626338959,0.2910209894180298,0.733189046382904,0.26334160566329956,0.22068053483963013
largest,0.13463157415390015,0.22111007571220398,0.3413417339324951,0.3017216920852661,0.09342171996831894,0.36650770902633667,0.3757036626338959,0.9999999403953552,0.1635936200618744,0.36650770902633667,0.18838346004486084,0.12401245534420013
insurrection,0.23502576351165771,0.2401159256696701,0.16687142848968506,0.287282794713974,0.23139087855815887,0.2683432400226593,0.2910209894180298,0.1635936200618744,1.0,0.2683432400226593,0.38460832834243774,0.0929449051618576
of,0.33290785551071167,0.23529943823814392,0.4854315221309662,0.5696388483047485,0.17919406294822693,1.0,0.733189046382904,0.36650770902633667,0.2683432400226593,1.0,0.18575458228588104,0.1826142966747284
world,0.21669597923755646,0.18933887779712677,0.24458536505699158,0.3038199245929718,0.1753653734922409,0.2828933000564575,0.33604270219802856,0.344524085521698,0.1465940624475479,0.2828933000564575,0.32196876406669617,0.17579582333564758
war,0.22516006231307983,0.22944940626621246,0.18502555787563324,0.29904094338417053,0.19106678664684296,0.31680163741111755,0.366199791431427,0.2268042266368866,0.4395381510257721,0.31680163741111755,0.5615096092224121,0.15510529279708862
ii,0.13866674900054932,0.22206886112689972,0.18301032483577728,0.21453368663787842,0.08935582637786865,0.2844806909561157,0.2631464898586273,0.13003550469875336,0.2469577193260193,0.2844806909561157,0.42218735814094543,0.11928234249353409
.,0.3567904531955719,0.2158583402633667,0.4569662809371948,0.5591574311256409,0.13056598603725433,0.5352458953857422,0.5934505462646484,0.18871670961380005,0.18717433512210846,0.5352458953857422,0.2302463948726654,0.4130953550338745
