,what,did,tesla,'s,device,work,from,the,output,of,?
energy,0.190252885222435,0.14123573899269104,0.28722304105758667,-0.050826653838157654,0.29918962717056274,0.23800304532051086,0.19871577620506287,0.26756542921066284,0.30758827924728394,0.26257598400115967,0.14860127866268158
single,0.24458327889442444,0.18021610379219055,0.1453593224287033,0.02529025822877884,0.1974882185459137,0.17488142848014832,0.1793682873249054,0.29338565468788147,0.21328295767307281,0.22455744445323944,0.2151121199131012
terminal,0.14734655618667603,0.14016997814178467,0.25944626331329346,-0.009668060578405857,0.2986900508403778,0.19242817163467407,0.24064595997333527,0.2744654417037964,0.20686401426792145,0.1835850030183792,0.10327429324388504
vacuum,0.1845402866601944,0.13815660774707794,0.3939276337623596,0.03825291991233826,0.377450555562973,0.25717031955718994,0.14832255244255066,0.17016367614269257,0.2945833206176758,0.17922011017799377,0.10335687547922134
tube,0.19240084290504456,0.1256694346666336,0.2242102175951004,0.04625769332051277,0.31019261479377747,0.12769028544425964,0.1576465368270874,0.222691148519516,0.18587681651115417,0.2164267897605896,0.13631722331047058
of,0.33290785551071167,0.2513895630836487,0.18837453424930573,-0.03817026689648628,0.17168864607810974,0.23473061621189117,0.4249346852302551,0.733189046382904,0.15243679285049438,1.0,0.1826142966747284
his,0.26976513862609863,0.3546801507472992,0.1580733060836792,0.047556519508361816,0.1749366968870163,0.36648666858673096,0.3195365369319916,0.4394008219242096,0.0778580754995346,0.38364991545677185,0.18075084686279297
own,0.35062843561172485,0.34475913643836975,0.17710740864276886,-0.0030622677877545357,0.1854088008403778,0.33226919174194336,0.23242637515068054,0.334675133228302,0.1291082799434662,0.3269667625427246,0.1937696635723114
design,0.23893405497074127,0.23409053683280945,0.27540352940559387,0.04322526603937149,0.3404758870601654,0.2861659824848175,0.10586436837911606,0.27913451194763184,0.2673704922199249,0.2522938847541809,0.16351860761642456
that,0.6297725439071655,0.47518548369407654,0.22102725505828857,0.04397977516055107,0.3073769807815552,0.34257015585899353,0.3477667272090912,0.5473989248275757,0.24302947521209717,0.41498205065727234,0.32716336846351624
had,0.23849567770957947,0.540525496006012,0.12050733715295792,-0.004401352722197771,0.11647065728902817,0.24853645265102386,0.3075238764286041,0.3875846862792969,0.10646513104438782,0.37755560874938965,0.20728366076946259
no,0.339326947927475,0.23735837638378143,0.12855590879917145,0.04497740417718887,0.19730959832668304,0.23225490748882294,0.19692718982696533,0.3461136817932129,0.19820328056812286,0.24809792637825012,0.32165053486824036
target,0.22247901558876038,0.14624325931072235,0.09948268532752991,0.0013005789369344711,0.2685682773590088,0.15693284571170807,0.1984626203775406,0.25054478645324707,0.2074689269065857,0.15346646308898926,0.24974246323108673
electrode,0.21695631742477417,0.13438716530799866,0.37528252601623535,0.0285287257283926,0.46134549379348755,0.20135819911956787,0.19630101323127747,0.21535106003284454,0.3728959858417511,0.19907225668430328,0.1471586525440216
and,0.31309178471565247,0.34479495882987976,0.19560420513153076,0.06895173341035843,0.15071305632591248,0.37551814317703247,0.3601827025413513,0.5171257257461548,0.2404075562953949,0.5116966962814331,0.20544172823429108
that,0.6297725439071655,0.47518548369407654,0.22102725505828857,0.04397977516055107,0.3073769807815552,0.34257015585899353,0.3477667272090912,0.5473989248275757,0.24302947521209717,0.41498205065727234,0.32716336846351624
worked,0.168898344039917,0.3377852141857147,0.15985111892223358,-0.054441310465335846,0.11467020958662033,0.5897743105888367,0.22349679470062256,0.22615844011306763,0.1531444787979126,0.2398757040500641,0.0901828184723854
from,0.2737620174884796,0.20248863101005554,0.10324860364198685,-0.01936490088701248,0.1363351196050644,0.20936714112758636,1.0,0.40150508284568787,0.170108824968338,0.4249346852302551,0.19969791173934937
the,0.42745697498321533,0.34736719727516174,0.1324402391910553,-0.01540423184633255,0.2555081248283386,0.2704800069332123,0.40150508284568787,1.0,0.22049929201602936,0.733189046382904,0.22068053483963013
output,0.25545787811279297,0.14500907063484192,0.295663446187973,0.03475746139883995,0.40558719635009766,0.2683223485946655,0.170108824968338,0.22049929201602936,0.9999999403953552,0.15243679285049438,0.16760045289993286
of,0.33290785551071167,0.2513895630836487,0.18837453424930573,-0.03817026689648628,0.17168864607810974,0.23473061621189117,0.4249346852302551,0.733189046382904,0.15243679285049438,1.0,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.1324402391910553,-0.01540423184633255,0.2555081248283386,0.2704800069332123,0.40150508284568787,1.0,0.22049929201602936,0.733189046382904,0.22068053483963013
tesla,0.23221199214458466,0.09757418930530548,0.9999999403953552,0.06449045985937119,0.3621044158935547,0.2545209228992462,0.10324860364198685,0.1324402391910553,0.295663446187973,0.18837453424930573,0.10250775516033173
coil,0.16011781990528107,0.04220382124185562,0.38700389862060547,0.01121712289750576,0.5448968410491943,0.17835445702075958,0.1848432868719101,0.267316997051239,0.399661660194397,0.19491709768772125,0.07395657896995544
(,0.2411840260028839,0.18979617953300476,0.2156914919614792,0.0012731997994706035,0.10604002326726913,0.22960703074932098,0.25806233286857605,0.33289089798927307,0.18807610869407654,0.35032153129577637,0.40561532974243164
the,0.42745697498321533,0.34736719727516174,0.1324402391910553,-0.01540423184633255,0.2555081248283386,0.2704800069332123,0.40150508284568787,1.0,0.22049929201602936,0.733189046382904,0.22068053483963013
modern,0.2655639946460724,0.21376098692417145,0.2237553745508194,0.03816800191998482,0.22857080399990082,0.21471244096755981,0.20089907944202423,0.3283970355987549,0.11894097179174423,0.3482828736305237,0.12475407868623734
term,0.25282326340675354,0.18552188575267792,0.13398443162441254,-0.02037568762898445,0.2146434783935547,0.15160226821899414,0.25269290804862976,0.2740369141101837,0.10303808748722076,0.26047757267951965,0.1901002675294876
for,0.3017193675041199,0.318512886762619,0.13983871042728424,-0.07241261005401611,0.2140035331249237,0.4087657630443573,0.314039945602417,0.4739971458911896,0.23403237760066986,0.4185989499092102,0.264628142118454
the,0.42745697498321533,0.34736719727516174,0.1324402391910553,-0.01540423184633255,0.2555081248283386,0.2704800069332123,0.40150508284568787,1.0,0.22049929201602936,0.733189046382904,0.22068053483963013
phenomenon,0.2867237627506256,0.12384528666734695,0.22758138179779053,-0.07921253144741058,0.2784654200077057,0.22874484956264496,0.1480867713689804,0.26217618584632874,0.2400544136762619,0.18447810411453247,0.19394198060035706
produced,0.1393624097108841,0.16971632838249207,0.1640479862689972,-0.03862787038087845,0.1504848152399063,0.18737395107746124,0.19831010699272156,0.22045251727104187,0.2122720181941986,0.18961067497730255,0.1623450517654419
by,0.2455483376979828,0.18574509024620056,0.16513796150684357,-0.010884488001465797,0.17883841693401337,0.25005507469177246,0.3373257517814636,0.4408751428127289,0.1993098258972168,0.3646814823150635,0.17966607213020325
this,0.5489566326141357,0.3609912693500519,0.2066725641489029,0.02106832154095173,0.28022414445877075,0.4280385971069336,0.3469814360141754,0.6274310946464539,0.30704447627067566,0.45148900151252747,0.3155723512172699
device,0.2484142780303955,0.16445718705654144,0.3621044158935547,0.041711531579494476,1.0,0.23642151057720184,0.1363351196050644,0.2555081248283386,0.40558719635009766,0.17168864607810974,0.09819377958774567
is,0.28837618231773376,0.19247472286224365,0.14061255753040314,0.02396530658006668,0.2402733862400055,0.22475390136241913,0.27355384826660156,0.5823672413825989,0.2423316091299057,0.4854315221309662,0.22961433231830597
bremsstrahlung,0.28160330653190613,0.1916714757680893,0.2465837299823761,0.025925111025571823,0.19498664140701294,0.26445427536964417,0.3277783989906311,0.3618220388889313,0.21304267644882202,0.3682520091533661,0.26713091135025024
or,0.33867141604423523,0.28211739659309387,0.1529218554496765,0.06871571391820908,0.37062856554985046,0.289409875869751,0.31242018938064575,0.4174870550632477,0.2887789011001587,0.3792596757411957,0.32389625906944275
braking,0.2420857846736908,0.19107411801815033,0.30813077092170715,0.05055458843708038,0.45479434728622437,0.28955379128456116,0.1414777934551239,0.2550691068172455,0.33887824416160583,0.17226730287075043,0.1723463088274002
radiation,0.2664667069911957,0.17946599423885345,0.2545773386955261,-0.08427855372428894,0.3497113287448883,0.231736958026886,0.2247200310230255,0.2525659203529358,0.25716206431388855,0.2597386837005615,0.1720895618200302
),0.26259949803352356,0.18584993481636047,0.22692398726940155,0.021107977256178856,0.11770573258399963,0.251366525888443,0.2672361731529236,0.3456730246543884,0.19735705852508545,0.3680361211299896,0.42300865054130554
.,0.3567904531955719,0.35288307070732117,0.17949827015399933,-0.003708066651597619,0.1592947095632553,0.33121398091316223,0.41536515951156616,0.5934505462646484,0.22474192082881927,0.5352458953857422,0.4130953550338745
