,where,can,ctenophores,be,found,in,large,amounts,?
(,0.1970011591911316,0.22726960480213165,0.18976886570453644,0.2349044382572174,0.1583331823348999,0.3087427020072937,0.1259251832962036,0.1719791442155838,0.40561532974243164
planktonic,0.18928636610507965,0.2949207127094269,0.6418662667274475,0.24476544559001923,0.2300756722688675,0.2334669977426529,0.3353345990180969,0.3133413791656494,0.18189789354801178
plants,0.24032823741436005,0.2870660424232483,0.4896588921546936,0.2669433653354645,0.2663109004497528,0.2697395086288452,0.33928948640823364,0.31148841977119446,0.1473488062620163
),0.20711064338684082,0.23216170072555542,0.1612478494644165,0.24578070640563965,0.16750772297382355,0.3326910734176636,0.12569274008274078,0.17091886699199677,0.42300865054130554
",",0.3149496018886566,0.3139454126358032,0.19362998008728027,0.39254459738731384,0.27385151386260986,0.5201468467712402,0.2263888567686081,0.23585352301597595,0.31091248989105225
which,0.5477990508079529,0.41132649779319763,0.37328192591667175,0.476310670375824,0.25134438276290894,0.4840516746044159,0.46308431029319763,0.3927643299102783,0.25814583897590637
are,0.32389864325523376,0.5408529043197632,0.35426098108291626,0.5556803941726685,0.2740558087825775,0.3841303884983063,0.3467932939529419,0.361055463552475,0.24591213464736938
a,0.40997210144996643,0.3915780484676361,0.25153061747550964,0.39883795380592346,0.2869448959827423,0.539380669593811,0.3740714490413666,0.3184053301811218,0.23916715383529663
vital,0.3093423545360565,0.24419723451137543,0.2932392656803131,0.22770282626152039,0.19667603075504303,0.2758267819881439,0.19246631860733032,0.2516075074672699,0.21898242831230164
part,0.3328706920146942,0.1665269285440445,0.20715825259685516,0.24258971214294434,0.18659669160842896,0.4499994218349457,0.2965555191040039,0.2351665198802948,0.08557961881160736
of,0.38066378235816956,0.2603091299533844,0.2626190483570099,0.33904364705085754,0.2982911467552185,0.5696388483047485,0.3569655418395996,0.25878721475601196,0.1826142966747284
marine,0.18294478952884674,0.1575782299041748,0.4189549684524536,0.12338705360889435,0.19752736389636993,0.24858763813972473,0.19275207817554474,0.17173713445663452,0.1407923698425293
food,0.17966847121715546,0.28453150391578674,0.2952769100666046,0.24543467164039612,0.17129050195217133,0.21391697227954865,0.28502345085144043,0.3415009081363678,0.15376032888889313
chains,0.18423639237880707,0.22930845618247986,0.3169567883014679,0.2370409220457077,0.22442883253097534,0.2532649338245392,0.20679105818271637,0.28695255517959595,0.11840091645717621
.,0.41390106081962585,0.35783761739730835,0.22269779443740845,0.4383580684661865,0.3618174195289612,0.5591574311256409,0.2304532378911972,0.2320205122232437,0.4130953550338745
