,approximately,how,many,drawings,of,the,italian,architect,andrea,palladio,is,in,the,riba,collection,?
palladio,0.12195137143135071,0.1424139142036438,0.2251540720462799,0.2999713122844696,0.20380839705467224,0.24434302747249603,0.33539265394210815,0.38465261459350586,0.36921700835227966,0.9999998807907104,0.1971333622932434,0.2412830889225006,0.24434302747249603,0.3509089946746826,0.26117247343063354,0.10489597171545029
are,0.28388988971710205,0.311818927526474,0.5655534863471985,0.24158638715744019,0.39081433415412903,0.40399202704429626,0.13699258863925934,0.0416419580578804,0.11731523275375366,0.16114605963230133,0.5330929756164551,0.3841303884983063,0.40399202704429626,0.14090262353420258,0.22862131893634796,0.24591213464736938
the,0.33137547969818115,0.33890387415885925,0.4335206151008606,0.19117170572280884,0.733189046382904,1.0,0.19855095446109772,0.13209693133831024,0.15751202404499054,0.24434302747249603,0.5823672413825989,0.6662389636039734,1.0,0.24598738551139832,0.25281965732574463,0.22068053483963013
largest,0.3624786138534546,0.08743762224912643,0.23644231259822845,0.12008737027645111,0.36650770902633667,0.3757036626338959,0.1176314428448677,0.08358220756053925,0.06329222023487091,0.13863864541053772,0.3413417339324951,0.3017216920852661,0.3757036626338959,0.15119443833827972,0.22454601526260376,0.12401245534420013
in,0.3145860731601715,0.2601168751716614,0.41474202275276184,0.18445944786071777,0.5696388483047485,0.6662389636039734,0.1941935271024704,0.18696801364421844,0.11617325246334076,0.2412830889225006,0.5394441485404968,1.0,0.6662389636039734,0.16220375895500183,0.23004686832427979,0.20430970191955566
the,0.33137547969818115,0.33890387415885925,0.4335206151008606,0.19117170572280884,0.733189046382904,1.0,0.19855095446109772,0.13209693133831024,0.15751202404499054,0.24434302747249603,0.5823672413825989,0.6662389636039734,1.0,0.24598738551139832,0.25281965732574463,0.22068053483963013
world,0.2201811820268631,0.25969967246055603,0.3418862819671631,0.2115689069032669,0.2828933000564575,0.33604270219802856,0.20830775797367096,0.16156017780303955,0.1279265582561493,0.1709420382976532,0.24458536505699158,0.3038199245929718,0.33604270219802856,0.23082758486270905,0.1882934868335724,0.17579582333564758
",",0.3057648837566376,0.22659391164779663,0.40610817074775696,0.2235531359910965,0.4946078956127167,0.4933079481124878,0.2153971791267395,0.21737651526927948,0.21683819591999054,0.268167644739151,0.4691906273365021,0.5201468467712402,0.4933079481124878,0.2015438824892044,0.2277175933122635,0.31091248989105225
other,0.24813763797283173,0.3591516315937042,0.6324484348297119,0.25149109959602356,0.38583824038505554,0.44152235984802246,0.14456960558891296,0.1304921805858612,0.09939093887805939,0.16478833556175232,0.25895947217941284,0.39989137649536133,0.44152235984802246,0.18189623951911926,0.2705381214618683,0.24682199954986572
europeans,0.20680058002471924,0.2238018810749054,0.35080277919769287,0.1726013422012329,0.17975986003875732,0.3299996256828308,0.24287720024585724,0.17062370479106903,0.15817855298519135,0.13533708453178406,0.14985701441764832,0.22646811604499817,0.3299996256828308,0.13687439262866974,0.08994738757610321,0.16229631006717682
well,0.2402632087469101,0.410734087228775,0.5438802242279053,0.2532253861427307,0.3343164324760437,0.42630070447921753,0.15704992413520813,0.11331060528755188,0.11653386056423187,0.23886136710643768,0.33406564593315125,0.36612698435783386,0.42630070447921753,0.2252454310655594,0.22726348042488098,0.24815571308135986
represented,0.25098201632499695,0.16157718002796173,0.20285002887248993,0.20017090439796448,0.3891753554344177,0.3256146013736725,0.12418504804372787,0.12886324524879456,0.06708665937185287,0.12546749413013458,0.30249524116516113,0.33309870958328247,0.3256146013736725,0.1550244688987732,0.1968824714422226,0.11276352405548096
are,0.28388988971710205,0.311818927526474,0.5655534863471985,0.24158638715744019,0.39081433415412903,0.40399202704429626,0.13699258863925934,0.0416419580578804,0.11731523275375366,0.16114605963230133,0.5330929756164551,0.3841303884983063,0.40399202704429626,0.14090262353420258,0.22862131893634796,0.24591213464736938
jacques,0.06622740626335144,0.17003673315048218,0.1562167853116989,0.1922043114900589,0.15430541336536407,0.1920260637998581,0.2190338373184204,0.18079352378845215,0.22773538529872894,0.1615677773952484,0.1307593137025833,0.1630023568868637,0.1920260637998581,0.21883195638656616,0.11018233001232147,0.091473288834095
gentilhatre,0.14746658504009247,0.18409451842308044,0.22766859829425812,0.2178581953048706,0.31317195296287537,0.2792831361293793,0.42705237865448,0.3493102490901947,0.3330794870853424,0.43004319071769714,0.2510884702205658,0.26798585057258606,0.2792831361293793,0.3421039879322052,0.21119356155395508,0.19492316246032715
and,0.3228789269924164,0.33647966384887695,0.5296266674995422,0.26347166299819946,0.5116966962814331,0.5171257257461548,0.25177788734436035,0.20191539824008942,0.17853930592536926,0.272133469581604,0.3859752118587494,0.4954058527946472,0.5171257257461548,0.19053874909877777,0.2379438579082489,0.20544172823429108
antonio,0.1582595258951187,0.12604764103889465,0.1994359940290451,0.16866716742515564,0.2094241827726364,0.2070869356393814,0.3807247281074524,0.27490514516830444,0.3744228482246399,0.37806436419487,0.10257551819086075,0.16966992616653442,0.2070869356393814,0.3108111321926117,0.1160007119178772,0.09923860430717468
visentini,0.2083386480808258,0.15583635866641998,0.2572746276855469,0.2570958733558655,0.29050883650779724,0.30814918875694275,0.5314161777496338,0.25530847907066345,0.35627269744873047,0.41235730051994324,0.1724962294101715,0.24380309879779816,0.30814918875694275,0.2906331419944763,0.1685442179441452,0.14947368204593658
.,0.27396154403686523,0.3287222981452942,0.3974229395389557,0.27177804708480835,0.5352458953857422,0.5934505462646484,0.21152353286743164,0.17999820411205292,0.20937049388885498,0.24205464124679565,0.4569662809371948,0.5591574311256409,0.5934505462646484,0.1859031617641449,0.2516246736049652,0.4130953550338745
