,of,what,nationality,was,martin,luther,?
10,0.2777891755104065,0.11840458959341049,0.22994573414325714,0.16597506403923035,0.040674421936273575,0.12238068878650665,0.022911956533789635
november,0.19941139221191406,0.23963461816310883,0.19675125181674957,0.4240739941596985,0.17547591030597687,0.13507653772830963,0.3159552216529846
1483,-0.1929624378681183,-0.1261899769306183,-0.07559502124786377,-0.00032883958192542195,0.14748090505599976,0.05474648252129555,-0.08135565370321274
–,0.2799985408782959,0.13008765876293182,0.19765685498714447,0.30754852294921875,0.25860482454299927,0.21198253333568573,0.2714554965496063
18,-0.09725122153759003,-0.09284763038158417,-0.021833349019289017,-0.1265212595462799,-0.10691731423139572,-0.04762841388583183,-0.04919438064098358
february,0.20366249978542328,0.1913013905286789,0.20219813287258148,0.446986585855484,0.16425979137420654,0.14333194494247437,0.29594847559928894
1546,0.30783918499946594,-0.008955104276537895,0.1146765798330307,0.15838901698589325,0.05233396217226982,0.03921762481331825,-0.004786801990121603
),0.3680361211299896,0.26259949803352356,0.23853515088558197,0.3267642855644226,0.22626493871212006,0.18587662279605865,0.42300865054130554
was,0.4069072902202606,0.22111038863658905,0.16462191939353943,1.0000001192092896,0.2089129239320755,0.19185513257980347,0.18412111699581146
a,0.5052502155303955,0.3320399522781372,0.16426464915275574,0.4508470594882965,0.2163310945034027,0.17967689037322998,0.23916715383529663
german,0.2122138887643814,0.1960553526878357,0.28490176796913147,0.26016926765441895,0.22567348182201385,0.28169330954551697,0.13978645205497742
professor,0.22687776386737823,0.16376154124736786,0.17093493044376373,0.2879384458065033,0.21413972973823547,0.21313245594501495,0.09837866574525833
of,1.0,0.33290785551071167,0.16924145817756653,0.4069072902202606,0.13722093403339386,0.1719115972518921,0.1826142966747284
theology,0.274120032787323,0.322174996137619,0.12032116949558258,0.21140047907829285,0.26650112867355347,0.3810495138168335,0.1560962051153183
",",0.4946078956127167,0.3087472915649414,0.25539466738700867,0.45456063747406006,0.27058324217796326,0.23255878686904907,0.31091248989105225
composer,0.1714436560869217,0.18320460617542267,0.24664685130119324,0.28206875920295715,0.16494987905025482,0.19553548097610474,0.17525890469551086
",",0.4946078956127167,0.3087472915649414,0.25539466738700867,0.45456063747406006,0.27058324217796326,0.23255878686904907,0.31091248989105225
priest,0.18239139020442963,0.1868823766708374,0.14205637574195862,0.2762300968170166,0.21275067329406738,0.20424488186836243,0.1474698781967163
",",0.4946078956127167,0.3087472915649414,0.25539466738700867,0.45456063747406006,0.27058324217796326,0.23255878686904907,0.31091248989105225
former,0.30415382981300354,0.13598288595676422,0.21006745100021362,0.2544213533401489,0.19878485798835754,0.14328892529010773,0.10570605844259262
monk,0.17274032533168793,0.142954483628273,0.18054546415805817,0.19294191896915436,0.23703277111053467,0.2786794900894165,0.14059852063655853
and,0.5116966962814331,0.31309178471565247,0.23912757635116577,0.3740963041782379,0.2544763386249542,0.20796556770801544,0.20544172823429108
a,0.5052502155303955,0.3320399522781372,0.16426464915275574,0.4508470594882965,0.2163310945034027,0.17967689037322998,0.23916715383529663
seminal,0.25387927889823914,0.14991943538188934,0.09446751326322556,0.10667800903320312,0.1598270833492279,0.2137230634689331,0.136183962225914
figure,0.21327486634254456,0.2582065463066101,0.168364018201828,0.2638653516769409,0.058310117572546005,0.04366046190261841,0.21107101440429688
in,0.5696388483047485,0.30808621644973755,0.1939406394958496,0.45514053106307983,0.22752496600151062,0.20523880422115326,0.20430970191955566
the,0.733189046382904,0.42745697498321533,0.21899528801441193,0.48711544275283813,0.22029393911361694,0.1759674996137619,0.22068053483963013
protestant,0.31440475583076477,0.23531195521354675,0.22562327980995178,0.25246119499206543,0.27636203169822693,0.45695769786834717,0.14798137545585632
reformation,0.311197429895401,0.23052695393562317,0.13513290882110596,0.29210031032562256,0.2996351718902588,0.43711021542549133,0.14843040704727173
.,0.5352458953857422,0.3567904531955719,0.23392154276371002,0.40146201848983765,0.25235527753829956,0.24907569587230682,0.4130953550338745
