,which,mountain,range,influenced,the,split,of,the,regions,?
be,0.476310670375824,0.12463688105344772,0.23725727200508118,0.17688994109630585,0.4248143136501312,0.22925865650177002,0.33904364705085754,0.4248143136501312,0.24765810370445251,0.3324260413646698
included,0.319993793964386,0.14064250886440277,0.23844625055789948,0.3532174229621887,0.3825419843196869,0.19874295592308044,0.4391688108444214,0.3825419843196869,0.1732918620109558,0.14385655522346497
in,0.4840516746044159,0.2510811388492584,0.2084861844778061,0.23469695448875427,0.6662389636039734,0.24171817302703857,0.5696388483047485,0.6662389636039734,0.3232547640800476,0.20430970191955566
the,0.6521818041801453,0.2931090295314789,0.2311336100101471,0.18518297374248505,1.0,0.2967630624771118,0.733189046382904,1.0,0.36158451437950134,0.22068053483963013
southern,0.2648681700229645,0.2968273162841797,0.21163228154182434,0.16067799925804138,0.3282862603664398,0.15971402823925018,0.31933003664016724,0.3282862603664398,0.3461337983608246,0.11225555837154388
california,0.17128102481365204,0.24591466784477234,0.22007867693901062,0.1176731213927269,0.2750805914402008,0.11520050466060638,0.24929828941822052,0.2750805914402008,0.14872722327709198,0.1409905105829239
region,0.2328231930732727,0.21147207915782928,0.19586867094039917,0.1879872977733612,0.35020557045936584,0.15256890654563904,0.2852717339992523,0.35020557045936584,0.7069834470748901,0.13441751897335052
due,0.26323074102401733,0.15541796386241913,0.20174722373485565,0.16706493496894836,0.22577603161334991,0.11487632989883423,0.2533245384693146,0.22577603161334991,0.143393874168396,0.10954997688531876
to,0.5345056653022766,0.21757690608501434,0.2767433524131775,0.11829091608524323,0.535392165184021,0.17915946245193481,0.41548454761505127,0.535392165184021,0.252130389213562,0.29463258385658264
their,0.4582767188549042,0.16952389478683472,0.21194800734519958,0.19342902302742004,0.516537070274353,0.1759330928325653,0.4329940676689148,0.516537070274353,0.25404396653175354,0.1898253709077835
remoteness,0.3885364234447479,0.23717409372329712,0.3127170205116272,0.23231467604637146,0.2981017827987671,0.1250808835029602,0.29973524808883667,0.2981017827987671,0.26388823986053467,0.13593177497386932
from,0.38755592703819275,0.18535856902599335,0.2519944906234741,0.12801696360111237,0.40150508284568787,0.20365603268146515,0.4249346852302551,0.40150508284568787,0.22523097693920135,0.19969791173934937
the,0.6521818041801453,0.2931090295314789,0.2311336100101471,0.18518297374248505,1.0,0.2967630624771118,0.733189046382904,1.0,0.36158451437950134,0.22068053483963013
central,0.2778315246105194,0.2630141079425812,0.2587447464466095,0.12754295766353607,0.3417201042175293,0.18510326743125916,0.3415789008140564,0.3417201042175293,0.32300078868865967,0.14787602424621582
valley,0.21860668063163757,0.4330400228500366,0.2472555935382843,0.14098848402500153,0.2923165559768677,0.1668580025434494,0.23914365470409393,0.2923165559768677,0.22799533605575562,0.11486150324344635
and,0.506277859210968,0.2430269569158554,0.27470090985298157,0.2976251244544983,0.5171257257461548,0.3033278286457062,0.5116966962814331,0.5171257257461548,0.30318012833595276,0.20544172823429108
interior,0.19453293085098267,0.1584232896566391,0.23635201156139374,0.18762871623039246,0.30233609676361084,0.13302206993103027,0.31906411051750183,0.30233609676361084,0.24427993595600128,0.07520901411771774
desert,0.18092185258865356,0.277183473110199,0.23804129660129547,0.11425863206386566,0.234701469540596,0.19706222414970398,0.20448997616767883,0.234701469540596,0.2808050811290741,0.16409924626350403
landscape,0.20701007544994354,0.33641836047172546,0.23064090311527252,0.2781608998775482,0.19639281928539276,0.056757450103759766,0.22931164503097534,0.19639281928539276,0.27030178904533386,0.11197245866060257
.,0.45942068099975586,0.19740812480449677,0.25816646218299866,0.24771656095981598,0.5934505462646484,0.26228174567222595,0.5352458953857422,0.5934505462646484,0.25618889927864075,0.4130953550338745
