,what,advise,did,thoreau,give,the,tax,collector,when,unable,to,perform,his,duty,?
aloud,0.36041581630706787,0.24225696921348572,0.30329617857933044,0.25537189841270447,0.2023795247077942,0.24090228974819183,0.13421350717544556,0.12616075575351715,0.27027204632759094,0.2473946213722229,0.2814471125602722,0.2506343424320221,0.24811114370822906,0.21819186210632324,0.30062806606292725
about,0.47976887226104736,0.3035970628261566,0.28723078966140747,0.33765551447868347,0.3109951913356781,0.37995871901512146,0.17659322917461395,0.14401373267173767,0.3835894465446472,0.1620555967092514,0.391953706741333,0.1642734706401825,0.24169853329658508,0.2079751193523407,0.302409827709198
how,0.6468034982681274,0.3410453200340271,0.375736802816391,0.2905823290348053,0.3704574406147003,0.33890387415885925,0.24537210166454315,0.1203976646065712,0.4767928421497345,0.34389951825141907,0.44169697165489197,0.29445943236351013,0.24614305794239044,0.17767222225666046,0.4024120569229126
to,0.455847829580307,0.3831799328327179,0.4452643394470215,0.3212342858314514,0.4396136403083801,0.535392165184021,0.24948102235794067,0.18452472984790802,0.5423505902290344,0.47413626313209534,1.0,0.3513144552707672,0.3715193271636963,0.2394949495792389,0.29463258385658264
handle,0.2843582332134247,0.34068816900253296,0.1692829430103302,0.14273357391357422,0.2578358054161072,0.23661735653877258,0.16040746867656708,0.14510586857795715,0.29730260372161865,0.18528735637664795,0.30356109142303467,0.2261146754026413,0.06675540655851364,0.16192270815372467,0.3016141355037689
his,0.26976513862609863,0.242464080452919,0.3546801507472992,0.3740163743495941,0.2390921413898468,0.4394008219242096,0.18045683205127716,0.21166932582855225,0.37120407819747925,0.31897062063217163,0.3715193271636963,0.26629966497421265,0.9999998807907104,0.2527073323726654,0.18075084686279297
refusal,0.3242574632167816,0.3483482897281647,0.3917485475540161,0.32672572135925293,0.37191101908683777,0.29118961095809937,0.32196518778800964,0.07909507304430008,0.2046433538198471,0.36004555225372314,0.4434225857257843,0.19332610070705414,0.32034581899642944,0.2769269049167633,0.21465960144996643
to,0.455847829580307,0.3831799328327179,0.4452643394470215,0.3212342858314514,0.4396136403083801,0.535392165184021,0.24948102235794067,0.18452472984790802,0.5423505902290344,0.47413626313209534,1.0,0.3513144552707672,0.3715193271636963,0.2394949495792389,0.29463258385658264
pay,0.2870062291622162,0.16300536692142487,0.29416757822036743,0.22320832312107086,0.3130127191543579,0.1903611719608307,0.44073599576950073,0.23629988729953766,0.22002696990966797,0.21876515448093414,0.26723966002464294,0.21203777194023132,0.21614401042461395,0.27360641956329346,0.19821009039878845
",",0.3087472915649414,0.25493496656417847,0.3015086054801941,0.3388298749923706,0.2844066619873047,0.4933079481124878,0.140306293964386,0.2751410901546478,0.36674630641937256,0.20128878951072693,0.44245919585227966,0.19458305835723877,0.3378419280052185,0.21993570029735565,0.31091248989105225
thoreau,0.3263375163078308,0.27313846349716187,0.3151754140853882,1.0,0.21357765793800354,0.30504027009010315,0.27197036147117615,0.30603376030921936,0.25455182790756226,0.20304648578166962,0.3212342858314514,0.12579120695590973,0.3740163743495941,0.13236969709396362,0.1922200322151184
had,0.23849567770957947,0.18418878316879272,0.540525496006012,0.24402360618114471,0.3329158425331116,0.3875846862792969,0.2077564299106598,0.24746163189411163,0.37526828050613403,0.31435856223106384,0.37984350323677063,0.21885797381401062,0.4401516616344452,0.18355800211429596,0.20728366076946259
advised,0.26456019282341003,0.8037683963775635,0.3517385721206665,0.2289998084306717,0.30124539136886597,0.2796591818332672,0.18955157697200775,0.12315823137760162,0.286665141582489,0.3146912753582001,0.3607461154460907,0.3113391101360321,0.30547720193862915,0.2925495207309723,0.18871766328811646
",",0.3087472915649414,0.25493496656417847,0.3015086054801941,0.3388298749923706,0.2844066619873047,0.4933079481124878,0.140306293964386,0.2751410901546478,0.36674630641937256,0.20128878951072693,0.44245919585227966,0.19458305835723877,0.3378419280052185,0.21993570029735565,0.31091248989105225
“,-0.009074612520635128,-0.04109491780400276,-0.03815050050616264,-0.01266002468764782,-0.05490286648273468,-0.004561804234981537,-0.036300092935562134,0.08042020350694656,-0.07373020052909851,-0.10825025290250778,-0.0772603452205658,-0.07411177456378937,-0.08431754261255264,0.05941488593816757,-0.043535903096199036
resign.,0.20501631498336792,0.3394800126552582,0.24860109388828278,0.1970016211271286,0.186371847987175,0.16402755677700043,0.20769654214382172,0.04517792910337448,0.20939743518829346,0.23933352530002594,0.17669254541397095,0.10416210442781448,0.3469454050064087,0.17144480347633362,0.14793944358825684
”,-0.08669018000364304,-0.017018349841237068,-0.009469958953559399,-0.08410758525133133,-0.05694256350398064,-0.13169695436954498,0.0386810302734375,0.006099455989897251,-0.062010642141103745,0.05520714819431305,-0.04376490041613579,0.0929127186536789,0.017483782023191452,0.011315974406898022,0.014230710454285145
if,0.5277165174484253,0.3512953221797943,0.3197491765022278,0.16117951273918152,0.4644846022129059,0.33724796772003174,0.26962006092071533,0.14307932555675507,0.5608453154563904,0.3886314630508423,0.4559597074985504,0.23910532891750336,0.19270896911621094,0.21532104909420013,0.4441644251346588
a,0.3320399522781372,0.24369880557060242,0.2552328109741211,0.25918325781822205,0.3436131179332733,0.5829201340675354,0.23702840507030487,0.2918439209461212,0.44397395849227905,0.22923994064331055,0.45503583550453186,0.219420924782753,0.3497250974178314,0.19311612844467163,0.23916715383529663
man,0.21916821599006653,0.17832310497760773,0.2355959564447403,0.28048256039619446,0.16938231885433197,0.23171134293079376,0.10381300002336502,0.21624059975147247,0.21968716382980347,0.1797579526901245,0.2487562596797943,0.166045144200325,0.3181658685207367,0.19573679566383362,0.2528940737247467
chose,0.2544066309928894,0.3133098781108856,0.41616201400756836,0.21415011584758759,0.28533709049224854,0.3029356896877289,0.15122409164905548,0.09943541884422302,0.2241392433643341,0.29918694496154785,0.33018890023231506,0.15641117095947266,0.31178221106529236,0.17563721537590027,0.2465825378894806
to,0.455847829580307,0.3831799328327179,0.4452643394470215,0.3212342858314514,0.4396136403083801,0.535392165184021,0.24948102235794067,0.18452472984790802,0.5423505902290344,0.47413626313209534,1.0,0.3513144552707672,0.3715193271636963,0.2394949495792389,0.29463258385658264
be,0.3929833769798279,0.36339035630226135,0.22657383978366852,0.24511386454105377,0.3856027126312256,0.4248143136501312,0.19502007961273193,0.18384969234466553,0.4451393485069275,0.2721809446811676,0.4972836375236511,0.27117303013801575,0.21738691627979279,0.22736765444278717,0.3324260413646698
an,0.2821882665157318,0.18623566627502441,0.22598257660865784,0.22687667608261108,0.21015086770057678,0.4207492768764496,0.1595001518726349,0.18326327204704285,0.33026179671287537,0.14945384860038757,0.3138085603713989,0.19725526869297028,0.24025635421276093,0.20749665796756744,0.19793890416622162
agent,0.1053810864686966,0.10185239464044571,0.15263168513774872,0.15750916302204132,0.14103160798549652,0.1308915615081787,0.21037445962429047,0.22861042618751526,0.22104491293430328,0.1721927523612976,0.21088580787181854,0.10242221504449844,0.18237602710723877,0.22498998045921326,0.13699154555797577
of,0.33290785551071167,0.23371660709381104,0.2513895630836487,0.27008235454559326,0.33489471673965454,0.733189046382904,0.2403477430343628,0.25408363342285156,0.3757161796092987,0.2372649908065796,0.41548454761505127,0.18957175314426422,0.38364991545677185,0.19598819315433502,0.1826142966747284
injustice,0.33713334798812866,0.27590784430503845,0.24045991897583008,0.3509259521961212,0.21400336921215057,0.2641722857952118,0.29093435406684875,0.08215317875146866,0.2759559154510498,0.2784478962421417,0.27146053314208984,0.12913379073143005,0.3113346993923187,0.2875021696090698,0.24520209431648254
",",0.3087472915649414,0.25493496656417847,0.3015086054801941,0.3388298749923706,0.2844066619873047,0.4933079481124878,0.140306293964386,0.2751410901546478,0.36674630641937256,0.20128878951072693,0.44245919585227966,0.19458305835723877,0.3378419280052185,0.21993570029735565,0.31091248989105225
then,0.4072686731815338,0.2123907208442688,0.303744375705719,0.1530727595090866,0.3026631474494934,0.4297412931919098,0.17681264877319336,0.1645563393831253,0.6026323437690735,0.32393449544906616,0.5203860402107239,0.22216027975082397,0.3531579375267029,0.17063292860984802,0.2884598970413208
thoreau,0.3263375163078308,0.27313846349716187,0.3151754140853882,1.0,0.21357765793800354,0.30504027009010315,0.27197036147117615,0.30603376030921936,0.25455182790756226,0.20304648578166962,0.3212342858314514,0.12579120695590973,0.3740163743495941,0.13236969709396362,0.1922200322151184
insisted,0.3362210988998413,0.342185914516449,0.49533259868621826,0.3431038558483124,0.28294074535369873,0.22402240335941315,0.2514262795448303,0.1472092866897583,0.27385130524635315,0.3269401788711548,0.32629093527793884,0.2912476062774658,0.40896326303482056,0.3650793433189392,0.20097918808460236
on,0.34226128458976746,0.20783844590187073,0.2670976221561432,0.25229042768478394,0.24458909034729004,0.5107308030128479,0.15417660772800446,0.1948956549167633,0.37706470489501953,0.24035683274269104,0.41031414270401,0.23308774828910828,0.32064297795295715,0.20984715223312378,0.2714994251728058
confronting,0.28949445486068726,0.32958951592445374,0.24411435425281525,0.24719911813735962,0.25802913308143616,0.27162379026412964,0.20754662156105042,0.024365650489926338,0.3313846290111542,0.34402358531951904,0.322160542011261,0.2284875065088272,0.3238760828971863,0.23860527575016022,0.19677139818668365
him,0.34912991523742676,0.3858160078525543,0.4290095865726471,0.3592554032802582,0.3490687310695648,0.39213326573371887,0.21452650427818298,0.1870606541633606,0.4087010324001312,0.35574156045913696,0.4702378511428833,0.25996214151382446,0.6629161238670349,0.2576122581958771,0.23943768441677094
with,0.2464839518070221,0.22279097139835358,0.25472134351730347,0.23979006707668304,0.32338687777519226,0.4223487675189972,0.20174698531627655,0.13147461414337158,0.5075214505195618,0.2665347456932068,0.4239959120750427,0.22861480712890625,0.33836179971694946,0.17183004319667816,0.2433311939239502
the,0.42745697498321533,0.2506416440010071,0.34736719727516174,0.30504027009010315,0.29086416959762573,1.0,0.19507044553756714,0.22324377298355103,0.5091903209686279,0.29094135761260986,0.535392165184021,0.22443658113479614,0.4394008219242096,0.18581759929656982,0.22068053483963013
fact,0.4454877972602844,0.2506396770477295,0.30747947096824646,0.2622029185295105,0.29651331901550293,0.32878658175468445,0.18316124379634857,0.11893714964389801,0.3674176335334778,0.24759754538536072,0.35271596908569336,0.1371467411518097,0.2526119649410248,0.18003906309604645,0.2798655927181244
that,0.6297725439071655,0.32681670784950256,0.47518548369407654,0.3305809795856476,0.41792264580726624,0.5473989248275757,0.26179835200309753,0.18346688151359558,0.5860282182693481,0.3581840395927429,0.5436353087425232,0.23385298252105713,0.3173833191394806,0.22574162483215332,0.32716336846351624
he,0.3114890456199646,0.2650654911994934,0.3292143940925598,0.31285810470581055,0.18745993077754974,0.4571082592010498,0.19082318246364594,0.17432861030101776,0.39115971326828003,0.29292115569114685,0.385390967130661,0.2651679515838623,0.7171558737754822,0.21130676567554474,0.2089974731206894
was,0.22111038863658905,0.20543920993804932,0.41399896144866943,0.263746052980423,0.16511452198028564,0.48711544275283813,0.13571642339229584,0.23424914479255676,0.37326499819755554,0.1734246462583542,0.3636345863342285,0.19602897763252258,0.4405253231525421,0.21336720883846283,0.18412111699581146
making,0.30777570605278015,0.19948387145996094,0.32095879316329956,0.17659173905849457,0.32640865445137024,0.35185980796813965,0.21890290081501007,0.17632006108760834,0.35811853408813477,0.194675475358963,0.3740498423576355,0.1798834502696991,0.27794650197029114,0.24750758707523346,0.2539324164390564
a,0.3320399522781372,0.24369880557060242,0.2552328109741211,0.25918325781822205,0.3436131179332733,0.5829201340675354,0.23702840507030487,0.2918439209461212,0.44397395849227905,0.22923994064331055,0.45503583550453186,0.219420924782753,0.3497250974178314,0.19311612844467163,0.23916715383529663
choice,0.29363784193992615,0.29296085238456726,0.27128803730010986,0.17327575385570526,0.3130277991294861,0.2640603482723236,0.20844247937202454,0.07184486836194992,0.2175436168909073,0.2636391520500183,0.28106144070625305,0.17203432321548462,0.27761760354042053,0.13453273475170135,0.28709158301353455
.,0.3567904531955719,0.21750493347644806,0.35288307070732117,0.2866504490375519,0.34017711877822876,0.5934505462646484,0.23817123472690582,0.29290270805358887,0.475719153881073,0.25733235478401184,0.4645031690597534,0.20621563494205475,0.3119256794452667,0.20822225511074066,0.4130953550338745
