,according,to,wilson,'s,theorem,",",what,factorial,must,be,divisible,by,p,if,some,integer,p,>,1,is,to,be,considered,prime,?
effect,0.23411233723163605,0.2521958649158478,0.12518124282360077,0.03170546516776085,0.20620502531528473,0.2150653600692749,0.2546532452106476,0.2555520236492157,0.19578105211257935,0.3193022906780243,0.2081965059041977,0.21400253474712372,0.10563214868307114,0.2886280417442322,0.2883170247077942,0.25128352642059326,0.10563214868307114,0.16881944239139557,-0.19257766008377075,0.17614969611167908,0.2521958649158478,0.3193022906780243,0.21107545495033264,0.10898991674184799,0.1783771812915802
",",0.3107093870639801,0.44245919585227966,0.27987003326416016,-0.0016132977325469255,0.16003508865833282,1.0000001192092896,0.3087472915649414,0.24799054861068726,0.2231246829032898,0.39254459738731384,0.2419033646583557,0.3680937886238098,0.291064590215683,0.257730096578598,0.42400437593460083,0.20468677580356598,0.291064590215683,0.1912437379360199,-0.15742997825145721,0.4691906273365021,0.44245919585227966,0.39254459738731384,0.32932984828948975,0.2565026581287384,0.31091248989105225
provided,0.26298731565475464,0.28066325187683105,0.0852862149477005,0.01738812029361725,0.2332998365163803,0.27036961913108826,0.2206064909696579,0.21216446161270142,0.35276973247528076,0.32466498017311096,0.17496158182621002,0.2935292720794678,0.12112481892108917,0.3071732223033905,0.3045835494995117,0.1612795740365982,0.12112481892108917,0.1704389750957489,-0.2932773530483246,0.19162359833717346,0.28066325187683105,0.32466498017311096,0.28516826033592224,0.09035185724496841,0.16893617808818817
that,0.29146862030029297,0.5436353087425232,0.13637486100196838,0.04397977516055107,0.28924983739852905,0.4137537479400635,0.6297725439071655,0.28162285685539246,0.42000943422317505,0.6036020517349243,0.3143296241760254,0.37496164441108704,0.15546166896820068,0.5634250640869141,0.6049469113349915,0.26981496810913086,0.15546166896820068,0.17625312507152557,-0.3131840229034424,0.3995479643344879,0.5436353087425232,0.6036020517349243,0.37593913078308105,0.18163643777370453,0.32716336846351624
p,0.057343341410160065,0.14269764721393585,0.17432335019111633,0.07090399414300919,0.17553406953811646,0.291064590215683,0.18586504459381104,0.20774970948696136,0.11845693737268448,0.12313798069953918,0.12919700145721436,0.06021369248628616,1.0,0.17701710760593414,0.15497107803821564,0.2301601618528366,1.0,0.13064634799957275,-0.08734627813100815,0.11757151037454605,0.14269764721393585,0.12313798069953918,0.0441615991294384,0.17530764639377594,0.20840544998645782
is,0.2838992476463318,0.42745086550712585,0.09424737840890884,0.02396530658006668,0.23679251968860626,0.4691906273365021,0.28837618231773376,0.2297896295785904,0.3093329071998596,0.4819129705429077,0.24465152621269226,0.3899846076965332,0.11757151037454605,0.30927813053131104,0.3038453459739685,0.2086324691772461,0.11757151037454605,0.09800601750612259,-0.12491171807050705,1.0,0.42745086550712585,0.4819129705429077,0.4096149802207947,0.16680827736854553,0.22961433231830597
not,0.20130372047424316,0.5149973034858704,0.14903369545936584,0.002583299996331334,0.23117321729660034,0.3769696354866028,0.5449194312095642,0.24859046936035156,0.48002883791923523,0.5788898468017578,0.3162769079208374,0.291808545589447,0.18450647592544556,0.6100378632545471,0.564181387424469,0.26823049783706665,0.18450647592544556,0.19810758531093597,-0.31168678402900696,0.3776007890701294,0.5149973034858704,0.5788898468017578,0.41997629404067993,0.12917746603488922,0.41942933201789856
a,0.239227756857872,0.45503583550453186,0.18023544549942017,0.04866964742541313,0.2234962433576584,0.427140474319458,0.3320399522781372,0.28132233023643494,0.3016769587993622,0.39883795380592346,0.20329998433589935,0.32094135880470276,0.15866722166538239,0.41272827982902527,0.34539633989334106,0.22195649147033691,0.15866722166538239,0.14097197353839874,-0.20817746222019196,0.658733606338501,0.45503583550453186,0.39883795380592346,0.36109375953674316,0.17998681962490082,0.23916715383529663
prime,0.1510218381881714,0.2015804797410965,0.21062156558036804,-0.0056337774731218815,0.3795034885406494,0.2565026581287384,0.15586113929748535,0.26350489258766174,0.1576741486787796,0.14576895534992218,0.3044693171977997,0.1702890843153,0.17530764639377594,0.09983985871076584,0.12270823866128922,0.35712799429893494,0.17530764639377594,0.17412376403808594,-0.17159132659435272,0.16680827736854553,0.2015804797410965,0.14576895534992218,0.1126614436507225,1.0,0.11276303976774216
factor,0.16020290553569794,0.23708900809288025,0.13950152695178986,-0.09789333492517471,0.28473100066185,0.22944624722003937,0.23239780962467194,0.6190087795257568,0.25848209857940674,0.2585146725177765,0.35986974835395813,0.24490420520305634,0.15844590961933136,0.3153607249259949,0.1705104559659958,0.3140052855014801,0.15844590961933136,0.22630952298641205,-0.2330896407365799,0.2690885663032532,0.23708900809288025,0.2585146725177765,0.2431623786687851,0.25476133823394775,0.2154984176158905
of,0.3307822346687317,0.41548454761505127,0.17700797319412231,-0.03817026689648628,0.18068012595176697,0.4946078956127167,0.33290785551071167,0.3245205581188202,0.24322323501110077,0.33904364705085754,0.28193265199661255,0.3646814823150635,0.18174134194850922,0.2557544410228729,0.4300730526447296,0.158325657248497,0.18174134194850922,0.15425541996955872,-0.09473495930433273,0.4854315221309662,0.41548454761505127,0.33904364705085754,0.4190242290496826,0.23935265839099884,0.1826142966747284
q.,-0.07322687655687332,0.015092243440449238,0.02051975391805172,0.008799277245998383,-0.03521498292684555,0.03883254900574684,-0.030047161504626274,-0.007210299838334322,-0.058136530220508575,0.007698207627981901,0.020702706649899483,-0.03473379462957382,-0.01243101991713047,0.00576254166662693,0.1194995641708374,-0.03875928372144699,-0.01243101991713047,-0.09339315444231033,0.005123307462781668,-0.0027866007294505835,0.015092243440449238,0.007698207627981901,0.06953164935112,0.013485959731042385,0.032774392515420914
wilson,0.15500812232494354,0.1950661838054657,1.0,0.04975033178925514,0.17189554870128632,0.27987003326416016,0.1282895803451538,0.158395454287529,0.1841515302658081,0.15072916448116302,0.10736366361379623,0.2165776640176773,0.17432335019111633,0.14715835452079773,0.09991768002510071,0.13582156598567963,0.17432335019111633,0.14200112223625183,-0.2164074331521988,0.09424737840890884,0.1950661838054657,0.15072916448116302,0.12562055885791779,0.21062156558036804,0.1055358424782753
's,-0.0037221983075141907,0.03782717138528824,0.04975033178925514,0.9999999403953552,0.006648248061537743,-0.0016132977325469255,0.02692362666130066,-0.03166301175951958,-0.018240178003907204,0.025217169895768166,-0.011311073787510395,-0.010884488001465797,0.07090399414300919,-0.0015437148977071047,0.056411296129226685,0.023855846375226974,0.07090399414300919,0.08055411279201508,0.003928052727133036,0.02396530658006668,0.03782717138528824,0.025217169895768166,0.03146931901574135,-0.0056337774731218815,-0.023395681753754616
theorem,0.14784882962703705,0.14878395199775696,0.17189554870128632,0.006648248061537743,1.0,0.16003508865833282,0.27076783776283264,0.2580760717391968,0.19139263033866882,0.18646985292434692,0.3042280673980713,0.1199604943394661,0.17553406953811646,0.2543347477912903,0.17574410140514374,0.4884721338748932,0.17553406953811646,0.05788879096508026,-0.19035573303699493,0.23679251968860626,0.14878395199775696,0.18646985292434692,0.13670440018177032,0.3795034885406494,0.18729111552238464
says,0.48854848742485046,0.31942060589790344,0.19539228081703186,-0.06714938580989838,0.30154505372047424,0.30697324872016907,0.43107321858406067,0.12973865866661072,0.3498879671096802,0.2873125374317169,0.21000318229198456,0.2582924962043762,0.06957177072763443,0.3569544553756714,0.2204611599445343,0.18834035098552704,0.06957177072763443,0.095602847635746,-0.1831432282924652,0.3092086911201477,0.31942060589790344,0.2873125374317169,0.28573134541511536,0.1503191888332367,0.2869862914085388
that,0.29146862030029297,0.5436353087425232,0.13637486100196838,0.04397977516055107,0.28924983739852905,0.4137537479400635,0.6297725439071655,0.28162285685539246,0.42000943422317505,0.6036020517349243,0.3143296241760254,0.37496164441108704,0.15546166896820068,0.5634250640869141,0.6049469113349915,0.26981496810913086,0.15546166896820068,0.17625312507152557,-0.3131840229034424,0.3995479643344879,0.5436353087425232,0.6036020517349243,0.37593913078308105,0.18163643777370453,0.32716336846351624
an,0.16550497710704803,0.3138085603713989,0.18222500383853912,0.025255560874938965,0.16890296339988708,0.3581022024154663,0.2821882665157318,0.16710582375526428,0.2022276371717453,0.33041056990623474,0.19256256520748138,0.2719563841819763,0.11000028997659683,0.26347705721855164,0.2864145338535309,0.18641431629657745,0.11000028997659683,0.14249342679977417,-0.15245160460472107,0.4654068350791931,0.3138085603713989,0.33041056990623474,0.3028697371482849,0.08209051191806793,0.19793890416622162
integer,0.10880346596240997,0.18582624197006226,0.13582156598567963,0.023855846375226974,0.4884721338748932,0.20468677580356598,0.23293888568878174,0.29944050312042236,0.28751975297927856,0.2557193338871002,0.47040653228759766,0.09935232251882553,0.2301601618528366,0.38328951597213745,0.1685035526752472,1.0,0.2301601618528366,0.23496054112911224,-0.18673858046531677,0.2086324691772461,0.18582624197006226,0.2557193338871002,0.1913161277770996,0.35712799429893494,0.2503974437713623
p,0.057343341410160065,0.14269764721393585,0.17432335019111633,0.07090399414300919,0.17553406953811646,0.291064590215683,0.18586504459381104,0.20774970948696136,0.11845693737268448,0.12313798069953918,0.12919700145721436,0.06021369248628616,1.0,0.17701710760593414,0.15497107803821564,0.2301601618528366,1.0,0.13064634799957275,-0.08734627813100815,0.11757151037454605,0.14269764721393585,0.12313798069953918,0.0441615991294384,0.17530764639377594,0.20840544998645782
>,0.08271599560976028,0.1386966109275818,0.14200112223625183,0.08055411279201508,0.05788879096508026,0.1912437379360199,0.10452091693878174,0.18920719623565674,0.17359919846057892,0.21307604014873505,0.22608132660388947,0.13443799316883087,0.13064634799957275,0.22860383987426758,0.19774891436100006,0.23496054112911224,0.13064634799957275,1.0,-0.12961597740650177,0.09800601750612259,0.1386966109275818,0.21307604014873505,0.1749899983406067,0.17412376403808594,0.25022614002227783
1,-0.1403331756591797,-0.2769182622432709,-0.2164074331521988,0.003928052727133036,-0.19035573303699493,-0.15742997825145721,-0.21266892552375793,-0.14660818874835968,-0.2533520460128784,-0.2923636734485626,-0.18026161193847656,-0.2582099735736847,-0.08734627813100815,-0.3333838880062103,-0.24203214049339294,-0.18673858046531677,-0.08734627813100815,-0.12961597740650177,1.0,-0.12491171807050705,-0.2769182622432709,-0.2923636734485626,-0.19963058829307556,-0.17159132659435272,-0.249979168176651
is,0.2838992476463318,0.42745086550712585,0.09424737840890884,0.02396530658006668,0.23679251968860626,0.4691906273365021,0.28837618231773376,0.2297896295785904,0.3093329071998596,0.4819129705429077,0.24465152621269226,0.3899846076965332,0.11757151037454605,0.30927813053131104,0.3038453459739685,0.2086324691772461,0.11757151037454605,0.09800601750612259,-0.12491171807050705,1.0,0.42745086550712585,0.4819129705429077,0.4096149802207947,0.16680827736854553,0.22961433231830597
prime,0.1510218381881714,0.2015804797410965,0.21062156558036804,-0.0056337774731218815,0.3795034885406494,0.2565026581287384,0.15586113929748535,0.26350489258766174,0.1576741486787796,0.14576895534992218,0.3044693171977997,0.1702890843153,0.17530764639377594,0.09983985871076584,0.12270823866128922,0.35712799429893494,0.17530764639377594,0.17412376403808594,-0.17159132659435272,0.16680827736854553,0.2015804797410965,0.14576895534992218,0.1126614436507225,1.0,0.11276303976774216
if,0.15097758173942566,0.4559597074985504,0.14715835452079773,-0.0015437148977071047,0.2543347477912903,0.257730096578598,0.5277165174484253,0.2753743827342987,0.5808357000350952,0.5628611445426941,0.31472691893577576,0.2429230511188507,0.17701710760593414,1.0,0.4167235493659973,0.38328951597213745,0.17701710760593414,0.22860383987426758,-0.3333838880062103,0.30927813053131104,0.4559597074985504,0.5628611445426941,0.2923738658428192,0.09983985871076584,0.4441644251346588
and,0.30645591020584106,0.48971283435821533,0.26030388474464417,0.06895173341035843,0.10136619955301285,0.6633074283599854,0.31309178471565247,0.26456418633461,0.33253467082977295,0.41766801476478577,0.23279815912246704,0.4289871156215668,0.198231041431427,0.3498523235321045,0.5337774157524109,0.14794570207595825,0.198231041431427,0.24280625581741333,-0.20516018569469452,0.3859752118587494,0.48971283435821533,0.41766801476478577,0.3359341621398926,0.21528048813343048,0.20544172823429108
only,0.2409883737564087,0.5096819996833801,0.11860650777816772,0.08984304964542389,0.26466360688209534,0.4220978021621704,0.41415658593177795,0.2517218589782715,0.37705567479133606,0.46042704582214355,0.3473210632801056,0.36511722207069397,0.1964302957057953,0.5164433121681213,0.54151451587677,0.2523172199726105,0.1964302957057953,0.15978044271469116,-0.28475064039230347,0.44708555936813354,0.5096819996833801,0.46042704582214355,0.3756130337715149,0.19375240802764893,0.2767370045185089
if,0.15097758173942566,0.4559597074985504,0.14715835452079773,-0.0015437148977071047,0.2543347477912903,0.257730096578598,0.5277165174484253,0.2753743827342987,0.5808357000350952,0.5628611445426941,0.31472691893577576,0.2429230511188507,0.17701710760593414,1.0,0.4167235493659973,0.38328951597213745,0.17701710760593414,0.22860383987426758,-0.3333838880062103,0.30927813053131104,0.4559597074985504,0.5628611445426941,0.2923738658428192,0.09983985871076584,0.4441644251346588
the,0.3202974498271942,0.535392165184021,0.20745839178562164,-0.01540423184633255,0.18430666625499725,0.4933079481124878,0.42745697498321533,0.243037611246109,0.2713140547275543,0.4248143136501312,0.2857738733291626,0.4408751428127289,0.16481639444828033,0.33724796772003174,0.4566698372364044,0.14182277023792267,0.16481639444828033,0.1893978863954544,-0.1554475575685501,0.5823672413825989,0.535392165184021,0.4248143136501312,0.4028765559196472,0.19960100948810577,0.22068053483963013
factorial,0.11294804513454437,0.1963392049074173,0.158395454287529,-0.03166301175951958,0.2580760717391968,0.24799054861068726,0.20516444742679596,1.0,0.25125652551651,0.2609480917453766,0.31620097160339355,0.20782147347927094,0.20774970948696136,0.2753743827342987,0.2707943320274353,0.29944050312042236,0.20774970948696136,0.18920719623565674,-0.14660818874835968,0.2297896295785904,0.1963392049074173,0.2609480917453766,0.1538512408733368,0.26350489258766174,0.16366688907146454
(,0.19962136447429657,0.30882009863853455,0.1710127741098404,0.0012731997994706035,0.16467396914958954,0.6363511681556702,0.2411840260028839,0.11274010688066483,0.20299430191516876,0.2349044382572174,0.20779775083065033,0.20696312189102173,0.28021711111068726,0.26899856328964233,0.2279975414276123,0.19773975014686584,0.28021711111068726,0.2951261103153229,-0.15974698960781097,0.35393038392066956,0.30882009863853455,0.2349044382572174,0.22818490862846375,0.21646767854690552,0.40561532974243164
p,0.057343341410160065,0.14269764721393585,0.17432335019111633,0.07090399414300919,0.17553406953811646,0.291064590215683,0.18586504459381104,0.20774970948696136,0.11845693737268448,0.12313798069953918,0.12919700145721436,0.06021369248628616,1.0,0.17701710760593414,0.15497107803821564,0.2301601618528366,1.0,0.13064634799957275,-0.08734627813100815,0.11757151037454605,0.14269764721393585,0.12313798069953918,0.0441615991294384,0.17530764639377594,0.20840544998645782
−,0.0712197795510292,0.20089128613471985,0.11917206645011902,0.06571318954229355,0.25738728046417236,0.25622230768203735,0.14940914511680603,0.20304860174655914,0.12133032083511353,0.17289069294929504,0.26877695322036743,0.08930157870054245,0.15867938101291656,0.20505276322364807,0.12799504399299622,0.3807077705860138,0.15867938101291656,0.2347521185874939,-0.10430116206407547,0.16782180964946747,0.20089128613471985,0.17289069294929504,0.11271116137504578,0.2215985357761383,0.22067660093307495
1,-0.1403331756591797,-0.2769182622432709,-0.2164074331521988,0.003928052727133036,-0.19035573303699493,-0.15742997825145721,-0.21266892552375793,-0.14660818874835968,-0.2533520460128784,-0.2923636734485626,-0.18026161193847656,-0.2582099735736847,-0.08734627813100815,-0.3333838880062103,-0.24203214049339294,-0.18673858046531677,-0.08734627813100815,-0.12961597740650177,1.0,-0.12491171807050705,-0.2769182622432709,-0.2923636734485626,-0.19963058829307556,-0.17159132659435272,-0.249979168176651
),0.19621314108371735,0.31236231327056885,0.162875697016716,0.021107977256178856,0.16883030533790588,0.63033527135849,0.26259949803352356,0.12043684720993042,0.19068287312984467,0.24578070640563965,0.20337744057178497,0.2151763141155243,0.26532381772994995,0.2878422141075134,0.2398642599582672,0.20820841193199158,0.26532381772994995,0.3260525166988373,-0.14927540719509125,0.37732169032096863,0.31236231327056885,0.24578070640563965,0.2430245578289032,0.20705947279930115,0.42300865054130554
!,0.13661402463912964,0.1950651854276657,0.13753871619701385,0.006517036817967892,0.1809585690498352,0.28909194469451904,0.2836626470088959,0.17068153619766235,0.19050735235214233,0.23319953680038452,0.15445329248905182,0.195795476436615,0.16837766766548157,0.33119964599609375,0.17712795734405518,0.1792149841785431,0.16837766766548157,0.18358004093170166,-0.219049870967865,0.14908525347709656,0.1950651854276657,0.23319953680038452,0.047321777790784836,0.17412284016609192,0.45165371894836426
