,what,was,the,main,idea,of,james,hutton,'s,paper,?
be,0.3929833769798279,0.42228707671165466,0.4248143136501312,0.21960048377513885,0.3303828835487366,0.33904364705085754,0.08141086995601654,0.17523209750652313,0.025217169895768166,0.29429325461387634,0.3324260413646698
much,0.45316147804260254,0.2580166161060333,0.35023224353790283,0.20790228247642517,0.340554416179657,0.2671096920967102,0.1821574717760086,0.21488499641418457,0.06731651723384857,0.25536656379699707,0.23442231118679047
older,0.19250206649303436,0.20353880524635315,0.21663418412208557,0.17558036744594574,0.20913082361221313,0.23717735707759857,0.13726140558719635,0.20690879225730896,0.026184899732470512,0.09718378633260727,0.1524270623922348
than,0.29388150572776794,0.1872616857290268,0.3227543234825134,0.16874654591083527,0.24305900931358337,0.33036211133003235,0.11440479755401611,0.135783389210701,0.0585811510682106,0.16386768221855164,0.24917294085025787
had,0.23849567770957947,0.5927209258079529,0.3875846862792969,0.1934892237186432,0.3019939363002777,0.37755560874938965,0.21682608127593994,0.1873183250427246,-0.004401352722197771,0.16916175186634064,0.20728366076946259
previously,0.24305304884910583,0.41197097301483154,0.33854439854621887,0.21046772599220276,0.1740846037864685,0.2850290536880493,0.1683153361082077,0.21007531881332397,-0.008872446604073048,0.126913920044899,0.15811841189861298
been,0.2567804455757141,0.518218457698822,0.3563927710056305,0.21641702950000763,0.22450312972068787,0.31685134768486023,0.14606617391109467,0.1986275017261505,-0.10734795778989792,0.19944334030151367,0.24354910850524902
supposed,0.48471322655677795,0.3499848544597626,0.33562925457954407,0.21172817051410675,0.4086194932460785,0.2428056299686432,0.26369988918304443,0.19610734283924103,0.047495629638433456,0.19474159181118011,0.36114630103111267
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.28862449526786804,0.20288406312465668,0.5696388483047485,0.1994210183620453,0.2178497314453125,-0.037580832839012146,0.18605142831802368,0.20430970191955566
order,0.16634008288383484,0.16897162795066833,0.3284194767475128,0.10651892423629761,0.1865379959344864,0.31287699937820435,0.056380774825811386,0.12185409665107727,-0.07080218195915222,0.14681720733642578,0.13725648820400238
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.26116618514060974,0.3542773127555847,0.41548454761505127,0.22204333543777466,0.14984355866909027,0.03782717138528824,0.22220565378665924,0.29463258385658264
allow,0.2883041203022003,0.17550189793109894,0.27822166681289673,0.1856267750263214,0.30922234058380127,0.28057926893234253,0.13986007869243622,0.08389031887054443,0.02137329988181591,0.2108498215675354,0.2042745053768158
enough,0.3944990336894989,0.18723952770233154,0.304282009601593,0.20887477695941925,0.3546449542045593,0.21740707755088806,0.15169291198253632,0.10542643815279007,-0.07335468381643295,0.2029760181903839,0.3526461720466614
time,0.36319252848625183,0.3641340136528015,0.43061500787734985,0.14812199771404266,0.3440937399864197,0.35127586126327515,0.21980763971805573,0.19818729162216187,0.01301188487559557,0.2128482311964035,0.27391523122787476
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.27491986751556396,0.26828616857528687,0.4185989499092102,0.2054290771484375,0.19578178226947784,-0.07241261005401611,0.22010697424411774,0.264628142118454
mountains,0.1498076319694519,0.15521857142448425,0.27269288897514343,0.21124957501888275,0.1306452602148056,0.22132478654384613,0.15329235792160034,0.12154355645179749,-0.010883239097893238,0.057837191969156265,0.08633821457624435
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.26116618514060974,0.3542773127555847,0.41548454761505127,0.22204333543777466,0.14984355866909027,0.03782717138528824,0.22220565378665924,0.29463258385658264
be,0.3929833769798279,0.42228707671165466,0.4248143136501312,0.21960048377513885,0.3303828835487366,0.33904364705085754,0.08141086995601654,0.17523209750652313,0.025217169895768166,0.29429325461387634,0.3324260413646698
eroded,0.23620808124542236,0.1953451782464981,0.27606603503227234,0.13294865190982819,0.11234766989946365,0.28028666973114014,0.12742458283901215,0.1952197253704071,0.030920742079615593,0.19837257266044617,0.1318357139825821
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.29831406474113464,0.24201342463493347,0.5116966962814331,0.21273121237754822,0.30192023515701294,0.06895173341035843,0.21158236265182495,0.20544172823429108
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.27491986751556396,0.26828616857528687,0.4185989499092102,0.2054290771484375,0.19578178226947784,-0.07241261005401611,0.22010697424411774,0.264628142118454
sediments,0.1929577887058258,0.12008541077375412,0.2626475393772125,0.08614473044872284,0.12253540754318237,0.26230916380882263,0.1137649193406105,0.2744869589805603,0.028386563062667847,0.23010914027690887,0.14528776705265045
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.26116618514060974,0.3542773127555847,0.41548454761505127,0.22204333543777466,0.14984355866909027,0.03782717138528824,0.22220565378665924,0.29463258385658264
form,0.15868011116981506,0.15690121054649353,0.29286009073257446,0.13786569237709045,0.23934420943260193,0.29600051045417786,0.045107387006282806,0.18543919920921326,0.07059726119041443,0.2257673293352127,0.1463010311126709
new,0.2130378633737564,0.2748313844203949,0.3845241069793701,0.2215794324874878,0.2159312218427658,0.343457967042923,0.23571988940238953,0.22202898561954498,-0.008355522528290749,0.1730293184518814,0.14782847464084625
rocks,0.24802041053771973,0.13827373087406158,0.24413059651851654,0.10124606639146805,0.1577058732509613,0.2664484679698944,0.1364414244890213,0.2483423799276352,0.03945932537317276,0.2279396802186966,0.17394492030143738
at,0.2838611304759979,0.36707764863967896,0.457212895154953,0.2409709095954895,0.1844153255224228,0.42558613419532776,0.1717686504125595,0.16985024511814117,-0.08481216430664062,0.07833532243967056,0.21978627145290375
the,0.42745697498321533,0.48711544275283813,1.0,0.38631999492645264,0.2839161455631256,0.733189046382904,0.22481533885002136,0.20083338022232056,-0.01540423184633255,0.2077420949935913,0.22068053483963013
bottom,0.22912470996379852,0.05518583208322525,0.3075515031814575,0.19121326506137848,0.16536292433738708,0.2214360237121582,0.1494733840227127,0.15112432837486267,-0.07672864198684692,0.23914921283721924,0.21899469196796417
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.3177044689655304,0.2342950403690338,1.0,0.18323110044002533,0.18316355347633362,-0.03817026689648628,0.19050662219524384,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.38631999492645264,0.2839161455631256,0.733189046382904,0.22481533885002136,0.20083338022232056,-0.01540423184633255,0.2077420949935913,0.22068053483963013
sea,0.19525039196014404,0.18031850457191467,0.30363768339157104,0.1584310233592987,0.14450597763061523,0.2707739472389221,0.13577944040298462,0.1406770944595337,0.05089695379137993,0.09217504411935806,0.15551945567131042
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2989408075809479,0.22699743509292603,0.4946078956127167,0.25490787625312805,0.3142911195755005,-0.0016132977325469255,0.2304661124944687,0.31091248989105225
which,0.5261979103088379,0.2830964922904968,0.6521818041801453,0.37042954564094543,0.3808409571647644,0.5011631846427917,0.18419533967971802,0.18807999789714813,0.03856118768453598,0.2540629804134369,0.25814583897590637
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.28862449526786804,0.20288406312465668,0.5696388483047485,0.1994210183620453,0.2178497314453125,-0.037580832839012146,0.18605142831802368,0.20430970191955566
turn,0.29013973474502563,0.1588321030139923,0.3359498679637909,0.13850533962249756,0.24712388217449188,0.23566555976867676,0.08767597377300262,0.15665939450263977,0.04090306907892227,0.19458535313606262,0.2072952687740326
were,0.22298263013362885,0.590133786201477,0.3906462490558624,0.16944953799247742,0.2231837809085846,0.34038281440734863,0.20760557055473328,0.24358905851840973,0.007088581565767527,0.2138097882270813,0.17890112102031708
raised,0.12998360395431519,0.29697737097740173,0.2089216411113739,0.09139011800289154,0.07737333327531815,0.21491092443466187,0.2024558037519455,0.19815927743911743,-0.08130557090044022,0.0932871550321579,0.1332261711359024
up,0.28591108322143555,0.24070115387439728,0.38423117995262146,0.19825492799282074,0.33399131894111633,0.32945773005485535,0.0920572355389595,0.1551780253648758,-0.08862818777561188,0.191568523645401,0.1819818764925003
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.26116618514060974,0.3542773127555847,0.41548454761505127,0.22204333543777466,0.14984355866909027,0.03782717138528824,0.22220565378665924,0.29463258385658264
become,0.27134042978286743,0.3147440552711487,0.31731709837913513,0.15842649340629578,0.2657047212123871,0.31678006052970886,0.1440402865409851,0.1201619878411293,-0.06629510223865509,0.11105271428823471,0.19511328637599945
dry,0.18359600007534027,0.16512928903102875,0.24019554257392883,0.20399469137191772,0.18900679051876068,0.202105313539505,0.09653564542531967,0.16171932220458984,0.1090959906578064,0.2050035446882248,0.13395056128501892
land,0.23411516845226288,0.23751215636730194,0.28587454557418823,0.07064855098724365,0.20762790739536285,0.3057127296924591,0.15573257207870483,0.1650632619857788,0.10497291386127472,0.20680789649486542,0.1432059109210968
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.31122034788131714,0.26084083318710327,0.5352458953857422,0.2421826720237732,0.28310081362724304,-0.003708066651597619,0.2429187148809433,0.4130953550338745
