,what,is,the,name,of,the,egyptian,papyrus,that,suggests,that,they,may,have,had,knowledge,of,prime,numbers,?
knowledge,0.3869657814502716,0.18001945316791534,0.22194717824459076,0.23191343247890472,0.25563913583755493,0.22194717824459076,0.2420920431613922,0.1786099225282669,0.3797176480293274,0.31326696276664734,0.3797176480293274,0.24441243708133698,0.17695631086826324,0.3390892744064331,0.24613431096076965,0.9999998807907104,0.25563913583755493,0.09572093188762665,0.21929995715618134,0.2853184640407562
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.20001496374607086,0.24486121535301208,0.41498205065727234,0.2974354028701782,0.41498205065727234,0.3426007330417633,0.26447007060050964,0.3802283704280853,0.37755560874938965,0.25563913583755493,1.0,0.23935265839099884,0.228018656373024,0.1826142966747284
prime,0.15586113929748535,0.16680827736854553,0.19960100948810577,0.15097270905971527,0.23935265839099884,0.19960100948810577,0.14256034791469574,0.14594513177871704,0.18163643777370453,0.08166823536157608,0.18163643777370453,0.10802949965000153,0.24269303679466248,0.1710582673549652,0.1539316326379776,0.09572093188762665,0.23935265839099884,1.0,0.26943376660346985,0.11276303976774216
numbers,0.24586999416351318,0.19465886056423187,0.293011337518692,0.1817430555820465,0.228018656373024,0.293011337518692,0.10527737438678741,0.21653452515602112,0.342125803232193,0.17262215912342072,0.342125803232193,0.3460351526737213,0.1874159872531891,0.31616076827049255,0.21943619847297668,0.21929995715618134,0.228018656373024,0.26943376660346985,1.0,0.19297972321510315
:,-0.12022944539785385,-0.07222653180360794,-0.03403344005346298,-0.0774015560746193,-0.08807745575904846,-0.03403344005346298,-0.029271626845002174,-0.09221581369638443,-0.12200210988521576,-0.17598524689674377,-0.12200210988521576,-0.03517935425043106,-0.09418582171201706,-0.10825085639953613,-0.06820519268512726,-0.15591731667518616,-0.08807745575904846,0.07601520419120789,-0.06123719364404678,-0.07156077772378922
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.22032245993614197,0.20954424142837524,0.5473989248275757,0.3135903775691986,0.5473989248275757,0.49925389885902405,0.2694292366504669,0.40389683842658997,0.3875846862792969,0.22194717824459076,0.733189046382904,0.19960100948810577,0.293011337518692,0.22068053483963013
egyptian,0.15441232919692993,0.15807108581066132,0.22032245993614197,0.10032390058040619,0.20001496374607086,0.22032245993614197,1.0,0.40496495366096497,0.22326141595840454,0.1853698343038559,0.22326141595840454,0.18022112548351288,0.18722201883792877,0.22786621749401093,0.2084851711988449,0.2420920431613922,0.20001496374607086,0.14256034791469574,0.10527737438678741,0.14169205725193024
fraction,0.2630118429660797,0.22828060388565063,0.20450231432914734,0.12527157366275787,0.21060217916965485,0.20450231432914734,0.16133666038513184,0.2562122642993927,0.30094796419143677,0.23274631798267365,0.30094796419143677,0.19175763428211212,0.17608413100242615,0.2804250121116638,0.14829030632972717,0.28514450788497925,0.21060217916965485,0.21008646488189697,0.4215695858001709,0.18103548884391785
expansions,0.24984155595302582,0.1532735973596573,0.30108970403671265,0.07248594611883163,0.2756829261779785,0.30108970403671265,0.1101916953921318,0.11946872621774673,0.30937010049819946,0.2536582052707672,0.30937010049819946,0.2389577329158783,0.17805951833724976,0.32916566729545593,0.2447141706943512,0.28109362721443176,0.2756829261779785,0.15563052892684937,0.263020396232605,0.20206446945667267
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2459065467119217,0.5696388483047485,0.6662389636039734,0.145795539021492,0.15878042578697205,0.435920387506485,0.22167421877384186,0.435920387506485,0.4330179989337921,0.3424151837825775,0.36843645572662354,0.385026752948761,0.14916929602622986,0.5696388483047485,0.18097394704818726,0.23087690770626068,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.22032245993614197,0.20954424142837524,0.5473989248275757,0.3135903775691986,0.5473989248275757,0.49925389885902405,0.2694292366504669,0.40389683842658997,0.3875846862792969,0.22194717824459076,0.733189046382904,0.19960100948810577,0.293011337518692,0.22068053483963013
rhind,0.18508924543857574,0.2203563004732132,0.3622865378856659,0.15672557055950165,0.3145638406276703,0.3622865378856659,0.3495316505432129,0.4081367552280426,0.2780396640300751,0.3323492109775543,0.2780396640300751,0.2807350158691406,0.16772739589214325,0.2837924361228943,0.19688774645328522,0.246599942445755,0.3145638406276703,0.12119118124246597,0.24028468132019043,0.12844227254390717
papyrus,0.1940341591835022,0.19306287169456482,0.20954424142837524,0.11893998086452484,0.24486121535301208,0.20954424142837524,0.40496495366096497,0.9999999403953552,0.17674864828586578,0.22751447558403015,0.17674864828586578,0.17924581468105316,0.1441926658153534,0.23538042604923248,0.19832868874073029,0.1786099225282669,0.24486121535301208,0.14594513177871704,0.21653452515602112,0.17518745362758636
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.21981480717658997,0.203433558344841,0.4137537479400635,0.2647591829299927,0.4137537479400635,0.390799880027771,0.5007920861244202,0.3541618287563324,0.35487717390060425,0.23054014146327972,0.4946078956127167,0.2565026581287384,0.26479464769363403,0.31091248989105225
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.25737348198890686,0.4185989499092102,0.4739971458911896,0.17144131660461426,0.20340733230113983,0.4137635827064514,0.2656456232070923,0.4137635827064514,0.3466525673866272,0.29255861043930054,0.41175219416618347,0.3270139992237091,0.2610958516597748,0.4185989499092102,0.17833133041858673,0.2885598838329315,0.264628142118454
instance,0.3862040638923645,0.33154773712158203,0.3539782464504242,0.19874578714370728,0.3011147379875183,0.3539782464504242,0.13518543541431427,0.18832683563232422,0.4266536235809326,0.3358308970928192,0.4266536235809326,0.3162766396999359,0.22549742460250854,0.3863743543624878,0.19612866640090942,0.31951504945755005,0.3011147379875183,0.15450818836688995,0.41426777839660645,0.30205854773521423
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.28145334124565125,0.4946078956127167,0.4933079481124878,0.21981480717658997,0.203433558344841,0.4137537479400635,0.2647591829299927,0.4137537479400635,0.390799880027771,0.5007920861244202,0.3541618287563324,0.35487717390060425,0.23054014146327972,0.4946078956127167,0.2565026581287384,0.26479464769363403,0.31091248989105225
have,0.39808809757232666,0.3613572418689728,0.40389683842658997,0.19985003769397736,0.3802283704280853,0.40389683842658997,0.22786621749401093,0.23538042604923248,0.6182622313499451,0.4777098000049591,0.6182622313499451,0.6542890071868896,0.35194188356399536,0.9999999403953552,0.6263401508331299,0.3390892744064331,0.3802283704280853,0.1710582673549652,0.31616076827049255,0.32991164922714233
quite,0.4139309525489807,0.3340429961681366,0.3001116216182709,0.12647424638271332,0.2703956961631775,0.3001116216182709,0.11556538939476013,0.16117367148399353,0.4625885486602783,0.3827669024467468,0.4625885486602783,0.4046579897403717,0.21520324051380157,0.5117780566215515,0.3511233925819397,0.27118244767189026,0.2703956961631775,0.11604947596788406,0.277532160282135,0.2597154676914215
different,0.39262300729751587,0.24624870717525482,0.36412742733955383,0.21417944133281708,0.3747533857822418,0.36412742733955383,0.17379339039325714,0.1332535445690155,0.4608689844608307,0.3006040155887604,0.4608689844608307,0.4649348556995392,0.31061968207359314,0.5267002582550049,0.28319409489631653,0.25800684094429016,0.3747533857822418,0.13490036129951477,0.289661169052124,0.24476227164268494
forms,0.16334041953086853,0.35419854521751404,0.2950737178325653,0.20479921996593475,0.33835989236831665,0.2950737178325653,0.14516936242580414,0.17989973723888397,0.31152746081352234,0.31067952513694763,0.31152746081352234,0.25330138206481934,0.20706553757190704,0.2902635931968689,0.16453902423381805,0.17024755477905273,0.33835989236831665,0.11107432842254639,0.20638896524906158,0.1196754202246666
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.25737348198890686,0.4185989499092102,0.4739971458911896,0.17144131660461426,0.20340733230113983,0.4137635827064514,0.2656456232070923,0.4137635827064514,0.3466525673866272,0.29255861043930054,0.41175219416618347,0.3270139992237091,0.2610958516597748,0.4185989499092102,0.17833133041858673,0.2885598838329315,0.264628142118454
primes,0.2505246102809906,0.2382466346025467,0.22359657287597656,0.17554329335689545,0.22199293971061707,0.22359657287597656,0.14701667428016663,0.24958042800426483,0.30276167392730713,0.1752042919397354,0.30276167392730713,0.22726261615753174,0.24218371510505676,0.23869918286800385,0.15461164712905884,0.1927175521850586,0.22199293971061707,0.7104739546775818,0.47689586877822876,0.18851876258850098
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.22725237905979156,0.2103150188922882,0.4731321930885315,0.2926194369792938,0.4731321930885315,0.5073080658912659,0.34598252177238464,0.4711785912513733,0.3872550129890442,0.2927071154117584,0.5116966962814331,0.21528048813343048,0.24053069949150085,0.20544172823429108
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.25737348198890686,0.4185989499092102,0.4739971458911896,0.17144131660461426,0.20340733230113983,0.4137635827064514,0.2656456232070923,0.4137635827064514,0.3466525673866272,0.29255861043930054,0.41175219416618347,0.3270139992237091,0.2610958516597748,0.4185989499092102,0.17833133041858673,0.2885598838329315,0.264628142118454
composites,0.22261430323123932,0.21528324484825134,0.19613778591156006,0.16820749640464783,0.2422061711549759,0.19613778591156006,0.10592062026262283,0.2784932851791382,0.2666078507900238,0.23184792697429657,0.2666078507900238,0.3191321790218353,0.17980241775512695,0.25567156076431274,0.17601491510868073,0.20021827518939972,0.2422061711549759,0.1548880785703659,0.3028438091278076,0.12556789815425873
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.20544521510601044,0.27265849709510803,0.4460422694683075,0.24511604011058807,0.4460422694683075,0.4510921239852905,0.35826805233955383,0.41614407300949097,0.37348684668540955,0.17996740341186523,0.5352458953857422,0.17658381164073944,0.2591777741909027,0.4130953550338745
