,where,had,the,mongol,capital,been,before,kublai,moved,it,?
constructing,0.1770099699497223,0.18973565101623535,0.2565261423587799,0.2209574580192566,0.22234968841075897,0.2613227963447571,0.17978531122207642,0.18092770874500275,0.18733663856983185,0.2010422646999359,0.1620766967535019
a,0.40997210144996643,0.34897568821907043,0.5829201340675354,0.15921570360660553,0.16007359325885773,0.3315402865409851,0.3583870828151703,0.1659851223230362,0.22416134178638458,0.5452592968940735,0.23916715383529663
new,0.26026442646980286,0.28327175974845886,0.3845241069793701,0.14177319407463074,0.20246382057666779,0.295974463224411,0.3233793377876282,0.1243981197476387,0.24805881083011627,0.23156195878982544,0.14782847464084625
city,0.2686662971973419,0.22134195268154144,0.35769423842430115,0.24547837674617767,0.5637158751487732,0.1773093044757843,0.18632392585277557,0.24361298978328705,0.28459060192108154,0.3001909852027893,0.13423943519592285
near,0.4188554286956787,0.20577411353588104,0.2879819869995117,0.14797458052635193,0.25245460867881775,0.17268767952919006,0.2012789100408554,0.13937652111053467,0.2962990701198578,0.27285236120224,0.10734958201646805
the,0.5003893971443176,0.3875846862792969,1.0,0.2924198508262634,0.3049491047859192,0.3563927710056305,0.45900648832321167,0.32886171340942383,0.32031023502349854,0.6251175999641418,0.22068053483963013
former,0.2055155634880066,0.19759806990623474,0.2251449078321457,0.15945391356945038,0.20544841885566711,0.15258827805519104,0.18712657690048218,0.19139331579208374,0.14524812996387482,0.10555233806371689,0.10570605844259262
jurchen,0.20552866160869598,0.20461703836917877,0.30908945202827454,0.5139285326004028,0.27926021814346313,0.18232111632823944,0.22078470885753632,0.4656810164451599,0.1606588363647461,0.18754951655864716,0.2415906935930252
capital,0.24952609837055206,0.12524351477622986,0.3049491047859192,0.2768394947052002,0.9999999403953552,0.11704083532094955,0.17086370289325714,0.2576974332332611,0.3201691806316376,0.27145886421203613,0.0907452180981636
zhongdu,0.22244325280189514,0.22487619519233704,0.3164407014846802,0.5111956000328064,0.32684287428855896,0.1994934231042862,0.2350534200668335,0.5052364468574524,0.1612071692943573,0.24806831777095795,0.2033667266368866
",",0.3149496018886566,0.35487717390060425,0.4933079481124878,0.2229510098695755,0.28033894300460815,0.34873589873313904,0.3156566619873047,0.2569756805896759,0.30661246180534363,0.48329564929008484,0.31091248989105225
now,0.3524799346923828,0.2785375118255615,0.38266420364379883,0.17059241235256195,0.26996660232543945,0.44026124477386475,0.36188122630119324,0.19495262205600739,0.33307579159736633,0.4382702112197876,0.29641881585121155
modern,0.2249264419078827,0.2233317792415619,0.3283970355987549,0.2054586112499237,0.21423466503620148,0.2675687074661255,0.2096414566040039,0.20259423553943634,0.16052766144275665,0.2550320625305176,0.12475407868623734
beijing,0.22842998802661896,0.20399123430252075,0.2713945806026459,0.4070599377155304,0.24949879944324493,0.2165662795305252,0.20804232358932495,0.44691765308380127,0.1571546047925949,0.1840423196554184,0.16358482837677002
",",0.3149496018886566,0.35487717390060425,0.4933079481124878,0.2229510098695755,0.28033894300460815,0.34873589873313904,0.3156566619873047,0.2569756805896759,0.30661246180534363,0.48329564929008484,0.31091248989105225
in,0.5344807505607605,0.385026752948761,0.6662389636039734,0.16958336532115936,0.3233928978443146,0.3515113592147827,0.4155850410461426,0.2070179283618927,0.3323737680912018,0.5130809545516968,0.20430970191955566
1266,-0.15001747012138367,-0.231528639793396,-0.12351096421480179,-0.1276247799396515,0.016091344878077507,-0.17811045050621033,-0.17601452767848969,-0.2232602834701538,0.006694236770272255,-0.18480609357357025,-0.20550976693630219
.,0.41390106081962585,0.37348684668540955,0.5934505462646484,0.16751837730407715,0.23657599091529846,0.33645182847976685,0.36693984270095825,0.2311694622039795,0.3228634297847748,0.5593622326850891,0.4130953550338745
