,which,is,older,the,british,empire,or,the,ethiopian,empire,?
",",0.3658004403114319,0.4691906273365021,0.2598324418067932,0.4933079481124878,0.25734075903892517,0.27646857500076294,0.3769497275352478,0.4933079481124878,0.18322227895259857,0.27646857500076294,0.31091248989105225
luba,0.13164636492729187,0.19226104021072388,0.08961467444896698,0.17490768432617188,0.1273413449525833,0.23248378932476044,0.17373840510845184,0.17490768432617188,0.2985413372516632,0.23248378932476044,0.18264025449752808
empire,0.1975056380033493,0.18343110382556915,0.11868691444396973,0.32532164454460144,0.3761709928512573,1.0000001192092896,0.17538774013519287,0.32532164454460144,0.2598649263381958,1.0000001192092896,0.14909450709819794
",",0.3658004403114319,0.4691906273365021,0.2598324418067932,0.4933079481124878,0.25734075903892517,0.27646857500076294,0.3769497275352478,0.4933079481124878,0.18322227895259857,0.27646857500076294,0.31091248989105225
lunda,0.21442975103855133,0.17870628833770752,0.057612333446741104,0.24171172082424164,0.1399320662021637,0.184920996427536,0.11073143035173416,0.24171172082424164,0.13827483355998993,0.184920996427536,0.15503747761249542
empire,0.1975056380033493,0.18343110382556915,0.11868691444396973,0.32532164454460144,0.3761709928512573,1.0000001192092896,0.17538774013519287,0.32532164454460144,0.2598649263381958,1.0000001192092896,0.14909450709819794
",",0.3658004403114319,0.4691906273365021,0.2598324418067932,0.4933079481124878,0.25734075903892517,0.27646857500076294,0.3769497275352478,0.4933079481124878,0.18322227895259857,0.27646857500076294,0.31091248989105225
and,0.506277859210968,0.3859752118587494,0.3224782347679138,0.5171257257461548,0.325880765914917,0.27479609847068787,0.4713204801082611,0.5171257257461548,0.15304413437843323,0.27479609847068787,0.20544172823429108
mutapa,0.24487316608428955,0.22133749723434448,0.14207127690315247,0.25933802127838135,0.13225051760673523,0.15988831222057343,0.21045392751693726,0.25933802127838135,0.19680726528167725,0.15988831222057343,0.21332502365112305
empire,0.1975056380033493,0.18343110382556915,0.11868691444396973,0.32532164454460144,0.3761709928512573,1.0000001192092896,0.17538774013519287,0.32532164454460144,0.2598649263381958,1.0000001192092896,0.14909450709819794
.,0.45942068099975586,0.4569662809371948,0.27821221947669983,0.5934505462646484,0.23159366846084595,0.2811720371246338,0.36683785915374756,0.5934505462646484,0.18109437823295593,0.2811720371246338,0.4130953550338745
