,recent,studies,believe,that,ctenophores,are,the,sister,lineage,to,what,?
supported,0.2058529555797577,0.16972528398036957,0.28222933411598206,0.33392322063446045,0.17260700464248657,0.20564687252044678,0.27276676893234253,0.18645597994327545,0.15299341082572937,0.19981899857521057,0.16402992606163025,0.11593948304653168
ctenophores,0.27401962876319885,0.34516263008117676,0.21684949100017548,0.3005664348602295,1.0,0.35426098108291626,0.2543465793132782,0.14015570282936096,0.4497891962528229,0.2038351595401764,0.2505159080028534,0.2054179310798645
as,0.2755057215690613,0.22210973501205444,0.26277852058410645,0.4735107421875,0.23381571471691132,0.3826591968536377,0.48381632566452026,0.21482063829898834,0.2609708905220032,0.42092081904411316,0.31749409437179565,0.27043893933296204
the,0.31046223640441895,0.22738903760910034,0.2972484529018402,0.5473989248275757,0.2543465793132782,0.40399202704429626,1.0,0.1446198970079422,0.2478068619966507,0.535392165184021,0.42745697498321533,0.22068053483963013
sister,0.14760345220565796,0.18284884095191956,0.15808582305908203,0.23520778119564056,0.14015570282936096,0.15795953571796417,0.1446198970079422,1.0,0.31614771485328674,0.2273593544960022,0.1249556615948677,0.15028199553489685
lineage,0.2827965021133423,0.31484371423721313,0.18133677542209625,0.21197539567947388,0.4497891962528229,0.23236465454101562,0.2478068619966507,0.31614771485328674,1.0,0.16788765788078308,0.1202687919139862,0.1394401341676712
to,0.31205716729164124,0.27655282616615295,0.34598591923713684,0.5436353087425232,0.2038351595401764,0.3504326641559601,0.535392165184021,0.2273593544960022,0.16788765788078308,1.0,0.455847829580307,0.29463258385658264
all,0.28052249550819397,0.16254563629627228,0.34866389632225037,0.53305584192276,0.2644745111465454,0.5343062281608582,0.4860881567001343,0.21723505854606628,0.24469107389450073,0.42520734667778015,0.41981086134910583,0.29575422406196594
other,0.25040435791015625,0.2451627403497696,0.30454155802726746,0.5570666193962097,0.2790910303592682,0.5932393670082092,0.44152235984802246,0.2898707389831543,0.16663114726543427,0.4193183183670044,0.341873437166214,0.24682199954986572
animals,0.1991650015115738,0.23862986266613007,0.18695394694805145,0.3000275194644928,0.523098886013031,0.37765127420425415,0.2939487397670746,0.12885092198848724,0.30006080865859985,0.28293174505233765,0.26212990283966064,0.16430135071277618
.,0.25904062390327454,0.22173671424388885,0.26988279819488525,0.4460422694683075,0.22269779443740845,0.3452940285205841,0.5934505462646484,0.18482272326946259,0.1666526049375534,0.4645031690597534,0.3567904531955719,0.4130953550338745
,recent,studies,believe,that,ctenophores,are,the,sister,lineage,to,what,?
ctenophores,0.27401962876319885,0.34516263008117676,0.21684949100017548,0.3005664348602295,1.0,0.35426098108291626,0.2543465793132782,0.14015570282936096,0.4497891962528229,0.2038351595401764,0.2505159080028534,0.2054179310798645
have,0.431756854057312,0.29284238815307617,0.4710240960121155,0.6182622313499451,0.3612369894981384,0.6577680706977844,0.40389683842658997,0.16770164668560028,0.21282915771007538,0.4544740617275238,0.39808809757232666,0.32991164922714233
been,0.4627731740474701,0.2073357105255127,0.30509093403816223,0.4152003228664398,0.18695539236068726,0.4703826308250427,0.3563927710056305,0.18327488005161285,0.1934274286031723,0.34945759177207947,0.2567804455757141,0.24354910850524902
purported,0.1772671490907669,0.12895502150058746,0.2056809812784195,0.2972474992275238,0.203813835978508,0.2932790517807007,0.2782891094684601,0.28742408752441406,0.1996399164199829,0.27098432183265686,0.15254326164722443,0.11488708853721619
to,0.31205716729164124,0.27655282616615295,0.34598591923713684,0.5436353087425232,0.2038351595401764,0.3504326641559601,0.535392165184021,0.2273593544960022,0.16788765788078308,1.0,0.455847829580307,0.29463258385658264
be,0.2750273644924164,0.16135656833648682,0.3950888514518738,0.6036020517349243,0.23367419838905334,0.5556803941726685,0.4248143136501312,0.12207382172346115,0.15600140392780304,0.4972836375236511,0.3929833769798279,0.3324260413646698
the,0.31046223640441895,0.22738903760910034,0.2972484529018402,0.5473989248275757,0.2543465793132782,0.40399202704429626,1.0,0.1446198970079422,0.2478068619966507,0.535392165184021,0.42745697498321533,0.22068053483963013
sister,0.14760345220565796,0.18284884095191956,0.15808582305908203,0.23520778119564056,0.14015570282936096,0.15795953571796417,0.1446198970079422,1.0,0.31614771485328674,0.2273593544960022,0.1249556615948677,0.15028199553489685
lineage,0.2827965021133423,0.31484371423721313,0.18133677542209625,0.21197539567947388,0.4497891962528229,0.23236465454101562,0.2478068619966507,0.31614771485328674,1.0,0.16788765788078308,0.1202687919139862,0.1394401341676712
to,0.31205716729164124,0.27655282616615295,0.34598591923713684,0.5436353087425232,0.2038351595401764,0.3504326641559601,0.535392165184021,0.2273593544960022,0.16788765788078308,1.0,0.455847829580307,0.29463258385658264
the,0.31046223640441895,0.22738903760910034,0.2972484529018402,0.5473989248275757,0.2543465793132782,0.40399202704429626,1.0,0.1446198970079422,0.2478068619966507,0.535392165184021,0.42745697498321533,0.22068053483963013
bilateria,0.22486455738544464,0.22362661361694336,0.22999735176563263,0.2638319432735443,0.5993797779083252,0.34305340051651,0.18816344439983368,0.11757734417915344,0.38752734661102295,0.19011478126049042,0.21804605424404144,0.1741536408662796
",",0.26883119344711304,0.26373082399368286,0.2459280639886856,0.4137537479400635,0.19362998008728027,0.4062570035457611,0.4933079481124878,0.23690487444400787,0.1862419843673706,0.44245919585227966,0.3087472915649414,0.31091248989105225
sister,0.14760345220565796,0.18284884095191956,0.15808582305908203,0.23520778119564056,0.14015570282936096,0.15795953571796417,0.1446198970079422,1.0,0.31614771485328674,0.2273593544960022,0.1249556615948677,0.15028199553489685
to,0.31205716729164124,0.27655282616615295,0.34598591923713684,0.5436353087425232,0.2038351595401764,0.3504326641559601,0.535392165184021,0.2273593544960022,0.16788765788078308,1.0,0.455847829580307,0.29463258385658264
the,0.31046223640441895,0.22738903760910034,0.2972484529018402,0.5473989248275757,0.2543465793132782,0.40399202704429626,1.0,0.1446198970079422,0.2478068619966507,0.535392165184021,0.42745697498321533,0.22068053483963013
cnidaria,0.28036805987358093,0.2539617717266083,0.1532517671585083,0.25075510144233704,0.7479062080383301,0.34786322712898254,0.244456484913826,0.2579103112220764,0.49602553248405457,0.20420917868614197,0.22530052065849304,0.21801581978797913
",",0.26883119344711304,0.26373082399368286,0.2459280639886856,0.4137537479400635,0.19362998008728027,0.4062570035457611,0.4933079481124878,0.23690487444400787,0.1862419843673706,0.44245919585227966,0.3087472915649414,0.31091248989105225
sister,0.14760345220565796,0.18284884095191956,0.15808582305908203,0.23520778119564056,0.14015570282936096,0.15795953571796417,0.1446198970079422,1.0,0.31614771485328674,0.2273593544960022,0.1249556615948677,0.15028199553489685
to,0.31205716729164124,0.27655282616615295,0.34598591923713684,0.5436353087425232,0.2038351595401764,0.3504326641559601,0.535392165184021,0.2273593544960022,0.16788765788078308,1.0,0.455847829580307,0.29463258385658264
cnidaria,0.28036805987358093,0.2539617717266083,0.1532517671585083,0.25075510144233704,0.7479062080383301,0.34786322712898254,0.244456484913826,0.2579103112220764,0.49602553248405457,0.20420917868614197,0.22530052065849304,0.21801581978797913
",",0.26883119344711304,0.26373082399368286,0.2459280639886856,0.4137537479400635,0.19362998008728027,0.4062570035457611,0.4933079481124878,0.23690487444400787,0.1862419843673706,0.44245919585227966,0.3087472915649414,0.31091248989105225
placozoa,0.30327582359313965,0.2990470230579376,0.19163747131824493,0.3148826062679291,0.721279501914978,0.39186447858810425,0.31722283363342285,0.23164832592010498,0.5397720336914062,0.21754099428653717,0.25384521484375,0.1724405437707901
and,0.2640383541584015,0.30504533648490906,0.29652947187423706,0.4731321930885315,0.20973104238510132,0.48576638102531433,0.5171257257461548,0.2914920747280121,0.18835565447807312,0.48971283435821533,0.31309178471565247,0.20544172823429108
bilateria,0.22486455738544464,0.22362661361694336,0.22999735176563263,0.2638319432735443,0.5993797779083252,0.34305340051651,0.18816344439983368,0.11757734417915344,0.38752734661102295,0.19011478126049042,0.21804605424404144,0.1741536408662796
",",0.26883119344711304,0.26373082399368286,0.2459280639886856,0.4137537479400635,0.19362998008728027,0.4062570035457611,0.4933079481124878,0.23690487444400787,0.1862419843673706,0.44245919585227966,0.3087472915649414,0.31091248989105225
and,0.2640383541584015,0.30504533648490906,0.29652947187423706,0.4731321930885315,0.20973104238510132,0.48576638102531433,0.5171257257461548,0.2914920747280121,0.18835565447807312,0.48971283435821533,0.31309178471565247,0.20544172823429108
sister,0.14760345220565796,0.18284884095191956,0.15808582305908203,0.23520778119564056,0.14015570282936096,0.15795953571796417,0.1446198970079422,1.0,0.31614771485328674,0.2273593544960022,0.1249556615948677,0.15028199553489685
to,0.31205716729164124,0.27655282616615295,0.34598591923713684,0.5436353087425232,0.2038351595401764,0.3504326641559601,0.535392165184021,0.2273593544960022,0.16788765788078308,1.0,0.455847829580307,0.29463258385658264
all,0.28052249550819397,0.16254563629627228,0.34866389632225037,0.53305584192276,0.2644745111465454,0.5343062281608582,0.4860881567001343,0.21723505854606628,0.24469107389450073,0.42520734667778015,0.41981086134910583,0.29575422406196594
other,0.25040435791015625,0.2451627403497696,0.30454155802726746,0.5570666193962097,0.2790910303592682,0.5932393670082092,0.44152235984802246,0.2898707389831543,0.16663114726543427,0.4193183183670044,0.341873437166214,0.24682199954986572
animal,0.14465074241161346,0.18300648033618927,0.15244409441947937,0.20606283843517303,0.38269752264022827,0.21151986718177795,0.2502762973308563,0.08795365691184998,0.24502447247505188,0.18854594230651855,0.2420092225074768,0.13991324603557587
phyla,0.3146560788154602,0.24906128644943237,0.18420089781284332,0.23700952529907227,0.5921137928962708,0.2979145646095276,0.1838555634021759,0.22899654507637024,0.529623806476593,0.15817035734653473,0.22650271654129028,0.2155376523733139
.,0.25904062390327454,0.22173671424388885,0.26988279819488525,0.4460422694683075,0.22269779443740845,0.3452940285205841,0.5934505462646484,0.18482272326946259,0.1666526049375534,0.4645031690597534,0.3567904531955719,0.4130953550338745
