,in,the,1980s,",",what,cable,sports,channel,did,abc,purchase,?
owner,0.21050013601779938,0.22181597352027893,0.21263077855110168,0.22101753950119019,0.149997740983963,0.2161664217710495,0.2279932051897049,0.17067763209342957,0.16312608122825623,0.22089536488056183,0.3940441310405731,0.1461835652589798
of,0.5696388483047485,0.733189046382904,0.11110851913690567,0.4946078956127167,0.33290785551071167,0.18660153448581696,0.24392472207546234,0.1671900898218155,0.2513895630836487,0.14607268571853638,0.21814467012882233,0.1826142966747284
several,0.39405709505081177,0.40559855103492737,0.08841635286808014,0.3402247726917267,0.22446060180664062,0.17087604105472565,0.16384446620941162,0.16764062643051147,0.24080568552017212,0.1428346037864685,0.1686837375164032,0.15595775842666626
print,0.18454425036907196,0.1922312080860138,0.12614805996418,0.22595883905887604,0.2667001783847809,0.17183604836463928,0.10249225795269012,0.08240806311368942,0.22203360497951508,0.22562679648399353,0.29624244570732117,0.19833904504776
publications,0.19806735217571259,0.17345446348190308,0.009480730630457401,0.2760784327983856,0.18124917149543762,0.12583833932876587,0.18151456117630005,0.1286788284778595,0.16112129390239716,0.1660967916250229,0.20575276017189026,0.20990557968616486
",",0.5201468467712402,0.4933079481124878,0.012025163508951664,1.0000001192092896,0.3087472915649414,0.19718225300312042,0.2693314254283905,0.18730267882347107,0.3015086054801941,0.2097204476594925,0.220005065202713,0.31091248989105225
and,0.4954058527946472,0.5171257257461548,0.016964120790362358,0.6633074283599854,0.31309178471565247,0.26685893535614014,0.2629663348197937,0.24836963415145874,0.34479495882987976,0.16453155875205994,0.1929796040058136,0.20544172823429108
television,0.2689782977104187,0.24569597840309143,0.017650892958045006,0.27995240688323975,0.19838058948516846,0.4649411141872406,0.2595260441303253,0.46323826909065247,0.17055591940879822,0.46871840953826904,0.1497635841369629,0.16825827956199646
and,0.4954058527946472,0.5171257257461548,0.016964120790362358,0.6633074283599854,0.31309178471565247,0.26685893535614014,0.2629663348197937,0.24836963415145874,0.34479495882987976,0.16453155875205994,0.1929796040058136,0.20544172823429108
radio,0.22625693678855896,0.23511973023414612,0.027458516880869865,0.25251123309135437,0.16863368451595306,0.3720877468585968,0.2515631318092346,0.36587509512901306,0.16486462950706482,0.35354745388031006,0.12306822091341019,0.08763375133275986
stations,0.25864288210868835,0.24762700498104095,0.19842278957366943,0.26337406039237976,0.1621520221233368,0.3935324549674988,0.24273444712162018,0.3503170311450958,0.16568200290203094,0.23858611285686493,0.2239372879266739,0.13192185759544373
.,0.5591574311256409,0.5934505462646484,0.033740852028131485,0.6812511086463928,0.3567904531955719,0.2110382616519928,0.25474128127098083,0.2489151805639267,0.35288307070732117,0.2567209303379059,0.21300923824310303,0.4130953550338745
