,what,was,the,percentage,of,whit,people,in,fresno,in,2010,?
"40,960",0.18471811711788177,0.2216956615447998,0.20727857947349548,0.13051605224609375,0.191417396068573,0.20318761467933655,0.07527054101228714,0.23392429947853088,0.21568334102630615,0.23392429947853088,0.16567689180374146,0.30066511034965515
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.15512096881866455,0.35032153129577637,0.2400972545146942,0.17817604541778564,0.3087427020072937,0.188642680644989,0.3087427020072937,0.08905135095119476,0.40561532974243164
8.3,0.09460248798131943,0.06930471956729889,0.2679927945137024,0.011532523669302464,0.2378065139055252,0.17315985262393951,0.07038049399852753,0.18014004826545715,0.20733642578125,0.18014004826545715,0.10282612591981888,0.088871531188488
%,0.20738190412521362,0.11743833869695663,0.21490740776062012,0.5639340281486511,0.19953428208827972,0.16507233679294586,0.26192399859428406,0.19465309381484985,0.16213113069534302,0.19465309381484985,0.26349833607673645,0.21441808342933655
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.18347817659378052,0.3680361211299896,0.2294929027557373,0.18634183704853058,0.3326910734176636,0.20478583872318268,0.3326910734176636,0.09984386712312698,0.42300865054130554
african,0.11136822402477264,0.20509590208530426,0.23305515944957733,0.14365383982658386,0.23470255732536316,0.2643907964229584,0.15656650066375732,0.2008972465991974,0.17797847092151642,0.2008972465991974,0.28971007466316223,0.11862778663635254
american,0.1909721940755844,0.31632548570632935,0.24562937021255493,0.1021198257803917,0.22180068492889404,0.2764498293399811,0.11335212737321854,0.22871561348438263,0.31123173236846924,0.22871561348438263,0.11737722158432007,0.18877598643302917
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21945469081401825,0.4946078956127167,0.3513672351837158,0.36644625663757324,0.5201468467712402,0.2561432421207428,0.5201468467712402,0.24006164073944092,0.31091248989105225
"8,525",0.09749162197113037,0.22690896689891815,0.22470015287399292,0.052485667169094086,0.19801625609397888,0.24036014080047607,0.12727054953575134,0.16863174736499786,0.1373477280139923,0.16863174736499786,0.1138659194111824,0.018970271572470665
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.15512096881866455,0.35032153129577637,0.2400972545146942,0.17817604541778564,0.3087427020072937,0.188642680644989,0.3087427020072937,0.08905135095119476,0.40561532974243164
1.7,0.04105503112077713,0.21302931010723114,0.05766552686691284,0.12225562334060669,0.07915820926427841,0.22758890688419342,0.02850639447569847,0.12970703840255737,0.21760232746601105,0.12970703840255737,-0.051192305982112885,0.13580046594142914
%,0.20738190412521362,0.11743833869695663,0.21490740776062012,0.5639340281486511,0.19953428208827972,0.16507233679294586,0.26192399859428406,0.19465309381484985,0.16213113069534302,0.19465309381484985,0.26349833607673645,0.21441808342933655
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.18347817659378052,0.3680361211299896,0.2294929027557373,0.18634183704853058,0.3326910734176636,0.20478583872318268,0.3326910734176636,0.09984386712312698,0.42300865054130554
native,0.19453833997249603,0.1733950972557068,0.24374492466449738,0.28229260444641113,0.2524676024913788,0.2812742590904236,0.2892271876335144,0.24378694593906403,0.23129141330718994,0.24378694593906403,0.2957040071487427,0.1457047313451767
american,0.1909721940755844,0.31632548570632935,0.24562937021255493,0.1021198257803917,0.22180068492889404,0.2764498293399811,0.11335212737321854,0.22871561348438263,0.31123173236846924,0.22871561348438263,0.11737722158432007,0.18877598643302917
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21945469081401825,0.4946078956127167,0.3513672351837158,0.36644625663757324,0.5201468467712402,0.2561432421207428,0.5201468467712402,0.24006164073944092,0.31091248989105225
"62,528",-0.13327656686306,0.08604469895362854,-0.06746679544448853,-0.08430115878582001,-0.061753325164318085,-0.07941413670778275,-0.11109187453985214,-0.017851850017905235,0.08557307720184326,-0.017851850017905235,0.036481063812971115,-0.03982827067375183
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.15512096881866455,0.35032153129577637,0.2400972545146942,0.17817604541778564,0.3087427020072937,0.188642680644989,0.3087427020072937,0.08905135095119476,0.40561532974243164
12.6,-0.3376395106315613,-0.260558545589447,-0.1941474974155426,-0.21706369519233704,-0.2106890082359314,-0.15899837017059326,-0.24717701971530914,-0.2355545610189438,-0.16534748673439026,-0.2355545610189438,-0.16123752295970917,-0.308005690574646
%,0.20738190412521362,0.11743833869695663,0.21490740776062012,0.5639340281486511,0.19953428208827972,0.16507233679294586,0.26192399859428406,0.19465309381484985,0.16213113069534302,0.19465309381484985,0.26349833607673645,0.21441808342933655
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.18347817659378052,0.3680361211299896,0.2294929027557373,0.18634183704853058,0.3326910734176636,0.20478583872318268,0.3326910734176636,0.09984386712312698,0.42300865054130554
asian,0.06828422844409943,0.15075916051864624,0.2710895538330078,0.17152796685695648,0.24605733156204224,0.24679893255233765,0.17167462408542633,0.18836280703544617,0.13279418647289276,0.18836280703544617,0.2914843261241913,0.10526347905397415
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.15512096881866455,0.35032153129577637,0.2400972545146942,0.17817604541778564,0.3087427020072937,0.188642680644989,0.3087427020072937,0.08905135095119476,0.40561532974243164
3.6,-0.061203788965940475,0.16269932687282562,0.16381292045116425,0.019935213029384613,0.16182473301887512,0.025286521762609482,0.14843612909317017,0.28007227182388306,0.1721624732017517,0.28007227182388306,0.16445575654506683,-0.19496819376945496
%,0.20738190412521362,0.11743833869695663,0.21490740776062012,0.5639340281486511,0.19953428208827972,0.16507233679294586,0.26192399859428406,0.19465309381484985,0.16213113069534302,0.19465309381484985,0.26349833607673645,0.21441808342933655
hmong,0.16884775459766388,0.16487382352352142,0.22958515584468842,0.17874743044376373,0.23823729157447815,0.19460469484329224,0.36778005957603455,0.220341756939888,0.20473119616508484,0.220341756939888,0.40350258350372314,0.20981226861476898
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21945469081401825,0.4946078956127167,0.3513672351837158,0.36644625663757324,0.5201468467712402,0.2561432421207428,0.5201468467712402,0.24006164073944092,0.31091248989105225
1.7,0.04105503112077713,0.21302931010723114,0.05766552686691284,0.12225562334060669,0.07915820926427841,0.22758890688419342,0.02850639447569847,0.12970703840255737,0.21760232746601105,0.12970703840255737,-0.051192305982112885,0.13580046594142914
%,0.20738190412521362,0.11743833869695663,0.21490740776062012,0.5639340281486511,0.19953428208827972,0.16507233679294586,0.26192399859428406,0.19465309381484985,0.16213113069534302,0.19465309381484985,0.26349833607673645,0.21441808342933655
indian,0.18037962913513184,0.23096419870853424,0.23407642543315887,0.12836934626102448,0.24303589761257172,0.2294633835554123,0.09898260980844498,0.17715758085250854,0.13525521755218506,0.17715758085250854,0.2577565014362335,0.09909533709287643
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21945469081401825,0.4946078956127167,0.3513672351837158,0.36644625663757324,0.5201468467712402,0.2561432421207428,0.5201468467712402,0.24006164073944092,0.31091248989105225
1.2,0.14770597219467163,0.06478187441825867,0.14670993387699127,0.1588118076324463,0.19741693139076233,0.17393970489501953,0.2804228365421295,0.2198333591222763,0.15003345906734467,0.2198333591222763,0.322557657957077,0.15333291888237
%,0.20738190412521362,0.11743833869695663,0.21490740776062012,0.5639340281486511,0.19953428208827972,0.16507233679294586,0.26192399859428406,0.19465309381484985,0.16213113069534302,0.19465309381484985,0.26349833607673645,0.21441808342933655
filipino,0.05447940528392792,0.20888975262641907,0.16211169958114624,0.14712728559970856,0.168240487575531,0.19915476441383362,0.1608733981847763,0.12307817488908768,0.28926992416381836,0.12307817488908768,0.1714322417974472,0.16684114933013916
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21945469081401825,0.4946078956127167,0.3513672351837158,0.36644625663757324,0.5201468467712402,0.2561432421207428,0.5201468467712402,0.24006164073944092,0.31091248989105225
1.2,0.14770597219467163,0.06478187441825867,0.14670993387699127,0.1588118076324463,0.19741693139076233,0.17393970489501953,0.2804228365421295,0.2198333591222763,0.15003345906734467,0.2198333591222763,0.322557657957077,0.15333291888237
%,0.20738190412521362,0.11743833869695663,0.21490740776062012,0.5639340281486511,0.19953428208827972,0.16507233679294586,0.26192399859428406,0.19465309381484985,0.16213113069534302,0.19465309381484985,0.26349833607673645,0.21441808342933655
laotian,0.17554046213626862,0.22436119616031647,0.2486599236726761,0.13357198238372803,0.23874227702617645,0.19596195220947266,0.20666654407978058,0.19044408202171326,0.1372106373310089,0.19044408202171326,0.28330084681510925,0.3075292408466339
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21945469081401825,0.4946078956127167,0.3513672351837158,0.36644625663757324,0.5201468467712402,0.2561432421207428,0.5201468467712402,0.24006164073944092,0.31091248989105225
1.0,-0.01994897797703743,0.07380543649196625,0.2123551070690155,0.08343967795372009,0.17159074544906616,0.07333864271640778,0.07081282138824463,0.20389027893543243,0.23654517531394958,0.20389027893543243,0.13450537621974945,0.0370551235973835
%,0.20738190412521362,0.11743833869695663,0.21490740776062012,0.5639340281486511,0.19953428208827972,0.16507233679294586,0.26192399859428406,0.19465309381484985,0.16213113069534302,0.19465309381484985,0.26349833607673645,0.21441808342933655
thai,0.0927019789814949,0.16123728454113007,0.19568701088428497,0.14341959357261658,0.1828072965145111,0.2138569951057434,0.1163146048784256,0.17220327258110046,0.1569419503211975,0.17220327258110046,0.18661586940288544,0.15604332089424133
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21945469081401825,0.4946078956127167,0.3513672351837158,0.36644625663757324,0.5201468467712402,0.2561432421207428,0.5201468467712402,0.24006164073944092,0.31091248989105225
0.8,0.19318966567516327,-0.14524202048778534,-0.0017207174096256495,0.05520499125123024,0.11271537840366364,-0.04973693937063217,-0.03428591415286064,0.02106883004307747,-0.05956261232495308,0.02106883004307747,-0.014547918923199177,0.08561445772647858
%,0.20738190412521362,0.11743833869695663,0.21490740776062012,0.5639340281486511,0.19953428208827972,0.16507233679294586,0.26192399859428406,0.19465309381484985,0.16213113069534302,0.19465309381484985,0.26349833607673645,0.21441808342933655
cambodian,0.12417562305927277,0.17897285521030426,0.18510088324546814,0.12480293959379196,0.22489382326602936,0.23333391547203064,0.1570671945810318,0.1460963785648346,0.16384297609329224,0.1460963785648346,0.1977325826883316,0.15408477187156677
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21945469081401825,0.4946078956127167,0.3513672351837158,0.36644625663757324,0.5201468467712402,0.2561432421207428,0.5201468467712402,0.24006164073944092,0.31091248989105225
0.7,0.1933102160692215,-0.14523813128471375,-0.0019400346791371703,0.05515630543231964,0.11237193644046783,-0.05005207285284996,-0.03458433970808983,0.020528525114059448,-0.059578102082014084,0.020528525114059448,-0.014436277560889721,0.08589237183332443
%,0.20738190412521362,0.11743833869695663,0.21490740776062012,0.5639340281486511,0.19953428208827972,0.16507233679294586,0.26192399859428406,0.19465309381484985,0.16213113069534302,0.19465309381484985,0.26349833607673645,0.21441808342933655
chinese,0.11643128097057343,0.21259073913097382,0.2785343527793884,0.1400078684091568,0.24275560677051544,0.25084826350212097,0.22201411426067352,0.20821347832679749,0.10783760249614716,0.20821347832679749,0.23347966372966766,0.20843194425106049
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21945469081401825,0.4946078956127167,0.3513672351837158,0.36644625663757324,0.5201468467712402,0.2561432421207428,0.5201468467712402,0.24006164073944092,0.31091248989105225
0.5,0.1663554310798645,-0.1417260617017746,-0.013265472836792469,0.016165830194950104,0.10742470622062683,-0.03543109819293022,-0.05621783435344696,0.027939535677433014,-0.021571850404143333,0.027939535677433014,-0.05123047158122063,0.12970097362995148
%,0.20738190412521362,0.11743833869695663,0.21490740776062012,0.5639340281486511,0.19953428208827972,0.16507233679294586,0.26192399859428406,0.19465309381484985,0.16213113069534302,0.19465309381484985,0.26349833607673645,0.21441808342933655
japanese,0.16184724867343903,0.21891649067401886,0.21599429845809937,0.08452104777097702,0.2048201858997345,0.12092994898557663,0.12749850749969482,0.1623581349849701,0.16877061128616333,0.1623581349849701,0.12695123255252838,0.12021756172180176
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21945469081401825,0.4946078956127167,0.3513672351837158,0.36644625663757324,0.5201468467712402,0.2561432421207428,0.5201468467712402,0.24006164073944092,0.31091248989105225
0.4,0.1767890304327011,-0.15492649376392365,-0.019852444529533386,0.04258081689476967,0.10203459858894348,-0.07041286677122116,-0.04023518040776253,0.01586216688156128,-0.059873323887586594,0.01586216688156128,-0.014724502339959145,0.07511142641305923
%,0.20738190412521362,0.11743833869695663,0.21490740776062012,0.5639340281486511,0.19953428208827972,0.16507233679294586,0.26192399859428406,0.19465309381484985,0.16213113069534302,0.19465309381484985,0.26349833607673645,0.21441808342933655
vietnamese,0.13176684081554413,0.1789492964744568,0.18981483578681946,0.09007711708545685,0.17886751890182495,0.19458438456058502,0.2522319257259369,0.17982757091522217,0.1427117884159088,0.17982757091522217,0.22655706107616425,0.20862986147403717
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21945469081401825,0.4946078956127167,0.3513672351837158,0.36644625663757324,0.5201468467712402,0.2561432421207428,0.5201468467712402,0.24006164073944092,0.31091248989105225
0.2,0.10819359123706818,-0.17346282303333282,-0.07010126113891602,-0.028351357206702232,0.07043572515249252,-0.06964784115552902,-0.10101484507322311,-0.03351614996790886,-0.08490914106369019,-0.03351614996790886,-0.05115312710404396,0.04143255949020386
%,0.20738190412521362,0.11743833869695663,0.21490740776062012,0.5639340281486511,0.19953428208827972,0.16507233679294586,0.26192399859428406,0.19465309381484985,0.16213113069534302,0.19465309381484985,0.26349833607673645,0.21441808342933655
korean,0.19944964349269867,0.22204650938510895,0.2349277287721634,0.11206068098545074,0.21011142432689667,0.2082808017730713,0.1336521953344345,0.13685940206050873,0.17745114862918854,0.13685940206050873,0.2351166307926178,0.1996629685163498
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.18347817659378052,0.3680361211299896,0.2294929027557373,0.18634183704853058,0.3326910734176636,0.20478583872318268,0.3326910734176636,0.09984386712312698,0.42300865054130554
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21945469081401825,0.4946078956127167,0.3513672351837158,0.36644625663757324,0.5201468467712402,0.2561432421207428,0.5201468467712402,0.24006164073944092,0.31091248989105225
849,0.16082151234149933,0.16078558564186096,0.07206043601036072,0.024705583229660988,0.09403035789728165,0.19862529635429382,-0.026288101449608803,0.06285666674375534,0.12087488174438477,0.06285666674375534,0.0033331518061459064,0.31859782338142395
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.15512096881866455,0.35032153129577637,0.2400972545146942,0.17817604541778564,0.3087427020072937,0.188642680644989,0.3087427020072937,0.08905135095119476,0.40561532974243164
0.2,0.10819359123706818,-0.17346282303333282,-0.07010126113891602,-0.028351357206702232,0.07043572515249252,-0.06964784115552902,-0.10101484507322311,-0.03351614996790886,-0.08490914106369019,-0.03351614996790886,-0.05115312710404396,0.04143255949020386
%,0.20738190412521362,0.11743833869695663,0.21490740776062012,0.5639340281486511,0.19953428208827972,0.16507233679294586,0.26192399859428406,0.19465309381484985,0.16213113069534302,0.19465309381484985,0.26349833607673645,0.21441808342933655
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.18347817659378052,0.3680361211299896,0.2294929027557373,0.18634183704853058,0.3326910734176636,0.20478583872318268,0.3326910734176636,0.09984386712312698,0.42300865054130554
pacific,0.12389002740383148,0.14671295881271362,0.28543707728385925,0.11950746178627014,0.21646003425121307,0.23579753935337067,0.1676480919122696,0.19652380049228668,0.34335553646087646,0.19652380049228668,0.20197948813438416,0.13060949742794037
islander,0.15669113397598267,0.202179417014122,0.2831306755542755,0.22542081773281097,0.23059505224227905,0.27206796407699585,0.26738065481185913,0.2078763097524643,0.24990227818489075,0.2078763097524643,0.30532997846603394,0.18424275517463684
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21945469081401825,0.4946078956127167,0.3513672351837158,0.36644625663757324,0.5201468467712402,0.2561432421207428,0.5201468467712402,0.24006164073944092,0.31091248989105225
"111,984",0.09406628459692001,0.1375701129436493,0.06644058972597122,0.061791542917490005,0.0465787798166275,0.09609720855951309,0.2077413648366928,0.12783128023147583,-0.007525671273469925,0.12783128023147583,0.03025568090379238,0.048017214983701706
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.15512096881866455,0.35032153129577637,0.2400972545146942,0.17817604541778564,0.3087427020072937,0.188642680644989,0.3087427020072937,0.08905135095119476,0.40561532974243164
22.6,-0.0165972039103508,-0.07133547961711884,0.04768483340740204,-0.04181141406297684,0.021218804642558098,-0.055875513702631,0.06979167461395264,-0.01829403080046177,0.040210992097854614,-0.01829403080046177,-0.043607790023088455,-0.015966175124049187
%,0.20738190412521362,0.11743833869695663,0.21490740776062012,0.5639340281486511,0.19953428208827972,0.16507233679294586,0.26192399859428406,0.19465309381484985,0.16213113069534302,0.19465309381484985,0.26349833607673645,0.21441808342933655
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.18347817659378052,0.3680361211299896,0.2294929027557373,0.18634183704853058,0.3326910734176636,0.20478583872318268,0.3326910734176636,0.09984386712312698,0.42300865054130554
from,0.2737620174884796,0.31171464920043945,0.40150508284568787,0.18376870453357697,0.4249346852302551,0.15733303129673004,0.30292633175849915,0.4274188280105591,0.26358702778816223,0.4274188280105591,0.21823202073574066,0.19969791173934937
other,0.341873437166214,0.14651623368263245,0.44152235984802246,0.3094887435436249,0.38583824038505554,0.2001679688692093,0.39234280586242676,0.39989137649536133,0.14004750549793243,0.39989137649536133,0.2974168360233307,0.24682199954986572
races,0.13319574296474457,0.17400409281253815,0.20953570306301117,0.24288861453533173,0.1723267138004303,0.2523183822631836,0.2456410974264145,0.20279844105243683,0.1859075427055359,0.20279844105243683,0.2516736686229706,0.12153562903404236
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.21945469081401825,0.4946078956127167,0.3513672351837158,0.36644625663757324,0.5201468467712402,0.2561432421207428,0.5201468467712402,0.24006164073944092,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.24926191568374634,0.5116966962814331,0.2985602915287018,0.3016039729118347,0.4954058527946472,0.21513071656227112,0.4954058527946472,0.27321958541870117,0.20544172823429108
"24,513",0.08443552255630493,-0.00519370986148715,0.04071925953030586,0.054210539907217026,0.09726167470216751,0.1276456117630005,0.019792530685663223,0.0872686356306076,0.036867689341306686,0.0872686356306076,0.1317775994539261,-0.0646880567073822
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.15512096881866455,0.35032153129577637,0.2400972545146942,0.17817604541778564,0.3087427020072937,0.188642680644989,0.3087427020072937,0.08905135095119476,0.40561532974243164
5.0,-0.07785771042108536,-0.08453209698200226,0.05718351528048515,-0.08595719933509827,-0.004442141391336918,-0.03169479966163635,0.08194440603256226,0.034117985516786575,0.021021749824285507,0.034117985516786575,0.056631334125995636,-0.13750655949115753
%,0.20738190412521362,0.11743833869695663,0.21490740776062012,0.5639340281486511,0.19953428208827972,0.16507233679294586,0.26192399859428406,0.19465309381484985,0.16213113069534302,0.19465309381484985,0.26349833607673645,0.21441808342933655
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.18347817659378052,0.3680361211299896,0.2294929027557373,0.18634183704853058,0.3326910734176636,0.20478583872318268,0.3326910734176636,0.09984386712312698,0.42300865054130554
from,0.2737620174884796,0.31171464920043945,0.40150508284568787,0.18376870453357697,0.4249346852302551,0.15733303129673004,0.30292633175849915,0.4274188280105591,0.26358702778816223,0.4274188280105591,0.21823202073574066,0.19969791173934937
two,0.23363454639911652,0.27166637778282166,0.43858039379119873,0.19571928679943085,0.37726253271102905,0.20531776547431946,0.16884666681289673,0.36463531851768494,0.17640221118927002,0.36463531851768494,0.1984543651342392,0.19645625352859497
or,0.33867141604423523,0.2330796718597412,0.4174870550632477,0.29796382784843445,0.3792596757411957,0.22424620389938354,0.335800439119339,0.3586423695087433,0.16191594302654266,0.3586423695087433,0.22861367464065552,0.32389625906944275
more,0.3484537899494171,0.21525104343891144,0.39758381247520447,0.33488085865974426,0.30478984117507935,0.2586238980293274,0.3351196348667145,0.32563260197639465,0.12007031589746475,0.32563260197639465,0.26551592350006104,0.27894994616508484
races,0.13319574296474457,0.17400409281253815,0.20953570306301117,0.24288861453533173,0.1723267138004303,0.2523183822631836,0.2456410974264145,0.20279844105243683,0.1859075427055359,0.20279844105243683,0.2516736686229706,0.12153562903404236
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.28866735100746155,0.5352458953857422,0.3260115087032318,0.33118996024131775,0.5591574311256409,0.2480216920375824,0.5591574311256409,0.26320725679397583,0.4130953550338745
