,how,many,types,of,movements,do,euplokamis,tentilla,have,?
small,0.18460747599601746,0.3760077953338623,0.2683212161064148,0.353353351354599,0.1849992722272873,0.266916424036026,0.24516767263412476,0.3143567442893982,0.3501087725162506,0.13914890587329865
planktonic,0.21456947922706604,0.25231435894966125,0.2537619471549988,0.2630866467952728,0.26680701971054077,0.24932625889778137,0.31719323992729187,0.34261250495910645,0.2985420525074005,0.18189789354801178
worms,0.16547319293022156,0.19933821260929108,0.24180878698825836,0.18906788527965546,0.21409718692302704,0.19932079315185547,0.29321974515914917,0.21327418088912964,0.2230292707681656,0.18053190410137177
;,0.07230665534734726,0.11763367056846619,0.016444861888885498,0.054534342139959335,0.0018027471378445625,0.06261929124593735,0.07408417016267776,0.10540270805358887,0.10650043189525604,0.10349778085947037
and,0.33647966384887695,0.5296266674995422,0.3014242649078369,0.5116966962814331,0.32778605818748474,0.276123583316803,0.24560894072055817,0.3020083010196686,0.4711785912513733,0.20544172823429108
they,0.43247655034065247,0.5400822758674622,0.34538209438323975,0.3426007330417633,0.2795546352863312,0.4667694866657257,0.2960568368434906,0.29527443647384644,0.6542890071868896,0.2753053903579712
coil,0.19397418200969696,0.15210847556591034,0.19470973312854767,0.19491709768772125,0.2621738314628601,0.16748933494091034,0.20280273258686066,0.2518405318260193,0.16739487648010254,0.07395657896995544
round,0.1945047229528427,0.16634181141853333,0.11068372428417206,0.15754494071006775,0.15465284883975983,0.10595368593931198,0.1576528400182724,0.2044517546892166,0.2132091075181961,0.17003268003463745
prey,0.21643559634685516,0.23018111288547516,0.2313643991947174,0.16259106993675232,0.22395287454128265,0.1948252022266388,0.27506765723228455,0.20690420269966125,0.2883533239364624,0.15793472528457642
.,0.3287222981452942,0.3974229395389557,0.2097296416759491,0.5352458953857422,0.23011820018291473,0.3613996207714081,0.30088984966278076,0.2749817669391632,0.41614407300949097,0.4130953550338745
