,what,can,be,combined,with,geophysical,data,to,produce,a,better,view,of,the,subsurface,?
a,0.3320399522781372,0.3915780484676361,0.39883795380592346,0.2649520933628082,0.3783375024795532,0.21840444207191467,0.2163095474243164,0.45503583550453186,0.2757846415042877,1.0,0.2532222270965576,0.22168859839439392,0.5052502155303955,0.5829201340675354,0.257893830537796,0.23916715383529663
better,0.3551420271396637,0.3304392099380493,0.3208003342151642,0.18257322907447815,0.2527548372745514,0.2022034227848053,0.19975344836711884,0.29406851530075073,0.239111989736557,0.2532222270965576,1.0000001192092896,0.1624108999967575,0.18950162827968597,0.2113795131444931,0.22979162633419037,0.32159438729286194
view,0.2818201184272766,0.2083529680967331,0.23513229191303253,0.13503125309944153,0.1253322958946228,0.1522759199142456,0.21995890140533447,0.229315847158432,0.08738846331834793,0.22168859839439392,0.1624108999967575,1.0,0.21446028351783752,0.25610461831092834,0.2180248349905014,0.17672975361347198
of,0.33290785551071167,0.2603091299533844,0.33904364705085754,0.399336040019989,0.41827285289764404,0.3964819014072418,0.20013196766376495,0.41548454761505127,0.19541172683238983,0.5052502155303955,0.18950162827968597,0.21446028351783752,1.0,0.733189046382904,0.23344574868679047,0.1826142966747284
the,0.42745697498321533,0.312528520822525,0.4248143136501312,0.3713363707065582,0.4223487675189972,0.2591146230697632,0.20546740293502808,0.535392165184021,0.23457570374011993,0.5829201340675354,0.2113795131444931,0.25610461831092834,0.733189046382904,1.0,0.2781147360801697,0.22068053483963013
subsurface,0.2581934928894043,0.38337820768356323,0.3329668641090393,0.2058945894241333,0.217976376414299,0.395904004573822,0.27646493911743164,0.24901658296585083,0.3293493688106537,0.257893830537796,0.22979162633419037,0.2180248349905014,0.23344574868679047,0.2781147360801697,1.0,0.18042322993278503
",",0.3087472915649414,0.3139454126358032,0.39254459738731384,0.31732821464538574,0.4120737314224243,0.25755730271339417,0.22224515676498413,0.44245919585227966,0.19927625358104706,0.427140474319458,0.331943541765213,0.216712087392807,0.4946078956127167,0.4933079481124878,0.22391316294670105,0.31091248989105225
and,0.31309178471565247,0.3675691485404968,0.41766801476478577,0.3240981996059418,0.5477725267410278,0.3234386146068573,0.23368559777736664,0.48971283435821533,0.2701570689678192,0.3739250600337982,0.3038354516029358,0.19056165218353271,0.5116966962814331,0.5171257257461548,0.26170986890792847,0.20544172823429108
stratigraphers,0.3075239956378937,0.18891343474388123,0.19454754889011383,0.2307676523923874,0.2077486217021942,0.42113688588142395,0.2187490165233612,0.21165981888771057,0.22291098535060883,0.2105073630809784,0.20036524534225464,0.17446684837341309,0.27618104219436646,0.2791062891483307,0.3805820941925049,0.1410115361213684
often,0.3849453330039978,0.5252479314804077,0.463177889585495,0.27088576555252075,0.41081544756889343,0.22606304287910461,0.08598174899816513,0.4351843297481537,0.3079981803894043,0.3930865228176117,0.2601328492164612,0.15516379475593567,0.3351972997188568,0.38004449009895325,0.2944072186946869,0.23748154938220978
use,0.3453877568244934,0.5362023711204529,0.4528608024120331,0.28956401348114014,0.3356984257698059,0.16707639396190643,0.22231268882751465,0.47261837124824524,0.419823557138443,0.30793872475624084,0.332213431596756,0.1679607778787613,0.2750902473926544,0.34342584013938904,0.2843790054321289,0.32795652747154236
computer,0.26911869645118713,0.3359983265399933,0.25427141785621643,0.1327936351299286,0.15518860518932343,0.3355996906757355,0.3678211271762848,0.2594811022281647,0.13982251286506653,0.2548043727874756,0.1909008026123047,0.1580544114112854,0.18559479713439941,0.19781450927257538,0.24280108511447906,0.20203553140163422
programs,0.23178155720233917,0.3018898367881775,0.24123507738113403,0.13607797026634216,0.1916923075914383,0.2648698389530182,0.26113495230674744,0.23389451205730438,0.24905242025852203,0.25316864252090454,0.2407890111207962,0.1950107365846634,0.18037469685077667,0.21757709980010986,0.1965194195508957,0.16452431678771973
to,0.455847829580307,0.4979398250579834,0.4972836375236511,0.24629315733909607,0.4239959120750427,0.2310306429862976,0.24776634573936462,1.0,0.30018290877342224,0.45503583550453186,0.29406851530075073,0.229315847158432,0.41548454761505127,0.535392165184021,0.24901658296585083,0.29463258385658264
do,0.4609605669975281,0.45775556564331055,0.36575672030448914,0.11344467103481293,0.23744353652000427,0.17224504053592682,0.16594001650810242,0.38876664638519287,0.2995959520339966,0.26237669587135315,0.3484214246273041,0.20598536729812622,0.26150479912757874,0.30239659547805786,0.22272494435310364,0.4093979299068451
this,0.5489566326141357,0.4006461203098297,0.566177248954773,0.32319945096969604,0.36358317732810974,0.24054624140262604,0.24432523548603058,0.5759071707725525,0.36211106181144714,0.5422310829162598,0.31487682461738586,0.2545258402824402,0.45148900151252747,0.6274310946464539,0.3321104347705841,0.3155723512172699
in,0.30808621644973755,0.26527702808380127,0.3481820821762085,0.3370276689529419,0.4080928862094879,0.23535239696502686,0.17588379979133606,0.45010748505592346,0.21160131692886353,0.539380669593811,0.20443932712078094,0.17477142810821533,0.5696388483047485,0.6662389636039734,0.23074151575565338,0.20430970191955566
three,0.24888746440410614,0.21489545702934265,0.25663426518440247,0.312350332736969,0.35964319109916687,0.13249389827251434,0.10734914243221283,0.3043823838233948,0.1621709018945694,0.3025658130645752,0.15874381363391876,0.12474758177995682,0.3844621181488037,0.43452659249305725,0.15066595375537872,0.20928427577018738
dimensions,0.22588478028774261,0.3073634207248688,0.2807212173938751,0.19663409888744354,0.2748807370662689,0.2885262668132782,0.24579624831676483,0.22277255356311798,0.18751315772533417,0.21217823028564453,0.15601509809494019,0.22612522542476654,0.21967525780200958,0.16366221010684967,0.43230774998664856,0.2405867874622345
.,0.3567904531955719,0.35783761739730835,0.4383580684661865,0.2813032567501068,0.4446153938770294,0.2310112565755844,0.24345596134662628,0.4645031690597534,0.2587496340274811,0.50484299659729,0.2761487066745758,0.23733025789260864,0.5352458953857422,0.5934505462646484,0.2585841417312622,0.4130953550338745
