,what,impact,did,the,high,school,education,movement,have,on,the,wages,of,skilled,workers,?
in,0.30808621644973755,0.18933768570423126,0.2593238651752472,0.6662389636039734,0.2652597725391388,0.26157811284065247,0.2654339671134949,0.26725053787231445,0.36843645572662354,0.46853652596473694,0.6662389636039734,0.16484716534614563,0.5696388483047485,0.14989303052425385,0.2254374474287033,0.20430970191955566
skilled,0.23161742091178894,0.181793674826622,0.30580031871795654,0.15767402946949005,0.2109883725643158,0.2575110197067261,0.25906601548194885,0.14015455543994904,0.25195762515068054,0.12663190066814423,0.15767402946949005,0.3262777030467987,0.19600097835063934,0.9999998807907104,0.2864622473716736,0.1555546671152115
workers,0.21390831470489502,0.16995735466480255,0.2548527121543884,0.23066683113574982,0.14008451998233795,0.17428964376449585,0.2878688871860504,0.23221145570278168,0.224677175283432,0.14091183245182037,0.23066683113574982,0.5291796326637268,0.20827822387218475,0.2864622473716736,1.0000001192092896,0.1706571877002716
",",0.3087472915649414,0.2012101411819458,0.3015086054801941,0.4933079481124878,0.27938312292099,0.27141863107681274,0.2718683183193207,0.1862073689699173,0.3541618287563324,0.49057599902153015,0.4933079481124878,0.2121202051639557,0.4946078956127167,0.2190762609243393,0.17716385424137115,0.31091248989105225
which,0.5261979103088379,0.29357287287712097,0.2750149369239807,0.6521818041801453,0.25426656007766724,0.19108018279075623,0.1723235547542572,0.3471234440803528,0.49652695655822754,0.4245251417160034,0.6521818041801453,0.1711927056312561,0.5011631846427917,0.19049793481826782,0.23516897857189178,0.25814583897590637
led,0.12112844735383987,0.2311769425868988,0.3213953971862793,0.3267505168914795,0.17211005091667175,0.14996910095214844,0.1644057035446167,0.2405056655406952,0.23052383959293365,0.23411796987056732,0.3267505168914795,0.2227209210395813,0.32918456196784973,0.18362177908420563,0.22087237238883972,0.09273858368396759
to,0.455847829580307,0.2031068354845047,0.4452643394470215,0.535392165184021,0.28947713971138,0.24496325850486755,0.2626708149909973,0.2780168950557709,0.4544740617275238,0.41031414270401,0.535392165184021,0.24337364733219147,0.41548454761505127,0.22250553965568542,0.2307046800851822,0.29463258385658264
a,0.3320399522781372,0.24985632300376892,0.2552328109741211,0.5829201340675354,0.22865821421146393,0.2245093584060669,0.21779850125312805,0.23380696773529053,0.338716596364975,0.3848365545272827,0.5829201340675354,0.19376714527606964,0.5052502155303955,0.2723686993122101,0.25033822655677795,0.23916715383529663
decrease,0.20072416961193085,0.2349693924188614,0.13872548937797546,0.2781965136528015,0.31989654898643494,0.10840147733688354,0.16359281539916992,0.2247559130191803,0.3100585639476776,0.19241824746131897,0.2781965136528015,0.3390735983848572,0.2226300835609436,0.14062008261680603,0.14394024014472961,0.08518534898757935
in,0.30808621644973755,0.18933768570423126,0.2593238651752472,0.6662389636039734,0.2652597725391388,0.26157811284065247,0.2654339671134949,0.26725053787231445,0.36843645572662354,0.46853652596473694,0.6662389636039734,0.16484716534614563,0.5696388483047485,0.14989303052425385,0.2254374474287033,0.20430970191955566
the,0.42745697498321533,0.22336715459823608,0.34736719727516174,1.0,0.28034812211990356,0.22953221201896667,0.23982903361320496,0.339571475982666,0.40389683842658997,0.5107308030128479,1.0,0.15546856820583344,0.733189046382904,0.15767402946949005,0.23066683113574982,0.22068053483963013
price,0.18606361746788025,0.1360999494791031,0.20305229723453522,0.22636492550373077,0.22071853280067444,0.18542835116386414,0.17781788110733032,0.06432471424341202,0.14724157750606537,0.19911396503448486,0.22636492550373077,0.41345879435539246,0.15675179660320282,0.2796872854232788,0.22144058346748352,0.14631175994873047
of,0.33290785551071167,0.21139270067214966,0.2513895630836487,0.733189046382904,0.2803038954734802,0.2391800880432129,0.3015166223049164,0.2662941515445709,0.3802283704280853,0.3966929316520691,0.733189046382904,0.17478904128074646,1.0,0.19600097835063934,0.20827822387218475,0.1826142966747284
skilled,0.23161742091178894,0.181793674826622,0.30580031871795654,0.15767402946949005,0.2109883725643158,0.2575110197067261,0.25906601548194885,0.14015455543994904,0.25195762515068054,0.12663190066814423,0.15767402946949005,0.3262777030467987,0.19600097835063934,0.9999998807907104,0.2864622473716736,0.1555546671152115
labor,0.1943984031677246,0.2033383548259735,0.15270835161209106,0.21506793797016144,0.09811728447675705,0.12173859030008316,0.32527196407318115,0.22721600532531738,0.16359522938728333,0.17969153821468353,0.21506793797016144,0.4758045971393585,0.23769748210906982,0.23401720821857452,0.5137044787406921,0.19386747479438782
.,0.3567904531955719,0.2026742696762085,0.35288307070732117,0.5934505462646484,0.24301011860370636,0.24214158952236176,0.27047446370124817,0.22796523571014404,0.41614407300949097,0.49257001280784607,0.5934505462646484,0.22644665837287903,0.5352458953857422,0.1904321163892746,0.17509925365447998,0.4130953550338745
