,an,evaporative,cooling,tower,is,also,referred,to,as,what,kind,of,cooling,tower,?
this,0.41881775856018066,0.31249839067459106,0.3545604646205902,0.13933302462100983,0.480927973985672,0.5539565086364746,0.23182228207588196,0.5759071707725525,0.43993282318115234,0.5489566326141357,0.4221852123737335,0.45148900151252747,0.3545604646205902,0.13933302462100983,0.3155723512172699
water,0.19103862345218658,0.632208526134491,0.4451141655445099,0.191095769405365,0.2879090905189514,0.30968138575553894,0.17646537721157074,0.27858173847198486,0.21305090188980103,0.17456887662410736,0.20419971644878387,0.2741255462169647,0.4451141655445099,0.191095769405365,0.14731885492801666
is,0.4654068350791931,0.3083042800426483,0.19721323251724243,0.1400395631790161,1.0,0.5012649297714233,0.3144040107727051,0.42745086550712585,0.43216490745544434,0.28837618231773376,0.3292753994464874,0.4854315221309662,0.19721323251724243,0.1400395631790161,0.22961433231830597
kept,0.18650996685028076,0.21349108219146729,0.15941181778907776,0.16480916738510132,0.22417712211608887,0.3070487082004547,0.23074261844158173,0.2408064305782318,0.3061942458152771,0.2294851839542389,0.17319147288799286,0.25036442279815674,0.15941181778907776,0.16480916738510132,0.15157312154769897
separate,0.20245975255966187,0.24014128744602203,0.2379959225654602,0.13093160092830658,0.2548423409461975,0.37236642837524414,0.3072710633277893,0.3234710395336151,0.28611117601394653,0.33215096592903137,0.1924191266298294,0.33388569951057434,0.2379959225654602,0.13093160092830658,0.16835719347000122
from,0.20876385271549225,0.23717240989208221,0.15658967196941376,0.19038443267345428,0.27355384826660156,0.33783096075057983,0.2135668396949768,0.4069952368736267,0.3251767158508301,0.2737620174884796,0.1906990259885788,0.4249346852302551,0.15658967196941376,0.19038443267345428,0.19969791173934937
the,0.4207492768764496,0.22736749053001404,0.2641267478466034,0.2398453801870346,0.5823672413825989,0.6021018624305725,0.3088674545288086,0.535392165184021,0.48381632566452026,0.42745697498321533,0.2516445517539978,0.733189046382904,0.2641267478466034,0.2398453801870346,0.22068053483963013
condensate,0.18046246469020844,0.5231191515922546,0.45730701088905334,0.12420766055583954,0.26064664125442505,0.21314658224582672,0.18992820382118225,0.24111223220825195,0.18985232710838318,0.3230758011341095,0.2295076847076416,0.23095308244228363,0.45730701088905334,0.12420766055583954,0.2227923423051834
",",0.3581022024154663,0.20298521220684052,0.19767683744430542,0.20524810254573822,0.4691906273365021,0.4717654287815094,0.2511569857597351,0.44245919585227966,0.48816442489624023,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.19767683744430542,0.20524810254573822,0.31091248989105225
which,0.3611921966075897,0.3399600386619568,0.35445600748062134,0.2040041834115982,0.4457404911518097,0.6566565632820129,0.28212910890579224,0.5345056653022766,0.41006597876548767,0.5261979103088379,0.4120495617389679,0.5011631846427917,0.35445600748062134,0.2040041834115982,0.25814583897590637
circulates,0.2054452896118164,0.37440311908721924,0.2772502899169922,0.13211888074874878,0.209638774394989,0.19821889698505402,0.21280832588672638,0.20310385525226593,0.2095736414194107,0.18548542261123657,0.17486311495304108,0.2679370641708374,0.2772502899169922,0.13211888074874878,0.11206275224685669
in,0.2605783939361572,0.22060911357402802,0.22014863789081573,0.22630389034748077,0.5394441485404968,0.5073733329772949,0.24766652286052704,0.45010748505592346,0.3887844979763031,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.22014863789081573,0.22630389034748077,0.20430970191955566
a,0.44552403688430786,0.24660974740982056,0.253410667181015,0.1759597510099411,0.658733606338501,0.5149940252304077,0.2686276137828827,0.45503583550453186,0.39550232887268066,0.3320399522781372,0.42310917377471924,0.5052502155303955,0.253410667181015,0.1759597510099411,0.23916715383529663
closed,0.23245228826999664,0.24944990873336792,0.29323554039001465,0.18097077310085297,0.15169702470302582,0.20922507345676422,0.16214333474636078,0.2852984070777893,0.19602783024311066,0.1689339131116867,0.17581437528133392,0.15899594128131866,0.29323554039001465,0.18097077310085297,0.15595348179340363
system,0.17536801099777222,0.2744883596897125,0.33036619424819946,0.15231123566627502,0.2282046526670456,0.25791773200035095,0.08864474296569824,0.26662686467170715,0.1973835676908493,0.23557309806346893,0.22309651970863342,0.25597915053367615,0.33036619424819946,0.15231123566627502,0.15556083619594574
and,0.2838519215583801,0.21727609634399414,0.2188228815793991,0.23948386311531067,0.3859752118587494,0.5755972862243652,0.2151295244693756,0.48971283435821533,0.49487000703811646,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.2188228815793991,0.23948386311531067,0.20544172823429108
returns,0.1522320955991745,0.17016007006168365,0.07277380675077438,0.09725841879844666,0.24856460094451904,0.1514771729707718,0.14596998691558838,0.26556873321533203,0.24660488963127136,0.1351068764925003,0.09092171490192413,0.22365564107894897,0.07277380675077438,0.09725841879844666,0.1296735554933548
to,0.3138085603713989,0.26317068934440613,0.26446348428726196,0.16907963156700134,0.42745086550712585,0.5348826050758362,0.22845174372196198,1.0,0.42092081904411316,0.455847829580307,0.28460726141929626,0.41548454761505127,0.26446348428726196,0.16907963156700134,0.29463258385658264
the,0.4207492768764496,0.22736749053001404,0.2641267478466034,0.2398453801870346,0.5823672413825989,0.6021018624305725,0.3088674545288086,0.535392165184021,0.48381632566452026,0.42745697498321533,0.2516445517539978,0.733189046382904,0.2641267478466034,0.2398453801870346,0.22068053483963013
boiler,0.15851233899593353,0.4782204329967499,0.4836696982383728,0.24493031203746796,0.14713223278522491,0.21153874695301056,0.06642605364322662,0.18706591427326202,0.1815813034772873,0.23551298677921295,0.23498833179473877,0.16447360813617706,0.4836696982383728,0.24493031203746796,0.20881007611751556
.,0.3581749200820923,0.20931899547576904,0.26918044686317444,0.21111081540584564,0.4569662809371948,0.49166762828826904,0.16569985449314117,0.4645031690597534,0.515582263469696,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.26918044686317444,0.21111081540584564,0.4130953550338745
