,what,impact,does,higher,worker,productivity,and,leveled,pay,have,on,higher,earners,?
for,0.3017193675041199,0.24428735673427582,0.35159170627593994,0.2346303015947342,0.24420714378356934,0.2784219980239868,0.5064792633056641,0.2615356147289276,0.24382255971431732,0.41175219416618347,0.36199691891670227,0.2346303015947342,0.3046841323375702,0.264628142118454
the,0.42745697498321533,0.22336715459823608,0.35928019881248474,0.3292480409145355,0.19223305583000183,0.22987580299377441,0.5171257257461548,0.3181784451007843,0.1903611719608307,0.40389683842658997,0.5107308030128479,0.3292480409145355,0.2193494290113449,0.22068053483963013
working,0.2846863269805908,0.15310868620872498,0.22897255420684814,0.1574532836675644,0.45173168182373047,0.2664370834827423,0.30510061979293823,0.14558115601539612,0.22108568251132965,0.27710407972335815,0.2811677157878876,0.1574532836675644,0.22533336281776428,0.17154020071029663
class,0.16880196332931519,0.15409497916698456,0.11460405588150024,0.18047048151493073,0.25873294472694397,0.1888626217842102,0.20710228383541107,0.14541438221931458,0.15524591505527496,0.19084791839122772,0.1869632750749588,0.18047048151493073,0.20679007470607758,0.12778934836387634
amidst,0.18651680648326874,0.19321388006210327,0.12919127941131592,0.13856519758701324,0.15716256201267242,0.17927813529968262,0.21907685697078705,0.17528380453586578,0.1818220168352127,0.271904319524765,0.2377501130104065,0.13856519758701324,0.19479672610759735,0.1263405978679657
rising,0.18883290886878967,0.24190513789653778,0.12623584270477295,0.38900595903396606,0.11568844318389893,0.2388313114643097,0.2786417007446289,0.24996674060821533,0.18475110828876495,0.25338900089263916,0.18414045870304108,0.38900595903396606,0.26360103487968445,0.07955946773290634
levels,0.21641245484352112,0.1522357314825058,0.24911271035671234,0.47005683183670044,0.0892292931675911,0.30657410621643066,0.2956688106060028,0.6210031509399414,0.16119149327278137,0.37333425879478455,0.1644611656665802,0.47005683183670044,0.27180907130241394,0.1541307419538498
of,0.33290785551071167,0.21139270067214966,0.3119818866252899,0.3096220791339874,0.1631152182817459,0.2269303798675537,0.5116966962814331,0.2433411329984665,0.1583462655544281,0.3802283704280853,0.3966929316520691,0.3096220791339874,0.22104087471961975,0.1826142966747284
property,0.24978817999362946,0.18436896800994873,0.20449848473072052,0.18573324382305145,0.22485974431037903,0.24933674931526184,0.26201775670051575,0.1574053317308426,0.25766700506210327,0.21833796799182892,0.1105850338935852,0.18573324382305145,0.23778940737247467,0.16865147650241852
income,0.21837803721427917,0.25017058849334717,0.18851257860660553,0.2679516673088074,0.2803855240345001,0.3879470229148865,0.2518245577812195,0.268096387386322,0.4039134979248047,0.21030287444591522,0.12938405573368073,0.2679516673088074,0.46200817823410034,0.14935168623924255
for,0.3017193675041199,0.24428735673427582,0.35159170627593994,0.2346303015947342,0.24420714378356934,0.2784219980239868,0.5064792633056641,0.2615356147289276,0.24382255971431732,0.41175219416618347,0.36199691891670227,0.2346303015947342,0.3046841323375702,0.264628142118454
the,0.42745697498321533,0.22336715459823608,0.35928019881248474,0.3292480409145355,0.19223305583000183,0.22987580299377441,0.5171257257461548,0.3181784451007843,0.1903611719608307,0.40389683842658997,0.5107308030128479,0.3292480409145355,0.2193494290113449,0.22068053483963013
capitalist,0.21623632311820984,0.13459181785583496,0.21669161319732666,0.14886751770973206,0.4272289276123047,0.277466356754303,0.248786062002182,0.1487697809934616,0.2628592848777771,0.1631188839673996,0.12136265635490417,0.14886751770973206,0.21368135511875153,0.13302330672740936
class,0.16880196332931519,0.15409497916698456,0.11460405588150024,0.18047048151493073,0.25873294472694397,0.1888626217842102,0.20710228383541107,0.14541438221931458,0.15524591505527496,0.19084791839122772,0.1869632750749588,0.18047048151493073,0.20679007470607758,0.12778934836387634
.,0.3567904531955719,0.2026742696762085,0.3022993505001068,0.2524722218513489,0.22654937207698822,0.2515305280685425,0.588965117931366,0.3001914322376251,0.17372290790081024,0.41614407300949097,0.49257001280784607,0.2524722218513489,0.18704842031002045,0.4130953550338745
,what,impact,does,higher,worker,productivity,and,leveled,pay,have,on,higher,earners,?
this,0.5489566326141357,0.2757592499256134,0.4166489243507385,0.29082757234573364,0.2001648098230362,0.34139111638069153,0.42353692650794983,0.26223182678222656,0.2387295812368393,0.4660032093524933,0.4193967580795288,0.29082757234573364,0.27525022625923157,0.3155723512172699
process,0.3466717302799225,0.1917852759361267,0.2672620415687561,0.2874290943145752,0.18693259358406067,0.3595934808254242,0.20204883813858032,0.17844276130199432,0.0812305435538292,0.2900813817977905,0.19009415805339813,0.2874290943145752,0.2380722165107727,0.2460896074771881
exerts,0.2516196668148041,0.25895509123802185,0.3146531283855438,0.3277697265148163,0.1591939628124237,0.355795294046402,0.2740478217601776,0.22355882823467255,0.2162235975265503,0.3379748463630676,0.2426576018333435,0.3277697265148163,0.22939343750476837,0.17062005400657654
a,0.3320399522781372,0.24985632300376892,0.38201746344566345,0.2608921229839325,0.3212657570838928,0.21406765282154083,0.3739250600337982,0.224917471408844,0.1940600425004959,0.338716596364975,0.3848365545272827,0.2608921229839325,0.2701561450958252,0.23916715383529663
downward,0.20195426046848297,0.2959764003753662,0.2648000419139862,0.38749003410339355,0.06301604956388474,0.2504795789718628,0.23832355439662933,0.23167496919631958,0.06178848445415497,0.3295624852180481,0.2938512861728668,0.38749003410339355,0.2767598628997803,0.19264617562294006
pressure,0.2625555694103241,0.22061191499233246,0.21297191083431244,0.3116619884967804,0.16082169115543365,0.27071112394332886,0.2595808804035187,0.2436092346906662,0.16679731011390686,0.24172334372997284,0.21295574307441711,0.3116619884967804,0.12754063308238983,0.142023503780365
on,0.34226128458976746,0.24748864769935608,0.2568802833557129,0.22620901465415955,0.14378856122493744,0.19299808144569397,0.4077630043029785,0.29148223996162415,0.18620190024375916,0.36494916677474976,0.9999999403953552,0.22620901465415955,0.14902810752391815,0.2714994251728058
wages,0.20351257920265198,0.21256376802921295,0.22873397171497345,0.330269992351532,0.43805068731307983,0.42547154426574707,0.2664845883846283,0.2562600076198578,0.4558943510055542,0.22623831033706665,0.2082594633102417,0.330269992351532,0.4663771688938141,0.19884631037712097
.,0.3567904531955719,0.2026742696762085,0.3022993505001068,0.2524722218513489,0.22654937207698822,0.2515305280685425,0.588965117931366,0.3001914322376251,0.17372290790081024,0.41614407300949097,0.49257001280784607,0.2524722218513489,0.18704842031002045,0.4130953550338745
