,what,was,the,theorized,maximum,population,density,per,square,kilometre,for,the,amazon,rainforest,?
mi,0.14169800281524658,0.1437223106622696,0.12998802959918976,0.0901225134730339,0.1760779619216919,0.18675191700458527,0.2552439570426941,0.1733943670988083,0.3216154873371124,0.4846035838127136,0.1811426728963852,0.12998802959918976,0.2200741320848465,0.21727389097213745,0.10264865309000015
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.11369716376066208,0.1945667862892151,0.1573704034090042,0.19731371104717255,0.327212929725647,0.1760134994983673,0.16412200033664703,0.3639558255672455,0.3456730246543884,0.131951242685318,0.16588199138641357,0.42300865054130554
is,0.28837618231773376,0.5810302495956421,0.5823672413825989,0.1951657235622406,0.20349502563476562,0.2727566361427307,0.2587282061576843,0.22395510971546173,0.2405121773481369,0.2665765583515167,0.43268078565597534,0.5823672413825989,0.15197539329528809,0.2674187123775482,0.22961433231830597
the,0.42745697498321533,0.48711544275283813,1.0,0.24957996606826782,0.228700190782547,0.32044094800949097,0.2451544851064682,0.21691934764385223,0.2809545397758484,0.27433285117149353,0.4739971458911896,1.0,0.260541707277298,0.2571161389350891,0.22068053483963013
maximum,0.19255907833576202,0.1159391924738884,0.228700190782547,0.20797157287597656,1.0,0.26572099328041077,0.27053302526474,0.32737693190574646,0.21231088042259216,0.2324075698852539,0.2296343743801117,0.228700190782547,0.21980735659599304,0.21575546264648438,0.10959649085998535
that,0.6297725439071655,0.33670201897621155,0.5473989248275757,0.38985955715179443,0.2725290358066559,0.20048558712005615,0.21625380218029022,0.25184786319732666,0.19798488914966583,0.24849668145179749,0.4137635827064514,0.5473989248275757,0.2228476107120514,0.22076080739498138,0.32716336846351624
can,0.34502777457237244,0.23099195957183838,0.312528520822525,0.2009686827659607,0.3128964602947235,0.11169198900461197,0.23128123581409454,0.26221638917922974,0.1677469164133072,0.20523425936698914,0.35690054297447205,0.312528520822525,0.20863984525203705,0.2311638742685318,0.3226337134838104
be,0.3929833769798279,0.42228707671165466,0.4248143136501312,0.2444535791873932,0.24469514191150665,0.15517795085906982,0.2019825428724289,0.2702259421348572,0.1619751900434494,0.2089005559682846,0.3801851272583008,0.4248143136501312,0.17553792893886566,0.16418099403381348,0.3324260413646698
sustained,0.19234944880008698,0.22331833839416504,0.2170950025320053,0.18849314749240875,0.3841874897480011,0.24135997891426086,0.23943400382995605,0.300807386636734,0.13136525452136993,0.2099906951189041,0.25379645824432373,0.2170950025320053,0.15873917937278748,0.24381375312805176,0.16435115039348602
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.2108689695596695,0.18371941149234772,0.3268454372882843,0.24213694036006927,0.1975519210100174,0.2193731665611267,0.248558908700943,0.4322226941585541,0.6662389636039734,0.12227833271026611,0.2207682877779007,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,1.0,0.24957996606826782,0.228700190782547,0.32044094800949097,0.2451544851064682,0.21691934764385223,0.2809545397758484,0.27433285117149353,0.4739971458911896,1.0,0.260541707277298,0.2571161389350891,0.22068053483963013
rainforest,0.22127854824066162,0.13883572816848755,0.2571161389350891,0.1818806380033493,0.21575546264648438,0.28754767775535583,0.21471068263053894,0.13336054980754852,0.23421312868595123,0.30325669050216675,0.18492411077022552,0.2571161389350891,0.48046615719795227,1.0,0.1917492002248764
through,0.23167094588279724,0.21752823889255524,0.44071322679519653,0.14028601348400116,0.15319211781024933,0.15261656045913696,0.1541619747877121,0.21018165349960327,0.13574935495853424,0.2297852337360382,0.3172857463359833,0.44071322679519653,0.22234702110290527,0.21453380584716797,0.16913433372974396
hunting,0.21647632122039795,0.19714424014091492,0.2975936233997345,0.2092093527317047,0.12389060854911804,0.16212451457977295,0.14482027292251587,0.06305462121963501,0.033714499324560165,0.07566928118467331,0.33286070823669434,0.2975936233997345,0.14765818417072296,0.27453234791755676,0.1138605922460556
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.20264863967895508,0.19527727365493774,0.2967977225780487,0.2175186723470688,0.26711323857307434,0.2723195254802704,0.22401146590709686,0.4464869201183319,0.4933079481124878,0.2214922308921814,0.2737860679626465,0.31091248989105225
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.24533937871456146,0.1925959587097168,0.15404780209064484,0.19518433511257172,0.19558830559253693,0.13722623884677887,0.15279521048069,0.39140474796295166,0.4223487675189972,0.21287250518798828,0.19804547727108002,0.2433311939239502
agriculture,0.18790777027606964,0.23834943771362305,0.29133129119873047,0.15929901599884033,0.1671486347913742,0.3885701894760132,0.25765663385391235,0.13350306451320648,0.10899268835783005,0.17614124715328217,0.2550101578235626,0.29133129119873047,0.19684624671936035,0.3259108066558838,0.11401621997356415
needed,0.3631289601325989,0.227164626121521,0.3064746856689453,0.20400431752204895,0.2787155210971832,0.12131422013044357,0.19689665734767914,0.3030288815498352,0.15126578509807587,0.12539245188236237,0.38127243518829346,0.3064746856689453,0.12411776185035706,0.17154435813426971,0.2863257825374603
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.2128838151693344,0.27501562237739563,0.19776633381843567,0.19789865612983704,0.2519395351409912,0.17897218465805054,0.2469184547662735,0.4451248347759247,0.535392165184021,0.17033490538597107,0.23412610590457916,0.29463258385658264
host,0.12779991328716278,0.16720354557037354,0.26909032464027405,0.07489368319511414,0.126259908080101,0.15825818479061127,0.052001215517520905,0.1513657569885254,0.10557588189840317,0.07232563197612762,0.2458597868680954,0.26909032464027405,0.10934707522392273,0.15306136012077332,0.1021634042263031
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.2370719611644745,0.24441662430763245,0.2345738559961319,0.20387759804725647,0.21615441143512726,0.22548454999923706,0.27119186520576477,0.44038116931915283,0.5829201340675354,0.1865728348493576,0.2497720569372177,0.23916715383529663
larger,0.23663538694381714,0.13803663849830627,0.378620445728302,0.22648605704307556,0.2316386103630066,0.30479922890663147,0.26356765627861023,0.13712480664253235,0.2082177996635437,0.25350794196128845,0.18703162670135498,0.378620445728302,0.14274489879608154,0.19642405211925507,0.1602165699005127
population,0.2000674307346344,0.1935066133737564,0.32044094800949097,0.1601582169532776,0.26572099328041077,1.0,0.5703029632568359,0.2134084403514862,0.36520883440971375,0.3375193178653717,0.13321557641029358,0.32044094800949097,0.19799689948558807,0.28754767775535583,0.14449454843997955
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.1947558969259262,0.2106751948595047,0.26950228214263916,0.2338748723268509,0.2729434370994568,0.2698345184326172,0.20142164826393127,0.4726039469242096,0.5934505462646484,0.262887567281723,0.25713270902633667,0.4130953550338745
