,what,is,the,receptor,that,killer,t,cells,use,to,bind,to,specific,antigens,that,are,complexed,with,the,mhc,class,1,receptor,of,another,cell,?
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.19219554960727692,0.2264307141304016,0.19632717967033386,0.29704031348228455,0.2060161978006363,0.2174896001815796,0.30882009863853455,0.18240872025489807,0.30882009863853455,0.2145749181509018,0.2048507183790207,0.2264307141304016,0.23263892531394958,0.1782422810792923,0.29503780603408813,0.33289089798927307,0.20273849368095398,0.1344621777534485,-0.15974698960781097,0.19219554960727692,0.35032153129577637,0.2500171959400177,0.20061977207660675,0.40561532974243164
tcr,0.33426550030708313,0.18094435334205627,0.24953942000865936,0.3046633005142212,0.36103904247283936,0.09073027968406677,0.3235938847064972,0.32322657108306885,0.3551310896873474,0.3426332473754883,0.2746780812740326,0.3426332473754883,0.34142670035362244,0.31249940395355225,0.36103904247283936,0.2354518324136734,0.3762305974960327,0.20232142508029938,0.24953942000865936,0.478127121925354,0.20067499577999115,-0.19506853818893433,0.3046633005142212,0.20970454812049866,0.2625289261341095,0.26006704568862915,0.31027549505233765
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.1567499190568924,0.23478686809539795,0.19758231937885284,0.2804548442363739,0.17987960577011108,0.23662498593330383,0.31236231327056885,0.16977906227111816,0.31236231327056885,0.1913466602563858,0.16595809161663055,0.23478686809539795,0.2373749315738678,0.18726052343845367,0.3069596290588379,0.3456730246543884,0.17373810708522797,0.16039183735847473,-0.14927540719509125,0.1567499190568924,0.3680361211299896,0.2743632197380066,0.2050846964120865,0.42300865054130554
binds,0.17999787628650665,0.277479350566864,0.24022893607616425,0.4793344736099243,0.3139384984970093,0.16895008087158203,0.15656474232673645,0.4396364390850067,0.30531707406044006,0.26722222566604614,0.8782839179039001,0.26722222566604614,0.3528311848640442,0.49984079599380493,0.3139384984970093,0.26882314682006836,0.31969964504241943,0.3165687322616577,0.24022893607616425,0.4856301546096802,0.11903230845928192,-0.2395058274269104,0.4793344736099243,0.274389386177063,0.31392747163772583,0.4257451593875885,0.11864341795444489
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.20206627249717712,0.5436353087425232,0.18099956214427948,0.30417174100875854,0.26320719718933105,0.47261837124824524,1.0,0.27997180819511414,1.0,0.3962339460849762,0.2549254596233368,0.5436353087425232,0.3504326641559601,0.3124806880950928,0.4239959120750427,0.535392165184021,0.285098671913147,0.18696844577789307,-0.2769182622432709,0.20206627249717712,0.41548454761505127,0.48769932985305786,0.19730474054813385,0.29463258385658264
this,0.5489566326141357,0.480927973985672,0.6274310946464539,0.3217610716819763,0.6909449696540833,0.22784629464149475,0.3269960582256317,0.239293172955513,0.4395635426044464,0.5759071707725525,0.28310081362724304,0.5759071707725525,0.4508054256439209,0.28695815801620483,0.6909449696540833,0.35762670636177063,0.35438522696495056,0.36358317732810974,0.6274310946464539,0.3765614628791809,0.23250019550323486,-0.23262733221054077,0.3217610716819763,0.45148900151252747,0.5523360371589661,0.2202661782503128,0.3155723512172699
specific,0.37695175409317017,0.27748769521713257,0.3501757085323334,0.37754133343696594,0.38467007875442505,0.10275193303823471,0.27292370796203613,0.301485151052475,0.41684243083000183,0.3962339460849762,0.3422529101371765,0.3962339460849762,1.0000001192092896,0.4270210862159729,0.38467007875442505,0.35680872201919556,0.3797645568847656,0.305841326713562,0.3501757085323334,0.4605672359466553,0.14509610831737518,-0.3068067133426666,0.37754133343696594,0.2744234502315521,0.36706995964050293,0.2734946608543396,0.30923372507095337
antigen,0.1935727745294571,0.2092401683330536,0.2583788335323334,0.5538795590400696,0.24670813977718353,0.20552386343479156,0.21886467933654785,0.5299037098884583,0.2026224285364151,0.2139984518289566,0.5078720450401306,0.2139984518289566,0.42905089259147644,0.9371694326400757,0.24670813977718353,0.23546671867370605,0.28504395484924316,0.20990845561027527,0.2583788335323334,0.671752393245697,0.13803724944591522,-0.18292386829853058,0.5538795590400696,0.2816563546657562,0.25904178619384766,0.46533098816871643,0.19160577654838562
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.19595728814601898,0.435920387506485,0.155324324965477,0.1924382597208023,0.1711641103029251,0.2715643048286438,0.45010748505592346,0.1995374858379364,0.45010748505592346,0.26078200340270996,0.18266505002975464,0.435920387506485,0.3841303884983063,0.32906800508499146,0.4080928862094879,0.6662389636039734,0.25616973638534546,0.1761927455663681,-0.10660158097743988,0.19595728814601898,0.5696388483047485,0.3397690951824188,0.16478286683559418,0.20430970191955566
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.25855180621147156,0.47537946701049805,0.24674759805202484,0.2456076741218567,0.2297232300043106,0.30793872475624084,0.45503583550453186,0.22245846688747406,0.45503583550453186,0.3531852960586548,0.27554184198379517,0.47537946701049805,0.265255331993103,0.29589778184890747,0.3783375024795532,0.5829201340675354,0.3490493595600128,0.23462694883346558,-0.20817746222019196,0.25855180621147156,0.5052502155303955,0.6191956996917725,0.21525812149047852,0.23916715383529663
complex,0.2605343163013458,0.2723233699798584,0.25326284766197205,0.283304363489151,0.2922951579093933,0.17457102239131927,0.17782926559448242,0.2291174829006195,0.2602207064628601,0.2934706509113312,0.21897193789482117,0.2934706509113312,0.38604193925857544,0.24627305567264557,0.2922951579093933,0.33041873574256897,0.8392170667648315,0.20446904003620148,0.25326284766197205,0.391009658575058,0.11442894488573074,-0.09633787721395493,0.283304363489151,0.24271073937416077,0.21943533420562744,0.1880919188261032,0.17752902209758759
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.18347735702991486,0.4154358208179474,0.16901445388793945,0.1978532373905182,0.2187740057706833,0.3356984257698059,0.4239959120750427,0.2878430187702179,0.4239959120750427,0.305841326713562,0.24492989480495453,0.4154358208179474,0.38996943831443787,0.2642670273780823,0.9999999403953552,0.4223487675189972,0.26297271251678467,0.17964689433574677,-0.2545506954193115,0.18347735702991486,0.41827285289764404,0.359900563955307,0.21242906153202057,0.2433311939239502
the,0.42745697498321533,0.5823672413825989,1.0,0.24925383925437927,0.5473989248275757,0.20573623478412628,0.2083338052034378,0.19095487892627716,0.34342584013938904,0.535392165184021,0.20701828598976135,0.535392165184021,0.3501757085323334,0.2716159522533417,0.5473989248275757,0.40399202704429626,0.32337406277656555,0.4223487675189972,1.0,0.32005053758621216,0.18034407496452332,-0.1554475575685501,0.24925383925437927,0.733189046382904,0.5019711852073669,0.15822452306747437,0.22068053483963013
mhc,0.30283498764038086,0.3200244903564453,0.32005053758621216,0.5934903025627136,0.34129875898361206,0.26393815875053406,0.2424878627061844,0.5492251515388489,0.3071998059749603,0.285098671913147,0.4679740071296692,0.285098671913147,0.4605672359466553,0.6622920632362366,0.34129875898361206,0.3820771276950836,0.4116612374782562,0.26297271251678467,0.32005053758621216,1.0000001192092896,0.22516021132469177,-0.24229000508785248,0.5934903025627136,0.2909306585788727,0.3377002477645874,0.4599821865558624,0.21010775864124298
class,0.16880196332931519,0.1275252103805542,0.18034407496452332,0.1958463340997696,0.23035554587841034,0.11998511850833893,0.16995130479335785,0.17829304933547974,0.19788134098052979,0.18696844577789307,0.1298307627439499,0.18696844577789307,0.14509610831737518,0.11736816167831421,0.23035554587841034,0.1495869755744934,0.12825226783752441,0.17964689433574677,0.18034407496452332,0.22516021132469177,1.0,-0.14742311835289001,0.1958463340997696,0.19740594923496246,0.1522136777639389,0.1881752908229828,0.12778934836387634
i,0.4411132335662842,0.25362417101860046,0.26687872409820557,0.17687496542930603,0.4255519211292267,0.18742531538009644,0.5450838208198547,0.18248969316482544,0.2535853981971741,0.3140375316143036,0.13845965266227722,0.3140375316143036,0.25790145993232727,0.17652764916419983,0.4255519211292267,0.21339178085327148,0.23935385048389435,0.2640714943408966,0.26687872409820557,0.22048720717430115,0.12493371218442917,-0.26275888085365295,0.17687496542930603,0.25849398970603943,0.3051183521747589,0.1828286349773407,0.4695145785808563
receptor,0.19285786151885986,0.2226855307817459,0.24925383925437927,0.9999999403953552,0.2523682117462158,0.25588834285736084,0.22843964397907257,0.5432859659194946,0.23783394694328308,0.20206627249717712,0.48448479175567627,0.20206627249717712,0.37754133343696594,0.5584633350372314,0.2523682117462158,0.25816720724105835,0.3360702097415924,0.18347735702991486,0.24925383925437927,0.5934903025627136,0.1958463340997696,-0.19610263407230377,0.9999999403953552,0.16219308972358704,0.24663405120372772,0.47928139567375183,0.10260391980409622
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.16219308972358704,0.41498205065727234,0.18559542298316956,0.14617829024791718,0.21305565536022186,0.2750902473926544,0.41548454761505127,0.23110318183898926,0.41548454761505127,0.2744234502315521,0.2752571105957031,0.41498205065727234,0.39081433415412903,0.28218209743499756,0.41827285289764404,0.733189046382904,0.2909306585788727,0.19740594923496246,-0.09473495930433273,0.16219308972358704,1.0,0.38147079944610596,0.18332023918628693,0.1826142966747284
another,0.4190070629119873,0.41278526186943054,0.5019711852073669,0.24663405120372772,0.5273378491401672,0.22783152759075165,0.2398492693901062,0.23202675580978394,0.2898416519165039,0.48769932985305786,0.30231162905693054,0.48769932985305786,0.36706995964050293,0.2631426751613617,0.5273378491401672,0.23159852623939514,0.230382040143013,0.359900563955307,0.5019711852073669,0.3377002477645874,0.1522136777639389,-0.2542208731174469,0.24663405120372772,0.38147079944610596,1.0000001192092896,0.2031998187303543,0.295511931180954
cell,0.19222842156887054,0.15086454153060913,0.15822452306747437,0.47928139567375183,0.24500271677970886,0.1817251294851303,0.24071010947227478,0.7729857563972473,0.20894207060337067,0.19730474054813385,0.4163225293159485,0.19730474054813385,0.2734946608543396,0.46047890186309814,0.24500271677970886,0.19039002060890198,0.2348652184009552,0.21242906153202057,0.15822452306747437,0.4599821865558624,0.1881752908229828,-0.1863994002342224,0.47928139567375183,0.18332023918628693,0.2031998187303543,1.0000001192092896,0.2058541625738144
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2063654065132141,0.4460422694683075,0.2518714964389801,0.3410096764564514,0.2868211269378662,0.3711656630039215,0.4645031690597534,0.20130418241024017,0.4645031690597534,0.2631765305995941,0.2706400752067566,0.4460422694683075,0.3452940285205841,0.24388685822486877,0.4446153938770294,0.5934505462646484,0.2869736850261688,0.24688394367694855,-0.15870751440525055,0.2063654065132141,0.5352458953857422,0.3817248046398163,0.2801848351955414,0.4130953550338745
