,in,which,continent,besides,asia,were,major,gains,made,by,the,british,empire,in,the,late,19th,century,?
the,0.6662389636039734,0.6521818041801453,0.3139871060848236,0.367077499628067,0.2838890850543976,0.3906462490558624,0.31775903701782227,0.2700354754924774,0.3885267674922943,0.4408751428127289,1.0,0.28973397612571716,0.32532164454460144,0.6662389636039734,1.0,0.31481194496154785,0.24964287877082825,0.3617299497127533,0.22068053483963013
scramble,0.1930706799030304,0.28292542695999146,0.3186493515968323,0.23451544344425201,0.24863654375076294,0.20284470915794373,0.13182495534420013,0.18384374678134918,0.23683832585811615,0.1695072054862976,0.28342652320861816,0.18347090482711792,0.16077956557273865,0.1930706799030304,0.28342652320861816,0.2099209427833557,0.08508383482694626,0.15595363080501556,0.22532881796360016
for,0.4322226941585541,0.44095608592033386,0.19963820278644562,0.3905259370803833,0.18444210290908813,0.33592689037323,0.23592928051948547,0.23665176331996918,0.3147922456264496,0.3248702883720398,0.4739971458911896,0.1970057189464569,0.18193261325359344,0.4322226941585541,0.4739971458911896,0.2018979787826538,0.17519418895244598,0.18660898506641388,0.264628142118454
africa,0.27806714177131653,0.23808510601520538,0.4951236844062805,0.1569291353225708,0.5960309505462646,0.23513755202293396,0.1943342536687851,0.1582462340593338,0.1712360382080078,0.19697435200214386,0.2903064787387848,0.22958926856517792,0.3045766353607178,0.27806714177131653,0.2903064787387848,0.2475777268409729,0.10794109851121902,0.22304502129554749,0.12926554679870605
and,0.4954058527946472,0.506277859210968,0.29214635491371155,0.3610946238040924,0.26469188928604126,0.42175528407096863,0.29795366525650024,0.2961255609989166,0.34954607486724854,0.4289871156215668,0.5171257257461548,0.325880765914917,0.27479609847068787,0.4954058527946472,0.5171257257461548,0.3247620165348053,0.2922728657722473,0.2726690471172333,0.20544172823429108
major,0.3249945342540741,0.31470122933387756,0.25912901759147644,0.33994245529174805,0.30379441380500793,0.17227254807949066,0.9999998807907104,0.13782866299152374,0.18156227469444275,0.19764594733715057,0.31775903701782227,0.1561877429485321,0.1665656566619873,0.3249945342540741,0.31775903701782227,0.2213422805070877,0.1350325644016266,0.21291306614875793,0.19788557291030884
additions,0.23582589626312256,0.320363312959671,0.1010524183511734,0.4229227602481842,0.10856673866510391,0.2571922242641449,0.24771717190742493,0.2162860780954361,0.22668294608592987,0.2035699188709259,0.26176345348358154,0.0746140256524086,0.12093274295330048,0.23582589626312256,0.26176345348358154,0.1302586942911148,0.08213967829942703,0.1623857617378235,0.2856413722038269
in,1.0,0.4840516746044159,0.29258909821510315,0.3447916507720947,0.26562291383743286,0.3815755248069763,0.3249945342540741,0.26830753684043884,0.25271502137184143,0.370934396982193,0.6662389636039734,0.23084034025669098,0.24110576510429382,1.0,0.6662389636039734,0.3439198434352875,0.15408828854560852,0.3174034655094147,0.20430970191955566
asia,0.26562291383743286,0.24878287315368652,0.5276310443878174,0.1756952852010727,1.0,0.19481784105300903,0.30379441380500793,0.10900215059518814,0.1665724515914917,0.19741199910640717,0.2838890850543976,0.20016829669475555,0.3024880588054657,0.26562291383743286,0.2838890850543976,0.24969108402729034,0.14169467985630035,0.24731740355491638,0.1340748518705368
and,0.4954058527946472,0.506277859210968,0.29214635491371155,0.3610946238040924,0.26469188928604126,0.42175528407096863,0.29795366525650024,0.2961255609989166,0.34954607486724854,0.4289871156215668,0.5171257257461548,0.325880765914917,0.27479609847068787,0.4954058527946472,0.5171257257461548,0.3247620165348053,0.2922728657722473,0.2726690471172333,0.20544172823429108
the,0.6662389636039734,0.6521818041801453,0.3139871060848236,0.367077499628067,0.2838890850543976,0.3906462490558624,0.31775903701782227,0.2700354754924774,0.3885267674922943,0.4408751428127289,1.0,0.28973397612571716,0.32532164454460144,0.6662389636039734,1.0,0.31481194496154785,0.24964287877082825,0.3617299497127533,0.22068053483963013
middle,0.26767921447753906,0.22406704723834991,0.2563141882419586,0.20630532503128052,0.29221153259277344,0.2178332656621933,0.1509876847267151,0.11210481077432632,0.13962267339229584,0.18733404576778412,0.3405749201774597,0.1370542049407959,0.25981786847114563,0.26767921447753906,0.3405749201774597,0.37859907746315,0.16077721118927002,0.33415040373802185,0.13139553368091583
east,0.32659441232681274,0.22817298769950867,0.31203949451446533,0.1538182944059372,0.3785812258720398,0.22886523604393005,0.18854883313179016,0.2019035518169403,0.15529567003250122,0.2120126187801361,0.3383176326751709,0.2675866186618805,0.30420103669166565,0.32659441232681274,0.3383176326751709,0.22143349051475525,0.09908707439899445,0.24034172296524048,0.10070597380399704
.,0.5591574311256409,0.45942068099975586,0.2553567588329315,0.28636154532432556,0.25331494212150574,0.3378238379955292,0.3054012954235077,0.24902430176734924,0.4032190144062042,0.3936232924461365,0.5934505462646484,0.23159366846084595,0.2811720371246338,0.5591574311256409,0.5934505462646484,0.3287466764450073,0.18941882252693176,0.27413639426231384,0.4130953550338745
