,what,year,saw,the,merger,of,two,museums,in,newcastle,?
",",0.3087472915649414,0.28560417890548706,0.2245745062828064,0.4933079481124878,0.25569602847099304,0.4946078956127167,0.35859420895576477,0.24402767419815063,0.5201468467712402,0.251589834690094,0.31091248989105225
including,0.18328791856765747,0.1839407980442047,0.21073633432388306,0.3738902807235718,0.06824830919504166,0.44195112586021423,0.402707040309906,0.33485934138298035,0.35857823491096497,0.1550157517194748,0.1633303165435791
tyneside,0.22811484336853027,0.16664156317710876,0.2746364176273346,0.33988526463508606,0.14152608811855316,0.3008047938346863,0.23061531782150269,0.2713165283203125,0.2752016484737396,0.5080589652061462,0.10805024206638336
's,0.02692362666130066,-0.04087831452488899,0.04767860472202301,-0.01540423184633255,-0.03215087205171585,-0.03817026689648628,0.038143858313560486,-0.033785928040742874,-0.037580832839012146,-0.017262522131204605,-0.023395681753754616
shipbuilding,0.18820497393608093,0.13408856093883514,0.1897304654121399,0.2567063570022583,0.23339371383190155,0.264638751745224,0.16693706810474396,0.35496580600738525,0.3171049952507019,0.33717235922813416,0.10001028329133987
heritage,0.1899084597826004,0.1454440951347351,0.06728262454271317,0.25149020552635193,0.11075080931186676,0.2737451195716858,0.10470659285783768,0.3478243052959442,0.2754135727882385,0.2021583765745163,0.17516329884529114
",",0.3087472915649414,0.28560417890548706,0.2245745062828064,0.4933079481124878,0.25569602847099304,0.4946078956127167,0.35859420895576477,0.24402767419815063,0.5201468467712402,0.251589834690094,0.31091248989105225
and,0.31309178471565247,0.2506658732891083,0.2664891481399536,0.5171257257461548,0.16802267730236053,0.5116966962814331,0.4671151638031006,0.3102967441082001,0.4954058527946472,0.20204751193523407,0.20544172823429108
inventions,0.26480668783187866,0.12484435737133026,0.1983712911605835,0.21484124660491943,0.12338358908891678,0.20976124703884125,0.20403599739074707,0.23106329143047333,0.22111988067626953,0.10958545655012131,0.1723206788301468
which,0.5261979103088379,0.242343008518219,0.15807431936264038,0.6521818041801453,0.20221349596977234,0.5011631846427917,0.4674137234687805,0.2737024426460266,0.4840516746044159,0.19934645295143127,0.25814583897590637
changed,0.2667781710624695,0.23279936611652374,0.2759757936000824,0.351829469203949,0.313047856092453,0.3099449872970581,0.26786166429519653,0.15317833423614502,0.292167991399765,0.14559321105480194,0.21123318374156952
the,0.42745697498321533,0.3609684407711029,0.318278044462204,1.0,0.2557354271411896,0.733189046382904,0.43858039379119873,0.2721219062805176,0.6662389636039734,0.2253497689962387,0.22068053483963013
world,0.21669597923755646,0.25931429862976074,0.2194439321756363,0.33604270219802856,0.14189250767230988,0.2828933000564575,0.25136598944664,0.25395792722702026,0.3038199245929718,0.1675499528646469,0.17579582333564758
;,0.10986888408660889,0.00956164300441742,0.021930525079369545,0.09152708947658539,0.04463953524827957,0.054534342139959335,0.04032390937209129,0.128188356757164,0.092739537358284,0.10598292201757431,0.10349778085947037
the,0.42745697498321533,0.3609684407711029,0.318278044462204,1.0,0.2557354271411896,0.733189046382904,0.43858039379119873,0.2721219062805176,0.6662389636039734,0.2253497689962387,0.22068053483963013
great,0.2562883198261261,0.12131180614233017,0.272678941488266,0.2822027802467346,0.09634245932102203,0.3168134391307831,0.1982017457485199,0.11170923709869385,0.23348836600780487,0.17874109745025635,0.13135133683681488
north,0.18673177063465118,0.18207356333732605,0.1435629427433014,0.36298373341560364,0.17661531269550323,0.3604778051376343,0.23478835821151733,0.23942887783050537,0.39050599932670593,0.28581127524375916,0.11829731613397598
museum,0.1771627515554428,0.1009267270565033,0.13488774001598358,0.24861779808998108,0.13193607330322266,0.23314370214939117,0.10843382775783539,0.766154408454895,0.2407650351524353,0.17209672927856445,0.14128351211547852
;,0.10986888408660889,0.00956164300441742,0.021930525079369545,0.09152708947658539,0.04463953524827957,0.054534342139959335,0.04032390937209129,0.128188356757164,0.092739537358284,0.10598292201757431,0.10349778085947037
in,0.30808621644973755,0.3359307050704956,0.24892163276672363,0.6662389636039734,0.22860760986804962,0.5696388483047485,0.36463531851768494,0.2833188474178314,1.0,0.19270820915699005,0.20430970191955566
2009,-0.2519478499889374,-0.13903464376926422,-0.1890832930803299,-0.23935742676258087,-0.29529520869255066,-0.2637706398963928,-0.2097574919462204,-0.24964307248592377,-0.28531888127326965,-0.24289493262767792,-0.2287932187318802
the,0.42745697498321533,0.3609684407711029,0.318278044462204,1.0,0.2557354271411896,0.733189046382904,0.43858039379119873,0.2721219062805176,0.6662389636039734,0.2253497689962387,0.22068053483963013
newcastle,0.16276082396507263,0.18703900277614594,0.20801062881946564,0.2253497689962387,0.2211640477180481,0.18781472742557526,0.15140333771705627,0.22817452251911163,0.19270820915699005,1.0000001192092896,0.0902252271771431
on,0.34226128458976746,0.27628999948501587,0.2870093584060669,0.5107308030128479,0.15951916575431824,0.3966929316520691,0.3205535411834717,0.189836323261261,0.46853652596473694,0.1698579639196396,0.2714994251728058
tyne,0.14296641945838928,0.08093351125717163,0.21000033617019653,0.23053501546382904,0.14000025391578674,0.2296384871006012,0.13521085679531097,0.20501799881458282,0.20370638370513916,0.6070957183837891,0.07377036660909653
museum,0.1771627515554428,0.1009267270565033,0.13488774001598358,0.24861779808998108,0.13193607330322266,0.23314370214939117,0.10843382775783539,0.766154408454895,0.2407650351524353,0.17209672927856445,0.14128351211547852
of,0.33290785551071167,0.2578314542770386,0.28204935789108276,0.733189046382904,0.18576329946517944,1.0,0.37726253271102905,0.2631984055042267,0.5696388483047485,0.18781472742557526,0.1826142966747284
antiquities,0.1691465973854065,0.14986391365528107,0.15847313404083252,0.27588456869125366,0.11203648895025253,0.34274864196777344,0.17501957714557648,0.4941841959953308,0.23959346115589142,0.13923999667167664,0.19398705661296844
merged,0.13653609156608582,0.10717922449111938,0.15079478919506073,0.22961698472499847,0.7871624827384949,0.19221307337284088,0.2173376977443695,0.12534378468990326,0.20397168397903442,0.17378979921340942,0.16063673794269562
with,0.2464839518070221,0.3220449686050415,0.2560844421386719,0.4223487675189972,0.19741658866405487,0.41827285289764404,0.4333336651325226,0.12174906581640244,0.4080928862094879,0.1710812896490097,0.2433311939239502
the,0.42745697498321533,0.3609684407711029,0.318278044462204,1.0,0.2557354271411896,0.733189046382904,0.43858039379119873,0.2721219062805176,0.6662389636039734,0.2253497689962387,0.22068053483963013
great,0.2562883198261261,0.12131180614233017,0.272678941488266,0.2822027802467346,0.09634245932102203,0.3168134391307831,0.1982017457485199,0.11170923709869385,0.23348836600780487,0.17874109745025635,0.13135133683681488
north,0.18673177063465118,0.18207356333732605,0.1435629427433014,0.36298373341560364,0.17661531269550323,0.3604778051376343,0.23478835821151733,0.23942887783050537,0.39050599932670593,0.28581127524375916,0.11829731613397598
museum,0.1771627515554428,0.1009267270565033,0.13488774001598358,0.24861779808998108,0.13193607330322266,0.23314370214939117,0.10843382775783539,0.766154408454895,0.2407650351524353,0.17209672927856445,0.14128351211547852
(,0.2411840260028839,0.2556702494621277,0.12585532665252686,0.33289089798927307,0.201023668050766,0.35032153129577637,0.2169162482023239,0.09911643713712692,0.3087427020072937,0.13896974921226501,0.40561532974243164
hancock,0.1591028869152069,0.17419974505901337,0.19188974797725677,0.2393239140510559,0.10264752805233002,0.2470812052488327,0.20822833478450775,0.12367481738328934,0.19755811989307404,0.2327992469072342,0.14220868051052094
museum,0.1771627515554428,0.1009267270565033,0.13488774001598358,0.24861779808998108,0.13193607330322266,0.23314370214939117,0.10843382775783539,0.766154408454895,0.2407650351524353,0.17209672927856445,0.14128351211547852
),0.26259949803352356,0.24282371997833252,0.12221162021160126,0.3456730246543884,0.21607519686222076,0.3680361211299896,0.24161455035209656,0.09806903451681137,0.3326910734176636,0.15254424512386322,0.42300865054130554
;,0.10986888408660889,0.00956164300441742,0.021930525079369545,0.09152708947658539,0.04463953524827957,0.054534342139959335,0.04032390937209129,0.128188356757164,0.092739537358284,0.10598292201757431,0.10349778085947037
seven,0.15978287160396576,0.23835140466690063,0.11995700746774673,0.28151169419288635,0.14098787307739258,0.273354172706604,0.45715051889419556,0.1717030107975006,0.24717609584331512,0.14616888761520386,0.1732930988073349
stories,0.2844959497451782,0.19624771177768707,0.23825494945049286,0.2397296130657196,0.12769292294979095,0.2577437460422516,0.2322434037923813,0.2535563111305237,0.22487233579158783,0.161932572722435,0.20536305010318756
a,0.3320399522781372,0.29350247979164124,0.2244260609149933,0.5829201340675354,0.20794767141342163,0.5052502155303955,0.3289857804775238,0.12684829533100128,0.539380669593811,0.21405641734600067,0.23916715383529663
museum,0.1771627515554428,0.1009267270565033,0.13488774001598358,0.24861779808998108,0.13193607330322266,0.23314370214939117,0.10843382775783539,0.766154408454895,0.2407650351524353,0.17209672927856445,0.14128351211547852
dedicated,0.1580183058977127,0.19050315022468567,0.1331634819507599,0.2320098578929901,0.0654287338256836,0.2574051022529602,0.1557271033525467,0.3413301110267639,0.20924530923366547,0.06701260060071945,0.12950462102890015
to,0.455847829580307,0.23523004353046417,0.2710057497024536,0.535392165184021,0.11012744158506393,0.41548454761505127,0.3343428373336792,0.21569155156612396,0.45010748505592346,0.23559264838695526,0.29463258385658264
children,0.22469459474086761,0.19113987684249878,0.18555617332458496,0.15654058754444122,0.1346457600593567,0.1978350728750229,0.2451518028974533,0.21361495554447174,0.2065156251192093,0.0826583206653595,0.21788206696510315
's,0.02692362666130066,-0.04087831452488899,0.04767860472202301,-0.01540423184633255,-0.03215087205171585,-0.03817026689648628,0.038143858313560486,-0.033785928040742874,-0.037580832839012146,-0.017262522131204605,-0.023395681753754616
books,0.2542080581188202,0.2115596979856491,0.21007461845874786,0.23187310993671417,0.1474607288837433,0.18863578140735626,0.20767998695373535,0.2988140881061554,0.250139981508255,0.13684840500354767,0.1897611767053604
",",0.3087472915649414,0.28560417890548706,0.2245745062828064,0.4933079481124878,0.25569602847099304,0.4946078956127167,0.35859420895576477,0.24402767419815063,0.5201468467712402,0.251589834690094,0.31091248989105225
the,0.42745697498321533,0.3609684407711029,0.318278044462204,1.0,0.2557354271411896,0.733189046382904,0.43858039379119873,0.2721219062805176,0.6662389636039734,0.2253497689962387,0.22068053483963013
side,0.2532914876937866,0.12599679827690125,0.22707678377628326,0.37146830558776855,0.07803308218717575,0.2452700436115265,0.28367456793785095,0.13340291380882263,0.2626299262046814,0.1392294317483902,0.07831130921840668
gallery,0.1566055566072464,0.11597850918769836,0.13445977866649628,0.19251246750354767,0.07522721588611603,0.1971534639596939,0.19319093227386475,0.5599044561386108,0.21665531396865845,0.22388973832130432,0.18202216923236847
historical,0.2923852205276489,0.15582066774368286,0.1414119303226471,0.30835282802581787,0.1776077300310135,0.3218611776828766,0.19262799620628357,0.29516786336898804,0.30350539088249207,0.1081753522157669,0.1665111482143402
and,0.31309178471565247,0.2506658732891083,0.2664891481399536,0.5171257257461548,0.16802267730236053,0.5116966962814331,0.4671151638031006,0.3102967441082001,0.4954058527946472,0.20204751193523407,0.20544172823429108
contemporary,0.20300830900669098,0.17726363241672516,0.20740313827991486,0.25350451469421387,0.10742784291505814,0.2923402488231659,0.1703103631734848,0.3422742187976837,0.25818222761154175,0.16254562139511108,0.09539991617202759
photography,0.15990793704986572,0.13260403275489807,0.1208966076374054,0.1538320779800415,0.12236060202121735,0.20351915061473846,0.17766524851322174,0.23678894340991974,0.21896670758724213,0.1571962833404541,0.12825748324394226
from,0.2737620174884796,0.2101740688085556,0.26102250814437866,0.40150508284568787,0.1741155982017517,0.4249346852302551,0.25732070207595825,0.20176564157009125,0.4274188280105591,0.1747848093509674,0.19969791173934937
around,0.27475327253341675,0.28177201747894287,0.25669676065444946,0.40085816383361816,0.05625685304403305,0.3296394646167755,0.3028758764266968,0.22889429330825806,0.41294145584106445,0.19274786114692688,0.14729668200016022
the,0.42745697498321533,0.3609684407711029,0.318278044462204,1.0,0.2557354271411896,0.733189046382904,0.43858039379119873,0.2721219062805176,0.6662389636039734,0.2253497689962387,0.22068053483963013
world,0.21669597923755646,0.25931429862976074,0.2194439321756363,0.33604270219802856,0.14189250767230988,0.2828933000564575,0.25136598944664,0.25395792722702026,0.3038199245929718,0.1675499528646469,0.17579582333564758
and,0.31309178471565247,0.2506658732891083,0.2664891481399536,0.5171257257461548,0.16802267730236053,0.5116966962814331,0.4671151638031006,0.3102967441082001,0.4954058527946472,0.20204751193523407,0.20544172823429108
northern,0.19332477450370789,0.22468909621238708,0.13630127906799316,0.3422943353652954,0.18587197363376617,0.32586339116096497,0.17979876697063446,0.17625291645526886,0.3545122444629669,0.22333604097366333,0.13149388134479523
england,0.21399550139904022,0.26261523365974426,0.24014851450920105,0.28280043601989746,0.1024385392665863,0.24624483287334442,0.21697291731834412,0.2542918622493744,0.33311840891838074,0.4422447383403778,0.13436897099018097
and,0.31309178471565247,0.2506658732891083,0.2664891481399536,0.5171257257461548,0.16802267730236053,0.5116966962814331,0.4671151638031006,0.3102967441082001,0.4954058527946472,0.20204751193523407,0.20544172823429108
the,0.42745697498321533,0.3609684407711029,0.318278044462204,1.0,0.2557354271411896,0.733189046382904,0.43858039379119873,0.2721219062805176,0.6662389636039734,0.2253497689962387,0.22068053483963013
newburn,0.23920731246471405,0.215619295835495,0.1949976533651352,0.28323662281036377,0.15478287637233734,0.2528952360153198,0.21578146517276764,0.18255016207695007,0.29172492027282715,0.49373871088027954,0.2338368445634842
hall,0.10849796235561371,0.21268776059150696,0.08382412046194077,0.28526565432548523,0.17732685804367065,0.23551815748214722,0.2003406286239624,0.2643645107746124,0.23692627251148224,0.1928360015153885,0.13520537316799164
motor,0.18952611088752747,0.1394796520471573,0.12577439844608307,0.26024484634399414,0.1846921592950821,0.20839329063892365,0.21614249050617218,0.21707883477210999,0.21732762455940247,0.2598158121109009,0.0637441948056221
museum,0.1771627515554428,0.1009267270565033,0.13488774001598358,0.24861779808998108,0.13193607330322266,0.23314370214939117,0.10843382775783539,0.766154408454895,0.2407650351524353,0.17209672927856445,0.14128351211547852
.,0.3567904531955719,0.32538118958473206,0.23244720697402954,0.5934505462646484,0.23265978693962097,0.5352458953857422,0.3524959683418274,0.2693258821964264,0.5591574311256409,0.2714749276638031,0.4130953550338745
