,what,was,left,when,engulfed,algae,was,broken,down,?
",",0.3087472915649414,0.45456063747406006,0.2448868453502655,0.36674630641937256,0.2688198387622833,0.23682884871959686,0.45456063747406006,0.2498844563961029,0.23362469673156738,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.2571277916431427,0.4716290831565857,0.2867180109024048,0.22090305387973785,0.3740963041782379,0.24986933171749115,0.2760816216468811,0.20544172823429108
sometimes,0.34229418635368347,0.20651423931121826,0.17127232253551483,0.412046879529953,0.23977068066596985,0.2573377788066864,0.20651423931121826,0.1630311757326126,0.23035487532615662,0.1751544177532196
its,0.30393704771995544,0.3518870174884796,0.14614467322826385,0.34032323956489563,0.2365863174200058,0.17266863584518433,0.3518870174884796,0.17536333203315735,0.20866182446479797,0.15103481709957123
cell,0.19222842156887054,0.11768463999032974,0.18008725345134735,0.24251431226730347,0.33944517374038696,0.3809577226638794,0.11768463999032974,0.22566354274749756,0.12065605074167252,0.2058541625738144
membrane,0.1647152304649353,0.09411358833312988,0.09626509249210358,0.22545574605464935,0.39397525787353516,0.46020984649658203,0.09411358833312988,0.2412659078836441,0.18727439641952515,0.18908235430717468
and,0.31309178471565247,0.3740963041782379,0.2571277916431427,0.4716290831565857,0.2867180109024048,0.22090305387973785,0.3740963041782379,0.24986933171749115,0.2760816216468811,0.20544172823429108
nucleus,0.2337055206298828,0.15062680840492249,0.13271373510360718,0.2574683129787445,0.4384811520576477,0.41728174686431885,0.15062680840492249,0.20088320970535278,0.15345488488674164,0.1512926071882248
",",0.3087472915649414,0.45456063747406006,0.2448868453502655,0.36674630641937256,0.2688198387622833,0.23682884871959686,0.45456063747406006,0.2498844563961029,0.23362469673156738,0.31091248989105225
forming,0.18138349056243896,0.16271089017391205,0.2585892081260681,0.30839982628822327,0.3923044204711914,0.3129333555698395,0.16271089017391205,0.2066647708415985,0.1749727725982666,0.11404796689748764
a,0.3320399522781372,0.4508470594882965,0.19688890874385834,0.44397395849227905,0.23796455562114716,0.16808637976646423,0.4508470594882965,0.2553630769252777,0.2387222796678543,0.23916715383529663
chloroplast,0.23505516350269318,0.1622564196586609,0.1606103479862213,0.2618095278739929,0.48598814010620117,0.6502871513366699,0.1622564196586609,0.22259211540222168,0.1508600264787674,0.12532055377960205
with,0.2464839518070221,0.27411898970603943,0.219827800989151,0.5075214505195618,0.2794054448604584,0.17433133721351624,0.27411898970603943,0.2444705218076706,0.2706494629383087,0.2433311939239502
three,0.24888746440410614,0.2748996615409851,0.20577223598957062,0.2820437252521515,0.3106870651245117,0.14184808731079102,0.2748996615409851,0.2328377366065979,0.24450480937957764,0.20928427577018738
or,0.33867141604423523,0.2330796718597412,0.19077488780021667,0.417120099067688,0.27877572178840637,0.29408353567123413,0.2330796718597412,0.2521423399448395,0.23573468625545502,0.32389625906944275
four,0.18057085573673248,0.2866098880767822,0.16671162843704224,0.2677527964115143,0.32041415572166443,0.1558818221092224,0.2866098880767822,0.178808331489563,0.1812206506729126,0.14532537758350372
membranes—the,0.23621341586112976,0.16409876942634583,0.14519736170768738,0.2658006548881531,0.4427165985107422,0.49218007922172546,0.16409876942634583,0.26667776703834534,0.21234460175037384,0.23806138336658478
two,0.23363454639911652,0.27166637778282166,0.2500832974910736,0.3743424117565155,0.37393712997436523,0.20341196656227112,0.27166637778282166,0.2680015563964844,0.2533988952636719,0.19645625352859497
cyanobacterial,0.2474752515554428,0.21216754615306854,0.12723958492279053,0.2542852759361267,0.4900244474411011,0.6470255255699158,0.21216754615306854,0.23381249606609344,0.1680668741464615,0.19054965674877167
membranes,0.18834297358989716,0.10123663395643234,0.11230450123548508,0.24708013236522675,0.4346589744091034,0.500580906867981,0.10123663395643234,0.2624005973339081,0.19892607629299164,0.20524227619171143
",",0.3087472915649414,0.45456063747406006,0.2448868453502655,0.36674630641937256,0.2688198387622833,0.23682884871959686,0.45456063747406006,0.2498844563961029,0.23362469673156738,0.31091248989105225
sometimes,0.34229418635368347,0.20651423931121826,0.17127232253551483,0.412046879529953,0.23977068066596985,0.2573377788066864,0.20651423931121826,0.1630311757326126,0.23035487532615662,0.1751544177532196
the,0.42745697498321533,0.48711544275283813,0.33113980293273926,0.5091903209686279,0.3533762991428375,0.17142868041992188,0.48711544275283813,0.27700477838516235,0.3325848877429962,0.22068053483963013
eaten,0.22660933434963226,0.16653254628181458,0.18818359076976776,0.26824063062667847,0.3359687924385071,0.36723461747169495,0.16653254628181458,0.24376654624938965,0.19861334562301636,0.19809049367904663
alga,0.12795694172382355,0.08188901096582413,0.06642021983861923,0.13076181709766388,0.4388161599636078,0.7943305969238281,0.08188901096582413,0.13767434656620026,0.1023353859782219,0.15664592385292053
's,0.02692362666130066,0.008974763564765453,0.0003564352518878877,-0.03368149697780609,-0.08167965710163116,0.05927504599094391,0.008974763564765453,-0.09864115715026855,-0.0948290154337883,-0.023395681753754616
cell,0.19222842156887054,0.11768463999032974,0.18008725345134735,0.24251431226730347,0.33944517374038696,0.3809577226638794,0.11768463999032974,0.22566354274749756,0.12065605074167252,0.2058541625738144
membrane,0.1647152304649353,0.09411358833312988,0.09626509249210358,0.22545574605464935,0.39397525787353516,0.46020984649658203,0.09411358833312988,0.2412659078836441,0.18727439641952515,0.18908235430717468
",",0.3087472915649414,0.45456063747406006,0.2448868453502655,0.36674630641937256,0.2688198387622833,0.23682884871959686,0.45456063747406006,0.2498844563961029,0.23362469673156738,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.2571277916431427,0.4716290831565857,0.2867180109024048,0.22090305387973785,0.3740963041782379,0.24986933171749115,0.2760816216468811,0.20544172823429108
the,0.42745697498321533,0.48711544275283813,0.33113980293273926,0.5091903209686279,0.3533762991428375,0.17142868041992188,0.48711544275283813,0.27700477838516235,0.3325848877429962,0.22068053483963013
phagosomal,0.24508218467235565,0.16761843860149384,0.07247257232666016,0.21732106804847717,0.456008642911911,0.47758886218070984,0.16761843860149384,0.21115203201770782,0.18505747616291046,0.2133897840976715
vacuole,0.23653627932071686,0.12564188241958618,0.18860797584056854,0.2993885576725006,0.45953068137168884,0.48326435685157776,0.12564188241958618,0.24805910885334015,0.24969474971294403,0.2012493908405304
from,0.2737620174884796,0.31171464920043945,0.2032279670238495,0.405669629573822,0.23908232152462006,0.18103647232055664,0.31171464920043945,0.19109582901000977,0.2386235147714615,0.19969791173934937
the,0.42745697498321533,0.48711544275283813,0.33113980293273926,0.5091903209686279,0.3533762991428375,0.17142868041992188,0.48711544275283813,0.27700477838516235,0.3325848877429962,0.22068053483963013
host,0.12779991328716278,0.16720354557037354,0.13865774869918823,0.17116107046604156,0.22840361297130585,0.22407445311546326,0.16720354557037354,0.07376205176115036,0.06195874884724617,0.1021634042263031
's,0.02692362666130066,0.008974763564765453,0.0003564352518878877,-0.03368149697780609,-0.08167965710163116,0.05927504599094391,0.008974763564765453,-0.09864115715026855,-0.0948290154337883,-0.023395681753754616
cell,0.19222842156887054,0.11768463999032974,0.18008725345134735,0.24251431226730347,0.33944517374038696,0.3809577226638794,0.11768463999032974,0.22566354274749756,0.12065605074167252,0.2058541625738144
membrane,0.1647152304649353,0.09411358833312988,0.09626509249210358,0.22545574605464935,0.39397525787353516,0.46020984649658203,0.09411358833312988,0.2412659078836441,0.18727439641952515,0.18908235430717468
.,0.3567904531955719,0.40146201848983765,0.28830423951148987,0.475719153881073,0.32117652893066406,0.19348591566085815,0.40146201848983765,0.24041883647441864,0.2362249493598938,0.4130953550338745
