,an,1821,full,size,oil,sketch,of,which,famous,british,painting,was,donated,by,john,sheepshank,'s,daughter,in,1888,?
sheepshanks,0.2606586813926697,-0.014530062675476074,0.18083356320858002,0.2004672735929489,0.2953904867172241,0.31583651900291443,0.23987549543380737,0.3156430125236511,0.3115028440952301,0.31396764516830444,0.319924920797348,0.29006990790367126,0.21179375052452087,0.3757704794406891,0.3003201186656952,0.9421700239181519,0.07295095175504684,0.27923616766929626,0.2991338074207306,0.15675362944602966,0.26307445764541626
bequest,0.22005362808704376,0.08007170259952545,0.1803746223449707,0.14489318430423737,0.23000945150852203,0.25857916474342346,0.30752936005592346,0.22139106690883636,0.19831232726573944,0.2238941192626953,0.27704474329948425,0.3015955984592438,0.3226269483566284,0.2555016279220581,0.31337428092956543,0.34224459528923035,0.03663630038499832,0.2769486606121063,0.2849925756454468,0.12696583569049835,0.22906942665576935
",",0.3581022024154663,-0.019429925829172134,0.18524548411369324,0.2156888097524643,0.20043784379959106,0.20402437448501587,0.4946078956127167,0.3658004403114319,0.2816491723060608,0.25734075903892517,0.22243469953536987,0.45456063747406006,0.2569865584373474,0.3680937886238098,0.23961079120635986,0.3665146231651306,-0.0016132977325469255,0.29290133714675903,0.5201468467712402,0.12918877601623535,0.31091248989105225
the,0.4207492768764496,-0.20734712481498718,0.2988807260990143,0.2946445941925049,0.21849922835826874,0.17374901473522186,0.733189046382904,0.6521818041801453,0.28616565465927124,0.28973397612571716,0.20519959926605225,0.48711544275283813,0.24606364965438843,0.4408751428127289,0.2230520099401474,0.32790711522102356,-0.01540423184633255,0.16813424229621887,0.6662389636039734,0.2002750039100647,0.22068053483963013
majority,0.12461255490779877,-0.1716471165418625,0.18556812405586243,0.24982894957065582,0.12200039625167847,0.14086845517158508,0.29706597328186035,0.2740524113178253,0.12110666930675507,0.16124340891838074,0.0687241181731224,0.17051540315151215,0.10850683599710464,0.21340490877628326,0.07221128791570663,0.18497295677661896,0.06142395734786987,0.10526737570762634,0.2563854157924652,0.09868843853473663,0.220119908452034
of,0.32280945777893066,-0.15542727708816528,0.3238043189048767,0.27599775791168213,0.22900764644145966,0.1751188188791275,1.0,0.5011631846427917,0.3074295222759247,0.23701532185077667,0.22635287046432495,0.4069072902202606,0.27521181106567383,0.3646814823150635,0.2407056987285614,0.23886480927467346,-0.03817026689648628,0.23132967948913574,0.5696388483047485,0.16667240858078003,0.1826142966747284
the,0.4207492768764496,-0.20734712481498718,0.2988807260990143,0.2946445941925049,0.21849922835826874,0.17374901473522186,0.733189046382904,0.6521818041801453,0.28616565465927124,0.28973397612571716,0.20519959926605225,0.48711544275283813,0.24606364965438843,0.4408751428127289,0.2230520099401474,0.32790711522102356,-0.01540423184633255,0.16813424229621887,0.6662389636039734,0.2002750039100647,0.22068053483963013
artist,0.2181558758020401,-0.05749139189720154,0.1261284351348877,0.0976116880774498,0.21056002378463745,0.3309676945209503,0.15722915530204773,0.12611816823482513,0.25282880663871765,0.15826356410980225,0.5214375853538513,0.26030707359313965,0.2529071271419525,0.24115848541259766,0.21397335827350616,0.30335938930511475,-0.03338845074176788,0.1683889627456665,0.18431559205055237,0.07872313261032104,0.1782921850681305
's,0.025255560874938965,-0.06615035235881805,0.03059709072113037,0.08317088335752487,-0.08246297389268875,0.09007653594017029,-0.03817026689648628,0.03856118768453598,0.01744024269282818,0.06352180242538452,-0.020961230620741844,0.008974763564765453,-0.09636961668729782,-0.010884488001465797,-0.1023898646235466,0.08385603874921799,0.9999999403953552,-0.04211100563406944,-0.037580832839012146,0.00017254317936021835,-0.023395681753754616
works,0.22120307385921478,-0.1157955676317215,0.20113037526607513,0.09653602540493011,0.14415723085403442,0.2613842785358429,0.1964656114578247,0.2730301022529602,0.28817856311798096,0.12995171546936035,0.28612133860588074,0.2401018887758255,0.2451373040676117,0.2887086570262909,0.1147821769118309,0.2081194519996643,0.04286740720272064,0.10143766552209854,0.2656683027744293,0.054637908935546875,0.19597402215003967
were,0.08893381804227829,-0.149941086769104,0.11792276054620743,0.14647510647773743,0.146466463804245,0.16753770411014557,0.34038281440734863,0.2807837128639221,0.2656451165676117,0.27742838859558105,0.17823439836502075,0.590133786201477,0.22954699397087097,0.4406847059726715,0.19632886350154877,0.2711160182952881,0.007088581565767527,0.14061200618743896,0.3815755248069763,0.11776332557201385,0.17890112102031708
donated,0.18362584710121155,-0.06174243986606598,0.1551930457353592,0.1397390067577362,0.25947412848472595,0.21445268392562866,0.27521181106567383,0.26752161979675293,0.24872925877571106,0.1522148698568344,0.3204607367515564,0.2994552254676819,0.9999998807907104,0.24880395829677582,0.17012862861156464,0.2317301630973816,-0.09636961668729782,0.22889067232608795,0.2671816647052765,0.12505903840065002,0.10052662342786789
by,0.2719563841819763,-0.1695324033498764,0.16102208197116852,0.1382545381784439,0.20634248852729797,0.23855598270893097,0.3646814823150635,0.40543368458747864,0.24140264093875885,0.26707085967063904,0.22491493821144104,0.4752357602119446,0.24880395829677582,1.0000001192092896,0.2502059042453766,0.3429465591907501,-0.010884488001465797,0.2229689210653305,0.370934396982193,0.09257477521896362,0.17966607213020325
his,0.24025635421276093,-0.13051742315292358,0.2767820954322815,0.12680573761463165,0.13940200209617615,0.2716961205005646,0.38364991545677185,0.32283493876457214,0.28745037317276,0.2021821290254593,0.3009554445743561,0.4405253231525421,0.26214152574539185,0.3107621967792511,0.288114070892334,0.36051344871520996,0.047556519508361816,0.32975703477859497,0.3598145842552185,0.12162206321954727,0.18075084686279297
daughter,0.12894655764102936,0.03208446875214577,0.13537678122520447,0.028343534097075462,0.10348214954137802,0.14812719821929932,0.23132967948913574,0.14419052004814148,0.1976463794708252,0.16097192466259003,0.17386914789676666,0.2568452060222626,0.22889067232608795,0.2229689210653305,0.23180030286312103,0.2730414867401123,-0.04211100563406944,1.0,0.1683245152235031,0.14042791724205017,0.10566599667072296
isabel,0.1772596538066864,0.044662024825811386,0.08217787742614746,0.10025756806135178,0.14287440478801727,0.09093388170003891,0.2063090205192566,0.11574243754148483,0.1890561878681183,0.19464701414108276,0.18660582602024078,0.2664034962654114,0.13587932288646698,0.17284749448299408,0.2734992504119873,0.19795165956020355,-0.05012989416718483,0.34193068742752075,0.19659313559532166,0.09864135831594467,0.14622391760349274
in,0.2605783939361572,-0.05933346599340439,0.20023053884506226,0.21714140474796295,0.21800900995731354,0.27937084436416626,0.5696388483047485,0.4840516746044159,0.34673580527305603,0.23084034025669098,0.22482578456401825,0.45514053106307983,0.2671816647052765,0.370934396982193,0.22177861630916595,0.29309898614883423,-0.037580832839012146,0.1683245152235031,1.0,0.13696274161338806,0.20430970191955566
1888,0.1108282133936882,-0.06705836206674576,0.09694570302963257,0.24006812274456024,0.08376599848270416,0.047848355025053024,0.16667240858078003,0.1898699551820755,0.08759182691574097,0.0684163048863411,0.09268029779195786,0.1682576835155487,0.12505903840065002,0.09257477521896362,0.09934449195861816,0.15642713010311127,0.00017254317936021835,0.14042791724205017,0.13696274161338806,1.0000001192092896,0.07625395059585571
",",0.3581022024154663,-0.019429925829172134,0.18524548411369324,0.2156888097524643,0.20043784379959106,0.20402437448501587,0.4946078956127167,0.3658004403114319,0.2816491723060608,0.25734075903892517,0.22243469953536987,0.45456063747406006,0.2569865584373474,0.3680937886238098,0.23961079120635986,0.3665146231651306,-0.0016132977325469255,0.29290133714675903,0.5201468467712402,0.12918877601623535,0.31091248989105225
including,0.13861823081970215,-0.11599842458963394,0.1977260410785675,0.16353440284729004,0.11212632805109024,0.08664525300264359,0.44195112586021423,0.41826364398002625,0.3776775002479553,0.24625439941883087,0.12301861494779587,0.21884717047214508,0.21644090116024017,0.30155983567237854,0.17031776905059814,0.27775657176971436,0.0074059427715837955,0.12292396277189255,0.35857823491096497,0.08424394577741623,0.1633303165435791
the,0.4207492768764496,-0.20734712481498718,0.2988807260990143,0.2946445941925049,0.21849922835826874,0.17374901473522186,0.733189046382904,0.6521818041801453,0.28616565465927124,0.28973397612571716,0.20519959926605225,0.48711544275283813,0.24606364965438843,0.4408751428127289,0.2230520099401474,0.32790711522102356,-0.01540423184633255,0.16813424229621887,0.6662389636039734,0.2002750039100647,0.22068053483963013
large,0.25319868326187134,-0.133670374751091,0.24274130165576935,0.45722296833992004,0.23295000195503235,0.14329877495765686,0.3569655418395996,0.46308431029319763,0.2603476643562317,0.1757306456565857,0.18098826706409454,0.21717436611652374,0.25674912333488464,0.2555539309978485,0.05326656624674797,0.28262361884117126,0.06319566071033478,0.15226997435092926,0.2841601073741913,0.22882460057735443,0.1355665624141693
number,0.1875157356262207,-0.20691481232643127,0.21107110381126404,0.2965795695781708,0.08548825979232788,0.10592799633741379,0.2778518795967102,0.3661547005176544,0.1964578628540039,0.16428987681865692,0.07481374591588974,0.1855042725801468,0.17024017870426178,0.2551532983779907,0.1263035535812378,0.20438656210899353,0.033178191632032394,0.06094362214207649,0.3024539053440094,0.13427025079727173,0.19256845116615295
of,0.32280945777893066,-0.15542727708816528,0.3238043189048767,0.27599775791168213,0.22900764644145966,0.1751188188791275,1.0,0.5011631846427917,0.3074295222759247,0.23701532185077667,0.22635287046432495,0.4069072902202606,0.27521181106567383,0.3646814823150635,0.2407056987285614,0.23886480927467346,-0.03817026689648628,0.23132967948913574,0.5696388483047485,0.16667240858078003,0.1826142966747284
sketches,0.16027210652828217,-0.0018871293868869543,0.18317677080631256,0.1345302015542984,0.24654000997543335,0.8300355076789856,0.22395557165145874,0.22349999845027924,0.3200458288192749,0.16755881905555725,0.47665899991989136,0.2562568783760071,0.2368098348379135,0.26755738258361816,0.18215589225292206,0.35211241245269775,0.06130577623844147,0.11926808953285217,0.3207882344722748,0.069139763712883,0.15365110337734222
in,0.2605783939361572,-0.05933346599340439,0.20023053884506226,0.21714140474796295,0.21800900995731354,0.27937084436416626,0.5696388483047485,0.4840516746044159,0.34673580527305603,0.23084034025669098,0.22482578456401825,0.45514053106307983,0.2671816647052765,0.370934396982193,0.22177861630916595,0.29309898614883423,-0.037580832839012146,0.1683245152235031,1.0,0.13696274161338806,0.20430970191955566
oil,0.13089607656002045,-0.15421690046787262,0.06795687228441238,0.14090050756931305,1.0,0.2744268476963043,0.22900764644145966,0.20154443383216858,0.15415267646312714,0.13256411254405975,0.4642307758331299,0.15102124214172363,0.25947412848472595,0.20634248852729797,0.18079443275928497,0.26668551564216614,-0.08246297389268875,0.10348214954137802,0.21800900995731354,0.08376599848270416,0.14867261052131653
",",0.3581022024154663,-0.019429925829172134,0.18524548411369324,0.2156888097524643,0.20043784379959106,0.20402437448501587,0.4946078956127167,0.3658004403114319,0.2816491723060608,0.25734075903892517,0.22243469953536987,0.45456063747406006,0.2569865584373474,0.3680937886238098,0.23961079120635986,0.3665146231651306,-0.0016132977325469255,0.29290133714675903,0.5201468467712402,0.12918877601623535,0.31091248989105225
the,0.4207492768764496,-0.20734712481498718,0.2988807260990143,0.2946445941925049,0.21849922835826874,0.17374901473522186,0.733189046382904,0.6521818041801453,0.28616565465927124,0.28973397612571716,0.20519959926605225,0.48711544275283813,0.24606364965438843,0.4408751428127289,0.2230520099401474,0.32790711522102356,-0.01540423184633255,0.16813424229621887,0.6662389636039734,0.2002750039100647,0.22068053483963013
most,0.2748267352581024,-0.24813902378082275,0.13698653876781464,0.1728934794664383,0.20593872666358948,0.1903218775987625,0.4178851246833801,0.4637843072414398,0.4934774339199066,0.1875709593296051,0.21197491884231567,0.29933857917785645,0.21393658220767975,0.270847886800766,0.11307311803102493,0.26122236251831055,0.024445664137601852,0.13402622938156128,0.41416558623313904,0.1415625661611557,0.2107497900724411
significant,0.26824912428855896,-0.12517087161540985,0.19473186135292053,0.23348839581012726,0.1764809638261795,0.20043489336967468,0.318554162979126,0.3548031151294708,0.2544060945510864,0.13636839389801025,0.16808919608592987,0.187061607837677,0.2705714702606201,0.19868725538253784,0.09174392372369766,0.15220516920089722,-0.022819485515356064,0.07142138481140137,0.3551969528198242,0.1274867057800293,0.18679562211036682
being,0.2743402123451233,-0.24958442151546478,0.22665895521640778,0.18208295106887817,0.16502055525779724,0.19226869940757751,0.34885138273239136,0.4268448054790497,0.1952914148569107,0.2751213014125824,0.2130831480026245,0.5201660394668579,0.1739233434200287,0.4690866470336914,0.19733887910842896,0.33644768595695496,-0.055871423333883286,0.177802175283432,0.33162933588027954,0.16649606823921204,0.26743772625923157
the,0.4207492768764496,-0.20734712481498718,0.2988807260990143,0.2946445941925049,0.21849922835826874,0.17374901473522186,0.733189046382904,0.6521818041801453,0.28616565465927124,0.28973397612571716,0.20519959926605225,0.48711544275283813,0.24606364965438843,0.4408751428127289,0.2230520099401474,0.32790711522102356,-0.01540423184633255,0.16813424229621887,0.6662389636039734,0.2002750039100647,0.22068053483963013
1821,-0.13173484802246094,1.0000001192092896,-0.2034844160079956,-0.14810772240161896,-0.15421690046787262,0.0018090512603521347,-0.15542727708816528,-0.3338131010532379,0.010337717831134796,0.04738324135541916,-0.1289992779493332,-0.049581125378608704,-0.06174243986606598,-0.1695324033498764,0.07379473745822906,-0.0099825793877244,-0.06615035235881805,0.03208446875214577,-0.05933346599340439,-0.06705836206674576,-0.09346645325422287
full,0.21927766501903534,-0.2034844160079956,1.0,0.2088230550289154,0.06795687228441238,0.18177549540996552,0.3238043189048767,0.290617972612381,0.16164815425872803,0.18365080654621124,0.11078938841819763,0.1574539840221405,0.1551930457353592,0.16102208197116852,0.13101458549499512,0.15897050499916077,0.03059709072113037,0.13537678122520447,0.20023053884506226,0.09694570302963257,0.168479785323143
size,0.19841040670871735,-0.14810772240161896,0.2088230550289154,1.0000001192092896,0.14090050756931305,0.12660975754261017,0.27599775791168213,0.3073295056819916,0.026136435568332672,0.07765406370162964,0.1518448293209076,0.12699323892593384,0.1397390067577362,0.1382545381784439,0.09538546204566956,0.22088904678821564,0.08317088335752487,0.028343534097075462,0.21714140474796295,0.24006812274456024,0.13693112134933472
oil,0.13089607656002045,-0.15421690046787262,0.06795687228441238,0.14090050756931305,1.0,0.2744268476963043,0.22900764644145966,0.20154443383216858,0.15415267646312714,0.13256411254405975,0.4642307758331299,0.15102124214172363,0.25947412848472595,0.20634248852729797,0.18079443275928497,0.26668551564216614,-0.08246297389268875,0.10348214954137802,0.21800900995731354,0.08376599848270416,0.14867261052131653
sketch,0.1728745698928833,0.0018090512603521347,0.18177549540996552,0.12660975754261017,0.2744268476963043,1.0000001192092896,0.1751188188791275,0.17363907396793365,0.24094566702842712,0.21502794325351715,0.4155428111553192,0.24743881821632385,0.21445268392562866,0.23855598270893097,0.1783229559659958,0.3392726182937622,0.09007653594017029,0.14812719821929932,0.27937084436416626,0.047848355025053024,0.15009699761867523
for,0.3236706852912903,-0.19538292288780212,0.2962910830974579,0.1818288266658783,0.19440194964408875,0.20143410563468933,0.4185989499092102,0.44095608592033386,0.2801532745361328,0.1970057189464569,0.20506258308887482,0.3863949179649353,0.30581414699554443,0.3248702883720398,0.22649751603603363,0.30219945311546326,-0.07241261005401611,0.12459317594766617,0.4322226941585541,0.11201612651348114,0.264628142118454
the,0.4207492768764496,-0.20734712481498718,0.2988807260990143,0.2946445941925049,0.21849922835826874,0.17374901473522186,0.733189046382904,0.6521818041801453,0.28616565465927124,0.28973397612571716,0.20519959926605225,0.48711544275283813,0.24606364965438843,0.4408751428127289,0.2230520099401474,0.32790711522102356,-0.01540423184633255,0.16813424229621887,0.6662389636039734,0.2002750039100647,0.22068053483963013
hay,0.16493719816207886,0.01940324902534485,0.1121743842959404,0.10240013897418976,0.21124820411205292,0.14408205449581146,0.19005227088928223,0.1912391036748886,0.18367235362529755,0.09325826168060303,0.1900063306093216,0.1289428472518921,0.20126941800117493,0.1456466168165207,0.21336962282657623,0.30931615829467773,-0.017468690872192383,0.1831578016281128,0.1965736746788025,-0.04103371873497963,0.164826899766922
wain,0.1099688857793808,0.09189728647470474,0.20593468844890594,0.13298740983009338,0.09205304086208344,0.2166750431060791,0.16565629839897156,0.11155744642019272,0.2256525456905365,0.1836286187171936,0.21007685363292694,0.2689040005207062,0.20921076834201813,0.17895767092704773,0.32907742261886597,0.3456261157989502,-0.02842774987220764,0.2360072135925293,0.22465510666370392,0.04859325289726257,0.18128450214862823
.,0.3581749200820923,-0.11526106297969818,0.23337839543819427,0.30260366201400757,0.22117017209529877,0.19535847008228302,0.5352458953857422,0.45942068099975586,0.2322506159543991,0.23159366846084595,0.22764897346496582,0.40146201848983765,0.28309792280197144,0.3936232924461365,0.26428887248039246,0.32287469506263733,-0.003708066651597619,0.20780374109745026,0.5591574311256409,0.15230658650398254,0.4130953550338745
