,how,long,would,the,invasion,of,the,middle,east,have,to,last,in,order,to,develop,renewable,resources,?
the,0.33890387415885925,0.3075225353240967,0.4133751392364502,1.0,0.32296645641326904,0.733189046382904,1.0,0.3405749201774597,0.3383176326751709,0.40389683842658997,0.535392165184021,0.3698786795139313,0.6662389636039734,0.3284194767475128,0.535392165184021,0.26276466250419617,0.21781468391418457,0.25734785199165344,0.22068053483963013
west,0.13549664616584778,0.1879374235868454,0.1574600338935852,0.32918402552604675,0.2263084053993225,0.2891985774040222,0.32918402552604675,0.27555960416793823,0.7585000991821289,0.14226439595222473,0.24611181020736694,0.19868721067905426,0.34078434109687805,0.06120839715003967,0.24611181020736694,0.16798987984657288,0.18356099724769592,0.15723031759262085,0.12088293582201004
developed,0.1512427031993866,0.21542097628116608,0.19658136367797852,0.24490751326084137,0.16740813851356506,0.21960023045539856,0.24490751326084137,0.25206130743026733,0.17909249663352966,0.27746251225471497,0.19491806626319885,0.0530652292072773,0.2498214840888977,0.09603551775217056,0.19491806626319885,0.6529664397239685,0.23564013838768005,0.17781811952590942,0.10763012617826462
alternative,0.22395983338356018,0.17118379473686218,0.2580938935279846,0.24553248286247253,0.10444183647632599,0.2218208760023117,0.24553248286247253,0.12626339495182037,0.10557864606380463,0.27418220043182373,0.2616310119628906,0.14824627339839935,0.20821481943130493,0.15305054187774658,0.2616310119628906,0.19010640680789948,0.31975629925727844,0.23591071367263794,0.22607778012752533
energy,0.24522052705287933,0.17327731847763062,0.19771908223628998,0.26756542921066284,0.08557891845703125,0.26257598400115967,0.26756542921066284,0.12779825925827026,0.1091722771525383,0.2782949209213257,0.27179354429244995,0.10457997769117355,0.17693158984184265,0.24115045368671417,0.27179354429244995,0.2080845683813095,0.581517219543457,0.39112088084220886,0.14860127866268158
sources,0.2532365620136261,0.24138185381889343,0.2646428644657135,0.27209216356277466,0.20856836438179016,0.20696839690208435,0.27209216356277466,0.08711788058280945,0.19063019752502441,0.3191109299659729,0.29232558608055115,0.17575031518936157,0.23531174659729004,0.12862734496593475,0.29232558608055115,0.20049302279949188,0.38167884945869446,0.522049605846405,0.2886999845504761
",",0.22659391164779663,0.3431144952774048,0.32586824893951416,0.4933079481124878,0.19455376267433167,0.4946078956127167,0.4933079481124878,0.24847112596035004,0.319791704416275,0.3541618287563324,0.44245919585227966,0.29026782512664795,0.5201468467712402,0.22478096187114716,0.44245919585227966,0.17652153968811035,0.2232004553079605,0.2789028584957123,0.31091248989105225
and,0.33647966384887695,0.3395216166973114,0.34921059012413025,0.5171257257461548,0.2170204222202301,0.5116966962814331,0.5171257257461548,0.2514324486255646,0.27633291482925415,0.4711785912513733,0.48971283435821533,0.25967320799827576,0.4954058527946472,0.2671266496181488,0.48971283435821533,0.25684353709220886,0.25729137659072876,0.3116118013858795,0.20544172823429108
would,0.43239715695381165,0.26973652839660645,1.0000001192092896,0.4133751392364502,0.21511690318584442,0.3353942930698395,0.4133751392364502,0.12523891031742096,0.16678321361541748,0.484149694442749,0.5965728163719177,0.2556133568286896,0.30461156368255615,0.26961007714271545,0.5965728163719177,0.2577497363090515,0.2836500406265259,0.3046133816242218,0.37178951501846313
result,0.23323923349380493,0.1738213747739792,0.30209586024284363,0.27778977155685425,0.18575088679790497,0.231380432844162,0.27778977155685425,0.13791850209236145,0.12991952896118164,0.28083348274230957,0.23653174936771393,0.1760648787021637,0.25670310854911804,0.1456030309200287,0.23653174936771393,0.19093650579452515,0.19967977702617645,0.15844959020614624,0.17218433320522308
in,0.2601168751716614,0.2759332060813904,0.30461156368255615,0.6662389636039734,0.2543354034423828,0.5696388483047485,0.6662389636039734,0.26767921447753906,0.32659441232681274,0.36843645572662354,0.45010748505592346,0.30714505910873413,1.0,0.24184700846672058,0.45010748505592346,0.22882415354251862,0.21835893392562866,0.2161814570426941,0.20430970191955566
the,0.33890387415885925,0.3075225353240967,0.4133751392364502,1.0,0.32296645641326904,0.733189046382904,1.0,0.3405749201774597,0.3383176326751709,0.40389683842658997,0.535392165184021,0.3698786795139313,0.6662389636039734,0.3284194767475128,0.535392165184021,0.26276466250419617,0.21781468391418457,0.25734785199165344,0.22068053483963013
‘,0.10583814978599548,0.07860764116048813,0.15103556215763092,0.2720426023006439,0.07637674361467361,0.1904146820306778,0.2720426023006439,0.11317042261362076,0.10582094639539719,0.12314077466726303,0.17299921810626984,0.23993754386901855,0.29093801975250244,0.12774302065372467,0.17299921810626984,0.09470559656620026,0.1119832918047905,0.10366518795490265,0.1448942869901657
total,0.22199897468090057,0.20729772746562958,0.22071637213230133,0.27068960666656494,0.15855079889297485,0.29045331478118896,0.27068960666656494,0.03314383700489998,0.1638811081647873,0.2702822685241699,0.22792020440101624,0.2511068284511566,0.27667245268821716,0.17828302085399628,0.22792020440101624,0.0891236811876297,0.2717183232307434,0.20961567759513855,0.14396025240421295
alienation,0.3358357846736908,0.1940569281578064,0.30023837089538574,0.28396931290626526,0.2555450201034546,0.28724509477615356,0.28396931290626526,0.17964065074920654,0.14824692904949188,0.3172937035560608,0.28302130103111267,0.18941617012023926,0.2058219611644745,0.17660193145275116,0.28302130103111267,0.3149406313896179,0.3416455090045929,0.3492692708969116,0.23126471042633057
’,0.0033065308816730976,0.009533869102597237,0.01236837636679411,-0.04090067744255066,0.031198939308524132,-0.062016043812036514,-0.04090067744255066,-0.04196930676698685,0.0993322804570198,-0.019281985238194466,0.00253736088052392,0.07624001801013947,-0.04677301645278931,-0.06880315393209457,0.00253736088052392,0.05482805520296097,0.04931750148534775,0.013892148621380329,0.045561522245407104
of,0.2480744868516922,0.2567519545555115,0.3353942930698395,0.733189046382904,0.256956547498703,1.0,0.733189046382904,0.2799445688724518,0.314786434173584,0.3802283704280853,0.41548454761505127,0.3052992522716522,0.5696388483047485,0.31287699937820435,0.41548454761505127,0.2259741723537445,0.22930222749710083,0.2746381163597107,0.1826142966747284
the,0.33890387415885925,0.3075225353240967,0.4133751392364502,1.0,0.32296645641326904,0.733189046382904,1.0,0.3405749201774597,0.3383176326751709,0.40389683842658997,0.535392165184021,0.3698786795139313,0.6662389636039734,0.3284194767475128,0.535392165184021,0.26276466250419617,0.21781468391418457,0.25734785199165344,0.22068053483963013
arabs,0.1539725363254547,0.1394539624452591,0.18431499600410461,0.2739878296852112,0.29299455881118774,0.2234063297510147,0.2739878296852112,0.338423490524292,0.29269158840179443,0.25200819969177246,0.23400014638900757,0.14314016699790955,0.1666572540998459,0.12624935805797577,0.23400014638900757,0.14950327575206757,0.1036469042301178,0.15026386082172394,0.12848976254463196
and,0.33647966384887695,0.3395216166973114,0.34921059012413025,0.5171257257461548,0.2170204222202301,0.5116966962814331,0.5171257257461548,0.2514324486255646,0.27633291482925415,0.4711785912513733,0.48971283435821533,0.25967320799827576,0.4954058527946472,0.2671266496181488,0.48971283435821533,0.25684353709220886,0.25729137659072876,0.3116118013858795,0.20544172823429108
much,0.46556615829467773,0.39229562878608704,0.41720274090766907,0.35023224353790283,0.14974229037761688,0.2671096920967102,0.35023224353790283,0.19514094293117523,0.19139017164707184,0.440376877784729,0.40610215067863464,0.24106264114379883,0.2725222110748291,0.13163690268993378,0.40610215067863464,0.28559422492980957,0.2596047520637512,0.3162834346294403,0.23442231118679047
of,0.2480744868516922,0.2567519545555115,0.3353942930698395,0.733189046382904,0.256956547498703,1.0,0.733189046382904,0.2799445688724518,0.314786434173584,0.3802283704280853,0.41548454761505127,0.3052992522716522,0.5696388483047485,0.31287699937820435,0.41548454761505127,0.2259741723537445,0.22930222749710083,0.2746381163597107,0.1826142966747284
the,0.33890387415885925,0.3075225353240967,0.4133751392364502,1.0,0.32296645641326904,0.733189046382904,1.0,0.3405749201774597,0.3383176326751709,0.40389683842658997,0.535392165184021,0.3698786795139313,0.6662389636039734,0.3284194767475128,0.535392165184021,0.26276466250419617,0.21781468391418457,0.25734785199165344,0.22068053483963013
rest,0.26578816771507263,0.2873631417751312,0.323647141456604,0.41330549120903015,0.16091328859329224,0.33621829748153687,0.41330549120903015,0.2248668223619461,0.26101550459861755,0.2993396520614624,0.367563933134079,0.2630273699760437,0.3255048990249634,0.18564586341381073,0.367563933134079,0.17978471517562866,0.15925468504428864,0.2585204839706421,0.1725541204214096
of,0.2480744868516922,0.2567519545555115,0.3353942930698395,0.733189046382904,0.256956547498703,1.0,0.733189046382904,0.2799445688724518,0.314786434173584,0.3802283704280853,0.41548454761505127,0.3052992522716522,0.5696388483047485,0.31287699937820435,0.41548454761505127,0.2259741723537445,0.22930222749710083,0.2746381163597107,0.1826142966747284
the,0.33890387415885925,0.3075225353240967,0.4133751392364502,1.0,0.32296645641326904,0.733189046382904,1.0,0.3405749201774597,0.3383176326751709,0.40389683842658997,0.535392165184021,0.3698786795139313,0.6662389636039734,0.3284194767475128,0.535392165184021,0.26276466250419617,0.21781468391418457,0.25734785199165344,0.22068053483963013
third,0.14508451521396637,0.18505525588989258,0.2406044900417328,0.4229298532009125,0.18613053858280182,0.30602210760116577,0.4229298532009125,0.21146249771118164,0.14344559609889984,0.1956114023923874,0.2795414924621582,0.39550596475601196,0.3309578001499176,0.19914934039115906,0.2795414924621582,0.07655986398458481,0.14916525781154633,0.15811416506767273,0.15394791960716248
world,0.25969967246055603,0.17942118644714355,0.22606314718723297,0.33604270219802856,0.28795352578163147,0.2828933000564575,0.33604270219802856,0.17703932523727417,0.21572157740592957,0.2620723843574524,0.26213452219963074,0.21568219363689423,0.3038199245929718,0.14593058824539185,0.26213452219963074,0.18180635571479797,0.2842008173465729,0.327668160200119,0.17579582333564758
.,0.3287222981452942,0.3247973620891571,0.35067233443260193,0.5934505462646484,0.25034767389297485,0.5352458953857422,0.5934505462646484,0.2989427447319031,0.28351864218711853,0.41614407300949097,0.4645031690597534,0.3548945486545563,0.5591574311256409,0.20712141692638397,0.4645031690597534,0.2532461881637573,0.22541557252407074,0.2478848099708557,0.4130953550338745
'',-0.0029843549709767103,0.020632827654480934,0.02574172429740429,0.041273195296525955,-0.05239012837409973,0.13035868108272552,0.041273195296525955,-0.02367579936981201,-0.0015131528489291668,0.0312618687748909,-0.009905828163027763,-0.004244830925017595,0.07432962208986282,0.053128328174352646,-0.009905828163027763,-0.053215742111206055,0.026838403195142746,-0.024404486641287804,0.018684765323996544
