,when,was,his,article,published,in,century,magazine,?
with,0.5075214505195618,0.27411898970603943,0.33836179971694946,0.23478515446186066,0.1949073225259781,0.4080928862094879,0.1467021107673645,0.13328766822814941,0.2433311939239502
alternate,0.23065008223056793,0.15493713319301605,0.17728286981582642,0.2146373838186264,0.1256454437971115,0.1614992916584015,0.1575189232826233,0.11355868726968765,0.2362358272075653
currents,0.30222979187965393,0.1596861630678177,0.15251556038856506,0.1478976160287857,0.09438822418451309,0.22216472029685974,0.13884347677230835,0.09247666597366333,0.07452256232500076
of,0.3757161796092987,0.4069072902202606,0.38364991545677185,0.25720444321632385,0.23023100197315216,0.5696388483047485,0.2826060354709625,0.16736742854118347,0.1826142966747284
high,0.20577524602413177,0.19978567957878113,0.14233462512493134,0.14433468878269196,0.13810697197914124,0.2652597725391388,0.16461768746376038,0.11440947651863098,0.11137914657592773
potential,0.2868275046348572,0.1598915457725525,0.1836252361536026,0.34907636046409607,0.11811257898807526,0.204794779419899,0.10446340590715408,0.0996427983045578,0.20122039318084717
and,0.4716290831565857,0.3740963041782379,0.4234102666378021,0.23647621273994446,0.22629010677337646,0.4954058527946472,0.2726690471172333,0.15210320055484772,0.20544172823429108
high,0.20577524602413177,0.19978567957878113,0.14233462512493134,0.14433468878269196,0.13810697197914124,0.2652597725391388,0.16461768746376038,0.11440947651863098,0.11137914657592773
frequency,0.24025116860866547,0.1326495260000229,0.15255048871040344,0.213541179895401,0.11353502422571182,0.17656390368938446,0.13273413479328156,0.1043706163764,0.17067383229732513
",",0.36674630641937256,0.45456063747406006,0.3378419280052185,0.28605279326438904,0.2937801778316498,0.5201468467712402,0.24487493932247162,0.2281705141067505,0.31091248989105225
'',-0.07688097655773163,0.04456103965640068,0.016508836299180984,0.08483149111270905,0.013779557310044765,0.07432962208986282,0.09057682752609253,-0.08468794077634811,0.018684765323996544
published,0.1944759637117386,0.2896443009376526,0.2540745139122009,0.2783300280570984,1.0,0.26697060465812683,0.24580150842666626,0.46629855036735535,0.16280238330364227
in,0.4431333839893341,0.45514053106307983,0.3598145842552185,0.26153311133384705,0.26697060465812683,1.0,0.3174034655094147,0.17267684638500214,0.20430970191955566
his,0.37120407819747925,0.4405253231525421,0.9999998807907104,0.21151746809482574,0.2540745139122009,0.3598145842552185,0.2985166609287262,0.1464061290025711,0.18075084686279297
book,0.22583149373531342,0.24848085641860962,0.2672714293003082,0.32022204995155334,0.5555539727210999,0.2527170181274414,0.2505779564380646,0.3443058133125305,0.20572158694267273
inventions,0.24174931645393372,0.216258704662323,0.2837101221084595,0.24598275125026703,0.28893011808395386,0.22111988067626953,0.30933746695518494,0.1983862966299057,0.1723206788301468
",",0.36674630641937256,0.45456063747406006,0.3378419280052185,0.28605279326438904,0.2937801778316498,0.5201468467712402,0.24487493932247162,0.2281705141067505,0.31091248989105225
researches,0.22500160336494446,0.21227778494358063,0.1832101047039032,0.28171342611312866,0.33473217487335205,0.2714196741580963,0.2594541311264038,0.1562289297580719,0.15066739916801453
and,0.4716290831565857,0.3740963041782379,0.4234102666378021,0.23647621273994446,0.22629010677337646,0.4954058527946472,0.2726690471172333,0.15210320055484772,0.20544172823429108
writings,0.18043038249015808,0.21465790271759033,0.3246472179889679,0.2894648611545563,0.4204557240009308,0.2301568239927292,0.3499782085418701,0.27255120873451233,0.1770159751176834
of,0.3757161796092987,0.4069072902202606,0.38364991545677185,0.25720444321632385,0.23023100197315216,0.5696388483047485,0.2826060354709625,0.16736742854118347,0.1826142966747284
nikola,0.14777304232120514,0.19991572201251984,0.15682895481586456,0.09349536895751953,0.16614295542240143,0.11547333002090454,0.15489165484905243,0.22134774923324585,0.06297405064105988
tesla,0.1504557579755783,0.16455206274986267,0.1580733060836792,0.14590303599834442,0.16719935834407806,0.17097744345664978,0.18959936499595642,0.2325788289308548,0.10250775516033173
.,0.475719153881073,0.40146201848983765,0.3119256794452667,0.30669885873794556,0.23857341706752777,0.5591574311256409,0.27413639426231384,0.1843809336423874,0.4130953550338745
