,what,did,the,merchants,of,newcastle,plot,to,do,to,timothy,dexter,?
merchants,0.15172983705997467,0.27954357862472534,0.25689056515693665,1.0,0.23144438862800598,0.16402733325958252,0.1132349967956543,0.27027255296707153,0.1469467133283615,0.27027255296707153,0.09311875700950623,0.06111826375126839,0.0864284485578537
plotting,0.2613373100757599,0.2809286415576935,0.2938663363456726,0.20962753891944885,0.2975943088531494,0.2274480015039444,0.5633781552314758,0.3071447014808655,0.218317911028862,0.3071447014808655,0.2650718092918396,0.24641089141368866,0.1968889683485031
to,0.455847829580307,0.4452643394470215,0.535392165184021,0.27027255296707153,0.41548454761505127,0.23559264838695526,0.2934653162956238,1.0,0.38876664638519287,1.0,0.24082207679748535,0.1505325883626938,0.29463258385658264
ruin,0.2818537950515747,0.2433810979127884,0.21493175625801086,0.20413392782211304,0.23212678730487823,0.13407444953918457,0.15258248150348663,0.19128601253032684,0.1967940777540207,0.19128601253032684,0.11155004799365997,0.126929372549057,0.12057575583457947
him,0.34912991523742676,0.4290095865726471,0.39213326573371887,0.21169830858707428,0.2764812409877777,0.1926325559616089,0.24643711745738983,0.4702378511428833,0.268117219209671,0.4702378511428833,0.20906467735767365,0.22425594925880432,0.23943768441677094
;,0.10986888408660889,0.10727239400148392,0.09152708947658539,0.06817246228456497,0.054534342139959335,0.10598292201757431,0.052869051694869995,0.0979827418923378,0.06261929124593735,0.0979827418923378,0.009771829470992088,0.004041939042508602,0.10349778085947037
however,0.4480680823326111,0.5603718757629395,0.49814513325691223,0.26552614569664,0.3800618350505829,0.21452711522579193,0.24620549380779266,0.5474119186401367,0.39999139308929443,0.5474119186401367,0.13757093250751495,0.16497716307640076,0.2152075469493866
his,0.26976513862609863,0.3546801507472992,0.4394008219242096,0.22096194326877594,0.38364991545677185,0.21109630167484283,0.22265972197055817,0.3715193271636963,0.15088757872581482,0.3715193271636963,0.22093318402767181,0.29149821400642395,0.18075084686279297
shipment,0.14933986961841583,0.20880064368247986,0.3082832992076874,0.35599783062934875,0.2997748851776123,0.276930570602417,0.10188698768615723,0.2237001359462738,0.1612655371427536,0.2237001359462738,0.16586968302726746,0.14216426014900208,0.10997936874628067
arrived,0.25085949897766113,0.32213419675827026,0.279670387506485,0.3501371145248413,0.2384427934885025,0.224197655916214,0.17254680395126343,0.3039925694465637,0.18866947293281555,0.3039925694465637,0.155456081032753,0.13726307451725006,0.1681029200553894
on,0.34226128458976746,0.2670976221561432,0.5107308030128479,0.11323476582765579,0.3966929316520691,0.1698579639196396,0.1918887495994568,0.41031414270401,0.3025321364402771,0.41031414270401,0.20106783509254456,0.2170894294977188,0.2714994251728058
the,0.42745697498321533,0.34736719727516174,1.0,0.25689056515693665,0.733189046382904,0.2253497689962387,0.22070206701755524,0.535392165184021,0.30239659547805786,0.535392165184021,0.20416639745235443,0.1707955300807953,0.22068053483963013
tyne,0.14296641945838928,0.12907084822654724,0.23053501546382904,0.2773219645023346,0.2296384871006012,0.6070957183837891,0.12680324912071228,0.20691312849521637,0.09270419925451279,0.20691312849521637,0.2588708996772766,0.1913665533065796,0.07377036660909653
during,0.24137552082538605,0.30679523944854736,0.4838213622570038,0.2354651838541031,0.3869180977344513,0.13816462457180023,0.13690896332263947,0.2828781306743622,0.1831897497177124,0.2828781306743622,0.17166776955127716,0.1505698412656784,0.1325719803571701
a,0.3320399522781372,0.2552328109741211,0.5829201340675354,0.19051170349121094,0.5052502155303955,0.21405641734600067,0.22975772619247437,0.45503583550453186,0.26237669587135315,0.45503583550453186,0.2113143503665924,0.27181363105773926,0.23916715383529663
strike,0.24317631125450134,0.1902741938829422,0.2324564903974533,0.17119595408439636,0.17629693448543549,0.17877629399299622,0.1790359616279602,0.26054802536964417,0.19447636604309082,0.26054802536964417,0.07006772607564926,0.094837985932827,0.20633886754512787
that,0.6297725439071655,0.47518548369407654,0.5473989248275757,0.1941518932580948,0.41498205065727234,0.18880853056907654,0.31530576944351196,0.5436353087425232,0.44533252716064453,0.5436353087425232,0.14309874176979065,0.25319719314575195,0.32716336846351624
had,0.23849567770957947,0.540525496006012,0.3875846862792969,0.3000905215740204,0.37755560874938965,0.2122826874256134,0.24445603787899017,0.37984350323677063,0.24590566754341125,0.37984350323677063,0.15141354501247406,0.22064326703548431,0.20728366076946259
crippled,0.27273672819137573,0.2828216254711151,0.3344161808490753,0.2210548371076584,0.29985031485557556,0.2549913823604584,0.1448899656534195,0.30196502804756165,0.2064899355173111,0.30196502804756165,0.19604988396167755,0.2591301500797272,0.15357403457164764
local,0.18981902301311493,0.1319427639245987,0.2130540907382965,0.2070849984884262,0.20668989419937134,0.22142958641052246,0.08641388267278671,0.2207600325345993,0.18505971133708954,0.2207600325345993,0.014529596082866192,0.12053214013576508,0.15022775530815125
production,0.16636081039905548,0.1752309501171112,0.2657334506511688,0.26224881410598755,0.1928233802318573,0.1037982627749443,0.1788283735513687,0.2144220918416977,0.10785744339227676,0.2144220918416977,0.1856326311826706,0.2508281171321869,0.19318072497844696
;,0.10986888408660889,0.10727239400148392,0.09152708947658539,0.06817246228456497,0.054534342139959335,0.10598292201757431,0.052869051694869995,0.0979827418923378,0.06261929124593735,0.0979827418923378,0.009771829470992088,0.004041939042508602,0.10349778085947037
unexpectedly,0.2587786614894867,0.25118592381477356,0.2624007761478424,0.16975194215774536,0.21129868924617767,0.1838081330060959,0.2640227973461151,0.26989617943763733,0.15620552003383636,0.26989617943763733,0.22793008387088776,0.21930243074893951,0.16634471714496613
he,0.3114890456199646,0.3292143940925598,0.4571082592010498,0.2264920324087143,0.38706058263778687,0.2728186249732971,0.22050881385803223,0.385390967130661,0.19599148631095886,0.385390967130661,0.2116779088973999,0.27220314741134644,0.2089974731206894
made,0.23419176042079926,0.3068731725215912,0.3885267674922943,0.16432549059391022,0.33167365193367004,0.16868425905704498,0.16555821895599365,0.3377571105957031,0.32309988141059875,0.3377571105957031,0.14050041139125824,0.19903796911239624,0.17218779027462006
a,0.3320399522781372,0.2552328109741211,0.5829201340675354,0.19051170349121094,0.5052502155303955,0.21405641734600067,0.22975772619247437,0.45503583550453186,0.26237669587135315,0.45503583550453186,0.2113143503665924,0.27181363105773926,0.23916715383529663
considerable,0.23370833694934845,0.2232411801815033,0.34121429920196533,0.25971126556396484,0.40724071860313416,0.1742473691701889,0.2861568033695221,0.2816513478755951,0.13673080503940582,0.2816513478755951,0.11238134652376175,0.09384100139141083,0.13223446905612946
profit,0.19180189073085785,0.1855931282043457,0.20457147061824799,0.2964125871658325,0.16130390763282776,0.2044052630662918,0.13914120197296143,0.2512582540512085,0.19939948618412018,0.2512582540512085,0.10703550279140472,0.1274302899837494,0.17267343401908875
.,0.3567904531955719,0.35288307070732117,0.5934505462646484,0.2153158187866211,0.5352458953857422,0.2714749276638031,0.18554088473320007,0.4645031690597534,0.3613996207714081,0.4645031690597534,0.2397354543209076,0.2494591921567917,0.4130953550338745
