,which,team,did,not,get,a,chance,to,defend,their,super,bowl,xlix,win,in,super,bowl,50,?
to,0.5345056653022766,0.23889471590518951,0.4452643394470215,0.5149973034858704,0.4388369917869568,0.45503583550453186,0.3269282877445221,1.0,0.35914552211761475,0.44619059562683105,0.17783479392528534,0.16993016004562378,0.19751311838626862,0.2910063862800598,0.45010748505592346,0.17783479392528534,0.16993016004562378,-0.024239253252744675,0.29463258385658264
defend,0.2791118621826172,0.2048049420118332,0.20832395553588867,0.27865511178970337,0.2976296842098236,0.21126195788383484,0.24913974106311798,0.35914552211761475,1.0,0.29625412821769714,0.16312596201896667,0.14746296405792236,0.21881824731826782,0.33164945244789124,0.25465187430381775,0.16312596201896667,0.14746296405792236,0.030697787180542946,0.21878457069396973
their,0.4582767188549042,0.20038257539272308,0.38078752160072327,0.4368778169155121,0.3513234853744507,0.29698723554611206,0.3138500452041626,0.44619059562683105,0.29625412821769714,1.0,0.14342328906059265,0.1663845032453537,0.16936038434505463,0.20182272791862488,0.34976133704185486,0.14342328906059265,0.1663845032453537,0.06537782400846481,0.1898253709077835
title,0.22373083233833313,0.1845584511756897,0.17921915650367737,0.19091831147670746,0.13860727846622467,0.23181948065757751,0.18687349557876587,0.24913249909877777,0.2719773054122925,0.15217867493629456,0.22950704395771027,0.21912378072738647,0.263567179441452,0.21560101211071014,0.2263992726802826,0.22950704395771027,0.21912378072738647,0.0812186673283577,0.34551161527633667
from,0.38755592703819275,0.21108146011829376,0.20248863101005554,0.2567668557167053,0.3159880042076111,0.322764128446579,0.18725059926509857,0.4069952368736267,0.20194396376609802,0.3038119673728943,0.15985457599163055,0.09946706146001816,0.17830486595630646,0.13466323912143707,0.4274188280105591,0.15985457599163055,0.09946706146001816,0.014360516332089901,0.19969791173934937
super,0.25759580731391907,0.23339706659317017,0.16038043797016144,0.19960549473762512,0.14719554781913757,0.26005712151527405,0.12130912393331528,0.17783479392528534,0.16312596201896667,0.14342328906059265,1.0000001192092896,0.4848237931728363,0.4939202070236206,0.23746667802333832,0.18576006591320038,1.0000001192092896,0.4848237931728363,0.0833745002746582,0.166326642036438
bowl,0.23468568921089172,0.20460736751556396,0.18569406867027283,0.14984336495399475,0.17289145290851593,0.19533146917819977,0.1688411682844162,0.16993016004562378,0.14746296405792236,0.1663845032453537,0.4848237931728363,1.0,0.5432188510894775,0.2581532299518585,0.17236235737800598,0.4848237931728363,1.0,0.005446359980851412,0.21118052303791046
xlix,0.23552832007408142,0.30245837569236755,0.16809937357902527,0.18423067033290863,0.16377441585063934,0.25951075553894043,0.17124320566654205,0.19751311838626862,0.21881824731826782,0.16936038434505463,0.4939202070236206,0.5432188510894775,1.0,0.35000962018966675,0.264173686504364,0.4939202070236206,0.5432188510894775,0.03724406659603119,0.2639070451259613
by,0.40543368458747864,0.12826743721961975,0.18574509024620056,0.291808545589447,0.2411126047372818,0.32094135880470276,0.19652044773101807,0.33534231781959534,0.19622036814689636,0.3242124021053314,0.15233319997787476,0.12992306053638458,0.14664842188358307,0.1426505446434021,0.370934396982193,0.15233319997787476,0.12992306053638458,0.03871260583400726,0.17966607213020325
defeating,0.1752004474401474,0.3693116307258606,0.16532371938228607,0.09970899671316147,0.16034749150276184,0.1510368436574936,0.20050691068172455,0.22420017421245575,0.45894375443458557,0.19768396019935608,0.2544234097003937,0.27912637591362,0.335970938205719,0.5479676127433777,0.25722265243530273,0.2544234097003937,0.27912637591362,0.06479229032993317,0.15296590328216553
them,0.4958057701587677,0.1714262217283249,0.44189682602882385,0.5272393822669983,0.47671079635620117,0.3151612877845764,0.39796218276023865,0.5916602611541748,0.3692395091056824,0.6078340411186218,0.17214158177375793,0.16690661013126373,0.17685724794864655,0.22970475256443024,0.29119014739990234,0.17214158177375793,0.16690661013126373,0.009790661744773388,0.35435691475868225
20–18,0.09220851957798004,-0.0010722435545176268,0.3043725788593292,0.23561276495456696,0.21678991615772247,0.06320571899414062,0.1609037220478058,0.18741266429424286,0.08488841354846954,0.14651671051979065,-0.0583694688975811,-0.01371762901544571,-0.028051011264324188,0.0792723223567009,0.1783762127161026,-0.0583694688975811,-0.01371762901544571,0.031325653195381165,0.10603919625282288
in,0.4840516746044159,0.18841172754764557,0.2593238651752472,0.3403114080429077,0.24899829924106598,0.539380669593811,0.14831462502479553,0.45010748505592346,0.25465187430381775,0.34976133704185486,0.18576006591320038,0.17236235737800598,0.264173686504364,0.2503834664821625,1.0,0.18576006591320038,0.17236235737800598,0.021892361342906952,0.20430970191955566
the,0.6521818041801453,0.22564226388931274,0.34736719727516174,0.4310511648654938,0.29667025804519653,0.5829201340675354,0.26683303713798523,0.535392165184021,0.2784505784511566,0.516537070274353,0.21959073841571808,0.21576224267482758,0.28379157185554504,0.28308698534965515,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
afc,0.17550261318683624,0.40331706404685974,0.10836294293403625,0.1879386007785797,0.19646915793418884,0.13271647691726685,0.185190349817276,0.18302594125270844,0.19840431213378906,0.13482747972011566,0.37206512689590454,0.41199249029159546,0.40457528829574585,0.26701539754867554,0.20746317505836487,0.37206512689590454,0.41199249029159546,0.07724300771951675,0.2026895433664322
championship,0.17742754518985748,0.4773387014865875,0.18663130700588226,0.16631735861301422,0.16349731385707855,0.18214380741119385,0.21501068770885468,0.18725894391536713,0.23536162078380585,0.12631161510944366,0.28836938738822937,0.3428266644477844,0.39353930950164795,0.4392695724964142,0.20047812163829803,0.28836938738822937,0.3428266644477844,0.0772119015455246,0.1390383541584015
game,0.23652023077011108,0.3462994396686554,0.19789010286331177,0.2181175947189331,0.19948551058769226,0.23211604356765747,0.3145590126514435,0.2540906071662903,0.1717057079076767,0.2491205334663391,0.3480181396007538,0.2413962334394455,0.3429282605648041,0.2969452738761902,0.23986028134822845,0.3480181396007538,0.2413962334394455,0.012895043939352036,0.1829071193933487
.,0.45942068099975586,0.26467522978782654,0.35288307070732117,0.4824007451534271,0.39392393827438354,0.50484299659729,0.24338482320308685,0.4645031690597534,0.28558477759361267,0.34427863359451294,0.2757420241832733,0.21516893804073334,0.289350688457489,0.25577837228775024,0.5591574311256409,0.2757420241832733,0.21516893804073334,0.04325474053621292,0.4130953550338745
