,how,many,volts,could,particles,be,charged,to,in,his,weapon,design,?
allows,0.3641282320022583,0.23267731070518494,0.21513284742832184,0.4688597023487091,0.2653196156024933,0.35016199946403503,0.1587674617767334,0.4045441448688507,0.21322472393512726,0.10581230372190475,0.20835252106189728,0.2477434128522873,0.16094227135181427
particles,0.29527848958969116,0.23803550004959106,0.41806530952453613,0.27435803413391113,1.0,0.3280985951423645,0.4165917634963989,0.25014081597328186,0.19249457120895386,0.15185458958148956,0.2599322497844696,0.18792930245399475,0.22255320847034454
to,0.44169697165489197,0.40243685245513916,0.23456472158432007,0.5461788773536682,0.25014081597328186,0.4972836375236511,0.17754106223583221,1.0,0.45010748505592346,0.3715193271636963,0.21161888539791107,0.26415011286735535,0.29463258385658264
exit,0.1317828893661499,0.12657307088375092,0.1449347287416458,0.14375071227550507,0.17295429110527039,0.21979288756847382,0.13021738827228546,0.2738715410232544,0.1468794345855713,0.08368420600891113,0.07526666671037674,0.20662792026996613,0.06083827465772629
",",0.22659391164779663,0.40610817074775696,0.20715110003948212,0.27399855852127075,0.22192497551441193,0.39254459738731384,0.21726356446743011,0.44245919585227966,0.5201468467712402,0.3378419280052185,0.16894511878490448,0.19350415468215942,0.31091248989105225
a,0.29312583804130554,0.2872205972671509,0.22445397078990936,0.3736826181411743,0.2659933865070343,0.39883795380592346,0.21603477001190186,0.45503583550453186,0.539380669593811,0.3497250974178314,0.282960444688797,0.25211480259895325,0.23916715383529663
method,0.3021480143070221,0.17746832966804504,0.269513875246048,0.23463889956474304,0.2687999904155731,0.22966717183589935,0.19688904285430908,0.2593044936656952,0.13883966207504272,0.20229768753051758,0.265665739774704,0.25831708312034607,0.2194802314043045
of,0.2480744868516922,0.37253960967063904,0.20227575302124023,0.29043012857437134,0.2280140221118927,0.33904364705085754,0.21960902214050293,0.41548454761505127,0.5696388483047485,0.38364991545677185,0.16065262258052826,0.2522938847541809,0.1826142966747284
charging,0.1635827124118805,0.2574021518230438,0.4180549681186676,0.2964838445186615,0.34368354082107544,0.21147893369197845,0.611559271812439,0.2822161018848419,0.20412440598011017,0.2550644278526306,0.28174906969070435,0.21294339001178741,0.11662299185991287
particles,0.29527848958969116,0.23803550004959106,0.41806530952453613,0.27435803413391113,1.0,0.3280985951423645,0.4165917634963989,0.25014081597328186,0.19249457120895386,0.15185458958148956,0.2599322497844696,0.18792930245399475,0.22255320847034454
to,0.44169697165489197,0.40243685245513916,0.23456472158432007,0.5461788773536682,0.25014081597328186,0.4972836375236511,0.17754106223583221,1.0,0.45010748505592346,0.3715193271636963,0.21161888539791107,0.26415011286735535,0.29463258385658264
millions,0.3151021897792816,0.5255362391471863,0.281829297542572,0.29539740085601807,0.28622084856033325,0.2721664309501648,0.16673076152801514,0.29466304183006287,0.23214581608772278,0.1695835441350937,0.09501274675130844,0.10651828348636627,0.21816711127758026
of,0.2480744868516922,0.37253960967063904,0.20227575302124023,0.29043012857437134,0.2280140221118927,0.33904364705085754,0.21960902214050293,0.41548454761505127,0.5696388483047485,0.38364991545677185,0.16065262258052826,0.2522938847541809,0.1826142966747284
volts,0.29172682762145996,0.25189679861068726,1.0000001192092896,0.19441984593868256,0.41806530952453613,0.19941012561321259,0.36804887652397156,0.23456472158432007,0.200064018368721,0.15363112092018127,0.24029606580734253,0.23471176624298096,0.14890152215957642
",",0.22659391164779663,0.40610817074775696,0.20715110003948212,0.27399855852127075,0.22192497551441193,0.39254459738731384,0.21726356446743011,0.44245919585227966,0.5201468467712402,0.3378419280052185,0.16894511878490448,0.19350415468215942,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.2045668065547943,0.3385082483291626,0.23946726322174072,0.41766801476478577,0.21699707210063934,0.48971283435821533,0.4954058527946472,0.4234102666378021,0.20545260608196259,0.21815341711044312,0.20544172823429108
a,0.29312583804130554,0.2872205972671509,0.22445397078990936,0.3736826181411743,0.2659933865070343,0.39883795380592346,0.21603477001190186,0.45503583550453186,0.539380669593811,0.3497250974178314,0.282960444688797,0.25211480259895325,0.23916715383529663
method,0.3021480143070221,0.17746832966804504,0.269513875246048,0.23463889956474304,0.2687999904155731,0.22966717183589935,0.19688904285430908,0.2593044936656952,0.13883966207504272,0.20229768753051758,0.265665739774704,0.25831708312034607,0.2194802314043045
of,0.2480744868516922,0.37253960967063904,0.20227575302124023,0.29043012857437134,0.2280140221118927,0.33904364705085754,0.21960902214050293,0.41548454761505127,0.5696388483047485,0.38364991545677185,0.16065262258052826,0.2522938847541809,0.1826142966747284
creating,0.2829582095146179,0.2926029562950134,0.21320296823978424,0.2954879105091095,0.29207080602645874,0.27917128801345825,0.11237368732690811,0.31553950905799866,0.20338892936706543,0.23298151791095734,0.13501138985157013,0.33135321736335754,0.2842518985271454
and,0.33647966384887695,0.5296266674995422,0.2045668065547943,0.3385082483291626,0.23946726322174072,0.41766801476478577,0.21699707210063934,0.48971283435821533,0.4954058527946472,0.4234102666378021,0.20545260608196259,0.21815341711044312,0.20544172823429108
directing,0.21189144253730774,0.26042237877845764,0.1802409440279007,0.20283566415309906,0.2122901827096939,0.17847098410129547,0.19487616419792175,0.25666940212249756,0.239257350564003,0.35177215933799744,0.17057448625564575,0.33889806270599365,0.11965001374483109
non-dispersive,0.2622513473033905,0.31559744477272034,0.3201488256454468,0.2344556301832199,0.43892690539360046,0.33307793736457825,0.28885602951049805,0.2686805725097656,0.2238011658191681,0.19274045526981354,0.25159257650375366,0.2593543231487274,0.2666443884372711
particle,0.300030380487442,0.1937505304813385,0.41734158992767334,0.25505566596984863,0.8852447271347046,0.3208564221858978,0.4052683413028717,0.24255536496639252,0.20448297262191772,0.15650218725204468,0.31013771891593933,0.2607116401195526,0.22597293555736542
streams,0.13705329596996307,0.2879682779312134,0.22598667442798615,0.1719508171081543,0.2997119128704071,0.2701639235019684,0.11193126440048218,0.23461183905601501,0.22335310280323029,0.10151128470897675,0.059435900300741196,0.1260036826133728,0.1508319228887558
(,0.1676948219537735,0.1455259770154953,0.21988198161125183,0.18447557091712952,0.17203602194786072,0.2349044382572174,0.1614517867565155,0.30882009863853455,0.3087427020072937,0.16098198294639587,0.12975527346134186,0.10962162166833878,0.40561532974243164
through,0.2704794108867645,0.28384116291999817,0.21951475739479065,0.25505194067955017,0.2743077278137207,0.290402352809906,0.21209219098091125,0.4062686562538147,0.38533157110214233,0.2592720687389374,0.1406971663236618,0.1563761681318283,0.16913433372974396
electrostatic,0.2641240060329437,0.1454368680715561,0.564493715763092,0.18270406126976013,0.5947409868240356,0.2501307725906372,0.40060415863990784,0.22260159254074097,0.17958202958106995,0.21665292978286743,0.27951523661613464,0.23226644098758698,0.1316060572862625
repulsion,0.20056787133216858,0.169063001871109,0.36621466279029846,0.23490408062934875,0.4132453203201294,0.2121632695198059,0.3548687994480133,0.2515600919723511,0.19187712669372559,0.26524829864501953,0.3367697596549988,0.2672807574272156,0.11726266890764236
),0.17939934134483337,0.16602720320224762,0.19157128036022186,0.19699417054653168,0.16335925459861755,0.24578070640563965,0.16916689276695251,0.31236231327056885,0.3326910734176636,0.18606403470039368,0.13878773152828217,0.09917057305574417,0.42300865054130554
.,0.3287222981452942,0.3974229395389557,0.22053781151771545,0.3200591504573822,0.23612672090530396,0.4383580684661865,0.2187085747718811,0.4645031690597534,0.5591574311256409,0.3119256794452667,0.1875409632921219,0.24995818734169006,0.4130953550338745
