,which,is,more,sophisticated,",",numericals,model,or,an,analog,models,of,orogenic,wedges,?
(,0.2589828372001648,0.35393038392066956,0.20831379294395447,0.14686769247055054,0.6363511681556702,0.17346541583538055,0.15940167009830475,0.3582012951374054,0.286407470703125,0.18640488386154175,0.09956303238868713,0.35032153129577637,0.19695167243480682,0.14092442393302917,0.40561532974243164
all,0.50777268409729,0.2553904056549072,0.39087146520614624,0.18623626232147217,0.425624817609787,0.36425063014030457,0.07195847481489182,0.3321593105792999,0.1916661262512207,0.18651288747787476,0.16883178055286407,0.42798417806625366,0.19616517424583435,0.24867524206638336,0.29575422406196594
angles,0.2433326691389084,0.20527222752571106,0.21962030231952667,0.20224511623382568,0.1654174029827118,0.28726619482040405,0.11886343359947205,0.26866626739501953,0.12941445410251617,0.27603909373283386,0.20702266693115234,0.27597805857658386,0.2595767676830292,0.3865472972393036,0.16702334582805634
remain,0.27613773941993713,0.2643626928329468,0.2588382959365845,0.1324731856584549,0.23353272676467896,0.2742280960083008,0.1452060490846634,0.2823176980018616,0.10278104990720749,0.1412317454814911,0.14585751295089722,0.29009148478507996,0.15444637835025787,0.2549130618572235,0.1868363618850708
the,0.6521818041801453,0.5823672413825989,0.39758381247520447,0.2107514590024948,0.4933079481124878,0.27275705337524414,0.14028635621070862,0.4174870550632477,0.4207492768764496,0.21098314225673676,0.16804195940494537,0.733189046382904,0.2921693027019501,0.2798529863357544,0.22068053483963013
same,0.4653036296367645,0.31152886152267456,0.2824520468711853,0.21779024600982666,0.3207721710205078,0.2626432478427887,0.21815288066864014,0.36380261182785034,0.2785528004169464,0.27591264247894287,0.25735852122306824,0.3808329105377197,0.2802910804748535,0.28433018922805786,0.22649677097797394
),0.2758678197860718,0.37732169032096863,0.23179085552692413,0.1637982577085495,0.63033527135849,0.16687656939029694,0.18309912085533142,0.3706604242324829,0.2873353958129883,0.19160227477550507,0.10579528659582138,0.3680361211299896,0.20087963342666626,0.1289248764514923,0.42300865054130554
orogenic,0.39278775453567505,0.24474066495895386,0.17801424860954285,0.31819477677345276,0.2112789899110794,0.25822752714157104,0.13586974143981934,0.30731305480003357,0.12958110868930817,0.23746129870414734,0.18413403630256653,0.3018898367881775,1.0000001192092896,0.26336371898651123,0.09268061816692352
wedge,0.28841498494148254,0.28360405564308167,0.16186445951461792,0.2607470154762268,0.24033711850643158,0.18705442547798157,0.23139862716197968,0.25563347339630127,0.18765893578529358,0.30037814378738403,0.17471447587013245,0.1690942645072937,0.21581736207008362,0.844841718673706,0.13553494215011597
.,0.45942068099975586,0.4569662809371948,0.4070230722427368,0.22664621472358704,0.6812511086463928,0.2465323656797409,0.1938832700252533,0.36683785915374756,0.3581749200820923,0.19616271555423737,0.23375163972377777,0.5352458953857422,0.27470073103904724,0.20364846289157867,0.4130953550338745
