,when,would,a,person,be,considered,to,be,excising,a,constitutional,impasse,?
country,0.21558639407157898,0.19528944790363312,0.20991116762161255,0.26081809401512146,0.2115473747253418,0.19796866178512573,0.31281599402427673,0.2115473747253418,0.2129870504140854,0.20991116762161255,0.2717278301715851,0.24726144969463348,0.12647280097007751
were,0.29649975895881653,0.37426912784576416,0.17203083634376526,0.16889125108718872,0.4064064621925354,0.2681999206542969,0.31913647055625916,0.4064064621925354,0.2367885559797287,0.17203083634376526,0.19255761802196503,0.19401344656944275,0.17890112102031708
to,0.5423505902290344,0.5965728163719177,0.45503583550453186,0.33486208319664,0.4972836375236511,0.2954166829586029,1.0,0.4972836375236511,0.2737571895122528,0.45503583550453186,0.2574991285800934,0.29393571615219116,0.29463258385658264
refuse,0.25422707200050354,0.46631279587745667,0.2521035671234131,0.2829512357711792,0.26977264881134033,0.16321824491024017,0.471379816532135,0.26977264881134033,0.261136531829834,0.2521035671234131,0.3353356420993805,0.2820657193660736,0.24834518134593964
to,0.5423505902290344,0.5965728163719177,0.45503583550453186,0.33486208319664,0.4972836375236511,0.2954166829586029,1.0,0.4972836375236511,0.2737571895122528,0.45503583550453186,0.2574991285800934,0.29393571615219116,0.29463258385658264
enforce,0.20919938385486603,0.3604528605937958,0.2444131225347519,0.26421812176704407,0.3089166283607483,0.30227628350257874,0.3103668987751007,0.3089166283607483,0.2690988779067993,0.2444131225347519,0.4463769197463989,0.29681992530822754,0.2633580267429352
a,0.44397395849227905,0.398599237203598,1.0,0.4078793525695801,0.39883795380592346,0.36109375953674316,0.45503583550453186,0.39883795380592346,0.3020499646663666,1.0,0.2662247121334076,0.26916176080703735,0.23916715383529663
decision,0.2485322803258896,0.38947898149490356,0.24091263115406036,0.27677130699157715,0.3003653585910797,0.2318996787071228,0.35372841358184814,0.3003653585910797,0.33752068877220154,0.24091263115406036,0.40326809883117676,0.2875591218471527,0.2796577215194702
of,0.3757161796092987,0.3353942930698395,0.5052502155303955,0.27674683928489685,0.33904364705085754,0.4190242290496826,0.41548454761505127,0.33904364705085754,0.310682475566864,0.5052502155303955,0.3563419580459595,0.26428720355033875,0.1826142966747284
that,0.5860282182693481,0.5895259380340576,0.47537946701049805,0.4460006356239319,0.6036020517349243,0.37593913078308105,0.5436353087425232,0.6036020517349243,0.2993817627429962,0.47537946701049805,0.2671305537223816,0.24838867783546448,0.32716336846351624
country,0.21558639407157898,0.19528944790363312,0.20991116762161255,0.26081809401512146,0.2115473747253418,0.19796866178512573,0.31281599402427673,0.2115473747253418,0.2129870504140854,0.20991116762161255,0.2717278301715851,0.24726144969463348,0.12647280097007751
's,-0.03368149697780609,0.036968596279621124,0.04866964742541313,-0.016232607886195183,0.025217169895768166,0.03146931901574135,0.03782717138528824,0.025217169895768166,-0.029086604714393616,0.04866964742541313,-0.05937647446990013,0.08642824739217758,-0.023395681753754616
highest,0.11271373182535172,0.15423861145973206,0.23707912862300873,0.24558907747268677,0.1532515436410904,0.2521517276763916,0.21947018802165985,0.1532515436410904,0.23127983510494232,0.23707912862300873,0.18284893035888672,0.2471310943365097,0.11527936160564423
court,0.23927445709705353,0.19866934418678284,0.23624834418296814,0.21162201464176178,0.20228137075901031,0.23462331295013428,0.24824365973472595,0.20228137075901031,0.21969398856163025,0.23624834418296814,0.49154651165008545,0.23271943628787994,0.17100423574447632
",",0.36674630641937256,0.32586824893951416,0.427140474319458,0.2255365252494812,0.39254459738731384,0.32932984828948975,0.44245919585227966,0.39254459738731384,0.23645326495170593,0.427140474319458,0.26596060395240784,0.311462938785553,0.31091248989105225
it,0.4775012135505676,0.36398744583129883,0.5452592968940735,0.35048896074295044,0.5203388929367065,0.3332322835922241,0.513711154460907,0.5203388929367065,0.2609083652496338,0.5452592968940735,0.21692055463790894,0.2786189317703247,0.25732165575027466
would,0.4219970703125,1.0000001192092896,0.398599237203598,0.3100294768810272,0.5202695727348328,0.37682145833969116,0.5965728163719177,0.5202695727348328,0.290548712015152,0.398599237203598,0.24844315648078918,0.2514437735080719,0.37178951501846313
not,0.4799930453300476,0.5854519605636597,0.3791346549987793,0.3899572491645813,0.5788898468017578,0.41997629404067993,0.5149973034858704,0.5788898468017578,0.2711980938911438,0.3791346549987793,0.2985531687736511,0.2234025001525879,0.41942933201789856
be,0.4451393485069275,0.5202695727348328,0.39883795380592346,0.40550696849823,1.0,0.41927069425582886,0.4972836375236511,1.0,0.20041324198246002,0.39883795380592346,0.26514506340026855,0.22148627042770386,0.3324260413646698
civil,0.14899945259094238,0.16814836859703064,0.21693918108940125,0.14342966675758362,0.18061059713363647,0.1520952433347702,0.2019355595111847,0.18061059713363647,0.17763710021972656,0.21693918108940125,0.31163451075553894,0.20988640189170837,0.1494513899087906
disobedience,0.2761690020561218,0.29806897044181824,0.25352153182029724,0.3194018602371216,0.2944406270980835,0.23693662881851196,0.30665844678878784,0.2944406270980835,0.37335559725761414,0.25352153182029724,0.42238739132881165,0.29124635457992554,0.19890835881233215
",",0.36674630641937256,0.32586824893951416,0.427140474319458,0.2255365252494812,0.39254459738731384,0.32932984828948975,0.44245919585227966,0.39254459738731384,0.23645326495170593,0.427140474319458,0.26596060395240784,0.311462938785553,0.31091248989105225
since,0.42774689197540283,0.3438071310520172,0.3303585946559906,0.2078118622303009,0.3591734766960144,0.2435060739517212,0.3733763098716736,0.3591734766960144,0.210728257894516,0.3303585946559906,0.2672275900840759,0.19670812785625458,0.2876587212085724
the,0.5091903209686279,0.4133751392364502,0.5829201340675354,0.3487054407596588,0.4248143136501312,0.4028765559196472,0.535392165184021,0.4248143136501312,0.3290225565433502,0.5829201340675354,0.2926941215991974,0.28826791048049927,0.22068053483963013
head,0.2459375113248825,0.16175611317157745,0.2807295620441437,0.25609108805656433,0.1369733065366745,0.1091328039765358,0.2177244871854782,0.1369733065366745,0.19002187252044678,0.2807295620441437,0.18246616423130035,0.14677084982395172,0.10879309475421906
of,0.3757161796092987,0.3353942930698395,0.5052502155303955,0.27674683928489685,0.33904364705085754,0.4190242290496826,0.41548454761505127,0.33904364705085754,0.310682475566864,0.5052502155303955,0.3563419580459595,0.26428720355033875,0.1826142966747284
government,0.23078718781471252,0.2675379514694214,0.25158295035362244,0.28458428382873535,0.22621913254261017,0.16786843538284302,0.28343796730041504,0.22621913254261017,0.28327539563179016,0.25158295035362244,0.5718100070953369,0.15412454307079315,0.18851417303085327
would,0.4219970703125,1.0000001192092896,0.398599237203598,0.3100294768810272,0.5202695727348328,0.37682145833969116,0.5965728163719177,0.5202695727348328,0.290548712015152,0.398599237203598,0.24844315648078918,0.2514437735080719,0.37178951501846313
be,0.4451393485069275,0.5202695727348328,0.39883795380592346,0.40550696849823,1.0,0.41927069425582886,0.4972836375236511,1.0,0.20041324198246002,0.39883795380592346,0.26514506340026855,0.22148627042770386,0.3324260413646698
acting,0.2619445025920868,0.1897517442703247,0.20383647084236145,0.21753224730491638,0.1656092256307602,0.14983288943767548,0.14978322386741638,0.1656092256307602,0.323718786239624,0.20383647084236145,0.1875893473625183,0.12496276944875717,0.15597198903560638
in,0.4431333839893341,0.30461156368255615,0.539380669593811,0.23876774311065674,0.3481820821762085,0.28591203689575195,0.45010748505592346,0.3481820821762085,0.3055992126464844,0.539380669593811,0.278969407081604,0.24801252782344818,0.20430970191955566
her,0.3416576683521271,0.2420050948858261,0.29850003123283386,0.3520243167877197,0.23636701703071594,0.20281849801540375,0.34728822112083435,0.23636701703071594,0.2583707571029663,0.29850003123283386,0.1723795086145401,0.20736931264400482,0.20310723781585693
or,0.417120099067688,0.39548179507255554,0.48853766918182373,0.5162758231163025,0.5260903835296631,0.35840076208114624,0.38921234011650085,0.5260903835296631,0.2585059404373169,0.48853766918182373,0.2618081569671631,0.2135375440120697,0.32389625906944275
his,0.37120407819747925,0.292866975069046,0.3497250974178314,0.3255678117275238,0.21738691627979279,0.2883375287055969,0.3715193271636963,0.21738691627979279,0.3154970109462738,0.3497250974178314,0.19082318246364594,0.25311124324798584,0.18075084686279297
capacity,0.1468956023454666,0.21672497689723969,0.17258614301681519,0.15046897530555725,0.22681169211864471,0.07930008322000504,0.24764131009578705,0.22681169211864471,0.164761021733284,0.17258614301681519,0.2272111028432846,0.28066515922546387,0.17383241653442383
as,0.4437963366508484,0.3824005722999573,0.39550232887268066,0.18760068714618683,0.5230465531349182,0.4031961262226105,0.42092081904411316,0.5230465531349182,0.29189592599868774,0.39550232887268066,0.2500109374523163,0.20338362455368042,0.27043893933296204
public,0.18564704060554504,0.2115112692117691,0.19607044756412506,0.27968519926071167,0.22898490726947784,0.23294512927532196,0.2672370672225952,0.22898490726947784,0.2807827293872833,0.19607044756412506,0.27965688705444336,0.19975656270980835,0.19872993230819702
official,0.17409171164035797,0.16797417402267456,0.19875815510749817,0.12744279205799103,0.10468355566263199,0.11934102326631546,0.18259026110172272,0.10468355566263199,0.1660676747560501,0.19875815510749817,0.2613207697868347,0.1784769743680954,0.18097688257694244
rather,0.3541174829006195,0.5012047290802002,0.4061340093612671,0.2889433801174164,0.4789743721485138,0.3260406255722046,0.4052407741546631,0.4789743721485138,0.3018766939640045,0.4061340093612671,0.22262296080589294,0.26903536915779114,0.3053998053073883
than,0.2883036434650421,0.3915237784385681,0.3126874566078186,0.2697990834712982,0.46516597270965576,0.3166120946407318,0.3192550539970398,0.46516597270965576,0.23499563336372375,0.3126874566078186,0.19374696910381317,0.18910658359527588,0.24917294085025787
private,0.19724692404270172,0.16344349086284637,0.20346391201019287,0.23713552951812744,0.1834806501865387,0.1839175969362259,0.18892748653888702,0.1834806501865387,0.16378489136695862,0.20346391201019287,0.18301673233509064,0.1980283409357071,0.14389030635356903
citizen,0.22243233025074005,0.20211714506149292,0.24434110522270203,0.30903857946395874,0.1865282505750656,0.22713810205459595,0.19583012163639069,0.1865282505750656,0.1750069558620453,0.24434110522270203,0.3138251304626465,0.16170132160186768,0.1601516604423523
.,0.475719153881073,0.35067233443260193,0.50484299659729,0.29091694951057434,0.4383580684661865,0.29356086254119873,0.4645031690597534,0.4383580684661865,0.2575608491897583,0.50484299659729,0.22597159445285797,0.2614154815673828,0.4130953550338745
,when,would,a,person,be,considered,to,be,excising,a,constitutional,impasse,?
civil,0.14899945259094238,0.16814836859703064,0.21693918108940125,0.14342966675758362,0.18061059713363647,0.1520952433347702,0.2019355595111847,0.18061059713363647,0.17763710021972656,0.21693918108940125,0.31163451075553894,0.20988640189170837,0.1494513899087906
disobedience,0.2761690020561218,0.29806897044181824,0.25352153182029724,0.3194018602371216,0.2944406270980835,0.23693662881851196,0.30665844678878784,0.2944406270980835,0.37335559725761414,0.25352153182029724,0.42238739132881165,0.29124635457992554,0.19890835881233215
is,0.3471449911594391,0.33626067638397217,0.658733606338501,0.35233089327812195,0.4819129705429077,0.4096149802207947,0.42745086550712585,0.4819129705429077,0.22588123381137848,0.658733606338501,0.2099083513021469,0.25153279304504395,0.22961433231830597
usually,0.42107367515563965,0.30977481603622437,0.46690207719802856,0.4340537190437317,0.4821065366268158,0.32424214482307434,0.3824864327907562,0.4821065366268158,0.29936879873275757,0.46690207719802856,0.2089846134185791,0.14081141352653503,0.19435347616672516
defined,0.18381090462207794,0.23053357005119324,0.25929558277130127,0.20629416406154633,0.31403958797454834,0.3745657801628113,0.21911276876926422,0.31403958797454834,0.21642357110977173,0.25929558277130127,0.2288283109664917,0.20365501940250397,0.22494901716709137
as,0.4437963366508484,0.3824005722999573,0.39550232887268066,0.18760068714618683,0.5230465531349182,0.4031961262226105,0.42092081904411316,0.5230465531349182,0.29189592599868774,0.39550232887268066,0.2500109374523163,0.20338362455368042,0.27043893933296204
pertaining,0.24093882739543915,0.3337496221065521,0.27458322048187256,0.31542420387268066,0.3260616362094879,0.28333693742752075,0.34002920985221863,0.3260616362094879,0.33468082547187805,0.27458322048187256,0.2915216088294983,0.24781064689159393,0.2915913462638855
to,0.5423505902290344,0.5965728163719177,0.45503583550453186,0.33486208319664,0.4972836375236511,0.2954166829586029,1.0,0.4972836375236511,0.2737571895122528,0.45503583550453186,0.2574991285800934,0.29393571615219116,0.29463258385658264
a,0.44397395849227905,0.398599237203598,1.0,0.4078793525695801,0.39883795380592346,0.36109375953674316,0.45503583550453186,0.39883795380592346,0.3020499646663666,1.0,0.2662247121334076,0.26916176080703735,0.23916715383529663
citizen,0.22243233025074005,0.20211714506149292,0.24434110522270203,0.30903857946395874,0.1865282505750656,0.22713810205459595,0.19583012163639069,0.1865282505750656,0.1750069558620453,0.24434110522270203,0.3138251304626465,0.16170132160186768,0.1601516604423523
's,-0.03368149697780609,0.036968596279621124,0.04866964742541313,-0.016232607886195183,0.025217169895768166,0.03146931901574135,0.03782717138528824,0.025217169895768166,-0.029086604714393616,0.04866964742541313,-0.05937647446990013,0.08642824739217758,-0.023395681753754616
relation,0.26666557788848877,0.23805038630962372,0.3077252209186554,0.2290075570344925,0.28023120760917664,0.2722777724266052,0.3203113079071045,0.28023120760917664,0.30308300256729126,0.3077252209186554,0.2560330033302307,0.2621174156665802,0.1898830384016037
to,0.5423505902290344,0.5965728163719177,0.45503583550453186,0.33486208319664,0.4972836375236511,0.2954166829586029,1.0,0.4972836375236511,0.2737571895122528,0.45503583550453186,0.2574991285800934,0.29393571615219116,0.29463258385658264
the,0.5091903209686279,0.4133751392364502,0.5829201340675354,0.3487054407596588,0.4248143136501312,0.4028765559196472,0.535392165184021,0.4248143136501312,0.3290225565433502,0.5829201340675354,0.2926941215991974,0.28826791048049927,0.22068053483963013
state,0.2549494504928589,0.17657263576984406,0.25097307562828064,0.23030580580234528,0.22221757471561432,0.19653785228729248,0.25557461380958557,0.22221757471561432,0.17224469780921936,0.25097307562828064,0.4148232042789459,0.1948394924402237,0.1160883978009224
and,0.4716290831565857,0.34921059012413025,0.3739250600337982,0.27333492040634155,0.41766801476478577,0.3359341621398926,0.48971283435821533,0.41766801476478577,0.3155590295791626,0.3739250600337982,0.2651209533214569,0.2773130238056183,0.20544172823429108
its,0.34032323956489563,0.27556702494621277,0.4424409866333008,0.2190946489572525,0.2731834948062897,0.30358725786209106,0.3691340684890747,0.2731834948062897,0.3080371618270874,0.4424409866333008,0.22401699423789978,0.2208651602268219,0.15103481709957123
laws,0.24706986546516418,0.28490784764289856,0.1722979098558426,0.26570817828178406,0.24180686473846436,0.23951920866966248,0.2910608649253845,0.24180686473846436,0.30036336183547974,0.1722979098558426,0.5382423400878906,0.21656164526939392,0.17911791801452637
",",0.36674630641937256,0.32586824893951416,0.427140474319458,0.2255365252494812,0.39254459738731384,0.32932984828948975,0.44245919585227966,0.39254459738731384,0.23645326495170593,0.427140474319458,0.26596060395240784,0.311462938785553,0.31091248989105225
as,0.4437963366508484,0.3824005722999573,0.39550232887268066,0.18760068714618683,0.5230465531349182,0.4031961262226105,0.42092081904411316,0.5230465531349182,0.29189592599868774,0.39550232887268066,0.2500109374523163,0.20338362455368042,0.27043893933296204
distinguished,0.1204124167561531,0.11390671879053116,0.21404969692230225,0.18078701198101044,0.22080981731414795,0.3294059932231903,0.17559397220611572,0.22080981731414795,0.2659631669521332,0.21404969692230225,0.20441628992557526,0.18229714035987854,0.08062640577554703
from,0.405669629573822,0.26231399178504944,0.322764128446579,0.21919812262058258,0.3107333183288574,0.21508969366550446,0.4069952368736267,0.3107333183288574,0.200764000415802,0.322764128446579,0.20708277821540833,0.16580849885940552,0.19969791173934937
a,0.44397395849227905,0.398599237203598,1.0,0.4078793525695801,0.39883795380592346,0.36109375953674316,0.45503583550453186,0.39883795380592346,0.3020499646663666,1.0,0.2662247121334076,0.26916176080703735,0.23916715383529663
constitutional,0.1960805505514145,0.24844315648078918,0.2662247121334076,0.24328716099262238,0.26514506340026855,0.2595736086368561,0.2574991285800934,0.26514506340026855,0.2625022530555725,0.2662247121334076,1.0,0.18480154871940613,0.2199033498764038
impasse,0.19193114340305328,0.2514437735080719,0.26916176080703735,0.24816149473190308,0.22148627042770386,0.19791847467422485,0.29393571615219116,0.22148627042770386,0.20319490134716034,0.26916176080703735,0.18480154871940613,1.0,0.1774221956729889
in,0.4431333839893341,0.30461156368255615,0.539380669593811,0.23876774311065674,0.3481820821762085,0.28591203689575195,0.45010748505592346,0.3481820821762085,0.3055992126464844,0.539380669593811,0.278969407081604,0.24801252782344818,0.20430970191955566
which,0.572554349899292,0.3854503035545349,0.56894451379776,0.35705965757369995,0.476310670375824,0.32509535551071167,0.5345056653022766,0.476310670375824,0.3544968068599701,0.56894451379776,0.2864847183227539,0.21556496620178223,0.25814583897590637
two,0.3743424117565155,0.2872341275215149,0.3289857804775238,0.19271370768547058,0.28515341877937317,0.20864328742027283,0.3343428373336792,0.28515341877937317,0.17534790933132172,0.3289857804775238,0.2079426497220993,0.17338046431541443,0.19645625352859497
public,0.18564704060554504,0.2115112692117691,0.19607044756412506,0.27968519926071167,0.22898490726947784,0.23294512927532196,0.2672370672225952,0.22898490726947784,0.2807827293872833,0.19607044756412506,0.27965688705444336,0.19975656270980835,0.19872993230819702
agencies,0.1805947870016098,0.2348174750804901,0.14999866485595703,0.1983211189508438,0.22214919328689575,0.17023515701293945,0.25568169355392456,0.22214919328689575,0.24790972471237183,0.14999866485595703,0.33524733781814575,0.1711563616991043,0.1637895703315735
",",0.36674630641937256,0.32586824893951416,0.427140474319458,0.2255365252494812,0.39254459738731384,0.32932984828948975,0.44245919585227966,0.39254459738731384,0.23645326495170593,0.427140474319458,0.26596060395240784,0.311462938785553,0.31091248989105225
especially,0.3804360032081604,0.30507516860961914,0.3264579772949219,0.27462926506996155,0.36800456047058105,0.4690861999988556,0.37744608521461487,0.36800456047058105,0.363204687833786,0.3264579772949219,0.1910065859556198,0.2993125915527344,0.19751401245594025
two,0.3743424117565155,0.2872341275215149,0.3289857804775238,0.19271370768547058,0.28515341877937317,0.20864328742027283,0.3343428373336792,0.28515341877937317,0.17534790933132172,0.3289857804775238,0.2079426497220993,0.17338046431541443,0.19645625352859497
equally,0.34147512912750244,0.3687359392642975,0.26778465509414673,0.3274795413017273,0.4442092776298523,0.387257844209671,0.3164912164211273,0.4442092776298523,0.2676410973072052,0.26778465509414673,0.2971973419189453,0.18286825716495514,0.22503766417503357
sovereign,0.1619783192873001,0.24317650496959686,0.18952783942222595,0.2474052459001541,0.2386954128742218,0.32212600111961365,0.20402052998542786,0.2386954128742218,0.21345454454421997,0.18952783942222595,0.48634645342826843,0.17820070683956146,0.1680317223072052
branches,0.18563616275787354,0.16410306096076965,0.2363167256116867,0.18840117752552032,0.1790500432252884,0.17077656090259552,0.18054959177970886,0.1790500432252884,0.17051783204078674,0.2363167256116867,0.24424776434898376,0.12757158279418945,0.12858285009860992
of,0.3757161796092987,0.3353942930698395,0.5052502155303955,0.27674683928489685,0.33904364705085754,0.4190242290496826,0.41548454761505127,0.33904364705085754,0.310682475566864,0.5052502155303955,0.3563419580459595,0.26428720355033875,0.1826142966747284
government,0.23078718781471252,0.2675379514694214,0.25158295035362244,0.28458428382873535,0.22621913254261017,0.16786843538284302,0.28343796730041504,0.22621913254261017,0.28327539563179016,0.25158295035362244,0.5718100070953369,0.15412454307079315,0.18851417303085327
",",0.36674630641937256,0.32586824893951416,0.427140474319458,0.2255365252494812,0.39254459738731384,0.32932984828948975,0.44245919585227966,0.39254459738731384,0.23645326495170593,0.427140474319458,0.26596060395240784,0.311462938785553,0.31091248989105225
conflict,0.2741304636001587,0.20280787348747253,0.2236446589231491,0.17059186100959778,0.21985290944576263,0.221291646361351,0.2420341968536377,0.21985290944576263,0.2273099571466446,0.2236446589231491,0.3350617289543152,0.1872236132621765,0.26744839549064636
.,0.475719153881073,0.35067233443260193,0.50484299659729,0.29091694951057434,0.4383580684661865,0.29356086254119873,0.4645031690597534,0.4383580684661865,0.2575608491897583,0.50484299659729,0.22597159445285797,0.2614154815673828,0.4130953550338745
