,who,was,the,quarterback,for,the,broncos,2015,season,?
with,0.3282766342163086,0.27411898970603943,0.4223487675189972,0.1795865148305893,0.39140474796295166,0.4223487675189972,0.2245701551437378,-0.05818283185362816,0.26700887084007263,0.2433311939239502
the,0.3733934462070465,0.48711544275283813,1.0,0.23757418990135193,0.4739971458911896,1.0,0.25985947251319885,0.1466771513223648,0.2507155239582062,0.22068053483963013
indianapolis,0.18802113831043243,0.252520889043808,0.25879812240600586,0.46644681692123413,0.24690485000610352,0.25879812240600586,0.5067797303199768,0.012573005631566048,0.33245381712913513,0.10281907767057419
colts,0.20528243482112885,0.2654520571231842,0.2615845501422882,0.6730073094367981,0.3092961311340332,0.2615845501422882,0.6631835699081421,-0.06373267620801926,0.35568830370903015,0.1482221484184265
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.17283181846141815,0.4322226941585541,0.6662389636039734,0.20316283404827118,0.0891268327832222,0.2184021919965744,0.20430970191955566
1998,0.10716468840837479,0.04920116811990738,-0.047468025237321854,-0.03638772293925285,0.007990892976522446,-0.047468025237321854,-0.05604337155818939,0.15614943206310272,-0.13445305824279785,0.11714459210634232
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2844501733779907,0.4464869201183319,0.4933079481124878,0.2558487057685852,0.06568983197212219,0.2232367992401123,0.31091248989105225
due,0.1198829784989357,0.29011407494544983,0.22577603161334991,0.14466102421283722,0.2363993525505066,0.22577603161334991,0.14721551537513733,-0.0008425026899203658,0.1704137921333313,0.10954997688531876
to,0.42656609416007996,0.3636345863342285,0.535392165184021,0.17934949696063995,0.4451248347759247,0.535392165184021,0.23674264550209045,-0.0031493064016103745,0.22382742166519165,0.29463258385658264
a,0.36608949303627014,0.4508470594882965,0.5829201340675354,0.20472733676433563,0.44038116931915283,0.5829201340675354,0.19771797955036163,-0.008371892385184765,0.1855505406856537,0.23916715383529663
plantar,0.22626790404319763,0.26657116413116455,0.23765602707862854,0.1772628128528595,0.12882773578166962,0.23765602707862854,0.20850567519664764,0.18467876315116882,0.18289150297641754,0.12419132888317108
fasciitis,0.23468850553035736,0.21122834086418152,0.14955414831638336,0.22398145496845245,0.2391192764043808,0.14955414831638336,0.2390175461769104,-0.04074975103139877,0.12830358743667603,0.23458775877952576
injury,0.18636278808116913,0.21684524416923523,0.22097580134868622,0.3529675006866455,0.21874423325061798,0.22097580134868622,0.38810256123542786,-0.03836541622877121,0.3006984293460846,0.1309780478477478
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.17283181846141815,0.4322226941585541,0.6662389636039734,0.20316283404827118,0.0891268327832222,0.2184021919965744,0.20430970191955566
his,0.44966956973075867,0.4405253231525421,0.4394008219242096,0.26448479294776917,0.39312878251075745,0.4394008219242096,0.22318051755428314,0.0642445981502533,0.20986881852149963,0.18075084686279297
heel,0.25280386209487915,0.18557390570640564,0.2303585559129715,0.24822287261486053,0.17983359098434448,0.2303585559129715,0.29370442032814026,0.015111960470676422,0.19707657396793365,0.13895626366138458
that,0.45444270968437195,0.33670201897621155,0.5473989248275757,0.17249047756195068,0.4137635827064514,0.5473989248275757,0.15371358394622803,-0.05786290019750595,0.21767571568489075,0.32716336846351624
he,0.5500732064247131,0.5410010814666748,0.4571082592010498,0.28568264842033386,0.4540175199508667,0.4571082592010498,0.2534533441066742,0.0005476312362588942,0.20349597930908203,0.2089974731206894
had,0.36173108220100403,0.5927209258079529,0.3875846862792969,0.18042391538619995,0.3270139992237091,0.3875846862792969,0.19590453803539276,0.0605347566306591,0.1978970468044281,0.20728366076946259
suffered,0.18016760051250458,0.3911045491695404,0.2558774948120117,0.22943666577339172,0.17500363290309906,0.2558774948120117,0.26362344622612,0.08852661401033401,0.21271176636219025,0.08963493257761002
since,0.27765995264053345,0.4384658932685852,0.4054957628250122,0.18010541796684265,0.36751601099967957,0.4054957628250122,0.16061389446258545,0.04247409105300903,0.25668418407440186,0.2876587212085724
the,0.3733934462070465,0.48711544275283813,1.0,0.23757418990135193,0.4739971458911896,1.0,0.25985947251319885,0.1466771513223648,0.2507155239582062,0.22068053483963013
summer,0.1388430893421173,0.22632931172847748,0.2685571610927582,0.1793803870677948,0.2597406506538391,0.2685571610927582,0.17400752007961273,0.10762901604175568,0.36044254899024963,0.11625723540782928
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2844501733779907,0.4464869201183319,0.4933079481124878,0.2558487057685852,0.06568983197212219,0.2232367992401123,0.31091248989105225
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.202833354473114,0.5064792633056641,0.5171257257461548,0.20959050953388214,0.015077123418450356,0.2369309365749359,0.20544172823429108
the,0.3733934462070465,0.48711544275283813,1.0,0.23757418990135193,0.4739971458911896,1.0,0.25985947251319885,0.1466771513223648,0.2507155239582062,0.22068053483963013
simple,0.26573318243026733,0.14933012425899506,0.24738673865795135,0.16086557507514954,0.32954689860343933,0.24738673865795135,0.1627659946680069,-0.11943268030881882,0.19736924767494202,0.4614735543727875
fact,0.3179011940956116,0.24826835095882416,0.32878658175468445,0.05100208893418312,0.2685041129589081,0.32878658175468445,0.050056591629981995,-0.047187209129333496,0.17834530770778656,0.2798655927181244
that,0.45444270968437195,0.33670201897621155,0.5473989248275757,0.17249047756195068,0.4137635827064514,0.5473989248275757,0.15371358394622803,-0.05786290019750595,0.21767571568489075,0.32716336846351624
manning,0.33436715602874756,0.2607507109642029,0.27058160305023193,0.5449647903442383,0.33057859539985657,0.27058160305023193,0.4807402193546295,-0.010276862420141697,0.33529460430145264,0.15856626629829407
was,0.3318818509578705,1.0000001192092896,0.48711544275283813,0.24103644490242004,0.3863949179649353,0.48711544275283813,0.23574475944042206,0.14799827337265015,0.24797968566417694,0.18412111699581146
getting,0.3006364703178406,0.2391812801361084,0.2930673360824585,0.2386045902967453,0.34310558438301086,0.2930673360824585,0.21133212745189667,-0.12157689779996872,0.21153336763381958,0.28468504548072815
old,0.2511109709739685,0.2867572605609894,0.31849798560142517,0.13743433356285095,0.2211335301399231,0.31849798560142517,0.0845843181014061,0.030092759057879448,0.15347151458263397,0.20577076077461243
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.2844501733779907,0.4464869201183319,0.4933079481124878,0.2558487057685852,0.06568983197212219,0.2232367992401123,0.31091248989105225
as,0.3923053741455078,0.3677520453929901,0.48381632566452026,0.2484835833311081,0.44774648547172546,0.48381632566452026,0.23052668571472168,0.04859122261404991,0.22911055386066437,0.27043893933296204
he,0.5500732064247131,0.5410010814666748,0.4571082592010498,0.28568264842033386,0.4540175199508667,0.4571082592010498,0.2534533441066742,0.0005476312362588942,0.20349597930908203,0.2089974731206894
turned,0.29454195499420166,0.3994938135147095,0.3414173722267151,0.1537654548883438,0.24899277091026306,0.3414173722267151,0.23388348519802094,0.01912897825241089,0.17581911385059357,0.130948007106781
39,-0.020977824926376343,0.0029520741663873196,0.12403792142868042,0.1435333490371704,0.053668420761823654,0.12403792142868042,0.17060622572898865,0.03233209624886513,0.13412198424339294,0.04514012485742569
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.17283181846141815,0.4322226941585541,0.6662389636039734,0.20316283404827118,0.0891268327832222,0.2184021919965744,0.20430970191955566
the,0.3733934462070465,0.48711544275283813,1.0,0.23757418990135193,0.4739971458911896,1.0,0.25985947251319885,0.1466771513223648,0.2507155239582062,0.22068053483963013
2015,0.0437915064394474,0.14799827337265015,0.1466771513223648,-0.07722106575965881,-0.08512632548809052,0.1466771513223648,-0.0028495145961642265,1.0,-0.03830436244606972,-0.029954981058835983
off-season,0.3018527030944824,0.3074408769607544,0.2915349304676056,0.5227954387664795,0.37290364503860474,0.2915349304676056,0.5205284357070923,-0.03429057076573372,0.8545464873313904,0.25146612524986267
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.23691914975643158,0.4726039469242096,0.5934505462646484,0.2612393796443939,0.06607602536678314,0.24674734473228455,0.4130953550338745
