,what,may,be,presented,to,parliament,in,various,ways,?
the,0.42745697498321533,0.2694292366504669,0.4248143136501312,0.3251480758190155,0.535392165184021,0.26521381735801697,0.6662389636039734,0.3235042691230774,0.25153350830078125,0.22068053483963013
areas,0.23739881813526154,0.192206010222435,0.3040323853492737,0.07229523360729218,0.29808273911476135,0.18003973364830017,0.33029478788375854,0.30689191818237305,0.2733294665813446,0.1273590475320816
under,0.20154598355293274,0.17191942036151886,0.23514987528324127,0.18360395729541779,0.27177539467811584,0.12533904612064362,0.2535393238067627,0.21850796043872833,0.12961582839488983,0.18233340978622437
its,0.30393704771995544,0.17664512991905212,0.2731834948062897,0.1710420399904251,0.3691340684890747,0.23021577298641205,0.3793783485889435,0.184182807803154,0.19308128952980042,0.15103481709957123
remit,0.4953903555870056,0.2151004821062088,0.378248006105423,0.19641853868961334,0.3489500880241394,0.23091010749340057,0.20115408301353455,0.22371643781661987,0.2919299602508545,0.3610509932041168
;,0.10986888408660889,-0.015097163617610931,0.06185305491089821,0.04541102796792984,0.0979827418923378,0.03756367042660713,0.092739537358284,0.0731598362326622,0.03944834694266319,0.10349778085947037
a,0.3320399522781372,0.29255667328834534,0.39883795380592346,0.24034897983074188,0.45503583550453186,0.22951169312000275,0.539380669593811,0.17124241590499878,0.25739049911499023,0.23916715383529663
member,0.09932345896959305,0.1533735990524292,0.15509481728076935,0.24066706001758575,0.19456195831298828,0.3747406303882599,0.20856694877147675,0.1621752679347992,0.06494437903165817,0.06826172769069672
of,0.33290785551071167,0.26447007060050964,0.33904364705085754,0.30231305956840515,0.41548454761505127,0.2885259687900543,0.5696388483047485,0.3196488320827484,0.23171216249465942,0.1826142966747284
the,0.42745697498321533,0.2694292366504669,0.4248143136501312,0.3251480758190155,0.535392165184021,0.26521381735801697,0.6662389636039734,0.3235042691230774,0.25153350830078125,0.22068053483963013
scottish,0.13777151703834534,0.21667926013469696,0.13774465024471283,0.21606935560703278,0.1268421709537506,0.3418616056442261,0.16512006521224976,0.08751434832811356,0.07432760298252106,0.06442669779062271
parliament,0.21650300920009613,0.21585623919963837,0.1534755527973175,0.21905829012393951,0.20290622115135193,1.0,0.2323146015405655,0.1177385002374649,0.1536400318145752,0.1586504578590393
can,0.34502777457237244,0.43584567308425903,0.5791122913360596,0.11946158856153488,0.4979398250579834,0.1599172055721283,0.26527702808380127,0.3538420796394348,0.47978562116622925,0.3226337134838104
introduce,0.2023693174123764,0.11500620096921921,0.2999604046344757,0.2733818292617798,0.3381519317626953,0.18331246078014374,0.18157897889614105,0.27367427945137024,0.2642187476158142,0.22698114812374115
a,0.3320399522781372,0.29255667328834534,0.39883795380592346,0.24034897983074188,0.45503583550453186,0.22951169312000275,0.539380669593811,0.17124241590499878,0.25739049911499023,0.23916715383529663
bill,0.16425743699073792,0.15351812541484833,0.14357201755046844,0.26074129343032837,0.17981381714344025,0.2732408940792084,0.1447519063949585,0.09594689309597015,0.08885250985622406,0.12855131924152374
as,0.31749409437179565,0.32133710384368896,0.5230465531349182,0.27148348093032837,0.42092081904411316,0.1639251410961151,0.3887844979763031,0.35201138257980347,0.2867274880409241,0.27043893933296204
a,0.3320399522781372,0.29255667328834534,0.39883795380592346,0.24034897983074188,0.45503583550453186,0.22951169312000275,0.539380669593811,0.17124241590499878,0.25739049911499023,0.23916715383529663
private,0.16778090596199036,0.16896244883537292,0.1834806501865387,0.21135802567005157,0.18892748653888702,0.16003824770450592,0.21135757863521576,0.1952105611562729,0.10080483555793762,0.14389030635356903
member,0.09932345896959305,0.1533735990524292,0.15509481728076935,0.24066706001758575,0.19456195831298828,0.3747406303882599,0.20856694877147675,0.1621752679347992,0.06494437903165817,0.06826172769069672
;,0.10986888408660889,-0.015097163617610931,0.06185305491089821,0.04541102796792984,0.0979827418923378,0.03756367042660713,0.092739537358284,0.0731598362326622,0.03944834694266319,0.10349778085947037
or,0.33867141604423523,0.399771511554718,0.5260903835296631,0.1976616382598877,0.38921234011650085,0.209258034825325,0.3586423695087433,0.3241712749004364,0.34215420484542847,0.32389625906944275
a,0.3320399522781372,0.29255667328834534,0.39883795380592346,0.24034897983074188,0.45503583550453186,0.22951169312000275,0.539380669593811,0.17124241590499878,0.25739049911499023,0.23916715383529663
private,0.16778090596199036,0.16896244883537292,0.1834806501865387,0.21135802567005157,0.18892748653888702,0.16003824770450592,0.21135757863521576,0.1952105611562729,0.10080483555793762,0.14389030635356903
bill,0.16425743699073792,0.15351812541484833,0.14357201755046844,0.26074129343032837,0.17981381714344025,0.2732408940792084,0.1447519063949585,0.09594689309597015,0.08885250985622406,0.12855131924152374
can,0.34502777457237244,0.43584567308425903,0.5791122913360596,0.11946158856153488,0.4979398250579834,0.1599172055721283,0.26527702808380127,0.3538420796394348,0.47978562116622925,0.3226337134838104
be,0.3929833769798279,0.45514434576034546,1.0,0.23645514249801636,0.4972836375236511,0.1534755527973175,0.3481820821762085,0.30338236689567566,0.36912792921066284,0.3324260413646698
submitted,0.20540176331996918,0.200105220079422,0.24053779244422913,0.3591877520084381,0.2779480218887329,0.2825964391231537,0.1980462521314621,0.2210974395275116,0.12973573803901672,0.2415507286787033
to,0.455847829580307,0.391582727432251,0.4972836375236511,0.24592746794223785,1.0,0.20290622115135193,0.45010748505592346,0.33564820885658264,0.3916551172733307,0.29463258385658264
parliament,0.21650300920009613,0.21585623919963837,0.1534755527973175,0.21905829012393951,0.20290622115135193,1.0,0.2323146015405655,0.1177385002374649,0.1536400318145752,0.1586504578590393
by,0.2455483376979828,0.1970296949148178,0.43158695101737976,0.3042648136615753,0.33534231781959534,0.1523929238319397,0.370934396982193,0.2973117232322693,0.24503962695598602,0.17966607213020325
an,0.2821882665157318,0.30457955598831177,0.33041056990623474,0.21940281987190247,0.3138085603713989,0.18050292134284973,0.2605783939361572,0.20065057277679443,0.20910055935382843,0.19793890416622162
outside,0.3224688768386841,0.2814694046974182,0.3016713261604309,0.1371343731880188,0.3292369544506073,0.16427920758724213,0.4191201329231262,0.2937927544116974,0.21805523335933685,0.14839068055152893
proposer,0.3461245894432068,0.23373205959796906,0.24162043631076813,0.2074020504951477,0.30134841799736023,0.27364346385002136,0.15894131362438202,0.03417158126831055,0.1939617097377777,0.3582901656627655
.,0.3567904531955719,0.35826805233955383,0.4383580684661865,0.2494649887084961,0.4645031690597534,0.23747818171977997,0.5591574311256409,0.23115769028663635,0.24406853318214417,0.4130953550338745
