,what,happens,to,the,gdp,growth,of,a,country,if,the,income,share,of,the,top,20,percent,increases,",",according,to,imf,staff,economists,?
top,0.21232028305530548,0.15896762907505035,0.20897358655929565,0.31754136085510254,0.15261231362819672,0.15324249863624573,0.20362378656864166,0.2422690987586975,0.1737794280052185,0.24618546664714813,0.31754136085510254,0.19648851454257965,0.08961311727762222,0.20362378656864166,0.31754136085510254,1.0000001192092896,-0.07617314159870148,0.22551663219928741,0.26066744327545166,0.2270241379737854,0.1592642366886139,0.20897358655929565,0.19252793490886688,0.24911023676395416,0.15001671016216278,0.17265194654464722
20,-0.036424171179533005,-0.04458385333418846,-0.018198585137724876,-0.06418957561254501,0.007685193791985512,-0.026385683566331863,-0.0318976491689682,-0.014937898144125938,0.07303910702466965,0.0070243459194898605,-0.06418957561254501,0.06477738171815872,0.0902727022767067,-0.0318976491689682,-0.06418957561254501,-0.07617314159870148,1.0,0.022326350212097168,-0.05372145399451256,0.02128993533551693,0.037564001977443695,-0.018198585137724876,0.01873084343969822,-0.030416574329137802,0.007455232087522745,0.11360422521829605
percent,0.2506202459335327,0.20856037735939026,0.2143162339925766,0.277066707611084,0.4503449499607086,0.32251960039138794,0.3004763424396515,0.2187717854976654,0.19611775875091553,0.26150548458099365,0.277066707611084,0.42370086908340454,0.2633410394191742,0.3004763424396515,0.277066707611084,0.22551663219928741,0.022326350212097168,0.9999999403953552,0.4275619685649872,0.19088563323020935,0.2391975224018097,0.2143162339925766,0.3215363025665283,0.16145874559879303,0.2831311523914337,0.14671556651592255
(,0.2411840260028839,0.22396224737167358,0.30882009863853455,0.33289089798927307,0.16074123978614807,0.15381410717964172,0.35032153129577637,0.3206180930137634,0.1820623129606247,0.26899856328964233,0.33289089798927307,0.1266181766986847,0.18660616874694824,0.35032153129577637,0.33289089798927307,0.18587446212768555,-0.053621355444192886,0.11258889734745026,0.17667055130004883,0.6363511681556702,0.19962136447429657,0.30882009863853455,0.20913657546043396,0.11684975773096085,0.12676571309566498,0.40561532974243164
the,0.42745697498321533,0.32930514216423035,0.535392165184021,1.0,0.16116170585155487,0.2912366986274719,0.733189046382904,0.5829201340675354,0.30432501435279846,0.33724796772003174,1.0,0.23699946701526642,0.249948650598526,0.733189046382904,1.0,0.31754136085510254,-0.06418957561254501,0.277066707611084,0.38141000270843506,0.4933079481124878,0.3202974498271942,0.535392165184021,0.2881089448928833,0.2306259125471115,0.20146530866622925,0.22068053483963013
rich,0.22860300540924072,0.11996383965015411,0.2667584717273712,0.2007024586200714,0.16138356924057007,0.21478891372680664,0.23752830922603607,0.25359082221984863,0.2326543629169464,0.13824822008609772,0.2007024586200714,0.35326406359672546,0.24818377196788788,0.23752830922603607,0.2007024586200714,0.09404291212558746,0.09900884330272675,0.17375974357128143,0.19191204011440277,0.272274911403656,0.19016025960445404,0.2667584717273712,0.14197200536727905,-0.001966365147382021,0.17199240624904633,0.13849185407161713
),0.26259949803352356,0.21613579988479614,0.31236231327056885,0.3456730246543884,0.182301327586174,0.14860999584197998,0.3680361211299896,0.3640355169773102,0.18773311376571655,0.2878422141075134,0.3456730246543884,0.12669844925403595,0.20194026827812195,0.3680361211299896,0.3456730246543884,0.1905946135520935,-0.02411595731973648,0.10651931166648865,0.15424759685993195,0.63033527135849,0.19621314108371735,0.31236231327056885,0.20346681773662567,0.11960045248270035,0.13791701197624207,0.42300865054130554
increases,0.23849372565746307,0.42854100465774536,0.3197665810585022,0.38141000270843506,0.33964452147483826,0.40438833832740784,0.3793904483318329,0.3119737505912781,0.09250426292419434,0.34807273745536804,0.38141000270843506,0.3327620327472687,0.26091617345809937,0.3793904483318329,0.38141000270843506,0.26066744327545166,-0.05372145399451256,0.4275619685649872,1.0000001192092896,0.17835964262485504,0.1962057501077652,0.3197665810585022,0.2755565941333771,0.11746625602245331,0.20233392715454102,0.10270863026380539
",",0.3087472915649414,0.24968470633029938,0.44245919585227966,0.4933079481124878,0.17147020995616913,0.2218456119298935,0.4946078956127167,0.427140474319458,0.27878350019454956,0.257730096578598,0.4933079481124878,0.19703416526317596,0.29725754261016846,0.4946078956127167,0.4933079481124878,0.2270241379737854,0.02128993533551693,0.19088563323020935,0.17835964262485504,1.0000001192092896,0.3107093870639801,0.44245919585227966,0.2779572904109955,0.20899298787117004,0.23655612766742706,0.31091248989105225
then,0.4072686731815338,0.24007847905158997,0.5203860402107239,0.4297412931919098,0.1148018166422844,0.16683724522590637,0.2937326431274414,0.3970017731189728,0.20922450721263885,0.5936081409454346,0.4297412931919098,0.15363982319831848,0.1178998053073883,0.2937326431274414,0.4297412931919098,0.24646645784378052,-0.052518874406814575,0.15428490936756134,0.22252728044986725,0.36768391728401184,0.13201166689395905,0.5203860402107239,0.13486981391906738,0.18820098042488098,0.1599695086479187,0.2884598970413208
gdp,0.2943311929702759,0.18741557002067566,0.16873480379581451,0.16116170585155487,1.0000001192092896,0.42887356877326965,0.173078253865242,0.13026808202266693,0.31972363591194153,0.1971559375524521,0.16116170585155487,0.5492525696754456,0.25027528405189514,0.173078253865242,0.16116170585155487,0.15261231362819672,0.007685193791985512,0.4503449499607086,0.33964452147483826,0.17147020995616913,0.23980264365673065,0.16873480379581451,0.42911452054977417,0.09566125273704529,0.41121774911880493,0.232579305768013
growth,0.1739405393600464,0.23060645163059235,0.2701800763607025,0.2912366986274719,0.42887356877326965,1.0000001192092896,0.2679378092288971,0.21544985473155975,0.21119706332683563,0.17337800562381744,0.2912366986274719,0.37261080741882324,0.1736205369234085,0.2679378092288971,0.2912366986274719,0.15324249863624573,-0.026385683566331863,0.32251960039138794,0.40438833832740784,0.2218456119298935,0.19464433193206787,0.2701800763607025,0.28048259019851685,0.10770054161548615,0.3469206392765045,0.07547862827777863
actually,0.5747550129890442,0.321956068277359,0.4543284475803375,0.39964747428894043,0.23145554959774017,0.22144806385040283,0.3496170938014984,0.3909306824207306,0.1773376315832138,0.5321885943412781,0.39964747428894043,0.18405228853225708,0.30293217301368713,0.3496170938014984,0.39964747428894043,0.18804693222045898,-0.011600595898926258,0.2900887429714203,0.26875272393226624,0.34130755066871643,0.27183324098587036,0.4543284475803375,0.2212333232164383,0.1922931969165802,0.2638986110687256,0.36036357283592224
declines,0.24549642205238342,0.17663875222206116,0.30448853969573975,0.2877054214477539,0.2926935851573944,0.3084828555583954,0.20356740057468414,0.20290426909923553,0.22348813712596893,0.23530684411525726,0.2877054214477539,0.32558849453926086,0.18691259622573853,0.20356740057468414,0.2877054214477539,0.13011768460273743,0.032864801585674286,0.28896692395210266,0.32326796650886536,0.30179378390312195,0.22962212562561035,0.30448853969573975,0.2758598029613495,0.1353358030319214,0.2889184355735779,0.19129317998886108
over,0.28007611632347107,0.23373082280158997,0.38635820150375366,0.39856547117233276,0.2047097235918045,0.17924273014068604,0.36136594414711,0.32199642062187195,0.23639845848083496,0.2865285277366638,0.39856547117233276,0.186325803399086,0.1966247409582138,0.36136594414711,0.39856547117233276,0.3210913836956024,-0.02065853215754032,0.24512292444705963,0.3335147798061371,0.3301127254962921,0.2289259284734726,0.38635820150375366,0.2610781192779541,0.22440695762634277,0.16712626814842224,0.25742942094802856
the,0.42745697498321533,0.32930514216423035,0.535392165184021,1.0,0.16116170585155487,0.2912366986274719,0.733189046382904,0.5829201340675354,0.30432501435279846,0.33724796772003174,1.0,0.23699946701526642,0.249948650598526,0.733189046382904,1.0,0.31754136085510254,-0.06418957561254501,0.277066707611084,0.38141000270843506,0.4933079481124878,0.3202974498271942,0.535392165184021,0.2881089448928833,0.2306259125471115,0.20146530866622925,0.22068053483963013
medium,0.09298098087310791,0.18479792773723602,0.14374034106731415,0.21611663699150085,0.15854507684707642,0.19868822395801544,0.17851373553276062,0.2819516956806183,0.09879176318645477,0.16763435304164886,0.21611663699150085,0.25898489356040955,0.17301124334335327,0.17851373553276062,0.21611663699150085,0.14023153483867645,0.046765003353357315,0.23499421775341034,0.2624650001525879,0.1837785542011261,0.12248688191175461,0.14374034106731415,0.125398650765419,0.07926400005817413,0.11703309416770935,0.09342553466558456
term,0.25282326340675354,0.23676395416259766,0.3310292959213257,0.2740369141101837,0.12749212980270386,0.20576293766498566,0.26047757267951965,0.3080509603023529,0.213531032204628,0.20444554090499878,0.2740369141101837,0.16641829907894135,0.12492188066244125,0.26047757267951965,0.2740369141101837,0.12230430543422699,-0.03613485023379326,0.2501741051673889,0.21094098687171936,0.21599270403385162,0.14201639592647552,0.3310292959213257,0.2153143584728241,0.19518037140369415,0.2540387809276581,0.1901002675294876
",",0.3087472915649414,0.24968470633029938,0.44245919585227966,0.4933079481124878,0.17147020995616913,0.2218456119298935,0.4946078956127167,0.427140474319458,0.27878350019454956,0.257730096578598,0.4933079481124878,0.19703416526317596,0.29725754261016846,0.4946078956127167,0.4933079481124878,0.2270241379737854,0.02128993533551693,0.19088563323020935,0.17835964262485504,1.0000001192092896,0.3107093870639801,0.44245919585227966,0.2779572904109955,0.20899298787117004,0.23655612766742706,0.31091248989105225
suggesting,0.41655999422073364,0.2784590721130371,0.35274428129196167,0.3232928216457367,0.1498640775680542,0.2352788746356964,0.296364426612854,0.33573681116104126,0.1009574681520462,0.4221690595149994,0.3232928216457367,0.13917477428913116,0.3276102542877197,0.296364426612854,0.3232928216457367,0.18483318388462067,0.012861717492341995,0.14897826313972473,0.29917702078819275,0.3110730051994324,0.2732768952846527,0.35274428129196167,0.22325541079044342,0.24387311935424805,0.2337546944618225,0.3712358772754669
that,0.6297725439071655,0.37155571579933167,0.5436353087425232,0.5473989248275757,0.20286191999912262,0.26227322220802307,0.41498205065727234,0.47537946701049805,0.210195854306221,0.5634250640869141,0.5473989248275757,0.2627509534358978,0.3158736228942871,0.41498205065727234,0.5473989248275757,0.2259238362312317,-0.040625885128974915,0.2902362644672394,0.3289920389652252,0.4137537479400635,0.29146862030029297,0.5436353087425232,0.25920864939689636,0.21744154393672943,0.30523014068603516,0.32716336846351624
the,0.42745697498321533,0.32930514216423035,0.535392165184021,1.0,0.16116170585155487,0.2912366986274719,0.733189046382904,0.5829201340675354,0.30432501435279846,0.33724796772003174,1.0,0.23699946701526642,0.249948650598526,0.733189046382904,1.0,0.31754136085510254,-0.06418957561254501,0.277066707611084,0.38141000270843506,0.4933079481124878,0.3202974498271942,0.535392165184021,0.2881089448928833,0.2306259125471115,0.20146530866622925,0.22068053483963013
benefits,0.26291319727897644,0.24509967863559723,0.29057374596595764,0.20434671640396118,0.32558751106262207,0.23790527880191803,0.1838720440864563,0.22249166667461395,0.16329236328601837,0.30884963274002075,0.20434671640396118,0.39388611912727356,0.32268914580345154,0.1838720440864563,0.20434671640396118,0.12830746173858643,0.0938379094004631,0.32344040274620056,0.4659006893634796,0.19544656574726105,0.1745276153087616,0.29057374596595764,0.35431504249572754,0.20989122986793518,0.3639070987701416,0.25678688287734985
do,0.4609605669975281,0.34373533725738525,0.38876664638519287,0.30239659547805786,0.20992623269557953,0.18957719206809998,0.26150479912757874,0.26237669587135315,0.20290088653564453,0.4196736514568329,0.30239659547805786,0.1701079159975052,0.28333228826522827,0.26150479912757874,0.30239659547805786,0.15315739810466766,0.017441220581531525,0.21628159284591675,0.2400524616241455,0.3283645510673523,0.16328340768814087,0.38876664638519287,0.23488681018352509,0.18069061636924744,0.25564107298851013,0.4093979299068451
not,0.5449194312095642,0.3439979553222656,0.5149973034858704,0.4310511648654938,0.18274830281734467,0.22978122532367706,0.3307090103626251,0.3791346549987793,0.22478289902210236,0.6100378632545471,0.4310511648654938,0.25472235679626465,0.2734396755695343,0.3307090103626251,0.4310511648654938,0.2002299576997757,-0.0008739718468859792,0.2842000424861908,0.29212671518325806,0.3769696354866028,0.20130372047424316,0.5149973034858704,0.23745645582675934,0.2115902602672577,0.2635095417499542,0.41942933201789856
trickle,0.28387296199798584,0.24073700606822968,0.30887940526008606,0.19502782821655273,0.18279802799224854,0.2810784578323364,0.193135067820549,0.2921370565891266,0.16896404325962067,0.2405627816915512,0.19502782821655273,0.1417020857334137,0.19833484292030334,0.193135067820549,0.19502782821655273,0.21148400008678436,0.08010900765657425,0.19029399752616882,0.20086055994033813,0.365947961807251,0.1599923074245453,0.30887940526008606,0.1258528232574463,0.1821061372756958,0.29991966485977173,0.2168779969215393
down,0.26226112246513367,0.22388485074043274,0.33130598068237305,0.3325848877429962,0.09123546630144119,0.22363485395908356,0.23279321193695068,0.2387222796678543,0.14079008996486664,0.24909529089927673,0.3325848877429962,0.11966206878423691,0.08841848373413086,0.23279321193695068,0.3325848877429962,0.2595166265964508,-0.010601035319268703,0.12370027601718903,0.2518933415412903,0.23362469673156738,0.16933980584144592,0.33130598068237305,0.09902270138263702,0.20319998264312744,0.16825106739997864,0.13836295902729034
.,0.3567904531955719,0.24076157808303833,0.4645031690597534,0.5934505462646484,0.17039258778095245,0.2825547754764557,0.5352458953857422,0.50484299659729,0.26130348443984985,0.421799898147583,0.5934505462646484,0.26448529958724976,0.24849677085876465,0.5352458953857422,0.5934505462646484,0.3064132034778595,0.01334344781935215,0.2556350827217102,0.22987256944179535,0.6812511086463928,0.29052162170410156,0.4645031690597534,0.2650776207447052,0.2509625256061554,0.20684802532196045,0.4130953550338745
