,who,played,a,part,in,the,development,of,radar,in,france,?
would,0.3632977604866028,0.1685459464788437,0.398599237203598,0.2740741968154907,0.30461156368255615,0.4133751392364502,0.1877678483724594,0.3353942930698395,0.18832984566688538,0.30461156368255615,0.19320958852767944,0.37178951501846313
penetrate,0.21127179265022278,0.08394476026296616,0.2716330885887146,0.14258956909179688,0.16783574223518372,0.2782365679740906,0.2923564910888672,0.2778329849243164,0.3161684572696686,0.16783574223518372,0.1385270059108734,0.13993747532367706
water,0.15334713459014893,0.13241666555404663,0.2979097068309784,0.18224267661571503,0.23966141045093536,0.297396719455719,0.18838420510292053,0.2741255462169647,0.21170268952846527,0.23966141045093536,0.1821964681148529,0.14731885492801666
but,0.4487357437610626,0.19553227722644806,0.44750767946243286,0.3478407561779022,0.48674455285072327,0.4859698414802551,0.2356719672679901,0.39942997694015503,0.2229764312505722,0.48674455285072327,0.25404971837997437,0.27921953797340393
émile,0.26243653893470764,0.1358717828989029,0.23532408475875854,0.0787118524312973,0.25653496384620667,0.1643645465373993,0.15107621252536774,0.14571312069892883,0.1618977189064026,0.25653496384620667,0.4093732237815857,0.17449891567230225
girardeau,0.25122585892677307,0.23562732338905334,0.3143007755279541,0.19966033101081848,0.2873888313770294,0.289411723613739,0.17859786748886108,0.282440721988678,0.10756085813045502,0.2873888313770294,0.44435545802116394,0.1523328572511673
",",0.3365725874900818,0.2987361550331116,0.427140474319458,0.3376222252845764,0.5201468467712402,0.4933079481124878,0.23776917159557343,0.4946078956127167,0.22444094717502594,0.5201468467712402,0.28250643610954285,0.31091248989105225
who,0.9999998807907104,0.26104769110679626,0.36608949303627014,0.19576206803321838,0.2792111933231354,0.3733934462070465,0.15172652900218964,0.2827862501144409,0.13127034902572632,0.2792111933231354,0.18489117920398712,0.26220351457595825
helped,0.36359652876853943,0.23579517006874084,0.24550430476665497,0.18525241315364838,0.304380863904953,0.3108886480331421,0.25519293546676636,0.26548290252685547,0.1820165514945984,0.304380863904953,0.17557381093502045,0.16572049260139465
develop,0.1715451180934906,0.052818819880485535,0.27134326100349426,0.2254333347082138,0.22882415354251862,0.26276466250419617,0.6566487550735474,0.2259741723537445,0.1362515538930893,0.22882415354251862,0.16452115774154663,0.15784582495689392
france,0.18489117920398712,0.18764269351959229,0.24802380800247192,0.26355621218681335,0.3812309503555298,0.35517507791519165,0.18204917013645172,0.3265724182128906,0.08284112811088562,0.3812309503555298,1.0000001192092896,0.15069349110126495
's,0.05599616840481758,0.03920676186680794,0.04866964742541313,0.007562864106148481,-0.037580832839012146,-0.01540423184633255,0.004789014346897602,-0.03817026689648628,0.10164838284254074,-0.037580832839012146,0.024341266602277756,-0.023395681753754616
first,0.39065709710121155,0.2724764943122864,0.4287874400615692,0.2607765197753906,0.4127444326877594,0.49448907375335693,0.25595250725746155,0.3536086082458496,0.1764979511499405,0.4127444326877594,0.24946118891239166,0.18701928853988647
radar,0.13127034902572632,0.15486253798007965,0.22776105999946594,0.15637020766735077,0.1639886498451233,0.21210786700248718,0.18976378440856934,0.13733313977718353,1.0,0.1639886498451233,0.08284112811088562,0.09615589678287506
system,0.1550477296113968,0.05014156550168991,0.2589043080806732,0.2814725935459137,0.21978288888931274,0.3233085572719574,0.30911412835121155,0.25597915053367615,0.24926424026489258,0.21978288888931274,0.13816013932228088,0.15556083619594574
in,0.2792111933231354,0.27605336904525757,0.539380669593811,0.4499994218349457,1.0,0.6662389636039734,0.2550492286682129,0.5696388483047485,0.1639886498451233,1.0,0.3812309503555298,0.20430970191955566
the,0.3733934462070465,0.2603478729724884,0.5829201340675354,0.527681291103363,0.6662389636039734,1.0,0.3362044394016266,0.733189046382904,0.21210786700248718,0.6662389636039734,0.35517507791519165,0.22068053483963013
1930s,0.05149843916296959,-0.031978897750377655,0.014264543540775776,0.14636972546577454,0.07221422344446182,0.07268565893173218,0.028302202001214027,0.13420629501342773,0.02437293902039528,0.07221422344446182,-0.0015517661813646555,0.04075539484620094
",",0.3365725874900818,0.2987361550331116,0.427140474319458,0.3376222252845764,0.5201468467712402,0.4933079481124878,0.23776917159557343,0.4946078956127167,0.22444094717502594,0.5201468467712402,0.28250643610954285,0.31091248989105225
noted,0.2524459958076477,0.21086464822292328,0.2248256653547287,0.1902463287115097,0.2277849018573761,0.248806893825531,0.2598894536495209,0.23399871587753296,0.173720583319664,0.2277849018573761,0.10659369826316833,0.13014346361160278
in,0.2792111933231354,0.27605336904525757,0.539380669593811,0.4499994218349457,1.0,0.6662389636039734,0.2550492286682129,0.5696388483047485,0.1639886498451233,1.0,0.3812309503555298,0.20430970191955566
1953,-0.10413619130849838,0.08101354539394379,0.0864405483007431,0.14438550174236298,0.06370333582162857,0.10330186039209366,0.030604885891079903,0.01972707360982895,0.0965990200638771,0.06370333582162857,0.08484334498643875,-0.048926934599876404
that,0.45444270968437195,0.16256408393383026,0.47537946701049805,0.37747326493263245,0.435920387506485,0.5473989248275757,0.2717459201812744,0.41498205065727234,0.24840863049030304,0.435920387506485,0.21517932415008545,0.32716336846351624
tesla,0.1520961970090866,0.12900033593177795,0.2211925983428955,0.14674407243728638,0.17097744345664978,0.1324402391910553,0.15245971083641052,0.18837453424930573,0.2769342064857483,0.17097744345664978,0.15998902916908264,0.10250775516033173
's,0.05599616840481758,0.03920676186680794,0.04866964742541313,0.007562864106148481,-0.037580832839012146,-0.01540423184633255,0.004789014346897602,-0.03817026689648628,0.10164838284254074,-0.037580832839012146,0.024341266602277756,-0.023395681753754616
general,0.2461782991886139,0.09623337537050247,0.2157215178012848,0.15440765023231506,0.259066641330719,0.28634732961654663,0.1740150898694992,0.28352999687194824,0.07101255655288696,0.259066641330719,0.1631249636411667,0.1972234547138214
speculation,0.22836139798164368,0.05582351237535477,0.29090172052383423,0.18295244872570038,0.2451772391796112,0.2822883129119873,0.3130180835723877,0.2334991842508316,0.2049122005701065,0.2451772391796112,0.12048278748989105,0.2624779939651489
that,0.45444270968437195,0.16256408393383026,0.47537946701049805,0.37747326493263245,0.435920387506485,0.5473989248275757,0.2717459201812744,0.41498205065727234,0.24840863049030304,0.435920387506485,0.21517932415008545,0.32716336846351624
a,0.36608949303627014,0.2472371906042099,1.0,0.3994528353214264,0.539380669593811,0.5829201340675354,0.2762584090232849,0.5052502155303955,0.22776105999946594,0.539380669593811,0.24802380800247192,0.23916715383529663
very,0.34641316533088684,0.2216876745223999,0.45312565565109253,0.28112098574638367,0.3209688663482666,0.34171217679977417,0.19697830080986023,0.34437474608421326,0.2158084213733673,0.3209688663482666,0.14657479524612427,0.20864155888557434
strong,0.2281126081943512,0.1784132868051529,0.3321513831615448,0.19386939704418182,0.21198557317256927,0.22482411563396454,0.17053227126598358,0.2524286210536957,0.1774996668100357,0.21198557317256927,0.1589539647102356,0.11990999430418015
high,0.14553065598011017,0.13647103309631348,0.22865821421146393,0.1728636920452118,0.2652597725391388,0.28034812211990356,0.22142188251018524,0.2803038954734802,0.15724915266036987,0.2652597725391388,0.14643128216266632,0.11137914657592773
frequency,0.16774123907089233,0.14051418006420135,0.26973575353622437,0.17112891376018524,0.17656390368938446,0.20417852699756622,0.21604564785957336,0.1939978003501892,0.3235890865325928,0.17656390368938446,0.10912563651800156,0.17067383229732513
signal,0.15843094885349274,0.09741371870040894,0.246576189994812,0.17797687649726868,0.1609458029270172,0.25718533992767334,0.15396085381507874,0.19249287247657776,0.3962753713130951,0.1609458029270172,0.12216055393218994,0.1212705597281456
would,0.3632977604866028,0.1685459464788437,0.398599237203598,0.2740741968154907,0.30461156368255615,0.4133751392364502,0.1877678483724594,0.3353942930698395,0.18832984566688538,0.30461156368255615,0.19320958852767944,0.37178951501846313
be,0.3371641933917999,0.16115781664848328,0.39883795380592346,0.24258971214294434,0.3481820821762085,0.4248143136501312,0.22699303925037384,0.33904364705085754,0.1973898857831955,0.3481820821762085,0.21067580580711365,0.3324260413646698
needed,0.22536601126194,0.10720883309841156,0.2915569543838501,0.2685070037841797,0.21117523312568665,0.3064746856689453,0.21087023615837097,0.27215874195098877,0.2047569751739502,0.21117523312568665,0.2072603851556778,0.2863257825374603
was,0.3318818509578705,0.3139837682247162,0.4508470594882965,0.3407018780708313,0.45514053106307983,0.48711544275283813,0.2344081997871399,0.4069072902202606,0.18546868860721588,0.45514053106307983,0.2715669870376587,0.18412111699581146
correct,0.19560247659683228,0.04132719710469246,0.2943843901157379,0.1387144923210144,0.22980515658855438,0.3107529580593109,0.10458169877529144,0.22131142020225525,0.24598388373851776,0.22980515658855438,0.09776372462511063,0.36336278915405273
stating,0.33721932768821716,0.1377260833978653,0.303911030292511,0.1687643676996231,0.21747106313705444,0.2977248430252075,0.17169325053691864,0.26161399483680725,0.2095383107662201,0.21747106313705444,0.15623009204864502,0.2760101556777954
``,0.02397952415049076,0.03955623880028725,0.07272057235240936,0.08985232561826706,0.04765888676047325,0.029072100296616554,-0.009009002707898617,0.06780257821083069,-0.048601314425468445,0.04765888676047325,0.14728125929832458,0.0685480609536171
(,0.2443375140428543,0.2336844950914383,0.3206180930137634,0.2208257019519806,0.3087427020072937,0.33289089798927307,0.1779509335756302,0.35032153129577637,0.10468658804893494,0.3087427020072937,0.16646498441696167,0.40561532974243164
tesla,0.1520961970090866,0.12900033593177795,0.2211925983428955,0.14674407243728638,0.17097744345664978,0.1324402391910553,0.15245971083641052,0.18837453424930573,0.2769342064857483,0.17097744345664978,0.15998902916908264,0.10250775516033173
),0.2457384318113327,0.23871895670890808,0.3640355169773102,0.24734117090702057,0.3326910734176636,0.3456730246543884,0.19437392055988312,0.3680361211299896,0.0958683118224144,0.3326910734176636,0.1968100666999817,0.42300865054130554
was,0.3318818509578705,0.3139837682247162,0.4508470594882965,0.3407018780708313,0.45514053106307983,0.48711544275283813,0.2344081997871399,0.4069072902202606,0.18546868860721588,0.45514053106307983,0.2715669870376587,0.18412111699581146
prophesying,0.35017240047454834,0.18761608004570007,0.27680689096450806,0.17154774069786072,0.1988951712846756,0.3107384145259857,0.1970738023519516,0.2823629677295685,0.1331966072320938,0.1988951712846756,0.17419017851352692,0.3173908293247223
or,0.31144875288009644,0.1221497654914856,0.48853766918182373,0.28093159198760986,0.3586423695087433,0.4174870550632477,0.20496505498886108,0.3792596757411957,0.1846551150083542,0.3586423695087433,0.1777304857969284,0.32389625906944275
dreaming,0.2147495448589325,0.1634007841348648,0.1636195033788681,0.1913512498140335,0.1605292111635208,0.19437873363494873,0.13630659878253937,0.19489933550357819,0.1620788723230362,0.1605292111635208,0.07537496834993362,0.1839469075202942
",",0.3365725874900818,0.2987361550331116,0.427140474319458,0.3376222252845764,0.5201468467712402,0.4933079481124878,0.23776917159557343,0.4946078956127167,0.22444094717502594,0.5201468467712402,0.28250643610954285,0.31091248989105225
since,0.27765995264053345,0.19644874334335327,0.3303585946559906,0.3226414918899536,0.4325680434703827,0.4054957628250122,0.2727283835411072,0.35513219237327576,0.1635076254606247,0.4325680434703827,0.2158031463623047,0.2876587212085724
he,0.5500732064247131,0.414750337600708,0.4393508732318878,0.2723296284675598,0.41690486669540405,0.4571082592010498,0.18728357553482056,0.38706058263778687,0.15709996223449707,0.41690486669540405,0.2801939845085144,0.2089974731206894
had,0.36173108220100403,0.2842930257320404,0.34897568821907043,0.27259039878845215,0.385026752948761,0.3875846862792969,0.18838287889957428,0.37755560874938965,0.2078056037425995,0.385026752948761,0.2409151792526245,0.20728366076946259
at,0.22096660733222961,0.20532193779945374,0.3095070421695709,0.27486899495124817,0.4374977946281433,0.457212895154953,0.12591972947120667,0.42558613419532776,0.19258493185043335,0.4374977946281433,0.2402782440185547,0.21978627145290375
his,0.44966956973075867,0.2874697744846344,0.3497250974178314,0.22525446116924286,0.3598145842552185,0.4394008219242096,0.1527053862810135,0.38364991545677185,0.14839456975460052,0.3598145842552185,0.25797635316848755,0.18075084686279297
disposal,0.19571620225906372,0.09498109668493271,0.23444803059101105,0.1809190958738327,0.24929167330265045,0.25329509377479553,0.25831761956214905,0.24254710972309113,0.23668475449085236,0.24929167330265045,0.17912657558918,0.2550109922885895
no,0.19753101468086243,0.06900256872177124,0.26280897855758667,0.10804712027311325,0.24372287094593048,0.3461136817932129,0.1732160747051239,0.24809792637825012,0.17043755948543549,0.24372287094593048,0.13534677028656006,0.32165053486824036
means,0.22125157713890076,0.12319733947515488,0.34418490529060364,0.20313706994056702,0.1979396492242813,0.32225894927978516,0.11629462987184525,0.29942914843559265,0.113880954682827,0.1979396492242813,0.09392073005437851,0.21233566105365753
of,0.2827862501144409,0.21120788156986237,0.5052502155303955,0.452393114566803,0.5696388483047485,0.733189046382904,0.28700894117355347,1.0,0.13733313977718353,0.5696388483047485,0.3265724182128906,0.1826142966747284
carrying,0.20347930490970612,0.1913236379623413,0.2758665084838867,0.1570439487695694,0.20725233852863312,0.24629071354866028,0.1525796502828598,0.2647595703601837,0.18890948593616486,0.20725233852863312,0.14883385598659515,0.1526285707950592
them,0.5243523120880127,0.18818433582782745,0.3151612877845764,0.21393796801567078,0.29119014739990234,0.4788833558559418,0.1627897024154663,0.34503093361854553,0.22461524605751038,0.29119014739990234,0.20932485163211823,0.35435691475868225
out,0.3129808306694031,0.12432609498500824,0.34264278411865234,0.2758302688598633,0.3576207756996155,0.39404502511024475,0.20041780173778534,0.34176841378211975,0.23359331488609314,0.3576207756996155,0.14768561720848083,0.22020699083805084
",",0.3365725874900818,0.2987361550331116,0.427140474319458,0.3376222252845764,0.5201468467712402,0.4933079481124878,0.23776917159557343,0.4946078956127167,0.22444094717502594,0.5201468467712402,0.28250643610954285,0.31091248989105225
but,0.4487357437610626,0.19553227722644806,0.44750767946243286,0.3478407561779022,0.48674455285072327,0.4859698414802551,0.2356719672679901,0.39942997694015503,0.2229764312505722,0.48674455285072327,0.25404971837997437,0.27921953797340393
one,0.40083858370780945,0.22216525673866272,0.4910551905632019,0.38682618737220764,0.4129433035850525,0.5514441132545471,0.2519296407699585,0.4999135136604309,0.16741622984409332,0.4129433035850525,0.23014985024929047,0.2673267424106598
must,0.27147307991981506,0.07319413125514984,0.3016769587993622,0.1367204189300537,0.18276341259479523,0.2713140547275543,0.13930314779281616,0.24322323501110077,0.12055213749408722,0.18276341259479523,0.07051219791173935,0.23707495629787445
add,0.11388646811246872,0.09524296969175339,0.24784277379512787,0.172551229596138,0.19317835569381714,0.22751019895076752,0.1835801750421524,0.22190609574317932,0.13787703216075897,0.19317835569381714,0.1015843003988266,0.37847816944122314
that,0.45444270968437195,0.16256408393383026,0.47537946701049805,0.37747326493263245,0.435920387506485,0.5473989248275757,0.2717459201812744,0.41498205065727234,0.24840863049030304,0.435920387506485,0.21517932415008545,0.32716336846351624
if,0.3758285641670227,0.07153186947107315,0.41272827982902527,0.21770606935024261,0.2589588761329651,0.33724796772003174,0.15347442030906677,0.2557544410228729,0.19714199006557465,0.2589588761329651,0.15009433031082153,0.4441644251346588
he,0.5500732064247131,0.414750337600708,0.4393508732318878,0.2723296284675598,0.41690486669540405,0.4571082592010498,0.18728357553482056,0.38706058263778687,0.15709996223449707,0.41690486669540405,0.2801939845085144,0.2089974731206894
was,0.3318818509578705,0.3139837682247162,0.4508470594882965,0.3407018780708313,0.45514053106307983,0.48711544275283813,0.2344081997871399,0.4069072902202606,0.18546868860721588,0.45514053106307983,0.2715669870376587,0.18412111699581146
dreaming,0.2147495448589325,0.1634007841348648,0.1636195033788681,0.1913512498140335,0.1605292111635208,0.19437873363494873,0.13630659878253937,0.19489933550357819,0.1620788723230362,0.1605292111635208,0.07537496834993362,0.1839469075202942
",",0.3365725874900818,0.2987361550331116,0.427140474319458,0.3376222252845764,0.5201468467712402,0.4933079481124878,0.23776917159557343,0.4946078956127167,0.22444094717502594,0.5201468467712402,0.28250643610954285,0.31091248989105225
at,0.22096660733222961,0.20532193779945374,0.3095070421695709,0.27486899495124817,0.4374977946281433,0.457212895154953,0.12591972947120667,0.42558613419532776,0.19258493185043335,0.4374977946281433,0.2402782440185547,0.21978627145290375
least,0.2801615297794342,0.11822392046451569,0.3442045748233795,0.18084031343460083,0.3232700824737549,0.3428877890110016,0.17056095600128174,0.32696738839149475,0.13879245519638062,0.3232700824737549,0.10302770137786865,0.28866854310035706
he,0.5500732064247131,0.414750337600708,0.4393508732318878,0.2723296284675598,0.41690486669540405,0.4571082592010498,0.18728357553482056,0.38706058263778687,0.15709996223449707,0.41690486669540405,0.2801939845085144,0.2089974731206894
was,0.3318818509578705,0.3139837682247162,0.4508470594882965,0.3407018780708313,0.45514053106307983,0.48711544275283813,0.2344081997871399,0.4069072902202606,0.18546868860721588,0.45514053106307983,0.2715669870376587,0.18412111699581146
dreaming,0.2147495448589325,0.1634007841348648,0.1636195033788681,0.1913512498140335,0.1605292111635208,0.19437873363494873,0.13630659878253937,0.19489933550357819,0.1620788723230362,0.1605292111635208,0.07537496834993362,0.1839469075202942
correctly,0.2556811571121216,0.07993172109127045,0.26443955302238464,0.16545699536800385,0.23037166893482208,0.3099958002567291,0.1268751323223114,0.1631389856338501,0.2049752026796341,0.23037166893482208,0.08342161774635315,0.36838996410369873
.,0.3541337847709656,0.2876244783401489,0.50484299659729,0.32817673683166504,0.5591574311256409,0.5934505462646484,0.2822875380516052,0.5352458953857422,0.20433026552200317,0.5591574311256409,0.33719199895858765,0.4130953550338745
