,when,using,a,probabilistic,algorithm,",",how,is,the,probability,that,the,number,is,composite,expressed,mathematically,?
composite,0.20880475640296936,0.24742738902568817,0.24256576597690582,0.34091585874557495,0.2912871539592743,0.22170902788639069,0.18710894882678986,0.2680354416370392,0.22363927960395813,0.2658396363258362,0.22042828798294067,0.22363927960395813,0.19020916521549225,0.2680354416370392,0.9999999403953552,0.19526496529579163,0.3699817359447479,0.10732094198465347
is,0.3471449911594391,0.26543745398521423,0.658733606338501,0.21101143956184387,0.24848374724388123,0.4691906273365021,0.22544461488723755,1.0,0.5823672413825989,0.22422008216381073,0.3995479643344879,0.5823672413825989,0.22390379011631012,1.0,0.2680354416370392,0.18876376748085022,0.24886777997016907,0.22961433231830597
1/,0.03686816245317459,-0.02556869015097618,0.07186295092105865,0.1255902349948883,0.06674989312887192,-0.017377343028783798,0.03586910665035248,0.07124128937721252,0.08373498916625977,0.07969129085540771,0.05831123888492584,0.08373498916625977,0.05426356941461563,0.07124128937721252,0.003315762849524617,-0.034933026880025864,0.03884418308734894,-0.03039574809372425
(,0.2459595799446106,0.1647263914346695,0.3206180930137634,0.12042325735092163,0.11773339658975601,0.6363511681556702,0.1676948219537735,0.35393038392066956,0.33289089798927307,0.16435088217258453,0.2264307141304016,0.33289089798927307,0.16158060729503632,0.35393038392066956,0.1885688155889511,0.18192970752716064,0.14339454472064972,0.40561532974243164
1-p,0.04271897301077843,0.03187405318021774,-0.07106759399175644,0.0636666864156723,0.05072428286075592,0.06283211708068848,0.014558005146682262,-0.011481587775051594,0.05220338702201843,0.030724702402949333,0.0602710135281086,0.05220338702201843,0.02322346717119217,-0.011481587775051594,0.10384459048509598,0.09483806788921356,0.10990715026855469,0.06261657178401947
),0.2538422644138336,0.19352808594703674,0.3640355169773102,0.11897776275873184,0.12365659326314926,0.63033527135849,0.17939934134483337,0.37732169032096863,0.3456730246543884,0.1661006510257721,0.23478686809539795,0.3456730246543884,0.19318018853664398,0.37732169032096863,0.19130705296993256,0.180553138256073,0.16456885635852814,0.42300865054130554
n,0.1968323290348053,0.2002275139093399,0.25362148880958557,0.29838740825653076,0.1695808321237564,0.2316582053899765,0.11270806193351746,0.2254602462053299,0.18813885748386383,0.28246933221817017,0.1702573001384735,0.18813885748386383,0.2545117735862732,0.2254602462053299,0.26047003269195557,0.20256589353084564,0.23758789896965027,0.19161871075630188
",",0.36674630641937256,0.27050045132637024,0.427140474319458,0.1886555552482605,0.19359813630580902,1.0000001192092896,0.22659391164779663,0.4691906273365021,0.4933079481124878,0.21320529282093048,0.4137537479400635,0.4933079481124878,0.2535701394081116,0.4691906273365021,0.22170902788639069,0.24414940178394318,0.22346092760562897,0.31091248989105225
which,0.572554349899292,0.43351176381111145,0.56894451379776,0.36450162529945374,0.21216072142124176,0.3658004403114319,0.4852597713470459,0.4457404911518097,0.6521818041801453,0.31668081879615784,0.6894589066505432,0.6521818041801453,0.3661547005176544,0.4457404911518097,0.33825957775115967,0.2486652135848999,0.33325856924057007,0.25814583897590637
decreases,0.3394484519958496,0.3189711272716522,0.25762221217155457,0.40801727771759033,0.2641702890396118,0.16435565054416656,0.2689012587070465,0.232589989900589,0.3310878574848175,0.4117004871368408,0.29963645339012146,0.3310878574848175,0.25395724177360535,0.232589989900589,0.2490842640399933,0.3215762674808502,0.2884897291660309,0.09293979406356812
exponentially,0.28328752517700195,0.3484981954097748,0.2644329369068146,0.5482093095779419,0.5044695138931274,0.26005393266677856,0.279100626707077,0.29174479842185974,0.25036516785621643,0.5625174045562744,0.35565876960754395,0.25036516785621643,0.41532060503959656,0.29174479842185974,0.3297666311264038,0.422342449426651,0.5976018905639648,0.24338293075561523
with,0.5075214505195618,0.3917884826660156,0.3783375024795532,0.22888845205307007,0.0763108879327774,0.4120737314224243,0.3525622487068176,0.3250955045223236,0.4223487675189972,0.1938515156507492,0.4154358208179474,0.4223487675189972,0.2513769268989563,0.3250955045223236,0.2471306174993515,0.2748907804489136,0.25815513730049133,0.2433311939239502
the,0.5091903209686279,0.28364112973213196,0.5829201340675354,0.24925124645233154,0.15884782373905182,0.4933079481124878,0.33890387415885925,0.5823672413825989,1.0,0.23101688921451569,0.5473989248275757,1.0,0.35145696997642517,0.5823672413825989,0.22363927960395813,0.25207287073135376,0.2578703463077545,0.22068053483963013
number,0.2767394483089447,0.2584289014339447,0.2992287278175354,0.3370256721973419,0.2957291305065155,0.2535701394081116,0.2725796401500702,0.22390379011631012,0.35145696997642517,0.3473722040653229,0.32951247692108154,0.35145696997642517,1.0,0.22390379011631012,0.19020916521549225,0.2114528864622116,0.34493929147720337,0.19256845116615295
of,0.3757161796092987,0.24298200011253357,0.5052502155303955,0.27044472098350525,0.17516344785690308,0.4946078956127167,0.2480744868516922,0.4854315221309662,0.733189046382904,0.24615409970283508,0.41498205065727234,0.733189046382904,0.2778518795967102,0.4854315221309662,0.27240246534347534,0.2687252461910248,0.25210270285606384,0.1826142966747284
tests,0.24988065659999847,0.23479945957660675,0.23088258504867554,0.3286546468734741,0.2778528034687042,0.1946844905614853,0.330532968044281,0.19474288821220398,0.24070581793785095,0.32653576135635376,0.30062729120254517,0.24070581793785095,0.18387094140052795,0.19474288821220398,0.2576305866241455,0.10886213928461075,0.23782794177532196,0.18650490045547485
",",0.36674630641937256,0.27050045132637024,0.427140474319458,0.1886555552482605,0.19359813630580902,1.0000001192092896,0.22659391164779663,0.4691906273365021,0.4933079481124878,0.21320529282093048,0.4137537479400635,0.4933079481124878,0.2535701394081116,0.4691906273365021,0.22170902788639069,0.24414940178394318,0.22346092760562897,0.31091248989105225
so,0.560259222984314,0.3997308015823364,0.41474464535713196,0.3344062864780426,0.2488139122724533,0.3716299831867218,0.6081400513648987,0.3153412640094757,0.4296516180038452,0.31348758935928345,0.6779842376708984,0.4296516180038452,0.35565751791000366,0.3153412640094757,0.2428419142961502,0.28563985228538513,0.36580371856689453,0.43163934350013733
we,0.30587899684906006,0.2980804145336151,0.34842976927757263,0.3669985234737396,0.327864408493042,0.2699093222618103,0.49824854731559753,0.2876903712749481,0.3206169009208679,0.3521476089954376,0.5259829759597778,0.3206169009208679,0.29807719588279724,0.2876903712749481,0.24285119771957397,0.2838387191295624,0.32702136039733887,0.535264790058136
can,0.39191514253616333,0.5030062794685364,0.3915780484676361,0.3285444378852844,0.29358604550361633,0.3139454126358032,0.49246567487716675,0.44256699085235596,0.312528520822525,0.3226006329059601,0.4522190988063812,0.312528520822525,0.33886176347732544,0.44256699085235596,0.2472793161869049,0.2116832584142685,0.316045343875885,0.3226337134838104
be,0.4451393485069275,0.4113650619983673,0.39883795380592346,0.3230225145816803,0.2830074727535248,0.39254459738731384,0.4158933162689209,0.4819129705429077,0.4248143136501312,0.28732919692993164,0.6036020517349243,0.4248143136501312,0.28840136528015137,0.4819129705429077,0.23722496628761292,0.25860801339149475,0.3574729561805725,0.3324260413646698
as,0.4437963366508484,0.31195345520973206,0.39550232887268066,0.20922179520130157,0.19048626720905304,0.48816442489624023,0.33782753348350525,0.43216490745544434,0.48381632566452026,0.1868966519832611,0.4735107421875,0.48381632566452026,0.26786008477211,0.43216490745544434,0.25272026658058167,0.2749443054199219,0.29598984122276306,0.27043893933296204
sure,0.3724406063556671,0.3313290774822235,0.2912214994430542,0.29942822456359863,0.27933844923973083,0.2757556736469269,0.4587589502334595,0.24983705580234528,0.31461143493652344,0.2674497067928314,0.5201858282089233,0.31461143493652344,0.283790647983551,0.24983705580234528,0.19505400955677032,0.18454384803771973,0.3007141053676605,0.46210429072380066
as,0.4437963366508484,0.31195345520973206,0.39550232887268066,0.20922179520130157,0.19048626720905304,0.48816442489624023,0.33782753348350525,0.43216490745544434,0.48381632566452026,0.1868966519832611,0.4735107421875,0.48381632566452026,0.26786008477211,0.43216490745544434,0.25272026658058167,0.2749443054199219,0.29598984122276306,0.27043893933296204
we,0.30587899684906006,0.2980804145336151,0.34842976927757263,0.3669985234737396,0.327864408493042,0.2699093222618103,0.49824854731559753,0.2876903712749481,0.3206169009208679,0.3521476089954376,0.5259829759597778,0.3206169009208679,0.29807719588279724,0.2876903712749481,0.24285119771957397,0.2838387191295624,0.32702136039733887,0.535264790058136
like,0.4158523678779602,0.38114291429519653,0.38655611872673035,0.2541946768760681,0.15436702966690063,0.4085598886013031,0.4663832485675812,0.29710376262664795,0.32912567257881165,0.17640729248523712,0.5397313237190247,0.32912567257881165,0.2923375368118286,0.29710376262664795,0.22335821390151978,0.1581079065799713,0.254285603761673,0.3268813192844391
(,0.2459595799446106,0.1647263914346695,0.3206180930137634,0.12042325735092163,0.11773339658975601,0.6363511681556702,0.1676948219537735,0.35393038392066956,0.33289089798927307,0.16435088217258453,0.2264307141304016,0.33289089798927307,0.16158060729503632,0.35393038392066956,0.1885688155889511,0.18192970752716064,0.14339454472064972,0.40561532974243164
though,0.45963284373283386,0.3035411238670349,0.33230000734329224,0.23554761707782745,0.1896350085735321,0.42253127694129944,0.38766178488731384,0.3265945613384247,0.38776206970214844,0.21274025738239288,0.5324916243553162,0.38776206970214844,0.2569984793663025,0.3265945613384247,0.16080987453460693,0.2915041148662567,0.2986680567264557,0.3188856542110443
never,0.47350817918777466,0.25403496623039246,0.27360063791275024,0.22665981948375702,0.1439686119556427,0.25679776072502136,0.3298768103122711,0.18605512380599976,0.31617826223373413,0.19332487881183624,0.5209618210792542,0.31617826223373413,0.2726603150367737,0.18605512380599976,0.1397947520017624,0.24359063804149628,0.312285840511322,0.24137508869171143
perfectly,0.29595914483070374,0.32281413674354553,0.3328839838504791,0.3209459185600281,0.2579999566078186,0.2608277499675751,0.3596997857093811,0.32027557492256165,0.2723748981952667,0.2895754873752594,0.45773181319236755,0.2723748981952667,0.24143069982528687,0.32027557492256165,0.24733392894268036,0.30418661236763,0.39089855551719666,0.3143039643764496
sure,0.3724406063556671,0.3313290774822235,0.2912214994430542,0.29942822456359863,0.27933844923973083,0.2757556736469269,0.4587589502334595,0.24983705580234528,0.31461143493652344,0.2674497067928314,0.5201858282089233,0.31461143493652344,0.283790647983551,0.24983705580234528,0.19505400955677032,0.18454384803771973,0.3007141053676605,0.46210429072380066
),0.2538422644138336,0.19352808594703674,0.3640355169773102,0.11897776275873184,0.12365659326314926,0.63033527135849,0.17939934134483337,0.37732169032096863,0.3456730246543884,0.1661006510257721,0.23478686809539795,0.3456730246543884,0.19318018853664398,0.37732169032096863,0.19130705296993256,0.180553138256073,0.16456885635852814,0.42300865054130554
that,0.5860282182693481,0.4372335970401764,0.47537946701049805,0.40494051575660706,0.24969768524169922,0.4137537479400635,0.557814359664917,0.3995479643344879,0.5473989248275757,0.3602445721626282,1.0,0.5473989248275757,0.32951247692108154,0.3995479643344879,0.22042828798294067,0.3005213737487793,0.3893093764781952,0.32716336846351624
the,0.5091903209686279,0.28364112973213196,0.5829201340675354,0.24925124645233154,0.15884782373905182,0.4933079481124878,0.33890387415885925,0.5823672413825989,1.0,0.23101688921451569,0.5473989248275757,1.0,0.35145696997642517,0.5823672413825989,0.22363927960395813,0.25207287073135376,0.2578703463077545,0.22068053483963013
number,0.2767394483089447,0.2584289014339447,0.2992287278175354,0.3370256721973419,0.2957291305065155,0.2535701394081116,0.2725796401500702,0.22390379011631012,0.35145696997642517,0.3473722040653229,0.32951247692108154,0.35145696997642517,1.0,0.22390379011631012,0.19020916521549225,0.2114528864622116,0.34493929147720337,0.19256845116615295
is,0.3471449911594391,0.26543745398521423,0.658733606338501,0.21101143956184387,0.24848374724388123,0.4691906273365021,0.22544461488723755,1.0,0.5823672413825989,0.22422008216381073,0.3995479643344879,0.5823672413825989,0.22390379011631012,1.0,0.2680354416370392,0.18876376748085022,0.24886777997016907,0.22961433231830597
prime,0.1445009857416153,0.11161793023347855,0.17998681962490082,0.19649633765220642,0.2093242108821869,0.2565026581287384,0.0754077360033989,0.16680827736854553,0.19960100948810577,0.22426357865333557,0.18163643777370453,0.19960100948810577,0.2556258738040924,0.16680827736854553,0.19204798340797424,0.1440824419260025,0.18432991206645966,0.11276303976774216
.,0.475719153881073,0.3629456162452698,0.50484299659729,0.22896455228328705,0.15753796696662903,0.6812511086463928,0.3287222981452942,0.4569662809371948,0.5934505462646484,0.22921553254127502,0.4460422694683075,0.5934505462646484,0.3256329298019409,0.4569662809371948,0.23948784172534943,0.24293068051338196,0.22137026488780975,0.4130953550338745
