,what,gets,the,z-ring,in,the,right,place,?
a,0.3320399522781372,0.3092389404773712,0.5829201340675354,0.3013473451137543,0.539380669593811,0.5829201340675354,0.2849915027618408,0.3079278767108917,0.23916715383529663
protein,0.20633074641227722,0.2207341343164444,0.22310464084148407,0.3125378489494324,0.22392553091049194,0.22310464084148407,0.17482377588748932,0.11301768571138382,0.169142946600914
arc6,0.18309295177459717,0.2114761918783188,0.29023170471191406,0.16874812543392181,0.21355675160884857,0.29023170471191406,0.1689160019159317,0.21522605419158936,0.1501099169254303
",",0.3087472915649414,0.23885928094387054,0.4933079481124878,0.29824990034103394,0.5201468467712402,0.4933079481124878,0.24165019392967224,0.34068408608436584,0.31091248989105225
form,0.15868011116981506,0.22546164691448212,0.29286009073257446,0.23394811153411865,0.2815987169742584,0.29286009073257446,0.17164136469364166,0.22558706998825073,0.1463010311126709
a,0.3320399522781372,0.3092389404773712,0.5829201340675354,0.3013473451137543,0.539380669593811,0.5829201340675354,0.2849915027618408,0.3079278767108917,0.23916715383529663
structure,0.27351704239845276,0.1055634543299675,0.2933249771595001,0.25489118695259094,0.2992834448814392,0.2933249771595001,0.20993763208389282,0.22542063891887665,0.1770772784948349
called,0.3235960602760315,0.24398766458034515,0.489897221326828,0.23602770268917084,0.40847352147102356,0.489897221326828,0.18787983059883118,0.2799609303474426,0.18963319063186646
a,0.3320399522781372,0.3092389404773712,0.5829201340675354,0.3013473451137543,0.539380669593811,0.5829201340675354,0.2849915027618408,0.3079278767108917,0.23916715383529663
z-ring,0.34665191173553467,0.2209559679031372,0.3493405282497406,1.0000001192092896,0.3384806513786316,0.3493405282497406,0.24540434777736664,0.2503977417945862,0.2039296180009842
within,0.2498195916414261,0.15590830147266388,0.39827480912208557,0.2886505126953125,0.40576374530792236,0.39827480912208557,0.20087550580501556,0.28950685262680054,0.1870293766260147
the,0.42745697498321533,0.29983434081077576,1.0,0.3493405282497406,0.6662389636039734,1.0,0.33901116251945496,0.4179787337779999,0.22068053483963013
chloroplast,0.23505516350269318,0.11615219712257385,0.21317854523658752,0.2690293490886688,0.19207799434661865,0.21317854523658752,0.1716032326221466,0.17663748562335968,0.12532055377960205
's,0.02692362666130066,-0.004911173600703478,-0.01540423184633255,0.02129482291638851,-0.037580832839012146,-0.01540423184633255,-0.03631126880645752,-0.03236493840813637,-0.023395681753754616
stroma,0.17679446935653687,0.06702103465795517,0.17211614549160004,0.1235627606511116,0.2306111603975296,0.17211614549160004,0.05335969477891922,0.06702586263418198,0.15478113293647766
.,0.3567904531955719,0.2858801484107971,0.5934505462646484,0.29969310760498047,0.5591574311256409,0.5934505462646484,0.2597152590751648,0.2844318151473999,0.4130953550338745
,what,gets,the,z-ring,in,the,right,place,?
the,0.42745697498321533,0.29983434081077576,1.0,0.3493405282497406,0.6662389636039734,1.0,0.33901116251945496,0.4179787337779999,0.22068053483963013
min,0.1474158614873886,0.11505056172609329,0.19742998480796814,0.13556736707687378,0.18099793791770935,0.19742998480796814,0.195647731423378,0.11561278253793716,0.19313280284404755
system,0.23557309806346893,0.19912178814411163,0.3233085572719574,0.22857172787189484,0.21978288888931274,0.3233085572719574,0.1667887419462204,0.16111606359481812,0.15556083619594574
manages,0.15771715342998505,0.31054940819740295,0.2700745761394501,0.22572776675224304,0.23535901308059692,0.2700745761394501,0.1352321207523346,0.05693243816494942,0.10891501605510712
the,0.42745697498321533,0.29983434081077576,1.0,0.3493405282497406,0.6662389636039734,1.0,0.33901116251945496,0.4179787337779999,0.22068053483963013
placement,0.2415042668581009,0.12073657661676407,0.3331184685230255,0.28483647108078003,0.23952899873256683,0.3331184685230255,0.19233721494674683,0.405317097902298,0.1316409409046173
of,0.33290785551071167,0.2648349702358246,0.733189046382904,0.35157063603401184,0.5696388483047485,0.733189046382904,0.22473211586475372,0.2685627043247223,0.1826142966747284
the,0.42745697498321533,0.29983434081077576,1.0,0.3493405282497406,0.6662389636039734,1.0,0.33901116251945496,0.4179787337779999,0.22068053483963013
z-ring,0.34665191173553467,0.2209559679031372,0.3493405282497406,1.0000001192092896,0.3384806513786316,0.3493405282497406,0.24540434777736664,0.2503977417945862,0.2039296180009842
",",0.3087472915649414,0.23885928094387054,0.4933079481124878,0.29824990034103394,0.5201468467712402,0.4933079481124878,0.24165019392967224,0.34068408608436584,0.31091248989105225
ensuring,0.33404427766799927,0.2844899892807007,0.3673766553401947,0.5192381143569946,0.23725907504558563,0.3673766553401947,0.28114014863967896,0.20022961497306824,0.201530322432518
that,0.6297725439071655,0.28066617250442505,0.5473989248275757,0.42008960247039795,0.435920387506485,0.5473989248275757,0.3680553734302521,0.32320237159729004,0.32716336846351624
the,0.42745697498321533,0.29983434081077576,1.0,0.3493405282497406,0.6662389636039734,1.0,0.33901116251945496,0.4179787337779999,0.22068053483963013
chloroplast,0.23505516350269318,0.11615219712257385,0.21317854523658752,0.2690293490886688,0.19207799434661865,0.21317854523658752,0.1716032326221466,0.17663748562335968,0.12532055377960205
is,0.28837618231773376,0.42208805680274963,0.5823672413825989,0.18829646706581116,0.5394441485404968,0.5823672413825989,0.22718656063079834,0.3122972249984741,0.22961433231830597
cleaved,0.14571376144886017,0.19470657408237457,0.1937701404094696,0.2422955334186554,0.18590810894966125,0.1937701404094696,0.17709548771381378,0.11481118202209473,0.1704675406217575
more,0.3484537899494171,0.27102917432785034,0.39758381247520447,0.3545713424682617,0.32563260197639465,0.39758381247520447,0.19845524430274963,0.28691914677619934,0.27894994616508484
or,0.33867141604423523,0.33454036712646484,0.4174870550632477,0.32926225662231445,0.3586423695087433,0.4174870550632477,0.24840670824050903,0.2604328393936157,0.32389625906944275
less,0.31119704246520996,0.3049323856830597,0.29185041785240173,0.3223849833011627,0.2661931812763214,0.29185041785240173,0.20462970435619354,0.21515341103076935,0.22418740391731262
evenly,0.24592803418636322,0.3402714431285858,0.3584669828414917,0.3746967911720276,0.2561059892177582,0.3584669828414917,0.16497215628623962,0.17835450172424316,0.10661140084266663
.,0.3567904531955719,0.2858801484107971,0.5934505462646484,0.29969310760498047,0.5591574311256409,0.5934505462646484,0.2597152590751648,0.2844318151473999,0.4130953550338745
