,when,did,the,european,council,task,an,entity,with,drafting,a,european,charter,of,human,rights,?
with,0.5075214505195618,0.25472134351730347,0.4223487675189972,0.19647395610809326,0.10649243742227554,0.1691938042640686,0.2730048894882202,0.10929257422685623,0.9999999403953552,0.3000505268573761,0.3783375024795532,0.19647395610809326,0.17442210018634796,0.41827285289764404,0.21967975795269012,0.147300586104393,0.2433311939239502
drafting,0.2833178639411926,0.28172197937965393,0.33510908484458923,0.2470063865184784,0.23918166756629944,0.36066189408302307,0.17335796356201172,0.2301243096590042,0.3000505268573761,1.0,0.2703630030155182,0.2470063865184784,0.33994802832603455,0.33598098158836365,0.25374019145965576,0.33401891589164734,0.1571013331413269
a,0.44397395849227905,0.2552328109741211,0.5829201340675354,0.2254103124141693,0.16385574638843536,0.22586117684841156,0.44552403688430786,0.2841722071170807,0.3783375024795532,0.2703630030155182,1.0,0.2254103124141693,0.20456433296203613,0.5052502155303955,0.2368878275156021,0.18041828274726868,0.23916715383529663
european,0.1717725396156311,0.2440035194158554,0.3423081040382385,0.9999998807907104,0.2610081732273102,0.1270521581172943,0.15618090331554413,0.07706774026155472,0.19647395610809326,0.2470063865184784,0.2254103124141693,0.9999998807907104,0.334158331155777,0.2507138252258301,0.24801260232925415,0.20173384249210358,0.14560863375663757
charter,0.23500612378120422,0.17709414660930634,0.26436546444892883,0.334158331155777,0.33312904834747314,0.1782982498407364,0.1787807196378708,0.17920900881290436,0.17442210018634796,0.33994802832603455,0.20456433296203613,0.334158331155777,1.0000001192092896,0.2438247799873352,0.21524803340435028,0.41641664505004883,0.14220231771469116
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.2507138252258301,0.2972237169742584,0.18514713644981384,0.32280945777893066,0.21258564293384552,0.41827285289764404,0.33598098158836365,0.5052502155303955,0.2507138252258301,0.2438247799873352,1.0,0.3083189129829407,0.19425496459007263,0.1826142966747284
human,0.2192842811346054,0.15822581946849823,0.3103327453136444,0.24801260232925415,0.19782565534114838,0.21659016609191895,0.18078956007957458,0.2516302764415741,0.21967975795269012,0.25374019145965576,0.2368878275156021,0.24801260232925415,0.21524803340435028,0.3083189129829407,1.0,0.48610198497772217,0.19748784601688385
rights,0.18668439984321594,0.2525300085544586,0.2579100430011749,0.20173384249210358,0.23208506405353546,0.21053363382816315,0.2173870950937271,0.22938688099384308,0.147300586104393,0.33401891589164734,0.18041828274726868,0.20173384249210358,0.41641664505004883,0.19425496459007263,0.48610198497772217,0.9999999403953552,0.21814769506454468
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.19684812426567078,0.23820561170578003,0.21093271672725677,0.3581022024154663,0.19129666686058044,0.4120737314224243,0.25507229566574097,0.427140474319458,0.19684812426567078,0.25566044449806213,0.4946078956127167,0.23877760767936707,0.2595706284046173,0.31091248989105225
which,0.572554349899292,0.2750149369239807,0.6521818041801453,0.2234036773443222,0.20855821669101715,0.2638848125934601,0.3611921966075897,0.2909833490848541,0.46403205394744873,0.30139192938804626,0.56894451379776,0.2234036773443222,0.22885680198669434,0.5011631846427917,0.3003762662410736,0.1689544916152954,0.25814583897590637
could,0.42036551237106323,0.6308382749557495,0.35393214225769043,0.17174828052520752,0.1386403739452362,0.2505958378314972,0.24300263822078705,0.18885977566242218,0.32055896520614624,0.2235802710056305,0.3736826181411743,0.17174828052520752,0.14762720465660095,0.29043012857437134,0.26518023014068604,0.2264932096004486,0.3411986827850342
form,0.31953904032707214,0.18086659908294678,0.29286009073257446,0.1079501137137413,0.16112904250621796,0.204984650015831,0.1558980643749237,0.2144387662410736,0.29348593950271606,0.23391789197921753,0.3088195323944092,0.1079501137137413,0.18241553008556366,0.29600051045417786,0.2529449462890625,0.10637490451335907,0.1463010311126709
the,0.5091903209686279,0.34736719727516174,1.0,0.3423081040382385,0.2829204201698303,0.22566188871860504,0.4207492768764496,0.2403784692287445,0.4223487675189972,0.33510908484458923,0.5829201340675354,0.3423081040382385,0.26436546444892883,0.733189046382904,0.3103327453136444,0.2579100430011749,0.22068053483963013
constitutional,0.1960805505514145,0.2400074154138565,0.2926941215991974,0.254330575466156,0.3549681007862091,0.22638118267059326,0.21693658828735352,0.3540690243244171,0.13216137886047363,0.45104947686195374,0.2662247121334076,0.254330575466156,0.4107808768749237,0.3563419580459595,0.2692141532897949,0.43826156854629517,0.2199033498764038
basis,0.1897476762533188,0.22425442934036255,0.2758672833442688,0.1877344846725464,0.1955139935016632,0.24432037770748138,0.17680099606513977,0.26955676078796387,0.28836867213249207,0.3459383547306061,0.3051576614379883,0.1877344846725464,0.2695966362953186,0.282950758934021,0.2835097014904022,0.2824784219264984,0.14255106449127197
for,0.43402108550071716,0.318512886762619,0.4739971458911896,0.2838500738143921,0.1601620316505432,0.26711714267730713,0.3236706852912903,0.18166229128837585,0.39140474796295166,0.35148563981056213,0.44038116931915283,0.2838500738143921,0.2007191777229309,0.4185989499092102,0.2089424729347229,0.24823954701423645,0.264628142118454
the,0.5091903209686279,0.34736719727516174,1.0,0.3423081040382385,0.2829204201698303,0.22566188871860504,0.4207492768764496,0.2403784692287445,0.4223487675189972,0.33510908484458923,0.5829201340675354,0.3423081040382385,0.26436546444892883,0.733189046382904,0.3103327453136444,0.2579100430011749,0.22068053483963013
european,0.1717725396156311,0.2440035194158554,0.3423081040382385,0.9999998807907104,0.2610081732273102,0.1270521581172943,0.15618090331554413,0.07706774026155472,0.19647395610809326,0.2470063865184784,0.2254103124141693,0.9999998807907104,0.334158331155777,0.2507138252258301,0.24801260232925415,0.20173384249210358,0.14560863375663757
union,0.1950688660144806,0.185054212808609,0.24421639740467072,0.3571677803993225,0.3830934464931488,0.17444279789924622,0.15291360020637512,0.16860073804855347,0.19172410666942596,0.220206618309021,0.18140026926994324,0.3571677803993225,0.24181725084781647,0.2642118036746979,0.1593826413154602,0.16317512094974518,0.07797172665596008
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.24143946170806885,0.25117602944374084,0.23869574069976807,0.2838519215583801,0.20907706022262573,0.5477725267410278,0.2721565067768097,0.3739250600337982,0.24143946170806885,0.21405354142189026,0.5116966962814331,0.37127596139907837,0.26346641778945923,0.20544172823429108
as,0.4437963366508484,0.3596470057964325,0.48381632566452026,0.20210161805152893,0.18031510710716248,0.21656383574008942,0.37218472361564636,0.26742884516716003,0.40387406945228577,0.3328295052051544,0.39550232887268066,0.20210161805152893,0.23024281859397888,0.3886612355709076,0.24055932462215424,0.23479478061199188,0.27043893933296204
such,0.27679547667503357,0.24497397243976593,0.3575236201286316,0.24026738107204437,0.10894624888896942,0.1795434206724167,0.2025681436061859,0.20067882537841797,0.3346101939678192,0.29886698722839355,0.2706976532936096,0.24026738107204437,0.15081901848316193,0.3209529519081116,0.2557939291000366,0.1659644991159439,0.17851735651493073
tailored,0.28300967812538147,0.2365843951702118,0.2682182490825653,0.20784108340740204,0.14729763567447662,0.23849903047084808,0.18465487658977509,0.1973009705543518,0.2868952453136444,0.334665983915329,0.37408870458602905,0.20784108340740204,0.17341360449790955,0.19667847454547882,0.23777633905410767,0.20609763264656067,0.1944599598646164
specifically,0.33171629905700684,0.1629284918308258,0.3760298490524292,0.16645590960979462,0.14411795139312744,0.23173938691616058,0.24564048647880554,0.2385452389717102,0.2542423605918884,0.3017975091934204,0.30994293093681335,0.16645590960979462,0.17924872040748596,0.24232523143291473,0.19215980172157288,0.21710462868213654,0.2063003033399582
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.21011990308761597,0.23829470574855804,0.24855457246303558,0.3138085603713989,0.19512765109539032,0.4239959120750427,0.26200443506240845,0.45503583550453186,0.21011990308761597,0.2440456748008728,0.41548454761505127,0.25612473487854004,0.2570022940635681,0.29463258385658264
apply,0.26444578170776367,0.2787734866142273,0.23137710988521576,0.20380762219429016,0.17570143938064575,0.2546732425689697,0.21987341344356537,0.22405394911766052,0.2673570215702057,0.3111148476600647,0.23401778936386108,0.20380762219429016,0.2591625154018402,0.23030845820903778,0.20623891055583954,0.2547462582588196,0.3161788284778595
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.21011990308761597,0.23829470574855804,0.24855457246303558,0.3138085603713989,0.19512765109539032,0.4239959120750427,0.26200443506240845,0.45503583550453186,0.21011990308761597,0.2440456748008728,0.41548454761505127,0.25612473487854004,0.2570022940635681,0.29463258385658264
the,0.5091903209686279,0.34736719727516174,1.0,0.3423081040382385,0.2829204201698303,0.22566188871860504,0.4207492768764496,0.2403784692287445,0.4223487675189972,0.33510908484458923,0.5829201340675354,0.3423081040382385,0.26436546444892883,0.733189046382904,0.3103327453136444,0.2579100430011749,0.22068053483963013
european,0.1717725396156311,0.2440035194158554,0.3423081040382385,0.9999998807907104,0.2610081732273102,0.1270521581172943,0.15618090331554413,0.07706774026155472,0.19647395610809326,0.2470063865184784,0.2254103124141693,0.9999998807907104,0.334158331155777,0.2507138252258301,0.24801260232925415,0.20173384249210358,0.14560863375663757
union,0.1950688660144806,0.185054212808609,0.24421639740467072,0.3571677803993225,0.3830934464931488,0.17444279789924622,0.15291360020637512,0.16860073804855347,0.19172410666942596,0.220206618309021,0.18140026926994324,0.3571677803993225,0.24181725084781647,0.2642118036746979,0.1593826413154602,0.16317512094974518,0.07797172665596008
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.24143946170806885,0.25117602944374084,0.23869574069976807,0.2838519215583801,0.20907706022262573,0.5477725267410278,0.2721565067768097,0.3739250600337982,0.24143946170806885,0.21405354142189026,0.5116966962814331,0.37127596139907837,0.26346641778945923,0.20544172823429108
its,0.34032323956489563,0.19922670722007751,0.559237003326416,0.1742284595966339,0.21807712316513062,0.1746506243944168,0.28139030933380127,0.23230299353599548,0.3087116777896881,0.2257256656885147,0.4424409866333008,0.1742284595966339,0.26104333996772766,0.48690423369407654,0.23794183135032654,0.1595378965139389,0.15103481709957123
institutions,0.148276224732399,0.21867677569389343,0.2776423394680023,0.26148170232772827,0.35056889057159424,0.2525286078453064,0.18104729056358337,0.3686627745628357,0.13172547519207,0.28933200240135193,0.20288343727588654,0.26148170232772827,0.4016079902648926,0.3371490240097046,0.22699326276779175,0.30984148383140564,0.19119486212730408
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.2095622420310974,0.2314436286687851,0.24691280722618103,0.3581749200820923,0.24862751364707947,0.4446153938770294,0.26409947872161865,0.50484299659729,0.2095622420310974,0.17250345647335052,0.5352458953857422,0.24595768749713898,0.24957291781902313,0.4130953550338745
