,the,symbol,for,mercuric,oxide,is,?
priestley,0.21773852407932281,0.16111303865909576,0.23928965628147125,0.3097771108150482,0.2743090093135834,0.1603458970785141,0.13982412219047546
focused,0.2969476580619812,0.060104239732027054,0.3021683692932129,0.2124275267124176,0.15796682238578796,0.26684266328811646,0.1578395515680313
sunlight,0.24547719955444336,0.08758371323347092,0.2106977105140686,0.36703866720199585,0.3955312967300415,0.23021580278873444,0.17698515951633453
on,0.5107308030128479,0.14126749336719513,0.36199691891670227,0.21771953999996185,0.10933918505907059,0.3635730445384979,0.2714994251728058
mercuric,0.3074982762336731,0.20727460086345673,0.2854998707771301,0.9999998807907104,0.5576785206794739,0.3689468204975128,0.17186656594276428
oxide,0.12591426074504852,0.18262943625450134,0.1844165027141571,0.5576785206794739,0.9999999403953552,0.21587015688419342,0.20583678781986237
(,0.33289089798927307,0.19844968616962433,0.3357032239437103,0.2921403646469116,0.18664507567882538,0.35393038392066956,0.40561532974243164
hgo,0.30593323707580566,0.2152898609638214,0.2610597014427185,0.3991451561450958,0.27310484647750854,0.3077410161495209,0.19563528895378113
),0.3456730246543884,0.2016175091266632,0.3639558255672455,0.28303062915802,0.18890884518623352,0.37732169032096863,0.42300865054130554
inside,0.35313180088996887,0.26145705580711365,0.23780076205730438,0.21013228595256805,0.25632885098457336,0.2848464548587799,0.14505037665367126
a,0.5829201340675354,0.2945319414138794,0.44038116931915283,0.3284863233566284,0.17747293412685394,0.658733606338501,0.23916715383529663
glass,0.20646950602531433,0.0864781066775322,0.2755418121814728,0.45612478256225586,0.37858846783638,0.24710522592067719,0.1252557635307312
tube,0.222691148519516,0.18209612369537354,0.13691988587379456,0.3066525459289551,0.2524328827857971,0.21959887444972992,0.13631722331047058
",",0.4933079481124878,0.20107677578926086,0.4464869201183319,0.3303278982639313,0.17490515112876892,0.4691906273365021,0.31091248989105225
which,0.6521818041801453,0.23319460451602936,0.44095608592033386,0.3253292441368103,0.22632946074008942,0.4457404911518097,0.25814583897590637
liberated,0.2949730455875397,0.17249205708503723,0.15731200575828552,0.21778540313243866,0.16858206689357758,0.1763857752084732,0.1415107548236847
a,0.5829201340675354,0.2945319414138794,0.44038116931915283,0.3284863233566284,0.17747293412685394,0.658733606338501,0.23916715383529663
gas,0.2339978665113449,0.12498506903648376,0.2126288264989853,0.36602815985679626,0.41569027304649353,0.1897863894701004,0.1582372784614563
he,0.4571082592010498,0.18782936036586761,0.4540175199508667,0.24213597178459167,0.15376615524291992,0.36230841279029846,0.2089974731206894
named,0.3521348536014557,0.22473035752773285,0.22057102620601654,0.21244360506534576,0.08536605536937714,0.28335005044937134,0.1297498345375061
``,0.029072100296616554,0.1682797074317932,0.01270448137074709,0.021223971620202065,0.022367188706994057,0.058766357600688934,0.0685480609536171
dephlogisticated,0.332061231136322,0.20153619349002838,0.30161914229393005,0.3119611144065857,0.2807765603065491,0.28055962920188904,0.26290395855903625
air,0.2877824306488037,0.14503927528858185,0.15818573534488678,0.26129594445228577,0.2597232460975647,0.2280944287776947,0.1491677612066269
'',0.041273195296525955,0.023898368701338768,-0.04479556903243065,0.08554250001907349,-0.011187412776052952,0.0793738141655922,0.018684765323996544
.,0.5934505462646484,0.20942500233650208,0.4726039469242096,0.3126252591609955,0.20840533077716827,0.4569662809371948,0.4130953550338745
