,by,what,means,were,scientists,able,to,liquefy,air,?
",",0.3680937886238098,0.3087472915649414,0.24041147530078888,0.36755475401878357,0.25785407423973083,0.28725793957710266,0.44245919585227966,0.24592620134353638,0.24731357395648956,0.31091248989105225
by,1.0000001192092896,0.2455483376979828,0.16834649443626404,0.4406847059726715,0.22483672201633453,0.24084776639938354,0.33534231781959534,0.17911377549171448,0.19110813736915588,0.17966607213020325
compressing,0.20557290315628052,0.2671195864677429,0.2704984247684479,0.16803081333637238,0.1746211051940918,0.27435925602912903,0.27625057101249695,0.4450902044773102,0.3874818980693817,0.2168300598859787
and,0.4289871156215668,0.31309178471565247,0.25371095538139343,0.42175528407096863,0.20514336228370667,0.3303895890712738,0.48971283435821533,0.29033857583999634,0.2508046329021454,0.20544172823429108
cooling,0.16985099017620087,0.28575754165649414,0.19139353930950165,0.14711441099643707,0.24950727820396423,0.21082046627998352,0.26446348428726196,0.4452904760837555,0.3341674208641052,0.19326604902744293
it,0.40926623344421387,0.45803478360176086,0.28055405616760254,0.25487732887268066,0.27276167273521423,0.28575974702835083,0.513711154460907,0.30246609449386597,0.26871708035469055,0.25732165575027466
.,0.3936232924461365,0.3567904531955719,0.18089891970157623,0.3378238379955292,0.22514508664608002,0.34544092416763306,0.4645031690597534,0.25791260600090027,0.2759295105934143,0.4130953550338745
,by,what,means,were,scientists,able,to,liquefy,air,?
using,0.349493145942688,0.27984681725502014,0.2692297399044037,0.24272575974464417,0.2525902986526489,0.3513033390045166,0.3678804934024811,0.28322264552116394,0.1742323338985443,0.2804589569568634
a,0.32094135880470276,0.3320399522781372,0.34418490529060364,0.17203083634376526,0.21906225383281708,0.2874686121940613,0.45503583550453186,0.2711775004863739,0.23199330270290375,0.23916715383529663
cascade,0.1272832304239273,0.22669699788093567,0.1351364552974701,0.10747382044792175,0.16729731857776642,0.1798691302537918,0.23094698786735535,0.233186274766922,0.11792489886283875,0.16310933232307434
method,0.2714079022407532,0.25476205348968506,0.23284929990768433,0.13319812715053558,0.29339224100112915,0.21648122370243073,0.2593044936656952,0.2695889174938202,0.12448793649673462,0.2194802314043045
",",0.3680937886238098,0.3087472915649414,0.24041147530078888,0.36755475401878357,0.25785407423973083,0.28725793957710266,0.44245919585227966,0.24592620134353638,0.24731357395648956,0.31091248989105225
swiss,0.21864043176174164,0.06743662059307098,0.09573495388031006,0.09117216616868973,0.21048693358898163,0.19762223958969116,0.0861743912100792,0.15110711753368378,0.06695515662431717,0.11023817211389542
chemist,0.2289833277463913,0.1775139421224594,0.05121550336480141,0.13736450672149658,0.33709752559661865,0.15145576000213623,0.13821417093276978,0.2611062824726105,0.1671835035085678,0.14970816671848297
and,0.4289871156215668,0.31309178471565247,0.25371095538139343,0.42175528407096863,0.20514336228370667,0.3303895890712738,0.48971283435821533,0.29033857583999634,0.2508046329021454,0.20544172823429108
physicist,0.2114850878715515,0.19407397508621216,0.08338627964258194,0.16006384789943695,0.4611935019493103,0.18116232752799988,0.11992333829402924,0.12970690429210663,0.1535484492778778,0.1378137767314911
raoul,0.2682360112667084,0.10912086814641953,0.09933595359325409,0.19011852145195007,0.11021053045988083,0.16066361963748932,0.19001108407974243,0.18772462010383606,0.22526982426643372,0.1258176863193512
pierre,0.18505513668060303,0.129045307636261,0.05715879052877426,0.152438685297966,0.19918812811374664,0.131787970662117,0.1525011956691742,0.2830769121646881,0.13844168186187744,0.16526779532432556
pictet,0.22215555608272552,0.25535136461257935,0.256706178188324,0.18603946268558502,0.17436550557613373,0.21651972830295563,0.21426744759082794,0.2306285947561264,0.1350277066230774,0.2453378438949585
evaporated,0.18981823325157166,0.1364840567111969,0.2032088190317154,0.15685893595218658,0.15866908431053162,0.2022007554769516,0.20665240287780762,0.48332133889198303,0.37300851941108704,0.12882991135120392
liquid,0.1749679148197174,0.24017377197742462,0.24820789694786072,0.13713428378105164,0.2409462332725525,0.25029778480529785,0.24009785056114197,0.6881735324859619,0.33134424686431885,0.18412289023399353
sulfur,0.18036384880542755,0.1978209912776947,0.21240916848182678,0.1995384395122528,0.2177521288394928,0.1280774027109146,0.21323537826538086,0.44784948229789734,0.25907886028289795,0.18390102684497833
dioxide,0.1844359040260315,0.2206297367811203,0.2203398495912552,0.1665046215057373,0.17818182706832886,0.20217938721179962,0.2725624442100525,0.4536309242248535,0.35484078526496887,0.19322559237480164
in,0.370934396982193,0.30808621644973755,0.1979396492242813,0.3815755248069763,0.1995355486869812,0.23456627130508423,0.45010748505592346,0.22825121879577637,0.22172939777374268,0.20430970191955566
order,0.17732734978199005,0.16634008288383484,0.27115827798843384,0.16340558230876923,0.12606194615364075,0.3270707130432129,0.35544881224632263,0.2084982842206955,0.16295260190963745,0.13725648820400238
to,0.33534231781959534,0.455847829580307,0.2301892638206482,0.31913647055625916,0.27814680337905884,0.529755175113678,1.0,0.28315994143486023,0.24103909730911255,0.29463258385658264
liquefy,0.17911377549171448,0.21891412138938904,0.28949442505836487,0.1932249218225479,0.21234089136123657,0.2294253557920456,0.28315994143486023,0.9999999403953552,0.34175440669059753,0.20893236994743347
carbon,0.14195193350315094,0.22238978743553162,0.20017758011817932,0.17298249900341034,0.17431336641311646,0.19017161428928375,0.2865152955055237,0.4246741533279419,0.28300198912620544,0.19040444493293762
dioxide,0.1844359040260315,0.2206297367811203,0.2203398495912552,0.1665046215057373,0.17818182706832886,0.20217938721179962,0.2725624442100525,0.4536309242248535,0.35484078526496887,0.19322559237480164
",",0.3680937886238098,0.3087472915649414,0.24041147530078888,0.36755475401878357,0.25785407423973083,0.28725793957710266,0.44245919585227966,0.24592620134353638,0.24731357395648956,0.31091248989105225
which,0.40543368458747864,0.5261979103088379,0.4002026617527008,0.2807837128639221,0.254214346408844,0.33592119812965393,0.5345056653022766,0.3381989896297455,0.23809513449668884,0.25814583897590637
in,0.370934396982193,0.30808621644973755,0.1979396492242813,0.3815755248069763,0.1995355486869812,0.23456627130508423,0.45010748505592346,0.22825121879577637,0.22172939777374268,0.20430970191955566
turn,0.2794087827205658,0.29013973474502563,0.2950373888015747,0.18078237771987915,0.15809285640716553,0.2891860902309418,0.3696671724319458,0.24498681724071503,0.16930218040943146,0.2072952687740326
was,0.4752357602119446,0.22111038863658905,0.20094269514083862,0.590133786201477,0.21144776046276093,0.19031302630901337,0.3636345863342285,0.13933181762695312,0.18898457288742065,0.18412111699581146
evaporated,0.18981823325157166,0.1364840567111969,0.2032088190317154,0.15685893595218658,0.15866908431053162,0.2022007554769516,0.20665240287780762,0.48332133889198303,0.37300851941108704,0.12882991135120392
to,0.33534231781959534,0.455847829580307,0.2301892638206482,0.31913647055625916,0.27814680337905884,0.529755175113678,1.0,0.28315994143486023,0.24103909730911255,0.29463258385658264
cool,0.15297473967075348,0.2674468457698822,0.17043830454349518,0.12336593866348267,0.11043417453765869,0.2013542652130127,0.24619640409946442,0.3082834482192993,0.26963260769844055,0.23781441152095795
oxygen,0.1292176991701126,0.16781960427761078,0.3000410497188568,0.15995736420154572,0.21518544852733612,0.2293449342250824,0.24193501472473145,0.35898494720458984,0.3506372570991516,0.16786395013332367
gas,0.1669413298368454,0.20887799561023712,0.1632860153913498,0.20399387180805206,0.23024672269821167,0.1639421433210373,0.25276535749435425,0.4551798701286316,0.3478984236717224,0.1582372784614563
enough,0.2295052856206894,0.3944990336894989,0.26612377166748047,0.2043992280960083,0.24953272938728333,0.5570130348205566,0.43150144815444946,0.26351094245910645,0.22174622118473053,0.3526461720466614
to,0.33534231781959534,0.455847829580307,0.2301892638206482,0.31913647055625916,0.27814680337905884,0.529755175113678,1.0,0.28315994143486023,0.24103909730911255,0.29463258385658264
liquefy,0.17911377549171448,0.21891412138938904,0.28949442505836487,0.1932249218225479,0.21234089136123657,0.2294253557920456,0.28315994143486023,0.9999999403953552,0.34175440669059753,0.20893236994743347
it,0.40926623344421387,0.45803478360176086,0.28055405616760254,0.25487732887268066,0.27276167273521423,0.28575974702835083,0.513711154460907,0.30246609449386597,0.26871708035469055,0.25732165575027466
.,0.3936232924461365,0.3567904531955719,0.18089891970157623,0.3378238379955292,0.22514508664608002,0.34544092416763306,0.4645031690597534,0.25791260600090027,0.2759295105934143,0.4130953550338745
