,what,engines,were,used,throughout,most,of,the,20th,century,to,propel,ships,?
",",0.3087472915649414,0.20245449244976044,0.36755475401878357,0.3120402991771698,0.22385434806346893,0.3636029064655304,0.4946078956127167,0.4933079481124878,0.22451449930667877,0.24487493932247162,0.44245919585227966,0.22704514861106873,0.21014784276485443,0.31091248989105225
steam,0.15672586858272552,0.4903687536716461,0.20219570398330688,0.2604328691959381,0.19800332188606262,0.2003706395626068,0.20239725708961487,0.23105813562870026,0.17203637957572937,0.2347051203250885,0.22894427180290222,0.4535958468914032,0.32751697301864624,0.113324373960495
turbines,0.17412316799163818,0.5360714197158813,0.2492387294769287,0.33015379309654236,0.21935506165027618,0.2035781443119049,0.2403727024793625,0.2202165722846985,0.20386925339698792,0.20577530562877655,0.27050408720970154,0.4987832009792328,0.25927281379699707,0.18342499434947968
with,0.2464839518070221,0.21779674291610718,0.3179011940956116,0.3047430217266083,0.3559260964393616,0.336320698261261,0.41827285289764404,0.4223487675189972,0.22445109486579895,0.1467021107673645,0.4239959120750427,0.20914193987846375,0.1974010020494461,0.2433311939239502
reduction,0.19884426891803741,0.2733219563961029,0.11749227344989777,0.2839129567146301,0.21671772003173828,0.19047880172729492,0.2803387939929962,0.27052462100982666,0.16535072028636932,0.19868387281894684,0.248092919588089,0.25692978501319885,0.16555672883987427,0.1612403839826584
gearing,0.24599871039390564,0.42775723338127136,0.23497746884822845,0.30488380789756775,0.22321440279483795,0.23445871472358704,0.2609480321407318,0.27680692076683044,0.23782005906105042,0.14393940567970276,0.25130781531333923,0.4382797181606293,0.30403104424476624,0.1791764497756958
(,0.2411840260028839,0.12876033782958984,0.14743882417678833,0.19005385041236877,0.1214333102107048,0.20654040575027466,0.35032153129577637,0.33289089798927307,0.24042166769504547,0.15864071249961853,0.30882009863853455,0.21183064579963684,0.15472929179668427,0.40561532974243164
although,0.24844598770141602,0.20839811861515045,0.29094749689102173,0.33199048042297363,0.32804834842681885,0.35402846336364746,0.3024747669696808,0.3265823423862457,0.11971602588891983,0.23746763169765472,0.4176313281059265,0.1795121133327484,0.16160209476947784,0.15541206300258636
the,0.42745697498321533,0.2245008647441864,0.3906462490558624,0.3718377649784088,0.4158564507961273,0.47635307908058167,0.733189046382904,1.0,0.3097512125968933,0.3617299497127533,0.535392165184021,0.18364110589027405,0.279244989156723,0.22068053483963013
turbinia,0.16956689953804016,0.46429911255836487,0.22139260172843933,0.2619136571884155,0.1827988177537918,0.16678979992866516,0.25257301330566406,0.21647298336029053,0.18003132939338684,0.18900686502456665,0.23422043025493622,0.43910637497901917,0.1909075379371643,0.19683723151683807
has,0.20338068902492523,0.165262833237648,0.2784052789211273,0.23367926478385925,0.3594927191734314,0.3426419198513031,0.3909035325050354,0.4177538752555847,0.1597633808851242,0.2044479250907898,0.3619994819164276,0.18053661286830902,0.1655663251876831,0.15994466841220856
direct,0.26271191239356995,0.2199638932943344,0.16136619448661804,0.279558390378952,0.18483231961727142,0.23000608384609222,0.2533726394176483,0.3262479901313782,0.13686084747314453,0.13651083409786224,0.3420579433441162,0.3001299798488617,0.1297924816608429,0.18476411700248718
turbines,0.17412316799163818,0.5360714197158813,0.2492387294769287,0.33015379309654236,0.21935506165027618,0.2035781443119049,0.2403727024793625,0.2202165722846985,0.20386925339698792,0.20577530562877655,0.27050408720970154,0.4987832009792328,0.25927281379699707,0.18342499434947968
to,0.455847829580307,0.24536406993865967,0.31913647055625916,0.40058770775794983,0.31226396560668945,0.321603000164032,0.41548454761505127,0.535392165184021,0.20756898820400238,0.20143604278564453,1.0,0.273217111825943,0.2895524799823761,0.29463258385658264
propellers,0.2089560627937317,0.4989611804485321,0.2841222882270813,0.31995901465415955,0.17024554312229156,0.2475041300058365,0.17233602702617645,0.26103949546813965,0.13924796879291534,0.12790240347385406,0.31009069085121155,0.7584499716758728,0.43789851665496826,0.14355260133743286
with,0.2464839518070221,0.21779674291610718,0.3179011940956116,0.3047430217266083,0.3559260964393616,0.336320698261261,0.41827285289764404,0.4223487675189972,0.22445109486579895,0.1467021107673645,0.4239959120750427,0.20914193987846375,0.1974010020494461,0.2433311939239502
no,0.339326947927475,0.1927698701620102,0.24298787117004395,0.21540804207324982,0.09844379127025604,0.23710472881793976,0.24809792637825012,0.3461136817932129,0.15110555291175842,0.12406378984451294,0.30015695095062256,0.1566058099269867,0.20003043115139008,0.32165053486824036
reduction,0.19884426891803741,0.2733219563961029,0.11749227344989777,0.2839129567146301,0.21671772003173828,0.19047880172729492,0.2803387939929962,0.27052462100982666,0.16535072028636932,0.19868387281894684,0.248092919588089,0.25692978501319885,0.16555672883987427,0.1612403839826584
gearbox,0.12969307601451874,0.44416582584381104,0.160191610455513,0.15702803432941437,0.10060074925422668,0.12587593495845795,0.11271084100008011,0.22891387343406677,0.26668134331703186,0.13986846804618835,0.22642618417739868,0.4524255096912384,0.2623841166496277,0.11944329738616943
),0.26259949803352356,0.14278316497802734,0.1566188633441925,0.1905621439218521,0.12352827936410904,0.23620007932186127,0.3680361211299896,0.3456730246543884,0.2530856132507324,0.14800427854061127,0.31236231327056885,0.2251826971769333,0.15571799874305725,0.42300865054130554
dominated,0.145044207572937,0.22770684957504272,0.2555982172489166,0.238697350025177,0.3079564869403839,0.34257325530052185,0.2971191704273224,0.33543094992637634,0.10416364669799805,0.36966192722320557,0.18163110315799713,0.1407473087310791,0.1481594294309616,0.04715321213006973
large,0.2017821967601776,0.22275741398334503,0.3147265911102295,0.3057393729686737,0.28271564841270447,0.32868051528930664,0.3569655418395996,0.3828733265399933,0.13386677205562592,0.23424677550792694,0.3150999844074249,0.27204805612564087,0.2727562189102173,0.1355665624141693
ship,0.15709257125854492,0.2655882239341736,0.18924842774868011,0.19548210501670837,0.17888030409812927,0.14552782475948334,0.23378267884254456,0.24414241313934326,0.20635642111301422,0.15454427897930145,0.25755465030670166,0.3155781924724579,0.7321965098381042,0.14488010108470917
propulsion,0.18541935086250305,0.46274974942207336,0.20003508031368256,0.3161301612854004,0.16592678427696228,0.21753183007240295,0.22784428298473358,0.2493213713169098,0.14114800095558167,0.14674392342567444,0.27898555994033813,0.5987718105316162,0.32463592290878296,0.14722804725170135
throughout,0.2130906730890274,0.16912569105625153,0.2758198380470276,0.2784973680973053,1.0,0.47078680992126465,0.35374847054481506,0.4158564507961273,0.18715843558311462,0.2604094445705414,0.31226396560668945,0.12844762206077576,0.20852960646152496,0.12665234506130219
the,0.42745697498321533,0.2245008647441864,0.3906462490558624,0.3718377649784088,0.4158564507961273,0.47635307908058167,0.733189046382904,1.0,0.3097512125968933,0.3617299497127533,0.535392165184021,0.18364110589027405,0.279244989156723,0.22068053483963013
late,0.1576872020959854,0.1462334394454956,0.37638410925865173,0.16762472689151764,0.39236313104629517,0.28233441710472107,0.21690747141838074,0.31481194496154785,0.21333880722522736,0.42292845249176025,0.25809016823768616,0.07433946430683136,0.21190127730369568,0.11339222639799118
20th,0.1850772649049759,0.15909530222415924,0.10248053073883057,0.18839044868946075,0.18715843558311462,0.17971672117710114,0.21726468205451965,0.3097512125968933,1.0,0.2968566119670868,0.20756898820400238,0.18413493037223816,0.14451229572296143,0.14985637366771698
century,0.20422613620758057,0.15469561517238617,0.34997639060020447,0.29442450404167175,0.2604094445705414,0.3330184817314148,0.2826060354709625,0.3617299497127533,0.2968566119670868,1.0,0.20143604278564453,0.10506893694400787,0.22436802089214325,0.1026201918721199
",",0.3087472915649414,0.20245449244976044,0.36755475401878357,0.3120402991771698,0.22385434806346893,0.3636029064655304,0.4946078956127167,0.4933079481124878,0.22451449930667877,0.24487493932247162,0.44245919585227966,0.22704514861106873,0.21014784276485443,0.31091248989105225
being,0.3760843276977539,0.21743115782737732,0.4775565266609192,0.26295366883277893,0.2991076707839966,0.3906858563423157,0.34885138273239136,0.419739305973053,0.21190319955348969,0.23126116394996643,0.4514104127883911,0.2618100047111511,0.22633366286754608,0.26743772625923157
more,0.3484537899494171,0.2802164554595947,0.33779072761535645,0.3030165731906891,0.27991941571235657,0.5395737886428833,0.30478984117507935,0.39758381247520447,0.12916548550128937,0.19829106330871582,0.47084665298461914,0.2717984914779663,0.20977546274662018,0.27894994616508484
efficient,0.22662539780139923,0.43092378973960876,0.1770784854888916,0.36788055300712585,0.22622157633304596,0.3296918272972107,0.22586165368556976,0.22032952308654785,0.18689776957035065,0.17760804295539856,0.29811713099479675,0.3999209403991699,0.16136282682418823,0.18034493923187256
(,0.2411840260028839,0.12876033782958984,0.14743882417678833,0.19005385041236877,0.1214333102107048,0.20654040575027466,0.35032153129577637,0.33289089798927307,0.24042166769504547,0.15864071249961853,0.30882009863853455,0.21183064579963684,0.15472929179668427,0.40561532974243164
and,0.31309178471565247,0.21148960292339325,0.42175528407096863,0.3150506615638733,0.36296960711479187,0.4309377074241638,0.5116966962814331,0.5171257257461548,0.29001447558403015,0.2726690471172333,0.48971283435821533,0.22858189046382904,0.27834877371788025,0.20544172823429108
requiring,0.23015210032463074,0.2154640555381775,0.18685099482536316,0.34062740206718445,0.23052270710468292,0.2395312339067459,0.26946085691452026,0.23401294648647308,0.09658575803041458,0.11522633582353592,0.3393286466598511,0.30385029315948486,0.21718034148216248,0.19080378115177155
far,0.34794166684150696,0.14690569043159485,0.25027263164520264,0.15294793248176575,0.27423882484436035,0.3364282250404358,0.3005201518535614,0.38564538955688477,0.237461656332016,0.1994284838438034,0.3375735878944397,0.20124082267284393,0.20785090327262878,0.2170870453119278
less,0.31119704246520996,0.3012803792953491,0.27063897252082825,0.3045300245285034,0.27744999527931213,0.5016680955886841,0.30836719274520874,0.29185041785240173,0.14075389504432678,0.17614446580410004,0.38397523760795593,0.27932190895080566,0.198791041970253,0.22418740391731262
maintenance,0.2305917888879776,0.29521599411964417,0.21820102632045746,0.3153943121433258,0.20058514177799225,0.1763344258069992,0.2458939403295517,0.2503823935985565,0.14932090044021606,0.10213758796453476,0.26303601264953613,0.2610904276371002,0.18080836534500122,0.2885645627975464
),0.26259949803352356,0.14278316497802734,0.1566188633441925,0.1905621439218521,0.12352827936410904,0.23620007932186127,0.3680361211299896,0.3456730246543884,0.2530856132507324,0.14800427854061127,0.31236231327056885,0.2251826971769333,0.15571799874305725,0.42300865054130554
than,0.29388150572776794,0.24655835330486298,0.2885614037513733,0.28633373975753784,0.2593178153038025,0.42108985781669617,0.33036211133003235,0.3227543234825134,0.17825637757778168,0.20492443442344666,0.3192550539970398,0.22731603682041168,0.2303352802991867,0.24917294085025787
reciprocating,0.3255842924118042,0.3725995421409607,0.1897997260093689,0.3764714002609253,0.23215171694755554,0.27445676922798157,0.27445268630981445,0.25304242968559265,0.19494643807411194,0.1584988236427307,0.30987226963043213,0.4391591548919678,0.1703217327594757,0.2616906762123108
steam,0.15672586858272552,0.4903687536716461,0.20219570398330688,0.2604328691959381,0.19800332188606262,0.2003706395626068,0.20239725708961487,0.23105813562870026,0.17203637957572937,0.2347051203250885,0.22894427180290222,0.4535958468914032,0.32751697301864624,0.113324373960495
engines,0.1634974628686905,1.0000001192092896,0.27072596549987793,0.2519303560256958,0.16912569105625153,0.2395818531513214,0.17593856155872345,0.2245008647441864,0.15909530222415924,0.15469561517238617,0.24536406993865967,0.4542042016983032,0.301408976316452,0.18940703570842743
.,0.3567904531955719,0.24894580245018005,0.3378238379955292,0.33111312985420227,0.29375210404396057,0.35404038429260254,0.5352458953857422,0.5934505462646484,0.2806432545185089,0.27413639426231384,0.4645031690597534,0.23964330554008484,0.2274792641401291,0.4130953550338745
