,what,is,incorrectly,thought,about,the,outer,chloroplast,membrane,?
a,0.3320399522781372,0.658733606338501,0.26429516077041626,0.3342154324054718,0.34171196818351746,0.5829201340675354,0.20744216442108154,0.237538680434227,0.18843622505664825,0.23916715383529663
vesicle,0.19578322768211365,0.2243977189064026,0.21339648962020874,0.08776529133319855,0.17568980157375336,0.23915424942970276,0.3900671899318695,0.5711701512336731,0.641615092754364,0.1686500906944275
to,0.455847829580307,0.42745086550712585,0.3155739903450012,0.3858291208744049,0.391953706741333,0.535392165184021,0.22978051006793976,0.22531428933143616,0.17791007459163666,0.29463258385658264
surround,0.1624242216348648,0.23694965243339539,0.18142342567443848,0.13589058816432953,0.23901180922985077,0.3182075023651123,0.3547668755054474,0.28726208209991455,0.30546197295188904,0.013390609063208103
the,0.42745697498321533,0.5823672413825989,0.28213053941726685,0.3509289622306824,0.37995871901512146,1.0,0.3022986054420471,0.21317854523658752,0.21814598143100739,0.22068053483963013
ancestral,0.17634287476539612,0.18830585479736328,0.20059211552143097,0.2915966212749481,0.22660337388515472,0.274385929107666,0.19499057531356812,0.3328225314617157,0.3086555600166321,0.11722901463508606
cyanobacterium—which,0.2789960503578186,0.24008478224277496,0.27505940198898315,0.31647539138793945,0.2399405837059021,0.28404298424720764,0.26502931118011475,0.6885828971862793,0.4967226982116699,0.22538232803344727
is,0.28837618231773376,1.0,0.2735014855861664,0.28001952171325684,0.3532065451145172,0.5823672413825989,0.21060429513454437,0.20798198878765106,0.21774554252624512,0.22961433231830597
not,0.5449194312095642,0.3776007890701294,0.40229883790016174,0.449548602104187,0.36646416783332825,0.4310511648654938,0.2162683755159378,0.2822718620300293,0.24928121268749237,0.41942933201789856
true—both,0.4534253776073456,0.28477129340171814,0.3824024200439453,0.32904714345932007,0.30604276061058044,0.31186750531196594,0.19644619524478912,0.25373342633247375,0.2536042332649231,0.3537127375602722
chloroplast,0.23505516350269318,0.20798198878765106,0.3021320700645447,0.24722152948379517,0.1271195411682129,0.21317854523658752,0.32597172260284424,1.0000001192092896,0.6168951392173767,0.12532055377960205
membranes,0.18834297358989716,0.20728234946727753,0.20012767612934113,0.18931682407855988,0.1394566297531128,0.2330547422170639,0.44448208808898926,0.6360809803009033,0.9437052011489868,0.20524227619171143
are,0.29724663496017456,0.5330929756164551,0.2662712633609772,0.28778257966041565,0.36165615916252136,0.40399202704429626,0.2646065056324005,0.26561424136161804,0.30309247970581055,0.24591213464736938
homologous,0.2475554198026657,0.22757160663604736,0.2710053026676178,0.29131874442100525,0.24587221443653107,0.2710619270801544,0.29847437143325806,0.48024576902389526,0.5137193202972412,0.16717518866062164
to,0.455847829580307,0.42745086550712585,0.3155739903450012,0.3858291208744049,0.391953706741333,0.535392165184021,0.22978051006793976,0.22531428933143616,0.17791007459163666,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,0.28213053941726685,0.3509289622306824,0.37995871901512146,1.0,0.3022986054420471,0.21317854523658752,0.21814598143100739,0.22068053483963013
cyanobacterium,0.241913303732872,0.21424748003482819,0.22928480803966522,0.2882173955440521,0.21893461048603058,0.22151070833206177,0.2538611888885498,0.6836907267570496,0.48407647013664246,0.20120567083358765
's,0.02692362666130066,0.02396530658006668,-0.04940570518374443,0.04379833862185478,-0.020936643704771996,-0.01540423184633255,-0.07019069790840149,-0.026425376534461975,-0.09767278283834457,-0.023395681753754616
original,0.24651947617530823,0.2681281864643097,0.23824511468410492,0.24061517417430878,0.21706604957580566,0.4037000238895416,0.20922338962554932,0.23150280117988586,0.09810427576303482,0.17256900668144226
double,0.16209302842617035,0.1794169545173645,0.22470445930957794,0.185972660779953,0.12978090345859528,0.21355170011520386,0.22656887769699097,0.28560876846313477,0.22057689726352692,0.10017921775579453
membranes,0.18834297358989716,0.20728234946727753,0.20012767612934113,0.18931682407855988,0.1394566297531128,0.2330547422170639,0.44448208808898926,0.6360809803009033,0.9437052011489868,0.20524227619171143
.,0.3567904531955719,0.4569662809371948,0.25340399146080017,0.3521888852119446,0.42038556933403015,0.5934505462646484,0.24133025109767914,0.2371024191379547,0.20517759025096893,0.4130953550338745
