,what,is,the,central,article,of,the,christian,doctrine,?
justification,0.41217631101608276,0.2093798965215683,0.26831284165382385,0.2292940616607666,0.43008849024772644,0.2991276681423187,0.26831284165382385,0.28002896904945374,0.451293408870697,0.4005378186702728
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2587154507637024,0.28605279326438904,0.4946078956127167,0.4933079481124878,0.23595517873764038,0.15962223708629608,0.31091248989105225
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.057969436049461365,0.08483149111270905,0.13035868108272552,0.041273195296525955,0.007835021242499352,0.011724334210157394,0.018684765323996544
he,0.3114890456199646,0.36230841279029846,0.4571082592010498,0.20146983861923218,0.24431072175502777,0.38706058263778687,0.4571082592010498,0.2526054084300995,0.2254619598388672,0.2089974731206894
wrote,0.2664989233016968,0.23763930797576904,0.2426944375038147,0.054572105407714844,0.2477836310863495,0.30241408944129944,0.2426944375038147,0.18104001879692078,0.24080806970596313,0.19322504103183746
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2587154507637024,0.28605279326438904,0.4946078956127167,0.4933079481124878,0.23595517873764038,0.15962223708629608,0.31091248989105225
``,0.008517155423760414,0.058766357600688934,0.029072100296616554,0.03992777690291405,0.025853512808680534,0.06780257821083069,0.029072100296616554,0.03815840184688568,0.10813269019126892,0.0685480609536171
is,0.28837618231773376,1.0,0.5823672413825989,0.273421049118042,0.29873761534690857,0.4854315221309662,0.5823672413825989,0.1473853588104248,0.15716557204723358,0.22961433231830597
the,0.42745697498321533,0.5823672413825989,1.0,0.3417201042175293,0.3329811692237854,0.733189046382904,1.0,0.19930796325206757,0.23041051626205444,0.22068053483963013
chief,0.1647547483444214,0.17735815048217773,0.2586921751499176,0.1832505762577057,0.18347151577472687,0.26361605525016785,0.2586921751499176,0.03167726844549179,0.1336597204208374,0.09466830641031265
article,0.40514686703681946,0.29873761534690857,0.3329811692237854,0.12235003709793091,0.9999999403953552,0.25720444321632385,0.3329811692237854,0.17035835981369019,0.2615813612937927,0.4948462247848511
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.3415789008140564,0.25720444321632385,1.0,0.733189046382904,0.23494116961956024,0.23378130793571472,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.3417201042175293,0.3329811692237854,0.733189046382904,1.0,0.19930796325206757,0.23041051626205444,0.22068053483963013
whole,0.38441845774650574,0.32541996240615845,0.4517841339111328,0.27735430002212524,0.2981373369693756,0.4001069962978363,0.4517841339111328,0.10797291994094849,0.15236501395702362,0.21052291989326477
christian,0.17849333584308624,0.1473853588104248,0.19930796325206757,0.11345983296632767,0.17035835981369019,0.23494116961956024,0.19930796325206757,1.0,0.4075440466403961,0.1508396863937378
doctrine,0.3112909197807312,0.15716557204723358,0.23041051626205444,0.20976762473583221,0.2615813612937927,0.23378130793571472,0.23041051626205444,0.4075440466403961,0.9999999403953552,0.21789313852787018
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2587154507637024,0.28605279326438904,0.4946078956127167,0.4933079481124878,0.23595517873764038,0.15962223708629608,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.6521818041801453,0.2778315246105194,0.3171063959598541,0.5011631846427917,0.6521818041801453,0.13629037141799927,0.27833762764930725,0.25814583897590637
comprehends,0.3208942711353302,0.3255278766155243,0.2674266993999481,0.1723514050245285,0.478000670671463,0.2806898057460785,0.2674266993999481,0.14718975126743317,0.25641268491744995,0.3182697892189026
the,0.42745697498321533,0.5823672413825989,1.0,0.3417201042175293,0.3329811692237854,0.733189046382904,1.0,0.19930796325206757,0.23041051626205444,0.22068053483963013
understanding,0.4748767614364624,0.2874155342578888,0.3089916408061981,0.1811915934085846,0.38320693373680115,0.31433331966400146,0.3089916408061981,0.18363694846630096,0.3708244860172272,0.3107462525367737
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.3415789008140564,0.25720444321632385,1.0,0.733189046382904,0.23494116961956024,0.23378130793571472,0.1826142966747284
all,0.41981086134910583,0.2553904056549072,0.4860881567001343,0.19141006469726562,0.32288315892219543,0.42798417806625366,0.4860881567001343,0.1744420826435089,0.1816258728504181,0.29575422406196594
godliness,0.36300426721572876,0.19884829223155975,0.27521660923957825,0.07108385115861893,0.38557934761047363,0.24891351163387299,0.27521660923957825,0.24985161423683167,0.3895616829395294,0.32518765330314636
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.3193301260471344,0.30669885873794556,0.5352458953857422,0.5934505462646484,0.2474701702594757,0.19162513315677643,0.4130953550338745
'',0.08143015950918198,0.0793738141655922,0.041273195296525955,0.057969436049461365,0.08483149111270905,0.13035868108272552,0.041273195296525955,0.007835021242499352,0.011724334210157394,0.018684765323996544
,what,is,the,central,article,of,the,christian,doctrine,?
he,0.3114890456199646,0.36230841279029846,0.4571082592010498,0.20146983861923218,0.24431072175502777,0.38706058263778687,0.4571082592010498,0.2526054084300995,0.2254619598388672,0.2089974731206894
began,0.1665823757648468,0.20498190820217133,0.3059147596359253,0.1996866762638092,0.15977820754051208,0.2330763041973114,0.3059147596359253,0.13239552080631256,0.14030247926712036,0.1370266228914261
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.21511952579021454,0.361922025680542,0.41548454761505127,0.535392165184021,0.19438040256500244,0.18971149623394012,0.29463258385658264
teach,0.2818700671195984,0.15221208333969116,0.1966347098350525,0.11792422086000443,0.19594179093837738,0.2383975088596344,0.1966347098350525,0.2604462802410126,0.2558611333370209,0.24188745021820068
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.23977944254875183,0.41666144132614136,0.41498205065727234,0.5473989248275757,0.18580004572868347,0.315192848443985,0.32716336846351624
salvation,0.31571435928344727,0.21613940596580505,0.30236515402793884,0.14499208331108093,0.23293282091617584,0.2523575723171234,0.30236515402793884,0.3679600656032562,0.4171450734138489,0.2133665680885315
or,0.33867141604423523,0.41870999336242676,0.4174870550632477,0.17267680168151855,0.28299111127853394,0.3792596757411957,0.4174870550632477,0.13909734785556793,0.15839318931102753,0.32389625906944275
redemption,0.2597365081310272,0.21185387670993805,0.2992584705352783,0.1371506154537201,0.2969539165496826,0.21757858991622925,0.2992584705352783,0.24164345860481262,0.28122395277023315,0.1932784765958786
is,0.28837618231773376,1.0,0.5823672413825989,0.273421049118042,0.29873761534690857,0.4854315221309662,0.5823672413825989,0.1473853588104248,0.15716557204723358,0.22961433231830597
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.26925721764564514,0.30913418531417847,0.5052502155303955,0.5829201340675354,0.1843954622745514,0.14698471128940582,0.23916715383529663
gift,0.22758355736732483,0.20462355017662048,0.23132675886154175,0.08267379552125931,0.15593187510967255,0.2024591863155365,0.23132675886154175,0.17368152737617493,0.18762189149856567,0.1950901448726654
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.3415789008140564,0.25720444321632385,1.0,0.733189046382904,0.23494116961956024,0.23378130793571472,0.1826142966747284
god,0.3127830922603607,0.2211674600839615,0.24689088761806488,0.024188246577978134,0.23937050998210907,0.2159487009048462,0.24689088761806488,0.27349409461021423,0.3320010006427765,0.23396754264831543
's,0.02692362666130066,0.02396530658006668,-0.01540423184633255,-0.03171226754784584,-0.02360285259783268,-0.03817026689648628,-0.01540423184633255,0.06999260932207108,-0.004191047511994839,-0.023395681753754616
grace,0.16722138226032257,0.17061445116996765,0.20940588414669037,0.13293997943401337,0.19179074466228485,0.2101200968027115,0.20940588414669037,0.26604607701301575,0.3074033856391907,0.16775278747081757
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2587154507637024,0.28605279326438904,0.4946078956127167,0.4933079481124878,0.23595517873764038,0.15962223708629608,0.31091248989105225
attainable,0.23601658642292023,0.2460332065820694,0.27964162826538086,0.20372022688388824,0.32544469833374023,0.31740015745162964,0.27964162826538086,0.21886634826660156,0.33558034896850586,0.24072813987731934
only,0.41415658593177795,0.44708555936813354,0.5497692227363586,0.26708945631980896,0.32931867241859436,0.49632513523101807,0.5497692227363586,0.17599080502986908,0.17303016781806946,0.2767370045185089
through,0.23167094588279724,0.27805060148239136,0.44071322679519653,0.25242578983306885,0.17626215517520905,0.3647414743900299,0.44071322679519653,0.11040846258401871,0.16118238866329193,0.16913433372974396
faith,0.3120079040527344,0.2154717594385147,0.20665863156318665,0.09555616974830627,0.25150105357170105,0.20991961658000946,0.20665863156318665,0.4729708433151245,0.4240439236164093,0.2833177447319031
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.30844059586524963,0.26153311133384705,0.5696388483047485,0.6662389636039734,0.17218929529190063,0.1543712466955185,0.20430970191955566
jesus,0.307744562625885,0.18866516649723053,0.23073002696037292,0.1260683387517929,0.18156233429908752,0.21039734780788422,0.23073002696037292,0.42768052220344543,0.3463957607746124,0.19975169003009796
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.1581166535615921,0.2877572774887085,0.3886612355709076,0.48381632566452026,0.23712071776390076,0.24600312113761902,0.27043893933296204
the,0.42745697498321533,0.5823672413825989,1.0,0.3417201042175293,0.3329811692237854,0.733189046382904,1.0,0.19930796325206757,0.23041051626205444,0.22068053483963013
messiah,0.3459424674510956,0.19755475223064423,0.22986391186714172,0.13664132356643677,0.23028407990932465,0.1572977751493454,0.22986391186714172,0.3531893789768219,0.3609601855278015,0.19542419910430908
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.3193301260471344,0.30669885873794556,0.5352458953857422,0.5934505462646484,0.2474701702594757,0.19162513315677643,0.4130953550338745
