,who,filed,an,objection,to,the,bbc,using,the,blue,police,box,in,doctor,who,merchandise,?
the,0.3733934462070465,0.16002413630485535,0.4207492768764496,0.22343401610851288,0.535392165184021,1.0,0.2735401690006256,0.28364112973213196,1.0,0.2734997570514679,0.2206914722919464,0.25871407985687256,0.6662389636039734,0.2820442318916321,0.3733934462070465,0.22879964113235474,0.22068053483963013
trade,0.1943051517009735,0.11515254527330399,0.1803218424320221,0.235283762216568,0.2781698405742645,0.2681608200073242,0.11430653184652328,0.11761868000030518,0.2681608200073242,0.14103136956691742,0.19029749929904938,0.175368532538414,0.23862801492214203,0.12025216966867447,0.1943051517009735,0.3752135932445526,0.09336511790752411
mark,0.1636335253715515,0.11892720311880112,0.15003655850887299,0.12092535197734833,0.2008102536201477,0.2235521525144577,0.1265764981508255,0.21341903507709503,0.2235521525144577,0.20975029468536377,0.09165604412555695,0.19122005999088287,0.2269105464220047,0.06789606064558029,0.1636335253715515,0.14441406726837158,0.11634156107902527
claim,0.26877546310424805,0.2400420904159546,0.1815912276506424,0.33323878049850464,0.324158638715744,0.25873351097106934,0.08219058811664581,0.18650831282138824,0.25873351097106934,0.12857410311698914,0.2024044692516327,0.11117374897003174,0.16881313920021057,0.11876051127910614,0.26877546310424805,0.1809273362159729,0.2665664851665497
;,0.007937713526189327,0.039637207984924316,-0.0424368716776371,0.07219137251377106,0.0979827418923378,0.09152708947658539,-0.07056888192892075,0.06117796525359154,0.09152708947658539,0.07503929734230042,-0.04337803274393082,0.030424296855926514,0.092739537358284,0.03465403988957405,0.007937713526189327,0.04440877214074135,0.10349778085947037
but,0.4487357437610626,0.2147146463394165,0.27760404348373413,0.4018678665161133,0.5542377829551697,0.4859698414802551,0.1432250440120697,0.3726519048213959,0.4859698414802551,0.1764247864484787,0.17151600122451782,0.2781035900115967,0.48674455285072327,0.21460343897342682,0.4487357437610626,0.23244039714336395,0.27921953797340393
in,0.2792111933231354,0.17504344880580902,0.2605783939361572,0.23124803602695465,0.45010748505592346,0.6662389636039734,0.22430340945720673,0.2717311978340149,0.6662389636039734,0.22384510934352875,0.2662045955657959,0.26241418719291687,1.0,0.25567495822906494,0.2792111933231354,0.2014978677034378,0.20430970191955566
2002,-0.011096460744738579,-0.10984516888856888,-0.029099510982632637,-0.03384775295853615,-0.043290942907333374,-0.07970229536294937,-0.034548353403806686,-0.10366247594356537,-0.07970229536294937,-0.031995177268981934,-0.16751010715961456,-0.0300420131534338,-0.15852214395999908,0.001281024538911879,-0.011096460744738579,-0.0002695558359846473,0.045828185975551605
",",0.3365725874900818,0.28497740626335144,0.3581022024154663,0.30771201848983765,0.44245919585227966,0.4933079481124878,0.14724469184875488,0.27050045132637024,0.4933079481124878,0.23822021484375,0.26190435886383057,0.2052105814218521,0.5201468467712402,0.20407600700855255,0.3365725874900818,0.2204728126525879,0.31091248989105225
the,0.3733934462070465,0.16002413630485535,0.4207492768764496,0.22343401610851288,0.535392165184021,1.0,0.2735401690006256,0.28364112973213196,1.0,0.2734997570514679,0.2206914722919464,0.25871407985687256,0.6662389636039734,0.2820442318916321,0.3733934462070465,0.22879964113235474,0.22068053483963013
patent,0.21797259151935577,0.2661363184452057,0.1411449909210205,0.17532309889793396,0.2357501983642578,0.1728275567293167,0.16301465034484863,0.25925323367118835,0.1728275567293167,0.10588967800140381,0.20038464665412903,0.2194698601961136,0.18244080245494843,0.2326667457818985,0.21797259151935577,0.24725091457366943,0.13298413157463074
office,0.2092086672782898,0.20519275963306427,0.12916706502437592,0.16686274111270905,0.20860034227371216,0.27314993739128113,0.1626627892255783,0.14928804337978363,0.27314993739128113,0.09110446274280548,0.27272340655326843,0.41862964630126953,0.28433957695961,0.1372452676296234,0.2092086672782898,0.241515651345253,0.16497313976287842
ruled,0.26271435618400574,0.22653265297412872,0.13287919759750366,0.13370490074157715,0.15009452402591705,0.2668108344078064,0.15467305481433868,0.09173742681741714,0.2668108344078064,0.07610436528921127,0.17357273399829865,0.008988107554614544,0.20897114276885986,0.12622229754924774,0.26271435618400574,0.07665680348873138,0.19970785081386566
in,0.2792111933231354,0.17504344880580902,0.2605783939361572,0.23124803602695465,0.45010748505592346,0.6662389636039734,0.22430340945720673,0.2717311978340149,0.6662389636039734,0.22384510934352875,0.2662045955657959,0.26241418719291687,1.0,0.25567495822906494,0.2792111933231354,0.2014978677034378,0.20430970191955566
favour,0.2195790410041809,0.1871112436056137,0.1215275451540947,0.3696097731590271,0.28403565287590027,0.2575749158859253,0.16690416634082794,0.23719559609889984,0.2575749158859253,0.12305113673210144,0.08090727031230927,0.13780000805854797,0.18740855157375336,0.07015977799892426,0.2195790410041809,0.1426331102848053,0.19697274267673492
of,0.2827862501144409,0.15528519451618195,0.32280945777893066,0.20779341459274292,0.41548454761505127,0.733189046382904,0.1797877550125122,0.24298200011253357,0.733189046382904,0.23528409004211426,0.19770009815692902,0.10286273062229156,0.5696388483047485,0.16895952820777893,0.2827862501144409,0.20751552283763885,0.1826142966747284
the,0.3733934462070465,0.16002413630485535,0.4207492768764496,0.22343401610851288,0.535392165184021,1.0,0.2735401690006256,0.28364112973213196,1.0,0.2734997570514679,0.2206914722919464,0.25871407985687256,0.6662389636039734,0.2820442318916321,0.3733934462070465,0.22879964113235474,0.22068053483963013
bbc,0.2086644321680069,0.1552954763174057,0.16644445061683655,0.14390583336353302,0.19421324133872986,0.2735401690006256,1.0000001192092896,0.17597399652004242,0.2735401690006256,0.11377503722906113,0.25881800055503845,0.20542924106121063,0.22430340945720673,0.32370132207870483,0.2086644321680069,0.12949323654174805,0.20556949079036713
.,0.3541337847709656,0.1988273411989212,0.3581749200820923,0.3112426996231079,0.4645031690597534,0.5934505462646484,0.20265105366706848,0.3629456162452698,0.5934505462646484,0.2285863310098648,0.24501752853393555,0.2770261764526367,0.5591574311256409,0.22361043095588684,0.3541337847709656,0.22275935113430023,0.4130953550338745
