,what,entity,owns,v/line,?
cfcl,0.18015676736831665,0.21911342442035675,0.23746280372142792,0.3864068388938904,0.2285650074481964
australia,0.1913539320230484,0.12336427718400955,0.24070383608341217,0.35686472058296204,0.15702682733535767
which,0.5261979103088379,0.2909833490848541,0.27144646644592285,0.3172980546951294,0.25814583897590637
operate,0.23576132953166962,0.252228319644928,0.3511127829551697,0.4517904818058014,0.16664595901966095
freight,0.15516939759254456,0.2088896483182907,0.2339538335800171,0.6006940603256226,0.16984380781650543
services,0.16048473119735718,0.209171324968338,0.24427223205566406,0.5278721451759338,0.1328447163105011
;,0.10986888408660889,0.1445913016796112,0.04701458662748337,0.02184038981795311,0.10349778085947037
great,0.2562883198261261,0.08007287234067917,0.13458555936813354,0.20356103777885437,0.13135133683681488
southern,0.18679563701152802,0.17444178462028503,0.09705818444490433,0.2924514412879944,0.11225555837154388
rail,0.1369147002696991,0.19476905465126038,0.1826018989086151,0.5037920475006104,0.1349031925201416
which,0.5261979103088379,0.2909833490848541,0.27144646644592285,0.3172980546951294,0.25814583897590637
operates,0.17323419451713562,0.2723081409931183,0.429054319858551,0.4923049509525299,0.12270797789096832
the,0.42745697498321533,0.2403784692287445,0.19328729808330536,0.3394005596637726,0.22068053483963013
overland,0.19365379214286804,0.22933271527290344,0.2381373792886734,0.44066324830055237,0.11552838236093521
melbourne—adelaide,0.14254358410835266,0.035438116639852524,0.22329218685626984,0.45953699946403503,0.13708564639091492
;,0.10986888408660889,0.1445913016796112,0.04701458662748337,0.02184038981795311,0.10349778085947037
and,0.31309178471565247,0.20907706022262573,0.2230452299118042,0.27761659026145935,0.20544172823429108
nsw,0.21179232001304626,0.1790129840373993,0.2146310806274414,0.43084457516670227,0.19039511680603027
trainlink,0.16731387376785278,0.24417132139205933,0.1957537680864334,0.5731474757194519,0.29051098227500916
which,0.5261979103088379,0.2909833490848541,0.27144646644592285,0.3172980546951294,0.25814583897590637
operates,0.17323419451713562,0.2723081409931183,0.429054319858551,0.4923049509525299,0.12270797789096832
xpts,0.21553801000118256,0.21618317067623138,0.15130838751792908,0.25706398487091064,0.16626691818237305
melbourne—sydney,0.13384796679019928,0.05205076187849045,0.19037380814552307,0.42157432436943054,0.0891689658164978
.,0.3567904531955719,0.24862751364707947,0.22098858654499054,0.31478163599967957,0.4130953550338745
