,what,religion,is,st,cuthbert,'s,high,school,dominated,by,?
run,0.2294815480709076,0.08788060396909714,0.20717166364192963,0.13436587154865265,0.1015179380774498,0.017889494076371193,0.14576713740825653,0.14213740825653076,0.0970211774110794,0.1807866394519806,0.17904110252857208
high,0.20466077327728271,0.06276010721921921,0.2383800595998764,0.2005736529827118,0.1561221182346344,-0.04658069461584091,1.0,0.5397339463233948,0.2462107241153717,0.2159195840358734,0.11137914657592773
schools,0.1820785105228424,0.3005248010158539,0.2022145688533783,0.1638050079345703,0.14461521804332733,0.003616944421082735,0.4018458425998688,0.7602541446685791,0.18424081802368164,0.1415957361459732,0.18349280953407288
",",0.3087472915649414,0.2679629921913147,0.4691906273365021,0.2904339134693146,0.2515977621078491,-0.0016132977325469255,0.27938312292099,0.27141863107681274,0.27990370988845825,0.3680937886238098,0.31091248989105225
and,0.31309178471565247,0.2620435655117035,0.3859752118587494,0.18031862378120422,0.22341038286685944,0.06895173341035843,0.2911888659000397,0.2752758264541626,0.324688583612442,0.4289871156215668,0.20544172823429108
are,0.29724663496017456,0.1752774864435196,0.5330929756164551,0.10307276248931885,0.080288827419281,-0.008927806280553341,0.21708175539970398,0.17021894454956055,0.18188512325286865,0.37842893600463867,0.24591213464736938
both,0.3361809551715851,0.15271233022212982,0.31409940123558044,0.14635716378688812,0.12000823765993118,0.03109198436141014,0.16975390911102295,0.158969908952713,0.2500843107700348,0.3367134630680084,0.19455738365650177
achieving,0.24755272269248962,0.2258555144071579,0.2170582413673401,0.19019638001918793,0.08561024069786072,0.04765850678086281,0.202276349067688,0.16905486583709717,0.30119985342025757,0.15675674378871918,0.16495080292224884
results,0.2425258755683899,0.1420546919107437,0.20523308217525482,0.12121376395225525,0.06815972924232483,0.082309789955616,0.08438126742839813,0.054898228496313095,0.1371230185031891,0.2229466587305069,0.21797199547290802
on,0.34226128458976746,0.15404590964317322,0.3635730445384979,0.17164874076843262,0.17962957918643951,0.0026888418942689896,0.20843200385570526,0.2388053983449936,0.16025306284427643,0.33887791633605957,0.2714994251728058
par,0.11508969962596893,0.06906504184007645,0.16582579910755157,0.10627317428588867,0.09621585160493851,0.12474431842565536,0.11715269833803177,0.12178140133619308,0.014660303480923176,0.13696081936359406,0.18598014116287231
with,0.2464839518070221,0.15827436745166779,0.3250955045223236,0.14455410838127136,0.14455987513065338,-0.04624466598033905,0.19851811230182648,0.13135014474391937,0.2615663707256317,0.39731505513191223,0.2433311939239502
the,0.42745697498321533,0.2757669985294342,0.5823672413825989,0.27966225147247314,0.2518726885318756,-0.01540423184633255,0.28034812211990356,0.22953221201896667,0.33543094992637634,0.4408751428127289,0.22068053483963013
independent,0.28752967715263367,0.27082616090774536,0.19700974225997925,0.14822113513946533,0.1366904377937317,0.005493760574609041,0.09130657464265823,0.1521950662136078,0.2110184282064438,0.20215941965579987,0.11902587860822678
schools,0.1820785105228424,0.3005248010158539,0.2022145688533783,0.1638050079345703,0.14461521804332733,0.003616944421082735,0.4018458425998688,0.7602541446685791,0.18424081802368164,0.1415957361459732,0.18349280953407288
in,0.30808621644973755,0.2462482750415802,0.5394441485404968,0.259651780128479,0.2412085086107254,-0.037580832839012146,0.2652597725391388,0.26157811284065247,0.27524110674858093,0.370934396982193,0.20430970191955566
newcastle,0.16276082396507263,0.1245589554309845,0.1841045320034027,0.23380810022354126,0.3569105267524719,-0.017262522131204605,0.17259268462657928,0.14186303317546844,0.14078357815742493,0.1767825335264206,0.0902252271771431
.,0.3567904531955719,0.28897368907928467,0.4569662809371948,0.2568463981151581,0.20523640513420105,-0.003708066651597619,0.24301011860370636,0.24214158952236176,0.20676423609256744,0.3936232924461365,0.4130953550338745
