,when,was,the,rhine,fully,within,the,holy,roman,empire,?
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.22029656171798706,0.23881065845489502,0.35049548745155334,0.5171257257461548,0.1533736139535904,0.2730041444301605,0.27479609847068787,0.20544172823429108
western,0.2197389006614685,0.2864105999469757,0.37920868396759033,0.23680023849010468,0.1559685617685318,0.2451365441083908,0.37920868396759033,0.15157471597194672,0.2831908166408539,0.3127332925796509,0.17439141869544983
francia,0.245232492685318,0.27749502658843994,0.292795330286026,0.3275870084762573,0.13985346257686615,0.07333675771951675,0.292795330286026,0.34475764632225037,0.3654458820819855,0.3981105387210846,0.14648514986038208
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.167837992310524,0.2252698540687561,0.2513136863708496,0.4933079481124878,0.2074567973613739,0.26863154768943787,0.27646857500076294,0.31091248989105225
but,0.5599016547203064,0.36023372411727905,0.4859698414802551,0.2086479663848877,0.3971165418624878,0.3166722059249878,0.4859698414802551,0.16193266212940216,0.20137475430965424,0.22501397132873535,0.27921953797340393
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.24648422002792358,0.18126852810382843,0.40576374530792236,0.6662389636039734,0.2163282334804535,0.24986636638641357,0.24110576510429382,0.20430970191955566
the,0.5091903209686279,0.48711544275283813,1.0,0.30735138058662415,0.2750830352306366,0.39827480912208557,1.0,0.2778179347515106,0.2862859070301056,0.32532164454460144,0.22068053483963013
10th,0.2596508860588074,0.2836706340312958,0.3098960816860199,0.18185552954673767,0.10656925290822983,0.059650007635354996,0.3098960816860199,0.14482596516609192,0.06787673383951187,0.11953243613243103,0.1565542221069336
century,0.22992412745952606,0.3521432876586914,0.3617299497127533,0.21836237609386444,0.14408963918685913,0.1337955743074417,0.3617299497127533,0.20022550225257874,0.29875046014785767,0.3632965385913849,0.1026201918721199
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.167837992310524,0.2252698540687561,0.2513136863708496,0.4933079481124878,0.2074567973613739,0.26863154768943787,0.27646857500076294,0.31091248989105225
it,0.4775012135505676,0.4577186405658722,0.6251175999641418,0.17693428695201874,0.35778623819351196,0.31596240401268005,0.6251175999641418,0.22722505033016205,0.20999984443187714,0.24114786088466644,0.25732165575027466
was,0.37326499819755554,1.0000001192092896,0.48711544275283813,0.18681856989860535,0.22765973210334778,0.19280311465263367,0.48711544275283813,0.19543759524822235,0.23496849834918976,0.30602675676345825,0.18412111699581146
fully,0.37046515941619873,0.22765973210334778,0.2750830352306366,0.08303934335708618,0.9999998807907104,0.2754207253456116,0.2750830352306366,0.16159440577030182,0.13802650570869446,0.1852526217699051,0.2089291661977768
within,0.3464125096797943,0.19280311465263367,0.39827480912208557,0.14905697107315063,0.2754207253456116,1.0,0.39827480912208557,0.18452365696430206,0.21440009772777557,0.19902725517749786,0.1870293766260147
the,0.5091903209686279,0.48711544275283813,1.0,0.30735138058662415,0.2750830352306366,0.39827480912208557,1.0,0.2778179347515106,0.2862859070301056,0.32532164454460144,0.22068053483963013
holy,0.16601495444774628,0.19543759524822235,0.2778179347515106,0.22589242458343506,0.16159440577030182,0.18452365696430206,0.2778179347515106,1.0,0.49701547622680664,0.3835824131965637,0.18148104846477509
roman,0.1767279952764511,0.23496849834918976,0.2862859070301056,0.32421013712882996,0.13802650570869446,0.21440009772777557,0.2862859070301056,0.49701547622680664,1.0,0.47775235772132874,0.1663191318511963
empire,0.18422111868858337,0.30602675676345825,0.32532164454460144,0.2721722424030304,0.1852526217699051,0.19902725517749786,0.32532164454460144,0.3835824131965637,0.47775235772132874,1.0000001192092896,0.14909450709819794
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.167837992310524,0.2252698540687561,0.2513136863708496,0.4933079481124878,0.2074567973613739,0.26863154768943787,0.27646857500076294,0.31091248989105225
flowing,0.2566681504249573,0.16141486167907715,0.36287641525268555,0.24390889704227448,0.15301330387592316,0.18751201033592224,0.36287641525268555,0.22890733182430267,0.11731693893671036,0.15681864321231842,0.08640758693218231
through,0.34666842222213745,0.21752823889255524,0.44071322679519653,0.23343999683856964,0.20903077721595764,0.34153124690055847,0.44071322679519653,0.19744153320789337,0.12537987530231476,0.12548606097698212,0.16913433372974396
swabia,0.15677864849567413,0.1805863380432129,0.2215086966753006,0.5350092649459839,0.14270226657390594,0.1454308032989502,0.2215086966753006,0.4270908832550049,0.393261194229126,0.3116324245929718,0.15259751677513123
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.167837992310524,0.2252698540687561,0.2513136863708496,0.4933079481124878,0.2074567973613739,0.26863154768943787,0.27646857500076294,0.31091248989105225
franconia,0.1903940588235855,0.21812842786312103,0.3273923099040985,0.5828790664672852,0.14223778247833252,0.18259350955486298,0.3273923099040985,0.27437886595726013,0.3218504786491394,0.27422642707824707,0.1613132208585739
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.22029656171798706,0.23881065845489502,0.35049548745155334,0.5171257257461548,0.1533736139535904,0.2730041444301605,0.27479609847068787,0.20544172823429108
lower,0.19194231927394867,0.1138346716761589,0.3463275134563446,0.28043457865715027,0.06988640874624252,0.19086480140686035,0.3463275134563446,0.13547123968601227,0.1795964390039444,0.09925015270709991,0.08471795171499252
lorraine,0.16998060047626495,0.2571549415588379,0.2008059024810791,0.3424850106239319,0.11037696897983551,0.14890530705451965,0.2008059024810791,0.3294292390346527,0.23748689889907837,0.24448876082897186,0.17894412577152252
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.2089352011680603,0.2809041440486908,0.2984525263309479,0.5934505462646484,0.20362335443496704,0.27629324793815613,0.2811720371246338,0.4130953550338745
