,in,which,year,was,the,the,forest,tapestry,created,?
including,0.35857823491096497,0.41826364398002625,0.1839407980442047,0.21884717047214508,0.3738902807235718,0.3738902807235718,0.16580969095230103,0.2131786346435547,0.18098773062229156,0.1633303165435791
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.4933079481124878,0.2901519536972046,0.23794302344322205,0.2755771577358246,0.31091248989105225
embroidery,0.19777022302150726,0.24847817420959473,0.09639398753643036,0.17014668881893158,0.1809588074684143,0.1809588074684143,0.17990225553512573,0.5181041955947876,0.1402658373117447,0.17243218421936035
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.4933079481124878,0.2901519536972046,0.23794302344322205,0.2755771577358246,0.31091248989105225
woven,0.15328189730644226,0.3077365458011627,0.07457084953784943,0.11345702409744263,0.2016974836587906,0.2016974836587906,0.15442584455013275,0.47330984473228455,0.14382946491241455,0.14438338577747345
fabrics,0.1459437608718872,0.23743638396263123,0.08121021091938019,0.16149230301380157,0.18533189594745636,0.18533189594745636,0.10447040945291519,0.4175778329372406,0.18964846432209015,0.18828201293945312
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.4933079481124878,0.2901519536972046,0.23794302344322205,0.2755771577358246,0.31091248989105225
tapestries,0.23872441053390503,0.3411729335784912,0.15436924993991852,0.2192503809928894,0.2850809097290039,0.2850809097290039,0.2116118222475052,0.7962943911552429,0.23380734026432037,0.1611575335264206
(,0.3087427020072937,0.2589828372001648,0.2556702494621277,0.2980341613292694,0.33289089798927307,0.33289089798927307,0.1459040343761444,0.08384979516267776,0.2334475964307785,0.40561532974243164
including,0.35857823491096497,0.41826364398002625,0.1839407980442047,0.21884717047214508,0.3738902807235718,0.3738902807235718,0.16580969095230103,0.2131786346435547,0.18098773062229156,0.1633303165435791
'the,0.3644907772541046,0.23740708827972412,0.22602610290050507,0.3470313549041748,0.3932134211063385,0.3932134211063385,0.24848103523254395,0.2987383306026459,0.2352045476436615,0.16737021505832672
forest,0.24136987328529358,0.20571978390216827,0.207904651761055,0.144582599401474,0.24134553968906403,0.24134553968906403,1.0000001192092896,0.14157135784626007,0.14570623636245728,0.1214437186717987
',0.4158826768398285,0.32852497696876526,0.23947113752365112,0.33675912022590637,0.474788099527359,0.474788099527359,0.20234212279319763,0.1996501237154007,0.2983799874782562,0.330942302942276
tapestry,0.26853466033935547,0.2867569625377655,0.17956805229187012,0.3019234836101532,0.32432854175567627,0.32432854175567627,0.14157135784626007,1.0,0.18998518586158752,0.14881201088428497
of,0.5696388483047485,0.5011631846427917,0.2578314542770386,0.4069072902202606,0.733189046382904,0.733189046382904,0.2309139519929886,0.3338794708251953,0.32043445110321045,0.1826142966747284
1887,-0.07133353501558304,-0.09481876343488693,-0.0679100751876831,0.035787295550107956,-0.032284706830978394,-0.032284706830978394,-0.056192170828580856,-0.07648385316133499,-0.04512081295251846,-0.017046842724084854
),0.3326910734176636,0.2758678197860718,0.24282371997833252,0.3267642855644226,0.3456730246543884,0.3456730246543884,0.15610210597515106,0.11870385706424713,0.2251489907503128,0.42300865054130554
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.4933079481124878,0.2901519536972046,0.23794302344322205,0.2755771577358246,0.31091248989105225
rugs,0.17676986753940582,0.3168089687824249,0.0392286516726017,0.141087606549263,0.2105589658021927,0.2105589658021927,0.17495308816432953,0.3947199285030365,0.12055134028196335,0.14074210822582245
and,0.4954058527946472,0.506277859210968,0.2506658732891083,0.3740963041782379,0.5171257257461548,0.5171257257461548,0.26268187165260315,0.2545706629753113,0.2873832881450653,0.20544172823429108
carpets,0.21549905836582184,0.2524987459182739,0.1320832073688507,0.18334904313087463,0.24214400351047516,0.24214400351047516,0.21004465222358704,0.4116503596305847,0.10476943850517273,0.12282828986644745
",",0.5201468467712402,0.3658004403114319,0.28560417890548706,0.45456063747406006,0.4933079481124878,0.4933079481124878,0.2901519536972046,0.23794302344322205,0.2755771577358246,0.31091248989105225
as,0.3887844979763031,0.41006597876548767,0.28440728783607483,0.3677520453929901,0.48381632566452026,0.48381632566452026,0.12052752822637558,0.22400975227355957,0.25030744075775146,0.27043893933296204
well,0.36612698435783386,0.42522135376930237,0.21872945129871368,0.3130364418029785,0.42630070447921753,0.42630070447921753,0.12943188846111298,0.24113702774047852,0.2017650306224823,0.24815571308135986
as,0.3887844979763031,0.41006597876548767,0.28440728783607483,0.3677520453929901,0.48381632566452026,0.48381632566452026,0.12052752822637558,0.22400975227355957,0.25030744075775146,0.27043893933296204
pattern,0.20433473587036133,0.33947041630744934,0.19562210142612457,0.12053892761468887,0.2485450804233551,0.2485450804233551,0.12065624445676804,0.2154802829027176,0.169767364859581,0.20064511895179749
books,0.250139981508255,0.22369812428951263,0.2115596979856491,0.18330562114715576,0.23187310993671417,0.23187310993671417,0.19447703659534454,0.25679081678390503,0.20722688734531403,0.1897611767053604
and,0.4954058527946472,0.506277859210968,0.2506658732891083,0.3740963041782379,0.5171257257461548,0.5171257257461548,0.26268187165260315,0.2545706629753113,0.2873832881450653,0.20544172823429108
paper,0.18605142831802368,0.2540629804134369,0.15651747584342957,0.18939059972763062,0.2077420949935913,0.2077420949935913,0.127022847533226,0.36368295550346375,0.174595907330513,0.12693770229816437
designs,0.18954916298389435,0.30172523856163025,0.14841993153095245,0.22685040533542633,0.2415979504585266,0.2415979504585266,0.08327635377645493,0.3969225585460663,0.3001987934112549,0.12927207350730896
.,0.5591574311256409,0.45942068099975586,0.32538118958473206,0.40146201848983765,0.5934505462646484,0.5934505462646484,0.2418428510427475,0.28270503878593445,0.3230568766593933,0.4130953550338745
