,what,term,is,used,to,explain,a,change,in,the,appearance,of,doctor,who,?
.,0.3567904531955719,0.18456575274467468,0.4569662809371948,0.33111312985420227,0.4645031690597534,0.2499912530183792,0.50484299659729,0.3244723975658417,0.5591574311256409,0.5934505462646484,0.23264551162719727,0.5352458953857422,0.22361043095588684,0.3541337847709656,0.4130953550338745
,what,term,is,used,to,explain,a,change,in,the,appearance,of,doctor,who,?
the,0.42745697498321533,0.2740369141101837,0.5823672413825989,0.3718377649784088,0.535392165184021,0.24376994371414185,0.5829201340675354,0.3641999065876007,0.6662389636039734,1.0,0.2678116261959076,0.733189046382904,0.2820442318916321,0.3733934462070465,0.22068053483963013
actual,0.43790674209594727,0.2494962066411972,0.28969627618789673,0.3794138729572296,0.3720858097076416,0.2925701141357422,0.3408341407775879,0.3646274209022522,0.28794917464256287,0.40616878867149353,0.19847604632377625,0.4107692241668701,0.125965416431427,0.21539604663848877,0.20405827462673187
term,0.25282326340675354,1.0,0.270183801651001,0.4406372904777527,0.3310292959213257,0.2600899338722229,0.3080509603023529,0.16245196759700775,0.27866655588150024,0.2740369141101837,0.16528530418872833,0.26047757267951965,0.18813423812389374,0.19649659097194672,0.1901002675294876
``,0.008517155423760414,0.11803510040044785,0.058766357600688934,0.08103004097938538,0.06720756739377975,0.040340814739465714,0.07272057235240936,0.04202215000987053,0.04765888676047325,0.029072100296616554,-0.026068808510899544,0.06780257821083069,0.03718610852956772,0.02397952415049076,0.0685480609536171
regeneration,0.22060240805149078,0.196629136800766,0.20627576112747192,0.1494564712047577,0.28147146105766296,0.14391186833381653,0.22819030284881592,0.26394692063331604,0.19745036959648132,0.3351733982563019,0.2655763328075409,0.32214465737342834,0.344775915145874,0.21646106243133545,0.13848066329956055
'',0.08143015950918198,0.13619764149188995,0.0793738141655922,0.050410956144332886,-0.009905828163027763,0.033503223210573196,0.04890415817499161,0.0034500521142035723,0.07432962208986282,0.041273195296525955,0.04981464520096779,0.13035868108272552,0.06782495975494385,0.024401003494858742,0.018684765323996544
was,0.22111038863658905,0.21378034353256226,0.5810302495956421,0.23679393529891968,0.3636345863342285,0.18036529421806335,0.4508470594882965,0.18487286567687988,0.45514053106307983,0.48711544275283813,0.2275954782962799,0.4069072902202606,0.19672659039497375,0.3318818509578705,0.18412111699581146
not,0.5449194312095642,0.2823779284954071,0.3776007890701294,0.358921617269516,0.5149973034858704,0.366911381483078,0.3791346549987793,0.44423985481262207,0.3403114080429077,0.4310511648654938,0.25930625200271606,0.3307090103626251,0.18341001868247986,0.369414746761322,0.41942933201789856
initially,0.24580118060112,0.1754443496465683,0.18891194462776184,0.19967558979988098,0.30896347761154175,0.11274334043264389,0.25532233715057373,0.17890417575836182,0.2391221970319748,0.2997018098831177,0.15646487474441528,0.21367986500263214,0.10375245660543442,0.24857781827449799,0.0699334517121315
conceived,0.22557096183300018,0.23079413175582886,0.21317176520824432,0.2420535534620285,0.22657549381256104,0.32054126262664795,0.23881712555885315,0.16016215085983276,0.20470604300498962,0.23506250977516174,0.25669553875923157,0.2817595899105072,0.2325112372636795,0.2570499777793884,0.14654332399368286
of,0.33290785551071167,0.26047757267951965,0.4854315221309662,0.3075267970561981,0.41548454761505127,0.20952273905277252,0.5052502155303955,0.2569013833999634,0.5696388483047485,0.733189046382904,0.18182265758514404,1.0,0.16895952820777893,0.2827862501144409,0.1826142966747284
until,0.2693650424480438,0.24880193173885345,0.23065046966075897,0.15791192650794983,0.354556679725647,0.15574538707733154,0.2314814180135727,0.2068866640329361,0.38338494300842285,0.37191009521484375,0.13060784339904785,0.2787701487541199,0.15309728682041168,0.2530071437358856,0.20304496586322784
the,0.42745697498321533,0.2740369141101837,0.5823672413825989,0.3718377649784088,0.535392165184021,0.24376994371414185,0.5829201340675354,0.3641999065876007,0.6662389636039734,1.0,0.2678116261959076,0.733189046382904,0.2820442318916321,0.3733934462070465,0.22068053483963013
doctor,0.20870667695999146,0.18813423812389374,0.19875872135162354,0.15671396255493164,0.22950075566768646,0.16832813620567322,0.22883038222789764,0.14403527975082397,0.25567495822906494,0.2820442318916321,0.2350926250219345,0.16895952820777893,0.9999999403953552,0.3504868149757385,0.1462511420249939
's,0.02692362666130066,-0.02037568762898445,0.02396530658006668,0.00600846204906702,0.03782717138528824,-0.05602964386343956,0.04866964742541313,-0.030620932579040527,-0.037580832839012146,-0.01540423184633255,0.060523033142089844,-0.03817026689648628,0.031664930284023285,0.05599616840481758,-0.023395681753754616
third,0.2033906877040863,0.1743110567331314,0.31551501154899597,0.12432441860437393,0.2795414924621582,0.13370996713638306,0.35260438919067383,0.16682352125644684,0.3309578001499176,0.4229298532009125,0.22240588068962097,0.30602210760116577,0.19177944958209991,0.20739443600177765,0.15394791960716248
on-screen,0.2608162760734558,0.13920685648918152,0.21705913543701172,0.2613900601863861,0.30423715710639954,0.13246826827526093,0.24269871413707733,0.2962883710861206,0.18040308356285095,0.24245591461658478,0.2775005102157593,0.19092558324337006,0.23453882336616516,0.1913585513830185,0.22305797040462494
regeneration,0.22060240805149078,0.196629136800766,0.20627576112747192,0.1494564712047577,0.28147146105766296,0.14391186833381653,0.22819030284881592,0.26394692063331604,0.19745036959648132,0.3351733982563019,0.2655763328075409,0.32214465737342834,0.344775915145874,0.21646106243133545,0.13848066329956055
however,0.4480680823326111,0.3404300808906555,0.33769986033439636,0.41882941126823425,0.5474119186401367,0.3494904637336731,0.38150349259376526,0.4208816587924957,0.3982149362564087,0.49814513325691223,0.2931116819381714,0.3800618350505829,0.23353669047355652,0.4020770490169525,0.2152075469493866
;,0.10986888408660889,0.06304056942462921,0.05324986204504967,0.11651374399662018,0.0979827418923378,0.10425672680139542,-0.02122584730386734,0.01158367469906807,0.092739537358284,0.09152708947658539,0.1610850840806961,0.054534342139959335,0.03465403988957405,0.007937713526189327,0.10349778085947037
hartnell,0.16135340929031372,0.23031781613826752,0.1345113217830658,0.11491769552230835,0.24796812236309052,0.1450706422328949,0.18832600116729736,0.16354890167713165,0.26084983348846436,0.24653013050556183,0.2065395563840866,0.22713571786880493,0.4136299788951874,0.34082430601119995,0.21577993035316467
's,0.02692362666130066,-0.02037568762898445,0.02396530658006668,0.00600846204906702,0.03782717138528824,-0.05602964386343956,0.04866964742541313,-0.030620932579040527,-0.037580832839012146,-0.01540423184633255,0.060523033142089844,-0.03817026689648628,0.031664930284023285,0.05599616840481758,-0.023395681753754616
doctor,0.20870667695999146,0.18813423812389374,0.19875872135162354,0.15671396255493164,0.22950075566768646,0.16832813620567322,0.22883038222789764,0.14403527975082397,0.25567495822906494,0.2820442318916321,0.2350926250219345,0.16895952820777893,0.9999999403953552,0.3504868149757385,0.1462511420249939
had,0.23849567770957947,0.16051872074604034,0.2932159900665283,0.2477826625108719,0.37984350323677063,0.2373763620853424,0.34897568821907043,0.18634916841983795,0.385026752948761,0.3875846862792969,0.18233619630336761,0.37755560874938965,0.19423192739486694,0.36173108220100403,0.20728366076946259
merely,0.4384106993675232,0.31846556067466736,0.28916364908218384,0.24217376112937927,0.31495869159698486,0.3876269459724426,0.30406931042671204,0.33306795358657837,0.18962329626083374,0.3044394552707672,0.2229008674621582,0.29657962918281555,0.1235722228884697,0.2508210837841034,0.31133392453193665
described,0.22590412199497223,0.2858964800834656,0.2517563998699188,0.3386477828025818,0.16602091491222382,0.33203303813934326,0.25473126769065857,0.2565656006336212,0.28813880681991577,0.2878154516220093,0.2565059959888458,0.297532320022583,0.1910468190908432,0.24653644859790802,0.1374269425868988
undergoing,0.2311505824327469,0.20355232059955597,0.2263178676366806,0.2033369243144989,0.28687989711761475,0.23063313961029053,0.3024035096168518,0.3141254484653473,0.27882805466651917,0.28524625301361084,0.19746063649654388,0.26731470227241516,0.18082153797149658,0.1656752973794937,0.13844598829746246
a,0.3320399522781372,0.3080509603023529,0.658733606338501,0.3864384889602661,0.45503583550453186,0.24843132495880127,1.0,0.3047741651535034,0.539380669593811,0.5829201340675354,0.2928169071674347,0.5052502155303955,0.22883038222789764,0.36608949303627014,0.23916715383529663
``,0.008517155423760414,0.11803510040044785,0.058766357600688934,0.08103004097938538,0.06720756739377975,0.040340814739465714,0.07272057235240936,0.04202215000987053,0.04765888676047325,0.029072100296616554,-0.026068808510899544,0.06780257821083069,0.03718610852956772,0.02397952415049076,0.0685480609536171
renewal,0.1813642829656601,0.3172599971294403,0.18778030574321747,0.17803405225276947,0.2761092185974121,0.1304192841053009,0.2204436957836151,0.2752003073692322,0.24639278650283813,0.25515222549438477,0.1402246057987213,0.25080376863479614,0.19623877108097076,0.1767919808626175,0.10891313850879669
",",0.3087472915649414,0.21599270403385162,0.4691906273365021,0.3120402991771698,0.44245919585227966,0.22081054747104645,0.427140474319458,0.2752361297607422,0.5201468467712402,0.4933079481124878,0.2185479998588562,0.4946078956127167,0.20407600700855255,0.3365725874900818,0.31091248989105225
'',0.08143015950918198,0.13619764149188995,0.0793738141655922,0.050410956144332886,-0.009905828163027763,0.033503223210573196,0.04890415817499161,0.0034500521142035723,0.07432962208986282,0.041273195296525955,0.04981464520096779,0.13035868108272552,0.06782495975494385,0.024401003494858742,0.018684765323996544
and,0.31309178471565247,0.22272127866744995,0.3859752118587494,0.3150506615638733,0.48971283435821533,0.22772258520126343,0.3739250600337982,0.2438346892595291,0.4954058527946472,0.5171257257461548,0.2565235495567322,0.5116966962814331,0.21673844754695892,0.41279885172843933,0.20544172823429108
the,0.42745697498321533,0.2740369141101837,0.5823672413825989,0.3718377649784088,0.535392165184021,0.24376994371414185,0.5829201340675354,0.3641999065876007,0.6662389636039734,1.0,0.2678116261959076,0.733189046382904,0.2820442318916321,0.3733934462070465,0.22068053483963013
second,0.19948028028011322,0.1964436024427414,0.3161451518535614,0.16882206499576569,0.3098561465740204,0.16955050826072693,0.3655064105987549,0.21451319754123688,0.34510284662246704,0.4620301127433777,0.2300565540790558,0.353416383266449,0.20181342959403992,0.21920166909694672,0.17239587008953094
doctor,0.20870667695999146,0.18813423812389374,0.19875872135162354,0.15671396255493164,0.22950075566768646,0.16832813620567322,0.22883038222789764,0.14403527975082397,0.25567495822906494,0.2820442318916321,0.2350926250219345,0.16895952820777893,0.9999999403953552,0.3504868149757385,0.1462511420249939
underwent,0.17015217244625092,0.29103174805641174,0.23961056768894196,0.2867892384529114,0.2615155279636383,0.1977141797542572,0.2666264772415161,0.27034786343574524,0.3106893002986908,0.33590078353881836,0.2474786341190338,0.236332967877388,0.20066794753074646,0.169152170419693,0.12751154601573944
a,0.3320399522781372,0.3080509603023529,0.658733606338501,0.3864384889602661,0.45503583550453186,0.24843132495880127,1.0,0.3047741651535034,0.539380669593811,0.5829201340675354,0.2928169071674347,0.5052502155303955,0.22883038222789764,0.36608949303627014,0.23916715383529663
``,0.008517155423760414,0.11803510040044785,0.058766357600688934,0.08103004097938538,0.06720756739377975,0.040340814739465714,0.07272057235240936,0.04202215000987053,0.04765888676047325,0.029072100296616554,-0.026068808510899544,0.06780257821083069,0.03718610852956772,0.02397952415049076,0.0685480609536171
change,0.3690716028213501,0.16245196759700775,0.33028605580329895,0.2650039494037628,0.3581787943840027,0.41445237398147583,0.3047741651535034,0.9999998807907104,0.2510564923286438,0.3641999065876007,0.26485684514045715,0.2569013833999634,0.14403527975082397,0.2305750846862793,0.24115969240665436
of,0.33290785551071167,0.26047757267951965,0.4854315221309662,0.3075267970561981,0.41548454761505127,0.20952273905277252,0.5052502155303955,0.2569013833999634,0.5696388483047485,0.733189046382904,0.18182265758514404,1.0,0.16895952820777893,0.2827862501144409,0.1826142966747284
appearance,0.17546585202217102,0.16528530418872833,0.22147345542907715,0.20699788630008698,0.2557435631752014,0.23182174563407898,0.2928169071674347,0.26485684514045715,0.26000332832336426,0.2678116261959076,1.0000001192092896,0.18182265758514404,0.2350926250219345,0.18138431012630463,0.17315366864204407
'',0.08143015950918198,0.13619764149188995,0.0793738141655922,0.050410956144332886,-0.009905828163027763,0.033503223210573196,0.04890415817499161,0.0034500521142035723,0.07432962208986282,0.041273195296525955,0.04981464520096779,0.13035868108272552,0.06782495975494385,0.024401003494858742,0.018684765323996544
.,0.3567904531955719,0.18456575274467468,0.4569662809371948,0.33111312985420227,0.4645031690597534,0.2499912530183792,0.50484299659729,0.3244723975658417,0.5591574311256409,0.5934505462646484,0.23264551162719727,0.5352458953857422,0.22361043095588684,0.3541337847709656,0.4130953550338745
