,why,did,he,want,to,make,the,language,accessible,to,people,?
so,0.5904637575149536,0.43696269392967224,0.3163851797580719,0.5721253752708435,0.5091881155967712,0.5112468600273132,0.4296516180038452,0.25155121088027954,0.2821184992790222,0.5091881155967712,0.26006564497947693,0.43163934350013733
that,0.5601457357406616,0.47518548369407654,0.36068853735923767,0.4709601402282715,0.5436353087425232,0.48783382773399353,0.5473989248275757,0.2545708417892456,0.25979822874069214,0.5436353087425232,0.3621441423892975,0.32716336846351624
other,0.321101576089859,0.31707024574279785,0.24213658273220062,0.37061187624931335,0.4193183183670044,0.42062121629714966,0.44152235984802246,0.2782444357872009,0.2775094211101532,0.4193183183670044,0.39234280586242676,0.24682199954986572
people,0.2737221121788025,0.26765021681785583,0.324719101190567,0.30975228548049927,0.37275731563568115,0.33739447593688965,0.36838498711586,0.2826705873012543,0.2024206966161728,0.37275731563568115,1.0000001192092896,0.23739641904830933
may,0.25454580783843994,0.3038632869720459,0.16060344874858856,0.32038614153862,0.391582727432251,0.22018355131149292,0.2694292366504669,0.16963540017604828,0.20530322194099426,0.391582727432251,0.2590857446193695,0.2768254578113556
read,0.34775927662849426,0.2702803909778595,0.18080532550811768,0.3948315978050232,0.3265438377857208,0.32645392417907715,0.25299927592277527,0.35926318168640137,0.34935611486434937,0.3265438377857208,0.2596226632595062,0.30917879939079285
it,0.376611590385437,0.2993364930152893,0.36018872261047363,0.30313390493392944,0.513711154460907,0.40787607431411743,0.6251175999641418,0.297003835439682,0.26108428835868835,0.513711154460907,0.3940119743347168,0.25732165575027466
without,0.311673104763031,0.3172723054885864,0.19011831283569336,0.32770034670829773,0.37970873713493347,0.3594385087490082,0.3270869255065918,0.20589584112167358,0.269184947013855,0.37970873713493347,0.21929283440113068,0.2928665280342102
hindrance,0.2863571047782898,0.2668098211288452,0.20326095819473267,0.298779159784317,0.3495994508266449,0.3308273255825043,0.2564508616924286,0.26748907566070557,0.259634792804718,0.3495994508266449,0.17761127650737762,0.24589481949806213
.,0.32909876108169556,0.35288307070732117,0.38061028718948364,0.31944841146469116,0.4645031690597534,0.3547073304653168,0.5934505462646484,0.2506868243217468,0.25968417525291443,0.4645031690597534,0.33118996024131775,0.4130953550338745
'',-0.038651224225759506,0.01978493109345436,0.039060186594724655,0.04822646081447601,-0.009905828163027763,-0.02632441557943821,0.041273195296525955,0.05074836686253548,0.05310438945889473,-0.009905828163027763,0.0037952337879687548,0.018684765323996544
