,what,was,the,last,super,bowl,that,took,place,at,sun,life,stadium,in,miami,?
),0.26259949803352356,0.3267642855644226,0.3456730246543884,0.30915912985801697,0.1971341073513031,0.16361013054847717,0.23478686809539795,0.16915756464004517,0.2269994467496872,0.23338089883327484,0.197196826338768,0.17696817219257355,0.13414925336837769,0.3326910734176636,0.18169249594211578,0.42300865054130554
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.29026782512664795,0.22322475910186768,0.1810409277677536,0.4137537479400635,0.27655306458473206,0.34068408608436584,0.38314947485923767,0.27459269762039185,0.24050940573215485,0.2056228220462799,0.5201468467712402,0.2643101215362549,0.31091248989105225
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.1975114792585373,0.1518537551164627,0.18353787064552307,0.4154358208179474,0.1882828176021576,0.18794342875480652,0.29126521944999695,0.15915165841579437,0.21728253364562988,0.11267887055873871,0.4080928862094879,0.19651886820793152,0.2433311939239502
the,0.42745697498321533,0.48711544275283813,1.0,0.3698786795139313,0.21959073841571808,0.21576224267482758,0.5473989248275757,0.31657639145851135,0.4179787337779999,0.457212895154953,0.258540540933609,0.23528170585632324,0.21145665645599365,0.6662389636039734,0.19180938601493835,0.22068053483963013
most,0.3219912350177765,0.29933857917785645,0.47635307908058167,0.27070826292037964,0.22041858732700348,0.20814399421215057,0.4497850239276886,0.15943247079849243,0.2702350616455078,0.22451047599315643,0.1857568472623825,0.27878934144973755,0.14703509211540222,0.41416558623313904,0.15172173082828522,0.2107497900724411
recent,0.24256184697151184,0.2536894679069519,0.31046223640441895,0.39662089943885803,0.2514570653438568,0.24412648379802704,0.3408474624156952,0.18234223127365112,0.18398644030094147,0.2558845281600952,0.2079794704914093,0.18241150677204132,0.15271523594856262,0.2857761085033417,0.15462711453437805,0.2544887959957123
one,0.376489520072937,0.3752199709415436,0.5514441132545471,0.3381962776184082,0.21711376309394836,0.19098831713199615,0.5133185982704163,0.2261822372674942,0.3078412115573883,0.32580816745758057,0.19948183000087738,0.21805667877197266,0.08403151482343674,0.4129433035850525,0.1768561154603958,0.2673267424106598
being,0.3760843276977539,0.5201660394668579,0.419739305973053,0.289389044046402,0.19301097095012665,0.16827359795570374,0.46201252937316895,0.20655593276023865,0.2188614457845688,0.2686914801597595,0.16975601017475128,0.2575947344303131,0.1248561441898346,0.33162933588027954,0.1459277719259262,0.26743772625923157
super,0.13651713728904724,0.21420986950397491,0.21959073841571808,0.17231976985931396,1.0000001192092896,0.4848237931728363,0.18258553743362427,0.111402727663517,0.06724333763122559,0.11449114978313446,0.19575519859790802,0.11999484151601791,0.1715150624513626,0.18576006591320038,0.27029719948768616,0.166326642036438
bowl,0.15942467749118805,0.21915455162525177,0.21576224267482758,0.20327796041965485,0.4848237931728363,1.0,0.10987387597560883,0.11772479861974716,0.15577438473701477,0.2709662914276123,0.1716381013393402,0.12527509033679962,0.25985562801361084,0.17236235737800598,0.3255155682563782,0.21118052303791046
xliv,0.14278893172740936,0.25395458936691284,0.26059773564338684,0.24667082726955414,0.5207219123840332,0.5515007376670837,0.17192980647087097,0.19082866609096527,0.2243397980928421,0.19057852029800415,0.2701414227485657,0.1948215812444687,0.2850404679775238,0.22347544133663177,0.35426974296569824,0.25535592436790466
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.30714505910873413,0.18576006591320038,0.17236235737800598,0.435920387506485,0.2818296551704407,0.38128477334976196,0.4374977946281433,0.16873624920845032,0.27054134011268616,0.21361783146858215,1.0,0.17197883129119873,0.20430970191955566
2010,0.2741409242153168,0.23825319111347198,0.31722962856292725,0.17060241103172302,-0.0031138178892433643,0.020887387916445732,0.30029332637786865,0.26017674803733826,0.2265557050704956,0.23025034368038177,0.09201082587242126,0.08468662202358246,0.1463434100151062,0.2692960798740387,0.08850324153900146,0.21232788264751434
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.3548945486545563,0.2757420241832733,0.21516893804073334,0.4460422694683075,0.2481018751859665,0.2844318151473999,0.4549728035926819,0.20861375331878662,0.3029138445854187,0.1958179920911789,0.5591574311256409,0.2522616982460022,0.4130953550338745
