,what,makes,the,wells,fargo,center,stand,out,?
in,0.30808621644973755,0.22258508205413818,0.6662389636039734,0.19266776740550995,0.25416281819343567,0.27253323793411255,0.20552469789981842,0.3576207756996155,0.20430970191955566
1972-74,0.006084401626139879,0.023092951625585556,0.07241180539131165,0.057604603469371796,0.1730331927537918,0.06774620711803436,-0.05109729990363121,0.002418425865471363,0.0015319790691137314
by,0.2455483376979828,0.2263995260000229,0.4408751428127289,0.25062817335128784,0.12098237872123718,0.12630024552345276,0.1934388428926468,0.29497629404067993,0.17966607213020325
the,0.42745697498321533,0.3029823303222656,1.0,0.18364261090755463,0.22872892022132874,0.29064592719078064,0.2531624138355255,0.39404502511024475,0.22068053483963013
independent,0.28752967715263367,0.11797533184289932,0.2927691638469696,0.09741900861263275,0.11951924115419388,0.11215999722480774,0.18930205702781677,0.17834016680717468,0.11902587860822678
life,0.24693015217781067,0.16964326798915863,0.23528170585632324,0.13614767789840698,0.12547451257705688,0.12638325989246368,0.09777721762657166,0.18925857543945312,0.21677987277507782
and,0.31309178471565247,0.34688496589660645,0.5171257257461548,0.29822230339050293,0.2557368278503418,0.28670641779899597,0.268960565328598,0.3881998062133789,0.20544172823429108
accident,0.2266911268234253,0.12845675647258759,0.18348170816898346,0.11015570908784866,0.15339000523090363,0.10178474336862564,0.06263101100921631,0.21817152202129364,0.13474830985069275
insurance,0.2602764964103699,0.15179821848869324,0.20709019899368286,0.21058477461338043,0.2171931266784668,0.15851297974586487,0.21715986728668213,0.1732531040906906,0.16563807427883148
company,0.2333769053220749,0.21481065452098846,0.26591673493385315,0.2426539659500122,0.2538846731185913,0.08913120627403259,0.16827693581581116,0.14310407638549805,0.12195809185504913
",",0.3087472915649414,0.2926395535469055,0.4933079481124878,0.25219476222991943,0.31194832921028137,0.1905742734670639,0.27589988708496094,0.3161109685897827,0.31091248989105225
and,0.31309178471565247,0.34688496589660645,0.5171257257461548,0.29822230339050293,0.2557368278503418,0.28670641779899597,0.268960565328598,0.3881998062133789,0.20544172823429108
the,0.42745697498321533,0.3029823303222656,1.0,0.18364261090755463,0.22872892022132874,0.29064592719078064,0.2531624138355255,0.39404502511024475,0.22068053483963013
28,-0.2335955947637558,-0.09031102806329727,-0.31177106499671936,-0.03953113034367561,-0.10619459301233292,-0.038154345005750656,-0.15565641224384308,-0.1868303418159485,-0.012856917455792427
floor,0.1553560197353363,0.0945810079574585,0.25987908244132996,0.24386288225650787,0.189550518989563,0.21983394026756287,0.18918061256408691,0.2803090512752533,0.20457154512405396
riverplace,0.29322174191474915,0.2198459804058075,0.37376174330711365,0.2792213261127472,0.28116753697395325,0.2877027094364166,0.17937399446964264,0.23787768185138702,0.2516022026538849
tower,0.12919922173023224,0.10346511006355286,0.2398453801870346,0.22893548011779785,0.2667262852191925,0.2799876630306244,0.2094583660364151,0.08992817997932434,0.10395228117704391
which,0.5261979103088379,0.3663211762905121,0.6521818041801453,0.19235682487487793,0.12603701651096344,0.22164148092269897,0.19788064062595367,0.37864550948143005,0.25814583897590637
",",0.3087472915649414,0.2926395535469055,0.4933079481124878,0.25219476222991943,0.31194832921028137,0.1905742734670639,0.27589988708496094,0.3161109685897827,0.31091248989105225
when,0.4700249433517456,0.3653196394443512,0.5091903209686279,0.15615178644657135,0.12100227922201157,0.17047400772571564,0.15696834027767181,0.45263928174972534,0.22841128706932068
completed,0.19063329696655273,0.10611915588378906,0.29278936982154846,0.19862458109855652,0.15023212134838104,0.19433772563934326,0.13079601526260376,0.24477306008338928,0.08272653818130493
in,0.30808621644973755,0.22258508205413818,0.6662389636039734,0.19266776740550995,0.25416281819343567,0.27253323793411255,0.20552469789981842,0.3576207756996155,0.20430970191955566
1967,-0.0218155886977911,-0.07999052852392197,-0.012038951739668846,-0.10835366696119308,-0.08082953840494156,0.018242329359054565,-0.06921302527189255,-0.07668174803256989,0.017933469265699387
",",0.3087472915649414,0.2926395535469055,0.4933079481124878,0.25219476222991943,0.31194832921028137,0.1905742734670639,0.27589988708496094,0.3161109685897827,0.31091248989105225
was,0.22111038863658905,0.24299630522727966,0.48711544275283813,0.21596068143844604,0.1859641969203949,0.19517986476421356,0.22636882960796356,0.28168347477912903,0.18412111699581146
the,0.42745697498321533,0.3029823303222656,1.0,0.18364261090755463,0.22872892022132874,0.29064592719078064,0.2531624138355255,0.39404502511024475,0.22068053483963013
tallest,0.1573905199766159,0.20906101167201996,0.271071195602417,0.1855783611536026,0.24607640504837036,0.19976375997066498,0.31063511967658997,0.12456965446472168,0.13697953522205353
precast,0.28389522433280945,0.18607012927532196,0.30624088644981384,0.1923457235097885,0.22869452834129333,0.14618611335754395,0.1526334583759308,0.20940010249614716,0.2259068340063095
",",0.3087472915649414,0.2926395535469055,0.4933079481124878,0.25219476222991943,0.31194832921028137,0.1905742734670639,0.27589988708496094,0.3161109685897827,0.31091248989105225
post-tensioned,0.21144329011440277,0.1509643793106079,0.32890844345092773,0.17162807285785675,0.053930122405290604,0.16896279156208038,0.19201084971427917,0.16170956194400787,0.2174290120601654
concrete,0.2282307744026184,0.25117287039756775,0.19700539112091064,0.23906098306179047,0.1340184062719345,0.1085541620850563,0.3057706952095032,0.2692476809024811,0.18976950645446777
structure,0.27351704239845276,0.21083524823188782,0.2933249771595001,0.11347625404596329,0.028081361204385757,0.21514099836349487,0.16968639194965363,0.2041967362165451,0.1770772784948349
in,0.30808621644973755,0.22258508205413818,0.6662389636039734,0.19266776740550995,0.25416281819343567,0.27253323793411255,0.20552469789981842,0.3576207756996155,0.20430970191955566
the,0.42745697498321533,0.3029823303222656,1.0,0.18364261090755463,0.22872892022132874,0.29064592719078064,0.2531624138355255,0.39404502511024475,0.22068053483963013
world,0.21669597923755646,0.23100930452346802,0.33604270219802856,0.2826841175556183,0.1707514226436615,0.17180192470550537,0.16837486624717712,0.2319137006998062,0.17579582333564758
.,0.3567904531955719,0.265095978975296,0.5934505462646484,0.289034366607666,0.28766247630119324,0.29649654030799866,0.2296130359172821,0.34234723448753357,0.4130953550338745
