,what,team,had,the,best,start,ever,in,the,nfl,?
in,0.30808621644973755,0.18841172754764557,0.385026752948761,0.6662389636039734,0.2813531160354614,0.29979339241981506,0.31014615297317505,1.0,0.6662389636039734,0.12599408626556396,0.20430970191955566
the,0.42745697498321533,0.22564226388931274,0.3875846862792969,1.0,0.3134109377861023,0.3656389117240906,0.3474041819572449,0.6662389636039734,1.0,0.15305201709270477,0.22068053483963013
preseason,0.21651558578014374,0.3773210048675537,0.23005656898021698,0.32348138093948364,0.26898056268692017,0.2750495970249176,0.1706080585718155,0.2689804434776306,0.32348138093948364,0.5587513446807861,0.13884200155735016
",",0.3087472915649414,0.21287471055984497,0.35487717390060425,0.4933079481124878,0.3461092710494995,0.2934366464614868,0.2519058883190155,0.5201468467712402,0.4933079481124878,0.18939071893692017,0.31091248989105225
the,0.42745697498321533,0.22564226388931274,0.3875846862792969,1.0,0.3134109377861023,0.3656389117240906,0.3474041819572449,0.6662389636039734,1.0,0.15305201709270477,0.22068053483963013
carolina,0.1956660896539688,0.14482109248638153,0.20392835140228271,0.24749229848384857,0.1503656804561615,0.12367455661296844,0.2072225958108902,0.2380082756280899,0.24749229848384857,0.25462281703948975,0.11847445368766785
panthers,0.17002959549427032,0.333659291267395,0.1570805162191391,0.2602776288986206,0.1958107054233551,0.17261528968811035,0.17316272854804993,0.2115829735994339,0.2602776288986206,0.4153780937194824,0.16608978807926178
had,0.23849567770957947,0.11808160692453384,0.9999999403953552,0.3875846862792969,0.19722113013267517,0.23754534125328064,0.3875546455383301,0.385026752948761,0.3875846862792969,0.17032240331172943,0.20728366076946259
their,0.35142919421195984,0.20038257539272308,0.4145275354385376,0.516537070274353,0.20838582515716553,0.29180312156677246,0.2460806518793106,0.34976133704185486,0.516537070274353,0.14959773421287537,0.1898253709077835
best,0.3036847710609436,0.16893985867500305,0.19722113013267517,0.3134109377861023,0.9999999403953552,0.21236683428287506,0.39847514033317566,0.2813531160354614,0.3134109377861023,0.18926802277565002,0.2799045741558075
regular,0.224887877702713,0.2476644068956375,0.2647917866706848,0.3214086890220642,0.22961202263832092,0.29863178730010986,0.23053179681301117,0.23172755539417267,0.3214086890220642,0.2313152551651001,0.18334713578224182
season,0.12117787450551987,0.3451383709907532,0.1978970468044281,0.2507155239582062,0.20042479038238525,0.256832480430603,0.23706702888011932,0.2184021919965744,0.2507155239582062,0.3929455280303955,0.16793298721313477
in,0.30808621644973755,0.18841172754764557,0.385026752948761,0.6662389636039734,0.2813531160354614,0.29979339241981506,0.31014615297317505,1.0,0.6662389636039734,0.12599408626556396,0.20430970191955566
franchise,0.1852455735206604,0.2821871042251587,0.1973634511232376,0.30872398614883423,0.2041207104921341,0.2054823935031891,0.27479761838912964,0.29437172412872314,0.30872398614883423,0.3573097884654999,0.13445523381233215
history,0.28630873560905457,0.19439929723739624,0.23351769149303436,0.33215048909187317,0.23154303431510925,0.2487780600786209,0.351463258266449,0.29215577244758606,0.33215048909187317,0.16625894606113434,0.2501974403858185
",",0.3087472915649414,0.21287471055984497,0.35487717390060425,0.4933079481124878,0.3461092710494995,0.2934366464614868,0.2519058883190155,0.5201468467712402,0.4933079481124878,0.18939071893692017,0.31091248989105225
becoming,0.2530137896537781,0.12615029513835907,0.2761388421058655,0.333665668964386,0.22965189814567566,0.23993521928787231,0.3506799042224884,0.2425609976053238,0.333665668964386,0.11531414836645126,0.17354105412960052
the,0.42745697498321533,0.22564226388931274,0.3875846862792969,1.0,0.3134109377861023,0.3656389117240906,0.3474041819572449,0.6662389636039734,1.0,0.15305201709270477,0.22068053483963013
seventh,0.1368705779314041,0.13076867163181305,0.1926492601633072,0.36732497811317444,0.21747376024723053,0.22799192368984222,0.28393658995628357,0.27526944875717163,0.36732497811317444,0.1664181649684906,0.10981480032205582
team,0.17632107436656952,1.0,0.11808160692453384,0.22564226388931274,0.16893985867500305,0.16606490314006805,0.139632910490036,0.18841172754764557,0.22564226388931274,0.352365642786026,0.11243411153554916
to,0.455847829580307,0.23889471590518951,0.37984350323677063,0.535392165184021,0.21715646982192993,0.33345553278923035,0.33233755826950073,0.45010748505592346,0.535392165184021,0.1526731252670288,0.29463258385658264
win,0.15653561055660248,0.34532734751701355,0.20253686606884003,0.28308698534965515,0.3168060779571533,0.27588537335395813,0.35152897238731384,0.2503834664821625,0.28308698534965515,0.22728218138217926,0.1873117983341217
at,0.2838611304759979,0.22562791407108307,0.3288320302963257,0.457212895154953,0.17172780632972717,0.3116826117038727,0.25535112619400024,0.4374977946281433,0.457212895154953,0.20260320603847504,0.21978627145290375
least,0.3337163031101227,0.13830505311489105,0.26335370540618896,0.3428877890110016,0.24385276436805725,0.2863473892211914,0.24884001910686493,0.3232700824737549,0.3428877890110016,0.09886547923088074,0.28866854310035706
15,-0.01077192835509777,0.11882986128330231,0.012124304659664631,-0.011810222640633583,0.10830166935920715,0.026750080287456512,0.06784709542989731,0.02424248494207859,-0.011810222640633583,0.02818235382437706,-0.010706285014748573
regular,0.224887877702713,0.2476644068956375,0.2647917866706848,0.3214086890220642,0.22961202263832092,0.29863178730010986,0.23053179681301117,0.23172755539417267,0.3214086890220642,0.2313152551651001,0.18334713578224182
season,0.12117787450551987,0.3451383709907532,0.1978970468044281,0.2507155239582062,0.20042479038238525,0.256832480430603,0.23706702888011932,0.2184021919965744,0.2507155239582062,0.3929455280303955,0.16793298721313477
games,0.1820194572210312,0.39249375462532043,0.18404078483581543,0.2676136791706085,0.20401866734027863,0.2025396227836609,0.25834178924560547,0.24802106618881226,0.2676136791706085,0.3467232584953308,0.1360001415014267
since,0.29783400893211365,0.22051659226417542,0.4845401346683502,0.4054957628250122,0.16410422325134277,0.248488649725914,0.4486488401889801,0.4325680434703827,0.4054957628250122,0.13534599542617798,0.2876587212085724
the,0.42745697498321533,0.22564226388931274,0.3875846862792969,1.0,0.3134109377861023,0.3656389117240906,0.3474041819572449,0.6662389636039734,1.0,0.15305201709270477,0.22068053483963013
league,0.16616638004779816,0.49221307039260864,0.12540528178215027,0.2724147439002991,0.15160122513771057,0.19609354436397552,0.23078827559947968,0.22963495552539825,0.2724147439002991,0.3908804953098297,0.15941482782363892
expanded,0.2418898046016693,0.0860937237739563,0.2825333774089813,0.3258892893791199,0.1883724182844162,0.3315664231777191,0.16375315189361572,0.27289336919784546,0.3258892893791199,0.15330870449543,0.2124357968568802
to,0.455847829580307,0.23889471590518951,0.37984350323677063,0.535392165184021,0.21715646982192993,0.33345553278923035,0.33233755826950073,0.45010748505592346,0.535392165184021,0.1526731252670288,0.29463258385658264
a,0.3320399522781372,0.19125498831272125,0.34897568821907043,0.5829201340675354,0.2547774314880371,0.29672953486442566,0.27561625838279724,0.539380669593811,0.5829201340675354,0.1210956797003746,0.23916715383529663
16-game,0.2855149209499359,0.36331602931022644,0.1714758574962616,0.3390442430973053,0.2644409239292145,0.2896040380001068,0.2428886890411377,0.2743573784828186,0.3390442430973053,0.3051850199699402,0.26639387011528015
schedule,0.22513388097286224,0.1680411398410797,0.16638249158859253,0.21986375749111176,0.17468273639678955,0.27023595571517944,0.1971600204706192,0.20525701344013214,0.21986375749111176,0.236643448472023,0.16743622720241547
in,0.30808621644973755,0.18841172754764557,0.385026752948761,0.6662389636039734,0.2813531160354614,0.29979339241981506,0.31014615297317505,1.0,0.6662389636039734,0.12599408626556396,0.20430970191955566
1978,-0.04368842765688896,0.032247599214315414,0.043035224080085754,0.1314823180437088,0.010134652256965637,0.18172042071819305,-0.06465135514736176,0.20181521773338318,0.1314823180437088,-0.039362888783216476,0.06364871561527252
.,0.3567904531955719,0.26467522978782654,0.37348684668540955,0.5934505462646484,0.31068575382232666,0.3501981496810913,0.3149608373641968,0.5591574311256409,0.5934505462646484,0.1964210718870163,0.4130953550338745
,what,team,had,the,best,start,ever,in,the,nfl,?
with,0.2464839518070221,0.21111343801021576,0.4739086329936981,0.4223487675189972,0.19415417313575745,0.26863762736320496,0.24614813923835754,0.4080928862094879,0.4223487675189972,0.18521657586097717,0.2433311939239502
their,0.35142919421195984,0.20038257539272308,0.4145275354385376,0.516537070274353,0.20838582515716553,0.29180312156677246,0.2460806518793106,0.34976133704185486,0.516537070274353,0.14959773421287537,0.1898253709077835
nfc-best,0.3810746669769287,0.2942100167274475,0.25659501552581787,0.4022958278656006,0.7097389101982117,0.26937130093574524,0.48971420526504517,0.36902546882629395,0.4022958278656006,0.48093530535697937,0.35666289925575256
15–1,-0.21432454884052277,-0.050959035754203796,-0.26437968015670776,-0.2592649459838867,-0.12271802872419357,-0.1949014514684677,-0.20478181540966034,-0.21467117965221405,-0.2592649459838867,0.03573276102542877,0.04290514066815376
regular,0.224887877702713,0.2476644068956375,0.2647917866706848,0.3214086890220642,0.22961202263832092,0.29863178730010986,0.23053179681301117,0.23172755539417267,0.3214086890220642,0.2313152551651001,0.18334713578224182
season,0.12117787450551987,0.3451383709907532,0.1978970468044281,0.2507155239582062,0.20042479038238525,0.256832480430603,0.23706702888011932,0.2184021919965744,0.2507155239582062,0.3929455280303955,0.16793298721313477
record,0.1772487461566925,0.19106104969978333,0.24777771532535553,0.23569516837596893,0.22408068180084229,0.23122072219848633,0.4000466763973236,0.23162534832954407,0.23569516837596893,0.26143500208854675,0.14407116174697876
",",0.3087472915649414,0.21287471055984497,0.35487717390060425,0.4933079481124878,0.3461092710494995,0.2934366464614868,0.2519058883190155,0.5201468467712402,0.4933079481124878,0.18939071893692017,0.31091248989105225
the,0.42745697498321533,0.22564226388931274,0.3875846862792969,1.0,0.3134109377861023,0.3656389117240906,0.3474041819572449,0.6662389636039734,1.0,0.15305201709270477,0.22068053483963013
panthers,0.17002959549427032,0.333659291267395,0.1570805162191391,0.2602776288986206,0.1958107054233551,0.17261528968811035,0.17316272854804993,0.2115829735994339,0.2602776288986206,0.4153780937194824,0.16608978807926178
clinched,0.15008865296840668,0.33482038974761963,0.23033930361270905,0.3111155331134796,0.24816139042377472,0.19176560640335083,0.24492064118385315,0.2350454032421112,0.3111155331134796,0.3237887918949127,0.21425671875476837
home-field,0.22290989756584167,0.22017307579517365,0.2636689841747284,0.28019478917121887,0.23087111115455627,0.1844780296087265,0.22086113691329956,0.3410986363887787,0.28019478917121887,0.2858198583126068,0.16097521781921387
advantage,0.17863520979881287,0.21377389132976532,0.27220678329467773,0.2844003438949585,0.11785740405321121,0.22106705605983734,0.19848516583442688,0.1498534232378006,0.2844003438949585,0.1623639166355133,0.10412604361772537
throughout,0.2130906730890274,0.1004737988114357,0.3246377110481262,0.4158564507961273,0.21776562929153442,0.2368798702955246,0.28949403762817383,0.46596065163612366,0.4158564507961273,0.15407121181488037,0.12665234506130219
the,0.42745697498321533,0.22564226388931274,0.3875846862792969,1.0,0.3134109377861023,0.3656389117240906,0.3474041819572449,0.6662389636039734,1.0,0.15305201709270477,0.22068053483963013
nfc,0.19796092808246613,0.4356997609138489,0.16702289879322052,0.2545439600944519,0.2247784286737442,0.18100474774837494,0.2179432064294815,0.20630285143852234,0.2545439600944519,0.6547905206680298,0.15073348581790924
playoffs,0.18494220077991486,0.44689759612083435,0.13402219116687775,0.21945282816886902,0.19405940175056458,0.29086926579475403,0.2207861691713333,0.187225341796875,0.21945282816886902,0.5014552474021912,0.17343482375144958
for,0.3017193675041199,0.25615394115448,0.3270139992237091,0.4739971458911896,0.45128104090690613,0.2663039267063141,0.3162844479084015,0.4322226941585541,0.4739971458911896,0.23749186098575592,0.264628142118454
the,0.42745697498321533,0.22564226388931274,0.3875846862792969,1.0,0.3134109377861023,0.3656389117240906,0.3474041819572449,0.6662389636039734,1.0,0.15305201709270477,0.22068053483963013
first,0.28086137771606445,0.24193075299263,0.3379828929901123,0.49448907375335693,0.33389225602149963,0.3345579504966736,0.4429802894592285,0.4127444326877594,0.49448907375335693,0.15461091697216034,0.18701928853988647
time,0.36319252848625183,0.2895461320877075,0.34488338232040405,0.43061500787734985,0.31556034088134766,0.35206338763237,0.39147329330444336,0.3431483507156372,0.43061500787734985,0.18659080564975739,0.27391523122787476
in,0.30808621644973755,0.18841172754764557,0.385026752948761,0.6662389636039734,0.2813531160354614,0.29979339241981506,0.31014615297317505,1.0,0.6662389636039734,0.12599408626556396,0.20430970191955566
franchise,0.1852455735206604,0.2821871042251587,0.1973634511232376,0.30872398614883423,0.2041207104921341,0.2054823935031891,0.27479761838912964,0.29437172412872314,0.30872398614883423,0.3573097884654999,0.13445523381233215
history,0.28630873560905457,0.19439929723739624,0.23351769149303436,0.33215048909187317,0.23154303431510925,0.2487780600786209,0.351463258266449,0.29215577244758606,0.33215048909187317,0.16625894606113434,0.2501974403858185
.,0.3567904531955719,0.26467522978782654,0.37348684668540955,0.5934505462646484,0.31068575382232666,0.3501981496810913,0.3149608373641968,0.5591574311256409,0.5934505462646484,0.1964210718870163,0.4130953550338745
